[00:00:02.995 --> 00:00:04.917]  Waging war on corruption.
[00:00:05.397 --> 00:00:08.279]  Alex Jones on the GCN Radio Network.
[00:00:14.744 --> 00:00:15.385]  Big Brother.
[00:00:16.045 --> 00:00:17.126]  Mainstream media.
[00:00:17.827 --> 00:00:18.967]  Government cover-ups.
[00:00:19.568 --> 00:00:20.409]  You want answers?
[00:00:21.149 --> 00:00:22.110]  Well, so does he.
[00:00:22.710 --> 00:00:26.373]  He's Alex Jones on the GCN Radio Network.
[00:00:26.894 --> 00:00:30.957]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.938 --> 00:00:48.862]  We are live, simulcasting now for the final two hours at PrisonPlanet.tv as we track the swine-slash-bird-slash-human flu that they're now reporting has killed 140 people.
[00:00:51.362 --> 00:00:57.144]  But when you look at what regular flus do, they kill far more than that in a week in Mexico during flu season.
[00:00:57.164 --> 00:00:58.124]  Kills tens of thousands.
[00:00:59.488 --> 00:01:02.170]  So why is the media and the government hyping this so much?
[00:01:02.530 --> 00:01:04.632]  And we'll be recapping all that in closing.
[00:01:04.652 --> 00:01:05.372]  I'm going to go to calls.
[00:01:05.752 --> 00:01:07.774]  Anything else important to add, Paul Watson?
[00:01:09.175 --> 00:01:16.880]  Yeah, there's been a couple of times where we've caught the media putting out fake stories which hype this beyond what it really is.
[00:01:16.940 --> 00:01:23.845]  For example, there was a report that when Obama went to Mexico last week,
[00:01:24.369 --> 00:01:30.373]  Early last week that he shook hands with a archaeologist called Philippe Solis Holguin.
[00:01:31.254 --> 00:01:38.299]  And, uh, the report was that this, uh, archaeologist then died the very day after from swine flu.
[00:01:38.519 --> 00:01:40.701]  And that's why there were all these fears about Obama.
[00:01:41.081 --> 00:01:47.486]  But it turns out that's fake and that he died a week later on, uh, 23rd of April from a heart attack.
[00:01:47.646 --> 00:01:51.669]  But the big report initially was that, you know, he died from swine flu.
[00:01:51.709 --> 00:01:53.350]  It turned out to be completely fake.
[00:01:54.008 --> 00:01:56.289]  So there's a couple of things like that floating around.
[00:01:57.230 --> 00:01:59.992]  And yeah, I would agree with you at the moment.
[00:02:00.032 --> 00:02:08.056]  It looks like it's being hyped up because you've got the WHO and the UN saying, you know, it's possible there'll be a pandemic.
[00:02:08.276 --> 00:02:14.360]  And then you look at the actual numbers of how many people are getting infected and how many are making full recovery.
[00:02:14.949 --> 00:02:25.881]  You know, a third of those that were infected in Mexico have completely recovered already, according to... But, if you look at the 1918 flu, that's how it started at first.
[00:02:26.101 --> 00:02:35.111]  So, either they've released it and they know what it's going to mutate into, because they've already done this in the lab, or they're not involved in a...
[00:02:36.360 --> 00:02:36.380]  I
[00:02:51.220 --> 00:02:54.663]  Or it could be just Mexico hyping it for their own political purposes.
[00:02:55.103 --> 00:03:02.808]  Let's just have an article, Paul, if you can, with bullet points of what it could be and what the scenario is that we're looking at right now.
[00:03:02.868 --> 00:03:06.731]  But thank you so much, Paul Watson, at PrisonPlanet.com for your great reportage.
[00:03:07.532 --> 00:03:08.092]  Thanks, Alex.
[00:03:09.493 --> 00:03:09.854]  You bet.
[00:03:09.974 --> 00:03:13.736]  Okay, let's start going to your calls in this segment and right through quickly.
[00:03:13.796 --> 00:03:15.758]  Tom in Texas from the Genesis Phones.
[00:03:15.798 --> 00:03:16.198]  Go ahead.
[00:03:16.759 --> 00:03:17.159]  Hey, Alex.
[00:03:17.179 --> 00:03:17.759]  How are you doing today?
[00:03:19.167 --> 00:03:21.147]  This is like Twilight Zone, man, I'm telling you.
[00:03:21.668 --> 00:03:22.448]  A couple things.
[00:03:22.928 --> 00:03:25.889]  Watching the media, they're reporting 40 cases in the U.S.
[00:03:25.929 --> 00:03:26.149]  now.
[00:03:26.169 --> 00:03:28.369]  20 more cases in New York have been reported.
[00:03:28.389 --> 00:03:29.890]  That's Fox News.
[00:03:30.490 --> 00:03:32.810]  I just watch it to keep... No, that's CDC.
[00:03:32.930 --> 00:03:34.191]  It says 40 in the U.S.
[00:03:34.731 --> 00:03:37.992]  Okay, and then the earthquake, 6.0 earthquake outside of Mexico City.
[00:03:38.012 --> 00:03:39.272]  Yeah, I forgot to get to that.
[00:03:39.332 --> 00:03:40.192]  That is confirmed.
[00:03:40.252 --> 00:03:42.093]  Strong earthquake felt in Mexico City.
[00:03:42.593 --> 00:03:45.773]  Okay, the main reason I'm calling today is being a concerned parent.
[00:03:45.793 --> 00:03:47.274]  I've got three kids in public school.
[00:03:47.314 --> 00:03:48.074]  I called the school to
[00:03:48.720 --> 00:03:49.960]  But I bet they know about American Idol!
[00:04:18.783 --> 00:04:22.647]  They're close to you in Bexar and Gonzales counties?
[00:04:22.967 --> 00:04:28.352]  She says that they're asking people to voluntarily stay in their home, not to go to public gatherings.
[00:04:28.372 --> 00:04:34.658]  It's more like a voluntary quarantine going on in those counties.
[00:04:35.086 --> 00:04:37.587]  Yeah, and what this is, is great martial law training.
[00:04:37.607 --> 00:04:40.627]  Because under regular martial law, they tell you to stay in your homes.
[00:04:41.548 --> 00:04:48.529]  In fact, guys, YouTube Jello Biafra, martial law song, let's play that coming back.
[00:04:48.549 --> 00:04:55.811]  It's like, stay in your homes, remain calm, the number one threat is freedom.
[00:04:57.264 --> 00:04:59.226]  Alright, thank you so much sir, appreciate your call.
[00:04:59.586 --> 00:05:05.411]  More calls straight ahead from Nathan, Leo, Bill, Dominique, and many, many others on the other phone system.
[00:05:05.872 --> 00:05:10.936]  When we return after this quick break, a lot of the different angles and pieces of intel that callers have.
[00:05:10.957 --> 00:05:12.658]  Heart disease is on the rise.
[00:05:12.778 --> 00:05:17.863]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[00:05:18.123 --> 00:05:19.424]  But the symptoms are there.
[00:05:19.724 --> 00:05:27.890]  Loss of energy, blood sugar spikes and drops, poor circulation and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:05:28.110 --> 00:05:33.894]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:05:33.914 --> 00:05:35.776]  My blood pressure has normalized.
[00:05:35.856 --> 00:05:38.017]  My diabetes has totally improved.
[00:05:38.177 --> 00:05:42.440]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[00:05:42.581 --> 00:05:44.582]  I recommend heart and body extract to everyone.
[00:05:44.782 --> 00:05:52.566]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:05:52.726 --> 00:05:55.847]  Order your 2-month supply today by calling 866-295-5305.
[00:05:55.947 --> 00:06:00.649]  That's 866-295-5305.
[00:06:00.829 --> 00:06:03.671]  Or order online at hbextract.com.
[00:06:03.851 --> 00:06:07.852]  Heart and Body Extract, 866-295-5305.
[00:06:08.012 --> 00:06:09.853]  Or hbextract.com.
[00:06:10.894 --> 00:06:13.455]  In the New World Order's war against humanity,
[00:06:14.068 --> 00:06:16.116]  Barack Obama is the tip of the spear.
[00:06:16.915 --> 00:06:22.280]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[00:06:22.800 --> 00:06:29.005]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:06:29.305 --> 00:06:31.127]  Well, Obama's already fudging.
[00:06:31.267 --> 00:06:33.669]  He's fudged since day one in this election.
[00:06:33.749 --> 00:06:44.618]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[00:06:46.920 --> 00:06:48.161]  It's not about left or right.
[00:06:48.582 --> 00:06:49.983]  It's about a one world government.
[00:06:50.443 --> 00:06:56.789]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:06:57.350 --> 00:07:05.137]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:07:05.617 --> 00:07:06.778]  The Obama Deception.
[00:07:07.199 --> 00:07:08.380]  The people strike back.
[00:07:09.972 --> 00:07:13.934]  If you have over $10,000 in credit card debt, you need to hear this.
[00:07:14.214 --> 00:07:18.857]  Have you been watching the banks getting their bailout money and wondering where your relief is?
[00:07:19.137 --> 00:07:21.539]  The answer you're looking for is the bailout group.
[00:07:21.699 --> 00:07:26.942]  The bailout group has settled over $100 million in credit card debt for people just like you.
[00:07:27.242 --> 00:07:36.047]  The bailout group can help cut your debt by up to 60% of its original value, removing those high interest fees and rolling everything into one low monthly payment.
[00:07:36.267 --> 00:07:37.027]  And the best part?
[00:07:37.327 --> 00:07:41.829]  All GCN listeners qualify for a free 5-minute debt relief consultation.
[00:07:41.989 --> 00:07:45.610]  This is the system that credit card companies don't want you to know about.
[00:07:45.850 --> 00:07:50.131]  This is a fast, proven, and legal process for your credit card debt concerns.
[00:07:50.391 --> 00:07:52.051]  Call the bailout group now at 800-324-6554.
[00:07:52.071 --> 00:07:52.271]  That's 800-324-6554.
