[00:00:02.310 --> 00:00:04.212]  Waging war on corruption.
[00:00:04.692 --> 00:00:13.979]  Alex Jones on the GCN Radio Network.
[00:00:14.260 --> 00:00:14.920]  Big Brother.
[00:00:15.581 --> 00:00:16.642]  Mainstream media.
[00:00:17.342 --> 00:00:18.463]  Government cover-ups.
[00:00:19.104 --> 00:00:19.924]  You want answers?
[00:00:20.665 --> 00:00:21.586]  Well, so does he.
[00:00:21.606 --> 00:00:26.009]  He's Alex Jones on the GCN Radio Network.
[00:00:26.429 --> 00:00:30.493]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.240 --> 00:00:35.262]  Welcome my friends, welcome and thank you for joining us.
[00:00:35.302 --> 00:00:36.243]  We are live.
[00:00:36.303 --> 00:00:39.105]  It is Sunday, the 23rd day of August 2009.
[00:00:39.165 --> 00:00:42.388]  We're going to be live here for the next two hours.
[00:00:42.408 --> 00:00:44.230]  We're going to have wide open phones.
[00:00:44.871 --> 00:00:50.316]  Any news item, any issue, any story you want to cover, any question, any comment.
[00:00:50.876 --> 00:00:53.557]  The phones are now wide open at 888-201-2244, 888-201-2244, and locally in Central Texas, 512-646-1776.
[00:00:53.617 --> 00:00:55.418]  Okay, where to start, where to begin?
[00:00:55.438 --> 00:00:58.219]  I have several large, very important stacks of news and information here.
[00:00:58.239 --> 00:00:59.040]  Number one,
[00:01:16.843 --> 00:01:31.229]  We have Rasmussen and other national, scientific, highly respected polls showing that Obama now has a, this is staggering, 41% approval rating.
[00:01:31.309 --> 00:01:35.371]  The lowest previous to this was Jimmy Carter with a 46.
[00:01:36.952 --> 00:01:39.433]  Eight months into his administration.
[00:01:39.513 --> 00:01:40.454]  Eight months and two days.
[00:01:41.554 --> 00:01:45.676]  This is the lowest ever.
[00:01:46.937 --> 00:01:48.378]  for any president.
[00:01:48.398 --> 00:01:50.258]  So the bigger they are, the harder they fall.
[00:01:50.639 --> 00:01:52.720]  People expected this guy to walk on water.
[00:01:53.060 --> 00:01:59.843]  They expected to have their houses paid for, their cars paid for, the wars to end, the warrantless wiretapping to end, the police state to end.
[00:02:00.583 --> 00:02:02.324]  And of course, they're just getting more of it.
[00:02:02.904 --> 00:02:04.205]  Obama is their closer.
[00:02:04.265 --> 00:02:11.068]  He is meant to take all of George Bush's policies and make them look trendy and progressive and basically repackage them.
[00:02:11.848 --> 00:02:15.850]  He's a great case point
[00:02:17.236 --> 00:02:22.846]  For a college advertising class in RTF of what advertising is.
[00:02:25.273 --> 00:02:31.557]  Take something that it isn't and repackage it and sell it as something that it isn't, where people buy into the idea of the fraud.
[00:02:31.937 --> 00:02:44.984]  But when you're losing your job, losing your house, losing your country, losing your future, all the slick teleprompters, all the Harvard lawyer-trained speech, all the fancy suits, it means nothing.
[00:02:45.465 --> 00:02:51.068]  Reality is getting to set in on the propaganda of Barack H. Obama.
[00:02:52.748 --> 00:02:54.710]  So we're going to talk about that today.
[00:02:54.890 --> 00:03:05.918]  Also, more congressmen, more governors coming out saying they don't want martial law under the staged flu pandemic coming up in just a few months that the media has been hyping.
[00:03:06.318 --> 00:03:12.243]  And we keep seeing stories about Miami Dolphins getting it and baseball teams getting it.
[00:03:12.563 --> 00:03:14.385]  Taylor made to hype the fear.
[00:03:14.745 --> 00:03:19.749]  And then weeks later it always comes out they didn't really have the dreaded swine flu.
[00:03:22.233 --> 00:03:40.890]  And remember, you've had less than 2,000 deaths worldwide, less than 200 here in the U.S., but the media is acting like it's the end of the world when your normal flu every year kills almost half a million people worldwide, 36,500, close to 37,000 people in the U.S.
[00:03:40.950 --> 00:03:41.270]  alone.
[00:03:41.650 --> 00:03:45.454]  What is going to happen when the regular flu season hits and tens of thousands die?
[00:03:45.914 --> 00:03:55.623]  If they've almost shut down our society under a level six pandemic global police state, under a few hundred people dying in the U.S., what is going to happen when tens of thousands die?
[00:03:55.803 --> 00:03:57.264]  That's why we continue to cover this.
[00:03:57.584 --> 00:04:01.428]  A lot of new big developments on that front as well.
[00:04:02.389 --> 00:04:05.532]  Also, of all people, Larry Flynt.
[00:04:06.385 --> 00:04:15.291]  Who is very influential, has the 10th largest magazine in the world, has been a mainline Democrat his entire life, a mainline liberal.
[00:04:15.331 --> 00:04:20.435]  He's coming out saying both parties are controlled by the New World Order, by the Rothschilds, by the Rockefellers.
[00:04:20.775 --> 00:04:23.997]  The article he wrote is just unbelievable.
[00:04:24.518 --> 00:04:30.402]  And I happen to know, because I ran into one of the main editors at Hustler,
[00:04:30.982 --> 00:04:38.767]  He came to our event in 2006 in L.A., our 9-11 event that was on C-SPAN, that it's our material that's woken up Larry Flint.
[00:04:39.168 --> 00:04:43.390]  And love him or hate him, it's a big deal to have Larry Flint coming out and attacking Obama.
[00:04:43.971 --> 00:04:50.195]  So people are seeing through the left-right paradigm, if Larry Flint can, then phony right-wingers can as well.
[00:04:50.495 --> 00:04:59.401]  We're going to cover that and the attacks on free speech, The Washington Post, Sydney Morning Herald, of all publications, defending our Joker contest.
[00:05:00.021 --> 00:05:00.562]  Stay with us.
[00:05:02.883 --> 00:05:07.766]  The illusion created by the Power Elite is a lie that covers even the food they want you to eat.
[00:05:07.906 --> 00:05:12.108]  Will you continue to be their profit center, buying their precious food that makes you sick?
[00:05:12.268 --> 00:05:14.009]  Go to the doctor and buy their drugs?
[00:05:14.450 --> 00:05:15.810]  You don't have to cooperate.
[00:05:16.070 --> 00:05:17.071]  There is a solution.
[00:05:17.271 --> 00:05:24.975]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:05:25.376 --> 00:05:29.638]  Try their inner food, with 20 organic ingredients, full of dense nutrition,
[00:05:29.938 --> 00:05:32.300]  That gives you the energy you need and will keep you well.
[00:05:32.700 --> 00:05:38.345]  It even won the award for best superfood of 2009 from our friend Mike Adams, the health ranger.
[00:05:38.705 --> 00:05:44.149]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:05:44.570 --> 00:05:48.332]  Try all of their truly honest products that will keep you alive and healthy.
[00:05:48.633 --> 00:05:54.657]  Go to enerfod.com or give them a call right now.
[00:05:54.677 --> 00:05:55.598]  866-762-9238.
[00:05:55.858 --> 00:05:58.981]  Click on the banner at infowars.com to see all the available discounts.
[00:06:03.300 --> 00:06:09.322]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:06:09.922 --> 00:06:12.983]  It's Alex Jones and the GCN Radio Network.
[00:06:15.384 --> 00:06:16.164]  We are live!
[00:06:16.564 --> 00:06:17.525]  Thank you for joining us.
[00:06:17.625 --> 00:06:22.406]  It is the Sunday edition, 23rd day of August 2009.
[00:06:23.647 --> 00:06:29.189]  President Barack Obama has the lowest approval rating of any president in U.S.
[00:06:29.569 --> 00:06:32.350]  history, eight months into his administration.
[00:06:33.291 --> 00:06:35.453]  We're now 8 months and 2 days in.
[00:06:35.754 --> 00:06:37.055]  He has the lowest ever.
[00:06:37.675 --> 00:06:41.259]  And he's dropping faster and faster and faster and faster.
[00:06:41.720 --> 00:06:44.883]  He has a full 4 points.
[00:06:47.797 --> 00:06:51.281]  Under what Jimmy Carter, the previous title holder had.
[00:06:51.701 --> 00:06:57.648]  This according to Rasmussen, similar numbers out of Gallup, similar numbers out of Zogby.
[00:06:57.748 --> 00:07:01.812]  This guy is a political nightmare.
[00:07:01.872 --> 00:07:03.754]  He is a political implosion.
[00:07:04.557 --> 00:07:06.738]  Because the hype was just messianic.
[00:07:07.058 --> 00:07:08.018]  He was our lord.
[00:07:08.098 --> 00:07:09.178]  He was our savior.
[00:07:09.478 --> 00:07:10.419]  He was the one.
[00:07:10.499 --> 00:07:12.979]  He was like Jesus, the media said.
[00:07:13.340 --> 00:07:14.780]  He was going to save us.
[00:07:14.880 --> 00:07:17.001]  He was the world's president.
[00:07:17.021 --> 00:07:17.801]  It just went on and on.
[00:07:17.821 --> 00:07:19.541]  We covered it in my film, The Obama Deception.
[00:07:19.841 --> 00:07:21.302]  But here is the danger.
[00:07:23.522 --> 00:07:28.744]  He may be politically wounded, but he's extremely dangerous because the people controlling him
[00:07:30.039 --> 00:07:30.340]  No!
[00:07:30.781 --> 00:07:33.891]  That when his agenda became public, his approval ratings would implode.
[00:07:34.111 --> 00:07:36.519]  That's what, what, a week after he was elected?
[00:07:38.499 --> 00:07:50.289]  Vice President Biden, Vice President-elect was out on the West Coast and he was talking to their big, you know, half a million dollar donors, their biggest donors, in a closed-door meeting, but somebody recorded it on their iPhone.
[00:07:50.849 --> 00:07:52.451]  And we played the clip many times.
[00:07:52.491 --> 00:07:56.835]  He said, look, six, seven, eight months in, he's going to be hated because of our policies.
[00:07:57.135 --> 00:07:59.297]  He's going to be hated, but you've got to stick with us.
[00:07:59.677 --> 00:08:00.778]  You know, you're the insiders.
[00:08:00.818 --> 00:08:03.500]  Don't worry, you're going to get paid off with the taxpayer money.
[00:08:04.241 --> 00:08:06.342]  And we're going to have a crisis coming.
[00:08:06.703 --> 00:08:08.444]  So they're going to stage a crisis.
[00:08:09.284 --> 00:08:12.827]  And it could be a new war, as the Rand Corporation is calling for.
[00:08:13.187 --> 00:08:24.855]  It could be this bird flu, as the governors are saying and as congressmen are saying, from Congressman Brown to former Congressman Dick Armey are saying they may use this flu as a pretext to get his agenda through.
[00:08:25.555 --> 00:08:39.684]  I mean, when you've got the Governor's Association writing letters saying we don't want martial law to the White House, when you've got major members of Congressmen, Ron Paul, Congressman Brown and others, the good news is at least people are getting the game of stage crisis.
[00:08:40.985 --> 00:08:52.513]  You got Michael Savage on 400 and something radio stations, third biggest show in the country, coming out every week and saying Obama's going to blow up buildings like Hitler did with the Reichstag to bring in martial law.
[00:08:55.268 --> 00:08:56.269]  I mean, this is exciting.
[00:08:57.669 --> 00:09:02.032]  In fact, I want to commend the so-called right wing in this country for finally waking up.
[00:09:02.272 --> 00:09:04.473]  The left woke up to Bush staging terror.
[00:09:05.254 --> 00:09:08.776]  Congress now has an 11% approval rating.
[00:09:08.796 --> 00:09:13.118]  It had gone up to about 20, depending on the poll, 19 to 22, depending on the poll.
[00:09:13.599 --> 00:09:17.681]  When Obama got elected, there was this fresh wave of euphoria.
[00:09:19.292 --> 00:09:36.058]  Just thinking that, okay, maybe things will change, but people figured out real quick, same scam, just a new slicker version, reading off a teleprompter in a $5,000 suit, Harvard-educated, you know, with the sweet, sweet eyes you can believe.
[00:09:36.739 --> 00:09:40.140]  Those are lying eyes, though, ladies and gentlemen, like the Elvis song.
[00:09:41.809 --> 00:09:47.374]  Walks like an angel, talks like an angel, but is the devil in disguise.
[00:09:47.414 --> 00:09:48.516]  In fact, let's cue that up.
[00:09:48.556 --> 00:09:49.376]  I know we've got that.
[00:09:49.817 --> 00:09:51.799]  Let's play that sometime during the show today.
[00:09:52.259 --> 00:09:58.826]  She walks like an angel, talks like an angel, but I got wise.
[00:09:58.846 --> 00:10:01.288]  Oh, she's the devil in disguise.
[00:10:01.808 --> 00:10:02.729]  Oh, yes, you are.
[00:10:02.749 --> 00:10:04.591]  The devil in disguise.
[00:10:05.612 --> 00:10:06.072]  I'm sorry.
[00:10:06.132 --> 00:10:08.253]  I'm really putting shame to Elvis.
[00:10:08.293 --> 00:10:12.514]  He just had his anniversary of his death last week.
[00:10:12.994 --> 00:10:13.875]  Or was it two weeks ago?
[00:10:13.915 --> 00:10:14.355]  I forget.
[00:10:15.315 --> 00:10:18.636]  But I'm addicted to the Elvis channel on Sirius.
[00:10:18.696 --> 00:10:19.196]  I'm sorry.
[00:10:19.256 --> 00:10:20.637]  It's a problem I have.
[00:10:22.665 --> 00:10:23.886]  So we've got that going on.
[00:10:23.906 --> 00:10:25.227]  I want to discuss that with the listeners.
[00:10:25.507 --> 00:10:30.491]  Because don't think the establishment spent over a billion dollars putting him into office.
[00:10:30.511 --> 00:10:32.072]  That's right, over a billion bucks.
[00:10:32.393 --> 00:10:34.054]  McCain raised over 500 mil.
[00:10:34.774 --> 00:10:41.359]  I mean, he got, Obama just from Wall Street got four plus, it's almost five times the money that McCain got.
[00:10:41.459 --> 00:10:43.461]  I'm not saying vote for McCain.
[00:10:43.861 --> 00:10:45.102]  It's like a Don King fight.
[00:10:45.322 --> 00:10:47.004]  McCain was taking a dive.
[00:10:47.264 --> 00:10:49.726]  What do you think putting that dingbat Palin in there?
