[00:00:05.162 --> 00:00:07.142]  To replace ever, you save money.
[00:00:07.283 --> 00:00:08.463]  Prepare yourself today.
[00:00:08.603 --> 00:00:10.723]  To learn more, visit ZeroFlu.com.
[00:00:10.803 --> 00:00:12.364]  That's ZeroFlu.com.
[00:00:12.544 --> 00:00:15.585]  Or call 888-766-6066.
[00:00:15.605 --> 00:00:18.605]  888-766-6066 today.
[00:00:18.805 --> 00:00:20.306]  ZeroFlu.com.
[00:00:20.466 --> 00:00:23.366]  Protecting you and your family, one day at a time.
[00:00:24.467 --> 00:00:26.187]  And the audit news isn't good.
[00:00:26.607 --> 00:00:31.848]  You're listening to GCN, the world leader in independent talk radio.
[00:00:31.988 --> 00:00:33.709]  BJ Alston, it's 4 o'clock.
[00:00:38.015 --> 00:00:40.438]  IRN USA Radio News, I'm Mark Thomas.
[00:00:40.898 --> 00:00:48.867]  North Korea is threatening military action against the United States and its allies, and it's admitted for the first time that it has a uranium enrichment program.
[00:00:49.008 --> 00:00:55.815]  The defiant statement came after the UN Security Council approved new sanctions to punish the Communist nation for its recent nuclear test.
[00:00:56.556 --> 00:00:56.937]  The U.S.
[00:00:56.977 --> 00:01:02.623]  military says an American soldier has been killed by a roadside bomb during combat operations in Baghdad.
[00:01:02.723 --> 00:01:06.508]  The death toll has now risen to 4,312 members of the U.S.
[00:01:06.568 --> 00:01:12.495]  military who have died in Iraq since the war started in March of 2003, according to an Associated Press count.
[00:01:13.035 --> 00:01:20.822]  Iran's Interior Ministry says 91% of the votes have been counted and President Mahmoud Ahmadinejad is cruising to a landslide victory for another term.
[00:01:20.983 --> 00:01:24.706]  He has about 63% of the vote, while his main challenger has less than 35%.
[00:01:25.507 --> 00:01:30.672]  Reformist Mir Hossein Mousavi is denouncing the results as treasonous manipulation.
[00:01:30.952 --> 00:01:32.914]  This is IRN USA Radio News.
[00:01:34.625 --> 00:01:37.967]  I started having symptoms of menopause when I was 47 years old.
[00:01:38.147 --> 00:01:41.149]  The hot flashes and night sweats were almost unbearable.
[00:01:41.329 --> 00:01:44.951]  I gained 50 pounds, was irritable, emotional, just not myself.
[00:01:45.191 --> 00:01:53.717]  As a registered nurse, I was concerned about taking pharmaceutical hormone replacement therapies because there is a history of breast cancer in my family, plus all of the unknowns when you take drugs.
[00:01:53.917 --> 00:01:55.017]  So I tried Ambarin.
[00:01:55.177 --> 00:01:57.299]  Within two weeks, the hot flashes stopped.
[00:01:57.459 --> 00:01:58.540]  Yes, they stopped!
[00:01:58.760 --> 00:02:00.861]  I have been working with Ambarin for almost a year now.
