[00:00:00.912 --> 00:00:02.356]  The Alex Jones Show.
[00:00:02.717 --> 00:00:04.984]  Because there's a war on for your mind.
[00:00:16.260 --> 00:00:17.401]  Welcome, ladies and gentlemen.
[00:00:17.441 --> 00:00:21.786]  We are live on this Friday, the 16th day of October 2009 edition.
[00:00:21.806 --> 00:00:27.231]  We're now eight and a half minutes into the third hour of another hour coming up.
[00:00:27.972 --> 00:00:29.874]  We're here live Monday through Friday from 11 a.m.
[00:00:29.894 --> 00:00:30.534]  to 3 p.m.
[00:00:30.554 --> 00:00:31.135]  Central Time.
[00:00:31.435 --> 00:00:32.196]  That's 12 noon to 4 p.m.
[00:00:34.677 --> 00:00:40.243]  And we are joined by Bob Chapman, the founder of the International Forecaster.
[00:00:40.764 --> 00:00:42.025]  He worked in Army Intelligence.
[00:00:42.065 --> 00:00:45.269]  He then had one of the biggest newsletters in history until he retired.
[00:00:45.629 --> 00:00:48.873]  He came back out of retirement to restart his financial newsletter.
[00:00:49.394 --> 00:00:52.377]  And his predictions are some of the most accurate and stunning out there.
[00:00:52.777 --> 00:00:55.280]  He was one of the biggest private gold and silver brokers ever.
[00:00:56.081 --> 00:01:00.825]  He helped publish Gary Allen's None Dare Call a Conspiracy in the early 1970s.
[00:01:01.265 --> 00:01:05.209]  He is a real icon in the fight against the globalists for the last 45 years.
[00:01:05.809 --> 00:01:08.251]  And today is his 74th?
[00:01:08.671 --> 00:01:11.294]  Or is it 75th birthday?
[00:01:11.614 --> 00:01:12.815]  How old are you today, Bob?
[00:01:13.736 --> 00:01:18.039]  I'm 74 and I'm happy to report that I'm healthy and everything works.
[00:01:18.900 --> 00:01:19.560]  That's awesome.
[00:01:20.041 --> 00:01:24.965]  Look, I don't want to toot your horn here, but I want people to pay attention to what you're saying.
[00:01:26.463 --> 00:01:32.788]  Everything you've talked about years before, and you call it when it's going to happen, is now happening.
[00:01:33.169 --> 00:01:41.276]  You called two years ago on this show that late 2009, 2010 early was when they'd start really killing the dollar.
[00:01:41.836 --> 00:01:43.678]  You called the stock market going back up.
[00:01:44.574 --> 00:01:50.337]  Two years ago, you said it would go down in a year, then it would go back up in 2009, that it would then go down again.
[00:01:50.877 --> 00:01:54.539]  You called that gold, by the fall, would run up well above a thousand.
[00:01:54.559 --> 00:02:02.802]  I mean, I want the crystal ball you've got, but also on top of all this, Bob Chapman, I want listeners.
[00:02:02.862 --> 00:02:05.483]  Not our mainline listeners, but the show's growing by leaps and bounds.
[00:02:05.864 --> 00:02:08.365]  All these new listeners on all these new AM and FM stations, understand.
[00:02:09.145 --> 00:02:10.486]  We're just going off the documents.
[00:02:10.907 --> 00:02:17.172]  The Club of Rome, the Bank of England, all these, the private Federal Reserve have said they're setting up a Bank of the World we'll pay carbon taxes to.
[00:02:17.592 --> 00:02:19.093]  They are the ones killing the dollar.
[00:02:19.394 --> 00:02:21.315]  They are the ones that have stolen tens of trillions.
[00:02:21.696 --> 00:02:30.923]  They are the ones setting up a police state to stop the American and British and other people from taking our government back and bringing these Madoffs slash skillings slash
[00:02:32.104 --> 00:02:33.925]  Uh, Ken Lay types to justice.
