[00:00:03.849 --> 00:00:05.790]  Waging war on corruption.
[00:00:06.250 --> 00:00:09.151]  Alex Jones on the GCN Radio Network.
[00:00:15.453 --> 00:00:16.094]  Big Brother.
[00:00:16.754 --> 00:00:17.814]  Mainstream media.
[00:00:18.535 --> 00:00:19.635]  Government cover-ups.
[00:00:20.295 --> 00:00:21.096]  You want answers?
[00:00:21.856 --> 00:00:23.376]  Well, so does he.
[00:00:23.436 --> 00:00:27.078]  He's Alex Jones on the GCN Radio Network.
[00:00:27.598 --> 00:00:29.959]  And now, live from Austin, Texas,
[00:00:30.854 --> 00:00:31.674]  Alex Jones.
[00:00:35.755 --> 00:00:40.917]  Okay, ladies and gentlemen, we are live for the third and fourth hour today.
[00:00:43.438 --> 00:00:48.139]  And we are going to be taking phone calls later.
[00:00:48.159 --> 00:00:52.560]  We have text bars popping in in the next hour to talk about all these news headlines.
[00:00:52.580 --> 00:00:54.061]  Voodoo in the White House!
[00:00:54.963 --> 00:01:01.006]  Just search engine that term and you can read the different stories about another headline is witchcraft in the White House.
[00:01:03.967 --> 00:01:05.328]  We're going over this because
[00:01:06.789 --> 00:01:09.430]  The establishment is on a witch hunt against Christians.
[00:01:09.450 --> 00:01:15.694]  They admit all over the country they CPS homeschoolers, Christian families, children, the neighbors are on a witch hunt.
[00:01:16.194 --> 00:01:18.435]  I'm not on a witch hunt against the real witches.
[00:01:19.195 --> 00:01:24.758]  I just want to point out that most the world leaders we've researched on record are into the occult.
[00:01:25.839 --> 00:01:27.820]  Just search engine, Sherry Blair.
[00:01:29.071 --> 00:01:35.336]  Which, Tony Blair is possessed by a spirit every morning, he believes, and flops around on the ground.
[00:01:35.796 --> 00:01:38.078]  That's mainstream British news, he admits it.
[00:01:38.358 --> 00:01:41.121]  He is so overtaken with the spirit of the light.
[00:01:42.361 --> 00:01:45.564]  As he calls it, be a Lucifer, the light bearer.
[00:01:45.584 --> 00:01:47.585]  I can't make this stuff up.
[00:01:47.605 --> 00:01:49.487]  We're going to show you some of those articles later.
[00:01:50.087 --> 00:01:58.334]  And then meanwhile, you got Obama's wife's mommy doing the santeria, the chickens, you know, running around, chickens with their heads cut off.
[00:01:58.354 --> 00:01:59.715]  This is all part of the new freedom.
[00:02:00.155 --> 00:02:01.617]  And when they said change, they meant it.
[00:02:02.617 --> 00:02:04.539]  But actually, this isn't really change, is it?
[00:02:05.139 --> 00:02:06.621]  Because we're going to cover that next hour.
[00:02:06.661 --> 00:02:11.945]  The occult is the norm in circles of power, not the exception.
[00:02:13.490 --> 00:02:16.553]  So that is coming up today.
[00:02:18.034 --> 00:02:23.338]  I want to spend a few segments now getting into the fact that we are going into revolution.
[00:02:23.798 --> 00:02:28.822]  The signs, the evidence is now overwhelming and even blowing me away how fast, how real, how huge it is.
[00:02:30.043 --> 00:02:35.368]  But that also confirms to me that the establishment is going to counter-strike.
[00:02:36.445 --> 00:02:38.846]  And it's gonna try to stage some crises.
[00:02:39.567 --> 00:02:40.907]  And then we'll take your phone calls.
[00:02:41.107 --> 00:02:42.508]  Dave, Brad, many others holding.
[00:02:42.788 --> 00:02:44.669]  The toll free number to join us today is 1-800-259-9231.
[00:02:44.689 --> 00:02:44.769]  1-800-259-9231.
[00:02:45.049 --> 00:02:46.890]  And we will get you up and on the air.
[00:02:46.910 --> 00:02:48.131]  But I wanted to go over
[00:03:00.632 --> 00:03:10.286]  all the articles we have and and this is without looking this is just like i said on the sunday show in the last few days hundreds and hundreds of articles are out there and and and we've printed
[00:03:12.174 --> 00:03:13.075]  2030, I didn't count.
[00:03:13.115 --> 00:03:14.156]  Big stacks of these.
[00:03:14.737 --> 00:03:31.134]  AP, AFP, German newspapers, British newspapers, London Telegraph, Sunday Mail, Financial Times of London, Moscow Times, Tokyo newspapers, about how the flu shot is killing people.
[00:03:32.472 --> 00:03:41.836]  The flu shot trials in the United States, mainly in Texas, are killing people, and the federal government is saying, keep this secret, don't let the public know about it.
[00:03:42.256 --> 00:03:44.397]  Now there's so many different angles to that.
[00:03:44.917 --> 00:03:55.101]  Not just that it's killing people, but that they would keep it quiet, and that every other time they do this it kills a bunch of people, and that they're clearly testing a soft kill operation saying, we'll be bold.
[00:03:55.501 --> 00:03:59.523]  We'll just give people shots out in the open that kill them and maim them and hurt them.
[00:04:00.023 --> 00:04:04.187]  I mean, they've already brain damaged millions of children, always at 18 months.
[00:04:04.227 --> 00:04:05.749]  The child gets the third round of shots.
[00:04:05.769 --> 00:04:07.791]  They're running around, giggling, talking, laughing.
[00:04:08.511 --> 00:04:09.412]  Then they sit in the corner.
[00:04:09.432 --> 00:04:11.334]  I mean, I'm sad.
[00:04:11.354 --> 00:04:12.055]  It's very sad.
[00:04:12.075 --> 00:04:19.242]  For the rest of their life, just, ooh, ooh, from the brain damage, because the brain swells with the adjuvants and other things that are in it, not just the mercury.
[00:04:20.410 --> 00:04:22.892]  And that's your chemical lobotomy.
[00:04:23.472 --> 00:04:28.636]  Now, most people are only meant to be brain damaged by this, so you're kind of a drone.
[00:04:29.457 --> 00:04:36.142]  It's kind of like the movie Black Hole, where they're lobotomizing people to serve the crazy scientist.
[00:04:36.182 --> 00:04:38.424]  Well, that's really what they're doing here.
[00:04:40.865 --> 00:04:42.926]  Thirty years ago, you didn't see any autistic children.
[00:04:42.966 --> 00:04:45.607]  Now, some high schools, a third of them are.
[00:04:45.627 --> 00:04:46.287]  Whole range.
[00:04:46.447 --> 00:04:48.508]  And they're just, the operation's going well.
[00:04:48.908 --> 00:04:58.212]  Now they're gonna soft kill you with autoimmune disease and other things, and people will just be everywhere dying in mass, and the news will say it's good, and everyone will love it, and roll their sleeves up and say, I'm ready!
[00:04:58.552 --> 00:05:00.433]  I'm ready to lose 20 IQ points!
[00:05:00.893 --> 00:05:05.475]  I'm ready to have my organs shot down, I'm ready to have convulsions, I'm ready to be paralyzed!
[00:05:05.855 --> 00:05:06.956]  Give me the shot, right here!
[00:05:06.976 --> 00:05:08.676]  It's gonna be one hell of a ride!
[00:05:08.696 --> 00:05:09.537]  Ha ha!
[00:05:10.575 --> 00:05:11.676]  This is Alex Jones.
[00:05:11.956 --> 00:05:13.738]  Have you heard of the Millionaire Patriot?
[00:05:13.938 --> 00:05:14.559]  Well, you should.
[00:05:14.579 --> 00:05:19.184]  He has a free handgun and five days of firearms training waiting for you.
