[00:00:00.829 --> 00:00:15.854]  It is the 11th day of May 2009.
[00:00:16.194 --> 00:00:19.635]  We've got one hour and 52 minutes left with us.
[00:00:19.755 --> 00:00:21.175]  Paul Watson joins us.
[00:00:21.676 --> 00:00:29.578]  When Paul leaves us, I'm going to detail state governments, local governments, the feds moving against the Second Amendment and the First Amendment.
[00:00:31.101 --> 00:00:33.241]  I always try to explain that to the controlled left.
[00:00:34.382 --> 00:00:37.722]  That you take somebody's second amendment, you're going to lose your first amendment.
[00:00:38.462 --> 00:00:40.903]  And I always try to explain that to the controlled right.
[00:00:41.363 --> 00:00:43.563]  You take somebody's first amendment, they're going to take your second.
[00:00:44.363 --> 00:00:45.704]  And they're going to take your property rights.
[00:00:46.704 --> 00:00:47.544]  Under the 10th and the 9th.
[00:00:47.644 --> 00:00:50.024]  They're going to violate those, and that's now happening.
[00:00:50.405 --> 00:00:57.766]  House bill aims to strip right-wing extremists of second amendment rights.
[00:00:59.366 --> 00:01:01.728]  And boy, is this an accurate article by Kurt Nimmo.
[00:01:02.389 --> 00:01:04.151]  Hard to believe, but it's really happening.
[00:01:04.191 --> 00:01:06.993]  Also saying hurting somebody's feelings to be a felony.
[00:01:07.574 --> 00:01:16.663]  I got a bunch of other economic news and some torture news as well that we're going to be going over here.
[00:01:18.689 --> 00:01:21.751]  But right now, I wanted to go to Paul Watson.
[00:01:21.791 --> 00:01:25.533]  In fact, it's one of the top stories up on PrisonPlanet.com.
[00:01:25.553 --> 00:01:29.095]  Maybe we'll punch that up for folks.
[00:01:30.156 --> 00:01:37.400]  And it deals with the founding of the European Union by Nazis.
[00:01:38.481 --> 00:01:39.541]  Now, this is no secret.
[00:01:39.581 --> 00:01:43.444]  We actually cover this in Endgame, Blueprint for Global Enslavement.
[00:01:44.824 --> 00:01:46.706]  But the founding members of Bilderberg
[00:01:47.568 --> 00:01:47.708]  I think?
[00:02:02.313 --> 00:02:10.600]  That humans are the enemy and that the world government must be convened and set up to carry out the controlled extermination of the majority of the population.
[00:02:11.061 --> 00:02:12.282]  Now, I'm not the one saying this.
[00:02:12.302 --> 00:02:13.323]  They're the ones saying it.
[00:02:14.404 --> 00:02:17.487]  The Nazis killed tens of millions of people.
[00:02:18.167 --> 00:02:23.452]  That war killed 20 million Germans, at least 20 million Russians, a million Americans and Brits.
[00:02:26.434 --> 00:02:34.480]  And you have to remember, the King of England, Edward VIII, had to advocate the throne because it came out he was a Nazi, photos of him with Hitler, supporting Hitler.
[00:02:34.740 --> 00:02:51.253]  When the war started, he had to run out of Spain, and basically was told to get out of town and go to the British Virgin Islands, and he basically left for the war a disgrace, and was no longer the King, because he was a big Nazi, and this was all a setup.
[00:02:51.333 --> 00:02:52.134]  Hitler was told
[00:02:53.260 --> 00:02:55.721]  You're going to attack the communists, you're going to take over France.
[00:02:56.222 --> 00:03:03.005]  They had a deal with the Vichy French, this is on record, where the British military would evacuate out to Dunkirk.
[00:03:03.686 --> 00:03:12.491]  Hitler would just act like he was attacking them, this has now been declassified, and drop, have Hermann Goering have the Waffe bomb out to sea far away from the ships.
[00:03:13.251 --> 00:03:16.533]  And the film reels got released and they said, Hitler's not attacking.
[00:03:17.153 --> 00:03:22.097]  Then the documents have come out, and it's even on PBS, that Hitler, quote, didn't want to attack the British.
[00:03:22.317 --> 00:03:23.057]  Well, they had a deal.
[00:03:23.778 --> 00:03:26.140]  Then suddenly the British announced, we are going to attack you.
[00:03:26.160 --> 00:03:27.901]  I mean, talk about conspiracy theories.
[00:03:27.961 --> 00:03:30.042]  It's not a conspiracy theory, it's a conspiracy fact.
[00:03:30.623 --> 00:03:37.128]  But the Maginot Line and all of that didn't fail in World War II.
[00:03:38.866 --> 00:03:42.228]  And Hitler's blitzkrieg was not the great success.
[00:03:42.248 --> 00:03:46.711]  I mean, the Polish held out just defending one city for many days.
[00:03:47.271 --> 00:03:51.014]  And they had horse-drawn carriages and people fighting tanks with swords.
[00:03:51.974 --> 00:03:54.416]  The French had a modern military.
[00:03:55.456 --> 00:04:00.700]  The Vichy French dominated the entire military and most of the French government.
[00:04:01.780 --> 00:04:03.721]  And they wanted a coup of France.
