[00:00:00.229 --> 00:00:02.150]  Waging war on corruption.
[00:00:02.630 --> 00:00:05.492]  Alex Jones on the GCN Radio Network.
[00:00:11.875 --> 00:00:12.536]  Big Brother.
[00:00:13.196 --> 00:00:14.256]  Mainstream media.
[00:00:14.957 --> 00:00:16.077]  Government cover-ups.
[00:00:16.718 --> 00:00:17.538]  You want answers?
[00:00:18.279 --> 00:00:19.239]  Well, so does he.
[00:00:19.859 --> 00:00:23.561]  He's Alex Jones on the GCN Radio Network.
[00:00:24.042 --> 00:00:28.104]  And now, live from Austin, Texas, Alex Jones.
[00:00:44.581 --> 00:00:47.943]  Alright, we're now into the second hour of this worldwide transmission.
[00:00:48.823 --> 00:00:57.608]  Webster Griffin Tarpley will be with us for two hours, maybe even longer, if I can twist his arm into it, because I got a host of issues to talk about with Webster Griffin Tarpley.
[00:00:58.812 --> 00:01:04.839]  As viewers know, many of you, Webster Griffin Tarpoli is really the main voice of the Obama deception.
[00:01:05.340 --> 00:01:07.623]  It has my good friend and economist George Humphrey in it.
[00:01:08.504 --> 00:01:14.291]  It has great trends forecaster and political analyst Gerald Cilente.
[00:01:14.371 --> 00:01:15.212]  It has Willie Nelson.
[00:01:15.232 --> 00:01:16.233]  It has Jesse Ventura.
[00:01:17.394 --> 00:01:21.878]  It has KRS-One, Professor Griff, myself, and many others in it.
[00:01:22.398 --> 00:01:30.805]  But Tarpley's really the main voice of the film, as he is in the new upcoming film, that's got John Perkins in it, and a bunch of other people I'm not even going to name at this time.
[00:01:31.866 --> 00:01:33.527]  I've never had a budget like this for a film.
[00:01:33.547 --> 00:01:39.572]  It's probably going to have like 15 big names in it, with their analysis, all on the same page, but different perspectives.
[00:01:40.751 --> 00:01:43.632]  So that is coming up in, that's going to come out October 1st.
[00:01:44.372 --> 00:01:47.092]  I've gone ahead and extended it because I was just going to throw a film out.
[00:01:47.452 --> 00:01:49.112]  It's still going to be hard-hitting, but I really want this.
[00:01:49.553 --> 00:01:53.013]  The Obama Deceptions are now rivaling loose change, folks.
[00:01:53.173 --> 00:02:08.616]  It is, I cannot describe to you, and we're going to Webster Tarpley, but I think he needs to hear this as well, that I've confirmed it's in Japanese newspapers and they're showing it to Japanese, not just film students, but economic and political science students, that entire universities
[00:02:10.640 --> 00:02:24.197]  This is in the South Korean news are showing it to all their students that multiple universities that I've been interviewed for magazines and they've told me over in South Korea and and and TV programs as well that
[00:02:25.563 --> 00:02:29.324]  That entire universities are showing it to entire student bodies.
[00:02:29.344 --> 00:02:32.465]  I mean, I've asked one newspaper reporter, I go, well, how many at this one school?
[00:02:32.985 --> 00:02:35.946]  Oh, hundreds of classes have been shown the Obama deception.
[00:02:36.726 --> 00:02:39.007]  And I'm just moving from the east to the west.
[00:02:39.227 --> 00:02:44.269]  Russia, Europe, everywhere, translated into more than ten languages that I've seen.
[00:02:44.529 --> 00:02:50.851]  Portuguese, Spanish, Chinese, German, Dutch, French,
[00:02:52.745 --> 00:02:54.026]  Just, it's incredible.
[00:02:54.446 --> 00:03:01.491]  This is on track now to become the most downloaded, most viewed internet film in history.
[00:03:01.511 --> 00:03:02.491]  And we have no way of gauging it.
[00:03:03.472 --> 00:03:04.673]  Two months in, I checked it.
[00:03:05.193 --> 00:03:10.477]  There were 15 million views I could see.
[00:03:10.957 --> 00:03:12.858]  And I only spent 45 minutes going to the different sites.
[00:03:13.198 --> 00:03:17.141]  Million here, 2 million there, 3 million here, half a million here, 400,000 there.
[00:03:17.882 --> 00:03:18.282]  15 million!
[00:03:19.383 --> 00:03:21.284]  The peer-to-peer networks, the BitTorrents,
[00:03:23.476 --> 00:03:26.757]  Other language systems, thousands of video sites, I have no way of knowing.
[00:03:27.577 --> 00:03:29.377]  Just the copies of DVDs!
[00:03:30.017 --> 00:03:36.838]  Phoenix newspapers reported more than 15,000 given out by students at one Obama event when he came to speak.
[00:03:37.519 --> 00:03:38.519]  That's devastating!
[00:03:38.739 --> 00:03:50.541]  And videos of the students going wild, putting all their extra money, fundraisers, into buying 15,000 DVDs with mass burners, making copies, and now they're doing... I mean, it's just all over the country, all over the world,
[00:03:51.221 --> 00:03:56.443]  So that's why I said, look, I can't just throw another film out, even though I was doing it for speed, that was going to be good.
[00:03:56.543 --> 00:03:57.724]  This is going to be a masterpiece.
[00:03:58.224 --> 00:04:00.265]  I just am battling with myself over the name.
[00:04:01.665 --> 00:04:10.009]  So we'll talk to Webster when we get back about first, the spirit of resistance, the spirit of liberty, the spirit of believing you can stand up and getting animated in this fight.
[00:04:10.509 --> 00:04:11.969]  Knowing who your enemy is half the battle.
[00:04:12.249 --> 00:04:16.071]  Taking action and knowing you can't be stopped if you simply exert yourself as the other half.
[00:04:17.992 --> 00:04:26.700]  If you counter-strike the New World Order before it's too late, before their full panoptagon, their technological system is in place.
[00:04:28.362 --> 00:04:31.424]  So we'll kind of go to break here in a moment, come back with Webster Tarpley, but I just wanted you to know that
[00:04:33.106 --> 00:04:42.753]  In the second interview with Webster, and also in the first, we didn't put a lot about Iran and Pakistan and North Korea in the first one, because we wanted to have it simpler for the general public.
[00:04:43.194 --> 00:04:44.555]  The second one will have more on that.
[00:04:44.715 --> 00:04:45.996]  Everything he said came true.
[00:04:46.496 --> 00:04:52.521]  And it just gives me more and more respect for the foresight, the over-the-horizon analysis of Webster Griffin Tarperley.
[00:04:52.761 --> 00:04:56.083]  We're going to get two hours of that coming up after this break.
[00:04:56.404 --> 00:05:01.427]  His view on what's happening geopolitically, and then economically, and then inside the United States.
[00:05:02.328 --> 00:05:05.130]  As well, detailed analysis straight ahead.
[00:05:05.150 --> 00:05:07.011]  You don't want to miss this information.
[00:05:07.451 --> 00:05:09.012]  Hello friends, this is Alex Jones.
[00:05:09.152 --> 00:05:13.735]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:05:13.895 --> 00:05:16.656]  We need to be independent, and food and water is the key.
[00:05:16.856 --> 00:05:19.718]  You'll never have to stand in a bread line if you have your own bread.
[00:05:19.898 --> 00:05:24.601]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[00:05:24.841 --> 00:05:25.781]  If you simply prepare.
[00:05:25.961 --> 00:05:28.882]  No one is going to take care of your family in the final equation but you.
[00:05:29.203 --> 00:05:36.105]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[00:05:36.185 --> 00:05:39.326]  And they do it at almost half the cost of last year's grocery prices.
[00:05:39.486 --> 00:05:39.666]  Call 1-800-409-5633.
[00:05:39.726 --> 00:05:41.147]  Or on the web, go to efoodsdirect.com.
[00:05:44.628 --> 00:05:50.692]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[00:05:50.872 --> 00:05:54.454]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:05:54.474 --> 00:05:55.995]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[00:05:56.015 --> 00:05:56.596]  Take action today.
[00:05:56.636 --> 00:05:58.457]  The first step is getting storable food.
[00:06:07.543 --> 00:06:12.845]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[00:06:13.386 --> 00:06:21.770]  Check out SupernaturalSilver.com today, or visit the link on Infowars.com to find out more about this incredible new silver compound.
[00:06:21.970 --> 00:06:28.753]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[00:06:29.073 --> 00:06:31.074]  This new technology has proven itself.
[00:06:31.274 --> 00:06:31.614]  We're good to go.
[00:06:55.820 --> 00:06:59.102]  Click on the link and check out the uses for New Silver Solution.
[00:06:59.502 --> 00:07:04.164]  Order this extra line of defense today by going to SupernaturalSilver.com.
[00:07:04.304 --> 00:07:06.465]  That's SupernaturalSilver.com today.
[00:07:07.325 --> 00:07:11.707]  There's a guy named MZ in Santa Cruz, California, who owns one of our affiliate radio stations.
[00:07:11.907 --> 00:07:14.329]  He got laid off from a job he loved many years ago.
[00:07:14.469 --> 00:07:23.933]  He was devastated, but it taught him a lesson very early in life that even when you do a great job for someone and your boss tells you how much he appreciates you every day, there is no job security.
[00:07:23.933 --> 00:07:24.373]  We're good to go.
[00:07:43.107 --> 00:07:43.648]  I think so.
[00:08:08.482 --> 00:08:10.664]  He's the T-Rex of political talk.
[00:08:11.264 --> 00:08:14.127]  Alex Jones on the GCN Radio Network.
[00:08:21.833 --> 00:08:25.757]  Alright, Webster Griffin Tarpley is with us into the fourth hour today.
[00:08:25.877 --> 00:08:30.581]  So two plus hours, phone calls coming up later in the next hour with Webster Griffin Tarpley.
[00:08:31.866 --> 00:08:33.288]  I want to go over Iran.
[00:08:33.308 --> 00:08:35.950]  I want to go over Pakistan.
[00:08:35.970 --> 00:08:40.415]  I want to continue to move east into the Korean Peninsula.
[00:08:41.136 --> 00:08:43.398]  Why suddenly all this is starting and happening?
[00:08:44.269 --> 00:08:53.736]  I want to get into, then, what's happening with the economy and a lot more with the unauthorized biographer of George Herbert Walker Bush and Barack H. Obama.
[00:08:54.236 --> 00:09:01.361]  We carry both his books on barackhobama.infowars.com, on the secure online video bookstore shopping cart, I would add.
[00:09:02.502 --> 00:09:08.066]  Also, he is an award-winning economist and researcher, Webster Griffin Tarpley.
[00:09:08.746 --> 00:09:16.610]  Webster, so much of what you said in the first Obama deception, now in the new film where we interviewed you a few months ago, is now coming true.
[00:09:16.630 --> 00:09:19.652]  So I want to get into how you knew their attack plan.
[00:09:19.692 --> 00:09:25.835]  I mean, I know what you're going to say, Brzezinski's been quite public and vocal about it, but still, to see them actually doing it is just amazing.
[00:09:26.195 --> 00:09:28.056]  What you think their next moves will be?
[00:09:28.476 --> 00:09:32.978]  Are things going well for the globalists, for the Anglo-American New World Order crime syndicate?
