[00:00:03.590 --> 00:00:05.531]  Waging war on corruption.
[00:00:05.991 --> 00:00:08.852]  Alex Jones on the GCN Radio Network.
[00:00:15.375 --> 00:00:16.036]  Big Brother.
[00:00:16.696 --> 00:00:17.757]  Mainstream media.
[00:00:18.457 --> 00:00:19.637]  Government cover-ups.
[00:00:20.218 --> 00:00:21.038]  You want answers?
[00:00:21.778 --> 00:00:22.739]  Well, so does he.
[00:00:23.359 --> 00:00:27.001]  He's Alex Jones on the GCN Radio Network.
[00:00:27.541 --> 00:00:31.603]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.372 --> 00:00:44.539]  All right, we've now knocked out of the park the first hour of this June 23, 2009 Tuesday edition.
[00:00:44.879 --> 00:00:52.544]  We now have three hours spanning out before us, simulcasting the syndicated radio show at PrisonPlanet.tv.
[00:00:52.584 --> 00:00:53.605]  Thank you all for tuning in today.
[00:00:53.625 --> 00:00:56.066]  Thank you for your support being PrisonPlanet.tv.
[00:00:56.106 --> 00:00:59.449]  Members, let me tell you about who's coming up in 30 minutes.
[00:00:59.629 --> 00:01:01.210]  Dr. Ignatius Piazza
[00:01:02.639 --> 00:01:08.721]  Talking about all the anti-Second Amendment bills introduced that are the greatest draconian victim disarmament ever seen.
[00:01:09.601 --> 00:01:11.762]  Mark Faber joining us.
[00:01:11.902 --> 00:01:14.443]  Top market analysts saying we're going into hyperinflation.
[00:01:15.384 --> 00:01:18.065]  Joining us from Thailand coming up in one hour.
[00:01:18.085 --> 00:01:24.387]  And then I'm going to get Wayne Madsen to pop in to get his take, because he's got a lot of State Department contacts and we've got him calling some of them.
[00:01:24.847 --> 00:01:30.069]  Not that I don't believe Bob Chapman and Harry Schultz, who have both been proven to have really good contacts.
[00:01:31.101 --> 00:01:32.942]  And, uh, need to be listened to.
[00:01:33.002 --> 00:01:34.942]  I'm just getting further vetting on this.
[00:01:35.283 --> 00:01:39.684]  This is a big story, as Bob is out there ferreting out more as well.
[00:01:39.704 --> 00:01:45.186]  Of course, Bob worked in the Foreign Service and in intelligence against the Russians, and worked all over the world.
[00:01:45.666 --> 00:01:47.447]  South Africa, Germany.
[00:01:48.047 --> 00:01:49.048]  So he can speak to this.
[00:01:49.608 --> 00:01:54.712]  I have contacts outside Matson and others ferreting out if this is happening at their embassies.
[00:01:55.093 --> 00:01:56.434]  It's confirmed this is going on.
[00:01:56.514 --> 00:02:00.497]  Some embassies are saying, get ready for bank shutdowns, bank holiday.
[00:02:00.777 --> 00:02:05.381]  They've got the dollars may not be taken globally or may be devalued, but they've got a hoard.
[00:02:08.092 --> 00:02:08.893]  Other currencies.
[00:02:09.573 --> 00:02:12.014]  We already see other countries moving away from the dollar very quickly.
[00:02:12.755 --> 00:02:28.284]  Now this is coming up perfect timing to pass the Banker Takeover Bill, which gives the Federal Reserve dictatorial powers, just like the March 5th, 1933 Banker Engineered Bank Holiday Emergency Banking Act, which gave them dictatorial powers.
[00:02:28.764 --> 00:02:31.126]  And so, they've announced that
[00:02:31.926 --> 00:02:35.348]  In fact, get Judge Napolitano video ready, because people won't believe me when I say it.
[00:02:35.408 --> 00:02:35.949]  We broke it.
[00:02:35.989 --> 00:02:37.670]  We told people over a week ago.
[00:02:38.150 --> 00:02:42.673]  Ron Paul, Bob Chapman ferreted it out, looked at the bill, said, yes, this is a banking dictatorship.
[00:02:45.475 --> 00:02:48.417]  And now they're going, yes, we'll be your dictators.
[00:02:48.778 --> 00:02:51.239]  No judge, no jury, no Bill of Rights, only the bankers.
[00:02:51.780 --> 00:02:54.501]  So I wanted to go over the International Forecaster breaking this down.
[00:02:55.362 --> 00:03:00.686]  Harry Schultz, which Ron Paul calls one of the best researched trends in investment
[00:03:01.544 --> 00:03:05.905]  Well, thank you very much, and yes, they are in preparation, but they may not do it.
[00:03:05.925 --> 00:03:07.945]  But this is good intelligence.
[00:03:07.965 --> 00:03:08.785]  We've talked to people who
[00:03:30.510 --> 00:03:45.453]  Are in a position to know that these amounts of money are being received by embassies, and some of the embassies are receiving it, dollars, to trade for local currencies.
[00:03:46.413 --> 00:03:49.654]  And they obviously expect some problems.
[00:03:49.794 --> 00:03:57.715]  And in the State Department, they are quite concerned, but they don't know really exactly what's going on.
[00:03:58.689 --> 00:03:59.909]  Which is interesting.
[00:04:00.329 --> 00:04:02.730]  Compartmentalization, if you may.
[00:04:03.690 --> 00:04:08.511]  And it could happen in five months from now.
[00:04:09.311 --> 00:04:13.132]  It could not happen at all, or it might take three or four months.
[00:04:13.952 --> 00:04:25.014]  But there's something, and you know, we get these reports about the federalization of the police forces.
[00:04:25.674 --> 00:04:27.374]  On my last issue, I had a letter from
[00:04:28.337 --> 00:04:43.667]  A subscriber who said a friend of his was applying for a job as a policeman and was sitting in an office and in the office next door were a couple of people from FEMA and the police chief and they were discussing federalization.
[00:04:44.347 --> 00:04:46.668]  Well, I mean... It leads into the same thing.
[00:04:46.949 --> 00:04:47.849]  Yeah, Bob, stay there.
[00:04:48.510 --> 00:04:51.912]  It's on record that the Arizona State Police are merging with the feds.
[00:04:52.532 --> 00:04:54.933]  I mean, they're just publicly totally criminal.
[00:04:55.394 --> 00:04:57.055]  I also want to talk to you about the bill.
[00:04:58.459 --> 00:04:58.959]  This is Alex Jones.
[00:04:58.979 --> 00:05:00.760]  Have you heard of the Millionaire Patriot?
[00:05:00.840 --> 00:05:01.380]  Well, you should.
[00:05:01.400 --> 00:05:04.601]  He has a free handgun and five days of firearms training waiting for you.
[00:05:04.621 --> 00:05:05.281]  That's right.
[00:05:20.126 --> 00:05:30.029]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30 state concealed weapons permit, all for pennies on the dollar.
[00:05:30.149 --> 00:05:35.551]  Plus, if you act fast, the Millionaire Patriot will give you a free Springfield Armory XD pistol.
