[00:00:06.192 --> 00:00:06.832]  Big Brother.
[00:00:07.492 --> 00:00:08.533]  Mainstream media.
[00:00:09.273 --> 00:00:10.373]  Government cover-ups.
[00:00:11.033 --> 00:00:11.834]  You want answers?
[00:00:12.614 --> 00:00:13.514]  Well, so does he.
[00:00:14.154 --> 00:00:17.815]  He's Alex Jones on the GCN Radio Network.
[00:00:18.355 --> 00:00:22.456]  And now, live from Austin, Texas, Alex Jones.
[00:00:28.398 --> 00:00:30.819]  We're live, ladies and gentlemen.
[00:00:30.859 --> 00:00:35.020]  Thank you so much for joining us on this Sunday, the 22nd edition
[00:00:36.851 --> 00:00:44.053]  22nd day of November 2009 and we're going to be live here for the next two hours.
[00:00:45.414 --> 00:00:52.156]  As I warned you, they have now passed the health care bill in the U.S.
[00:00:52.196 --> 00:01:01.879]  Senate fully out of committee and they got the 60 votes needed to bring it up for full debate starting November 30th.
[00:01:04.352 --> 00:01:09.874]  And if they could get the votes to bring it out for full debate and then passage, they've got the votes to pass it.
[00:01:11.355 --> 00:01:16.377]  Mainline neocon media is telling conservatives and libertarians that we're going to beat this.
[00:01:17.577 --> 00:01:24.920]  This is nothing more than World War I, the German speaker saying, the war is over, lay down your arms.
[00:01:25.980 --> 00:01:27.941]  In 1915, in the middle of the war.
[00:01:28.821 --> 00:01:30.262]  The war is joined.
[00:01:30.602 --> 00:01:32.743]  They have a razor-thin margin.
[00:01:33.832 --> 00:01:34.452]  A victory.
[00:01:35.032 --> 00:01:37.433]  That's why they're telling you you've won.
[00:01:38.373 --> 00:01:39.693]  So that you will stand down.
[00:01:41.014 --> 00:01:41.914]  On the health care bill.
[00:01:42.214 --> 00:01:43.614]  Same thing with the carbon tax.
[00:01:44.014 --> 00:01:48.896]  They're going to pass the carbon tax either this year or early in session next year.
[00:01:49.456 --> 00:01:50.776]  Same thing with the health care bill.
[00:01:51.116 --> 00:01:53.136]  Same thing with open borders amnesty.
[00:01:53.697 --> 00:01:55.937]  Same thing with their gun control bills.
[00:01:55.977 --> 00:01:59.458]  That they've got 15 of them introduced, some of them out of committee.
[00:02:01.277 --> 00:02:05.181]  The globalists are openly admitting they're making their moves right now.
[00:02:05.201 --> 00:02:07.323]  We're going to be talking about that today.
[00:02:08.243 --> 00:02:15.670]  Also, EU president says that Copenhagen will give them a global management, global governance, world government.
[00:02:15.970 --> 00:02:20.935]  He says it all in an amazing clip we're going to play after this break.
[00:02:23.223 --> 00:02:29.364]  The first year of global governance, as well as the first year of global management.
[00:02:29.764 --> 00:02:31.365]  These are both quotes.
[00:02:31.485 --> 00:02:33.945]  Global government management.
[00:02:33.985 --> 00:02:36.406]  This is the new head of the EU government.
[00:02:40.287 --> 00:02:43.587]  We're also going to get into the police state news.
[00:02:43.667 --> 00:02:46.648]  People being arrested for their children playing in their backyards.
[00:02:46.968 --> 00:02:50.349]  People being arrested for not paying tips when they get bad service.
[00:02:51.876 --> 00:02:53.518]  It is all coming up.
[00:02:53.638 --> 00:02:56.380]  Plus, there's a bunch of internet news, as you know, two weeks ago.
[00:02:58.228 --> 00:03:00.670]  World Treaty on the Internet was leaked.
[00:03:01.151 --> 00:03:04.554]  Obama's declared national security on it and refused to release it.
[00:03:04.574 --> 00:03:05.514]  It's now been released.
[00:03:06.395 --> 00:03:10.839]  And it talks about if you're caught file sharing, you're just banned from being on the Internet.
[00:03:11.379 --> 00:03:16.864]  And to do that, they've got to have an ID system where everyone has to be ID'd to go on the Internet.
[00:03:16.904 --> 00:03:22.909]  That's also used to track everywhere you go, what you do, and to create that digital profile.
[00:03:23.670 --> 00:03:32.839]  So, ladies and gentlemen, just the news is off the charts as usual, but it's getting more and more intense as the tyranny and corruption just intensifies.
[00:03:33.119 --> 00:03:35.442]  We're also going to have open phones today.
[00:03:35.502 --> 00:03:36.863]  The toll-free number to join us, 888-201-2244.
[00:03:36.883 --> 00:03:37.043]  888-201-2244.
[00:03:37.103 --> 00:03:39.606]  I've thrown out a lot of important subjects here.
[00:03:45.239 --> 00:03:50.082]  And I hope you'll want to talk about one or more of these, but you're welcome to call in about whatever you'd like.
[00:03:50.102 --> 00:03:52.044]  888-201-2244.
[00:03:52.084 --> 00:04:03.972]  The biggest piece of news broke at Infowars.com and PrisonPlanet.com back on Tuesday, but then it didn't get any attention.
[00:04:05.137 --> 00:04:08.880]  Because it hadn't been confirmed whether or not the hack was accurate.
[00:04:09.460 --> 00:04:10.541]  Whether it was a real hack.
[00:04:10.741 --> 00:04:12.543]  And we pointed that out when we posted it.
[00:04:12.843 --> 00:04:14.544]  That we don't know if this really happened.
[00:04:14.864 --> 00:04:17.306]  But this is coming out in the hacker circles.
[00:04:17.666 --> 00:04:20.869]  It appears to be accurate from high-level hackers we know.
[00:04:21.749 --> 00:04:22.850]  It is confirmed.
[00:04:23.531 --> 00:04:26.593]  The hackers, the good hackers, and most hackers are great people.
[00:04:26.613 --> 00:04:27.774]  That's why the media demonizes them.
[00:04:27.974 --> 00:04:29.055]  They're for freedom and liberty.
[00:04:29.075 --> 00:04:31.497]  And they protect us a lot of the time.
[00:04:33.222 --> 00:04:35.043]  And let us know what's coming before it happens.
[00:04:35.604 --> 00:04:38.845]  They have done something so incredibly wonderful.
[00:04:39.726 --> 00:04:41.267]  So incredibly good.
[00:04:42.127 --> 00:04:44.689]  A major victory against the Empire.
[00:04:45.129 --> 00:04:49.551]  Many Bothans died and suffered to bring you this information.
[00:04:50.272 --> 00:04:53.554]  And we're going to cover it on the other side of this break.
[00:04:54.154 --> 00:04:59.097]  This is a death blow to the New World Order.
[00:05:00.154 --> 00:05:05.341]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:05:05.461 --> 00:05:09.867]  Will you continue to be their profit center, buying their processed food that makes you sick?
[00:05:10.007 --> 00:05:11.850]  Go to the doctor and buy their drugs?
[00:05:12.270 --> 00:05:13.652]  You don't have to cooperate.
[00:05:13.892 --> 00:05:14.954]  There is a solution.
[00:05:15.154 --> 00:05:23.178]  Interhealth Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:05:23.579 --> 00:05:30.663]  Try their Interfood with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:05:31.043 --> 00:05:36.706]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health major.
[00:05:37.066 --> 00:05:42.671]  I love their Nutri Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:05:43.092 --> 00:05:46.895]  Try all of their truly honest products that will keep you alive and healthy.
[00:05:47.255 --> 00:05:51.619]  Go to enerfood.com or give them a call right now.
[00:05:51.639 --> 00:05:53.461]  866-762-9238.
[00:05:54.702 --> 00:05:58.025]  Click on their banner at infowars.com to see all the available discounts.
[00:06:02.634 --> 00:06:08.636]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:06:09.257 --> 00:06:12.278]  It's Alex Jones and the GCN Radio Network.
[00:06:16.079 --> 00:06:20.061]  Two thousand years ago, Jesus Christ had a term for it.
[00:06:21.562 --> 00:06:30.085]  When you give people incredible information, and like pigs running around in the mud, they just trample over it.
[00:06:31.698 --> 00:06:33.219]  Pearls before swine.
[00:06:33.719 --> 00:06:49.046]  You throw a $100,000 string of black pearls out in front of a stampeding herd of wild hogs, they're going to stampede over those pearls, or diamonds, or rubies, or gold, or platinum.
[00:06:50.987 --> 00:06:55.509]  I hope the information we're about to cover isn't trampled in the mud.
[00:06:56.169 --> 00:07:00.391]  I hope every single listener of this important radio transmission
[00:07:01.756 --> 00:07:03.298]  Sunday, November 22, 2009.
[00:07:04.840 --> 00:07:05.922]  Takes notes.
[00:07:06.623 --> 00:07:08.866]  Gets upset about this information.
[00:07:09.326 --> 00:07:11.349]  Emails it to their entire email list.
[00:07:11.409 --> 00:07:12.530]  Calls talk radio.
[00:07:13.352 --> 00:07:14.653]  Writes letters to the editor.
[00:07:14.974 --> 00:07:18.679]  I hope you go tonight while your neighbors are watching NFL football.
[00:07:20.040 --> 00:07:33.330]  And bang on their door and say, look at this AP article, look at this Washington Post article, look at this Reuters article, look at this BBC article, and explain to them what's happening.
[00:07:33.470 --> 00:07:40.975]  That's the way a real American, or anybody else for that matter worldwide, that loves truth and loves freedom would respond.
[00:07:42.276 --> 00:07:43.337]  What am I talking about?
[00:07:44.028 --> 00:07:47.951]  No, I'm not talking about the health care bill that's passed the House.
[00:07:48.811 --> 00:07:50.172]  Now it's passed out of committee.
[00:07:50.612 --> 00:07:52.554]  Going to go to full debate in the next few weeks.
[00:07:52.594 --> 00:07:53.794]  They're probably going to pass it.
[00:07:54.155 --> 00:07:55.495]  Socialize our health care.
[00:07:55.555 --> 00:07:56.656]  Take over our lives.
[00:07:56.976 --> 00:07:58.657]  Take more money out of our paychecks.
[00:07:59.058 --> 00:08:03.701]  Give you quarter million dollar fines and five years in jail if you don't get the insurance.
[00:08:04.561 --> 00:08:06.903]  That's bad enough and we're going to be discussing it.
[00:08:07.757 --> 00:08:18.000]  No, I'm not talking about the secret world treaty that Obama declared national security on that is now on BBC and Boing Boing and other places.
[00:08:18.981 --> 00:08:23.382]  Finally, it was leaked by hackers, yet again, doing a great job.
[00:08:24.222 --> 00:08:27.823]  It's been leaked and the White House confirms it's a national security violation.
[00:08:27.843 --> 00:08:29.224]  They're trying to hunt down who leaked it.
[00:08:30.024 --> 00:08:36.547]  A total takeover of the internet, taxes on the internet, shutting down the web as we know.
[00:08:36.947 --> 00:08:41.389]  If you ever file share, no judge, no jury, you're banned from ever using the internet.
[00:08:41.869 --> 00:08:47.091]  Everyone is to be issued an ID number to use the internet so they can track everything you do and turn it off.
[00:08:47.411 --> 00:08:51.653]  No, that's not the big news that I hope isn't pearls before swine.
[00:08:52.093 --> 00:08:58.696]  All this other just off the charts insane news is not the top story.
[00:09:00.080 --> 00:09:02.122]  Now I'm going to bring out these pearls.
[00:09:02.882 --> 00:09:07.586]  I'm going to bring out these diamonds of information, so important to everyone.
[00:09:08.306 --> 00:09:22.196]  I am going to bring this out, right now, live, on over 40 AM and FM's, it's over 60 on the weekday show, over 40 AM and FM stations, number one show on the internet streams, according to ShotKast and other rating services.
[00:09:22.877 --> 00:09:28.982]  And I have respect for you, listening on WWCR, World Wide Shortwave, listening on satellite,
[00:09:29.944 --> 00:09:43.890]  I have respect for all of our millions of listeners right now that you are going to get as upset about this and as focused as I am about the information I am about to give you.
[00:09:46.712 --> 00:09:55.796]  And this information is so huge that I almost don't even want to cover it here in the first segment.
[00:09:57.023 --> 00:10:01.468]  Not because of hype, but because it necessarily needs to be the finale.
[00:10:01.508 --> 00:10:04.450]  We need to build up towards this.
[00:10:04.591 --> 00:10:11.297]  We need to explain to people how important this is and give you the backstory, the history of it.
[00:10:13.099 --> 00:10:19.285]  But because time is of the essence, I'm going to start getting into this right now.
[00:10:19.365 --> 00:10:20.787]  But I'm going to beg listeners.
[00:10:22.073 --> 00:10:25.716]  We're also simulcasting on internet television at PrisonPlanet.tv.
[00:10:26.116 --> 00:10:29.119]  For members, take this video file, give it to everyone you know.
[00:10:30.019 --> 00:10:32.081]  Call everyone you know, tell them to tune in.
[00:10:32.421 --> 00:10:40.548]  Whether you're listening to us in Chicago, or Austin, Texas, or Florida, or San Francisco.
[00:10:42.242 --> 00:10:48.171]  I want you to call everyone you know and tell them to tune in right now.
[00:10:48.191 --> 00:10:56.923]  If you're listening in Knoxville, Tennessee, if you're listening in Kansas City on the AM and FM, you need to call everyone you know.
[00:10:58.385 --> 00:11:13.039]  Because every day on this radio show, we bring out incredible bombshell information in legislation, in government documents, in alternative media, in mainstream media, in original research and reports we filed.
[00:11:13.799 --> 00:11:15.561]  Think of how many national stories we've broken.
[00:11:17.563 --> 00:11:23.628]  But this type of information, Tuesday, InfoWars.com and PrisonPlanet.com,
[00:11:24.841 --> 00:11:29.443]  From several major hacking services, white hat hackers, good guys.
[00:11:31.184 --> 00:11:32.524]  And most hackers are white hat.
[00:11:33.885 --> 00:11:37.326]  Either that or they're teenage kids screwing around, who haven't grown up yet.
[00:11:40.027 --> 00:11:43.249]  Paul Watson, Curt Nemo posted it and it was unconfirmed.
[00:11:43.289 --> 00:11:44.949]  And we said, this is unconfirmed.
[00:11:46.070 --> 00:11:53.233]  We can't get a response from these universities, but we're trying to find out if this is true or not.
[00:11:55.302 --> 00:12:24.454]  Thousands and thousands and thousands of internal correspondence between the United Nations and the main universities that they use to certify their IPC global warming information, where they say the earth is going to flood, all the major coastal cities are going to be underwater, the polar bears are going to die, the earth is heating, it's unnatural, carbon dioxide is a poison, it's not the sun causing it.
[00:12:25.194 --> 00:12:30.380]  And the head professor for the UN, he is the main individual they use for all their data.
[00:12:31.741 --> 00:12:49.727]  Of all these universities they have on their payroll, for five years he's refused to give Dr. Tim Ball, who's in my film Fall of the Republic, and other top climatologists, MIT climatologists, you name it, he has refused to give them his data saying it's proprietary.
[00:12:50.107 --> 00:12:56.549]  Though it's being used to set up attacks on your house, your car, coal, everything.
[00:12:57.651 --> 00:13:01.093]  Schwarzenegger banning TVs above 40 inches, taxing all the others.
[00:13:01.413 --> 00:13:03.595]  I mean, total government control.
[00:13:03.755 --> 00:13:05.216]  Thousands of new taxes.
[00:13:05.776 --> 00:13:08.158]  One-child policies worldwide being called for.
[00:13:08.378 --> 00:13:17.604]  Because humans exhale five and a half pounds on average a day, depending on your size, of your cardiovascular system, of carbon dioxide.
[00:13:17.624 --> 00:13:18.604]  It's what plants breathe.
[00:13:18.804 --> 00:13:24.388]  Then they release oxygen that animals, mammals, insects breathe.
[00:13:26.397 --> 00:13:43.393]  Now, over 30,000 top scientists countered the 300 scientists that the UN had in the last two years, published papers saying it was a fraud, said this is a complete fraud, a takeover of the carbon cycle listing life and respiration as criminal.
[00:13:43.713 --> 00:13:44.614]  This is a fraud.
[00:13:45.512 --> 00:13:46.352]  They got fired.
[00:13:46.392 --> 00:13:47.413]  They lost their jobs.
[00:13:47.773 --> 00:13:53.075]  Over 90% of college and institutional private research is government-funded.
[00:13:53.435 --> 00:13:54.775]  There has been a purge.
[00:13:55.275 --> 00:14:00.337]  They have said it's like Holocaust denial to talk about it or to discuss it.
[00:14:00.797 --> 00:14:11.921]  And Al Gore's major university sources have been caught faking buoy data on Arctic and Atlantic and Pacific temperatures, saying it was hotter than it really was.
[00:14:12.361 --> 00:14:14.522]  And they always say it's an accident when they get caught.
[00:14:15.283 --> 00:14:17.875]  They've been caught hundreds of times putting out fake data.
[00:14:18.277 --> 00:14:19.442]  Ladies and gentlemen...
[00:14:20.987 --> 00:14:24.150]  The universities that were hacked now admit they've been hacked.
[00:14:24.230 --> 00:14:25.170]  It is confirmed.
[00:14:25.411 --> 00:14:30.495]  There are criminal investigations of the hackers, which is wonderful because it only certifies this is real.
[00:14:30.955 --> 00:14:32.316]  They admit it's real.
[00:14:33.397 --> 00:14:35.759]  And the hackers got all the secret documents.
