[00:00:02.643 --> 00:00:04.564]  Waging war on corruption.
[00:00:05.004 --> 00:00:14.528]  Alex Jones on the GCN Radio Network.
[00:00:14.828 --> 00:00:15.468]  Big Brother.
[00:00:16.129 --> 00:00:17.189]  Mainstream media.
[00:00:17.909 --> 00:00:19.030]  Government cover-ups.
[00:00:19.650 --> 00:00:20.510]  You want answers?
[00:00:21.251 --> 00:00:22.191]  Well, so does he.
[00:00:22.231 --> 00:00:26.433]  He's Alex Jones on the GCN Radio Network.
[00:00:26.993 --> 00:00:31.055]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.055 --> 00:00:36.419]  It is October 4th, 2009 on this Sunday edition.
[00:00:36.439 --> 00:00:39.242]  We're going to be live here for the next two hours.
[00:00:39.302 --> 00:00:40.723]  Thank you so much for joining us.
[00:00:41.344 --> 00:00:47.089]  Another very informative, information-packed radio broadcast slash TV show.
[00:00:47.129 --> 00:00:51.653]  Today we are simulcasting both hours of this Sunday transmission right now.
[00:00:52.674 --> 00:00:59.321]  Not just on the radio, but also via fulllivingcoloratprisonplanet.tv.
[00:00:59.921 --> 00:01:03.004]  So I want to thank everyone for joining us today.
[00:01:03.765 --> 00:01:06.708]  Well, I'm fresh back from Hardin, Montana.
[00:01:06.888 --> 00:01:07.569]  I had to go.
[00:01:09.011 --> 00:01:10.712]  And I tell you, we were not disappointed.
[00:01:10.792 --> 00:01:12.813]  The bizarreness was off the chart.
[00:01:13.613 --> 00:01:17.734]  It gives new meaning to the term, truth is stranger than fiction.
[00:01:17.754 --> 00:01:35.861]  A 14-time felon with warrants out across the country, tied in with multiple defense contractor organizations and groups, shows up and takes over, without even filing paperwork, a $27 million
[00:01:38.584 --> 00:01:38.985]  Camp!
[00:01:40.049 --> 00:01:43.078]  Prison detention center in the tiny town of...
[00:01:46.124 --> 00:01:47.085]  Hardin, Montana.
[00:01:47.125 --> 00:01:50.867]  Then there's the question of why are they building detention centers in the middle of nowhere?
[00:01:50.927 --> 00:01:56.050]  Why do we have more people in our prisons than any other country in the world?
[00:01:56.070 --> 00:01:58.771]  I'm going to be speaking to that as well today.
[00:01:59.171 --> 00:02:07.436]  So I went to be on the ground to investigate what was really happening there and I will be detailing that coming up later in this first hour.
[00:02:07.456 --> 00:02:08.797]  We're also going to open the phones up
[00:02:09.457 --> 00:02:19.683]  And continue the discussion of the open announcements by media that the dollar is on the chopping block right now and what it means to the United States if the dollar is killed.
[00:02:20.344 --> 00:02:23.766]  So that is coming up this evening as well.
[00:02:24.847 --> 00:02:31.471]  I want to get into a large stack of other police state news here today and how it all ties together.
[00:02:32.552 --> 00:02:50.921]  Like mothers in the UK and in England, I mean not just in England but all over the UK, Ireland, Scotland, you name it, and here in the United States being told that you can't babysit your neighbor's kids for even five minutes.
[00:02:51.362 --> 00:02:53.783]  Free association is over.
[00:02:54.471 --> 00:02:57.454]  This is the control grid.
[00:02:58.174 --> 00:03:10.044]  And how that ties together with $15 million fines for garage sales, if you sell anything that's on the recall list, tens of thousands of different items, as if you're supposed to know.
[00:03:11.486 --> 00:03:19.793]  And how that ties together with Barack Obama saying he wants year-round school, as if it's the federal government's
[00:03:21.084 --> 00:03:22.325]  I don't know.
[00:03:35.745 --> 00:03:42.267]  The British Isles, and in Australia, and in New Zealand, and in Canada, and in Europe, Western Europe.
[00:03:42.587 --> 00:03:45.488]  Because the same social planners are setting up the system.
[00:03:45.968 --> 00:03:49.889]  Our governments are run lock, stock, and barrel by offshore interest.
[00:03:49.929 --> 00:03:56.931]  And we'll not just break down the fact that they're controlling our society illegitimately, but what their goals and agendas are.
[00:03:57.731 --> 00:04:00.132]  So that is coming up today.
[00:04:00.152 --> 00:04:03.112]  A lot of new fear-mongering on the CO2.
[00:04:03.132 --> 00:04:08.874]  I saw Bill Maher this morning when I was exercising on HBO, and he was saying the same thing.
[00:04:08.914 --> 00:04:09.794]  We're all dead.
[00:04:09.974 --> 00:04:11.514]  Carbon dioxide is a deadly poison.
[00:04:11.534 --> 00:04:12.195]  It will kill you.
[00:04:12.215 --> 00:04:13.895]  Doesn't matter if plants breathe it.
[00:04:14.335 --> 00:04:18.016]  They're now saying that carbon dioxide will, quote, turn the ocean into acid.
[00:04:18.976 --> 00:04:21.937]  Doesn't matter if most of what the ocean is made up of is CO2.
[00:04:24.775 --> 00:04:28.497]  They would have picked oxygen, but they know too many people know oxygen's good.
[00:04:29.297 --> 00:04:33.619]  So they're choosing salt, because it's a scientific name.
[00:04:33.659 --> 00:04:35.220]  Sodium chloride sounds scary.
[00:04:35.940 --> 00:04:42.263]  And they're selecting carbon dioxide, because it's name sounds scary.
[00:04:43.164 --> 00:04:49.047]  They also debated choosing water, dihydrogen monoxide, saying it was a deadly poison, because that is a scary name.
[00:04:49.527 --> 00:04:51.668]  But they knew that people would find out it meant water.
[00:04:52.836 --> 00:04:56.802]  I think dihydrogen monoxide is scarier than carbon dioxide, but they chose that.
[00:04:57.403 --> 00:05:01.089]  So that's the key building block of life they plan to tax.
[00:05:01.750 --> 00:05:03.412]  It's all coming up today.
[00:05:03.853 --> 00:05:04.394]  Stay with us.
[00:05:04.434 --> 00:05:05.435]  Important transmission.
[00:05:09.093 --> 00:05:16.561]  Have you heard that millionaire, entrepreneur, businessman, your congressional candidate and author Robert Beatles wrote a new book called Here's What You Do.
[00:05:16.841 --> 00:05:22.627]  You can buy it at here'swhatyoudo.net as an e-book for six bucks or the book for ten bucks.
[00:05:22.927 --> 00:05:25.610]  And we have an audio book on its way for you commuters as well.
[00:05:25.890 --> 00:05:31.796]  Here's What You Do tells you exactly what to do to survive and thrive in these harsh economic times.
[00:05:32.156 --> 00:05:33.577]  This book will work for anyone.
[00:05:33.737 --> 00:05:36.018]  Rich, poor, middle class, it doesn't matter.
[00:05:36.218 --> 00:05:41.621]  This book truly has the information that can make you wealthy and it will tell you how to protect your wealth as well.
[00:05:41.841 --> 00:05:43.682]  You know the government isn't looking out for you.
[00:05:43.922 --> 00:05:45.303]  You need to look out for yourself.
[00:05:45.683 --> 00:05:47.944]  The economy is bad, but it's probably going to get worse.
[00:05:48.204 --> 00:05:52.566]  You must prepare and make sure you are able to financially take care of yourself and your loved ones.
[00:05:52.927 --> 00:05:56.308]  Go to here'swhatyoudo.net and start today.
[00:05:56.648 --> 00:05:58.790]  Again, it is here'swhatyoudo.net.
[00:05:59.750 --> 00:06:01.191]  That's hereiswhatyoudo.net.
[00:06:01.651 --> 00:06:04.313]  One last time, it's hereiswhatyoudo.net.
[00:06:11.297 --> 00:06:17.321]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:06:17.921 --> 00:06:20.903]  It's Alex Jones and the GCN Radio Network.
[00:06:31.297 --> 00:06:40.682]  Well, CBS News, NBC News, ABC News, nationally, CNN, all picked it up on Wednesday, Thursday, and Friday.
[00:06:40.702 --> 00:06:48.467]  I had figured out by Sunday of last week, now seven days ago, that this was an important story.
[00:06:48.907 --> 00:06:54.070]  So I decided to go Tuesday, got on an airplane Wednesday morning, Wednesday afternoon, and flew out.
[00:06:54.830 --> 00:06:55.330]  I don't know.
[00:07:18.407 --> 00:07:24.772]  Who goes, his latest alias, no one really knows his real name, just has all these convictions and warrants nationwide.
[00:07:25.352 --> 00:07:27.234]  Seriously, no one knows the guy's real name.
[00:07:27.955 --> 00:07:36.521]  He just has convictions in prison time under different names for grand theft, you name it, is Captain Michael Hilton.
[00:07:37.442 --> 00:07:40.845]  And he showed up in a police uniform with black SUVs, black
[00:07:41.850 --> 00:07:42.451]  We're good to go.
[00:07:59.143 --> 00:08:05.987]  It was being looked at a year ago to hold Guantanamo detainees, but now they were looking at just basically holding locals.
[00:08:06.348 --> 00:08:11.671]  This is the new economic development in our country is presence and surveillance and control.
[00:08:12.772 --> 00:08:20.956]  And the locals, that is the local constabulary, thought that it was completely normal to have a foreign felon running things.
[00:08:21.337 --> 00:08:22.998]  And I talked to some of the locals this week.
[00:08:23.638 --> 00:08:32.740]  When I was there and they said, we don't care if he's a felon, we don't care, let him run the prison, and basically let him feed on locals and put everybody in the jail.
[00:08:33.720 --> 00:08:37.941]  I mean, what's 450 beds, bare minimum, that facility had?
[00:08:37.961 --> 00:08:40.521]  450 beds of a town of 3,500.
[00:08:41.341 --> 00:08:50.823]  I guess in Texas, Texas is the capital of prisons worldwide, we've got over 10% of Texans with warrants out for their arrests now, so why not?
[00:08:52.079 --> 00:08:53.520]  Why not put everybody in prison?
[00:08:53.540 --> 00:08:56.722]  Hell, put half of us in prison, and the other half will run things.
[00:08:56.742 --> 00:08:58.583]  I mean, that is the New World Order plan.
[00:09:00.664 --> 00:09:08.428]  But the issue here isn't just that you have this felon, this mercenary, tied in with all these other shadowy groups doing this.
[00:09:09.449 --> 00:09:13.091]  It's that when we first reported this last week, people didn't believe us.
[00:09:13.691 --> 00:09:21.056]  Now it's on the national news, and the Billings Gazette was very, very fair.
[00:09:22.102 --> 00:09:26.304]  And said that we were right, that he was a felon and a criminal and it was all a big fraud and a scam.
[00:09:26.744 --> 00:09:28.805]  The local paper said, we love him.
[00:09:29.185 --> 00:09:30.206]  We love the captain.
[00:09:31.106 --> 00:09:42.932]  And I talked to locals, they admitted that he struts around in a police uniform and drives around in police vehicles and that they were about to do a contract to have his private group arresting people and putting them in the prison.
[00:09:44.012 --> 00:09:45.573]  Now, the majority
[00:09:47.793 --> 00:09:48.093]  I don't know.
[00:10:08.780 --> 00:10:15.884]  They just loved it, and they said it's no big deal to have a felon with warrants out for his arrest running the jail.
[00:10:16.684 --> 00:10:31.812]  And yes, we do want to plan mercenaries there, train them there, and we do plan to do that, and yes, all of this is going on, all of this is happening, and yes, we're going to put people from all over the county, Bighorn County, in the prison, and yes, it's going to make us money.
[00:10:32.172 --> 00:10:33.053]  What's wrong with that?
[00:10:34.949 --> 00:10:40.791]  And it wasn't just that the leadership of the town was so immoral, by and large, and I talked to scores of them.
[00:10:42.792 --> 00:10:44.352]  That wasn't the big issue.
[00:10:44.372 --> 00:10:46.813]  I mean, that's bad enough.
[00:10:47.453 --> 00:10:57.357]  It was that even after I explained to them that he wasn't making the payments of the $2.6 million he's supposed to pay a year to run the private prison,
[00:10:58.755 --> 00:11:09.282]  And when I pointed out that his backers were pulling out and that all these different defense contractors said it was a fraud and they weren't involved, they would just shake their head and say, no, it's real.
[00:11:09.662 --> 00:11:11.463]  We haven't been conned by the captain.
[00:11:13.184 --> 00:11:15.726]  And it reminded me of the American people.
[00:11:15.866 --> 00:11:18.828]  I mean, this was a microcosm of everything that's happening in this country.
[00:11:19.673 --> 00:11:33.617]  The American people don't want to admit that foreign banks have taken over the nation through fraud, through deceit, and are bankrupting us by design to vertically integrate our society, to consolidate our society, and bring in a police state that they own and manage and control.
[00:11:33.637 --> 00:11:35.958]  This is corporate looting.
[00:11:37.218 --> 00:11:40.499]  By and large, people don't want to admit that they have been conned.
[00:11:42.102 --> 00:11:49.909]  And so this Captain Michael Hilton, one of 17 aliases CBS News now reports, nationally.
[00:11:51.591 --> 00:11:53.372]  This Captain Michael Hilton.
[00:11:54.133 --> 00:12:03.742]  Now mind you, once it came out that these were aliases, he was fake, he was a fraud, he was a liar, he wanted to feed on the locals and basically throw everybody in prison.
[00:12:04.563 --> 00:12:05.704]  There's CBS News.
[00:12:06.977 --> 00:12:14.419]  National News, American Police Force Corporation takes over small town police force and prisoner-less jail.
[00:12:15.379 --> 00:12:15.619]  See?
[00:12:16.460 --> 00:12:17.260]  That's CBS.
[00:12:18.820 --> 00:12:20.841]  He reported this on Monday, people laughed at us.
[00:12:21.321 --> 00:12:23.021]  But that's why I went there to document it.
[00:12:24.842 --> 00:12:33.224]  But this is a microcosm of our nation because locally in a town in southern
[00:12:35.444 --> 00:12:44.070]  Montana, a guy blows in with police cars painted up to say Hardin, and everybody just falls down and worships him.
[00:12:47.933 --> 00:12:49.294]  And it's the same thing in Texas.
[00:12:49.354 --> 00:12:51.115]  CNN's made a lot of hay out of this.
[00:12:51.436 --> 00:12:54.518]  They always expose a little local corruption to make themselves look good.
[00:12:54.738 --> 00:12:56.619]  They never cover the real high-level corruption.
[00:12:56.679 --> 00:12:57.240]  We do both.
[00:12:59.209 --> 00:13:02.130]  That's what separates us from the mainstream media.
[00:13:02.751 --> 00:13:10.315]  But you hear about the Texas towns right outside Austin, they've got them, where they just pull old ladies over, young men, black men, white men, they don't care.
[00:13:10.335 --> 00:13:17.318]  And they say, I'm going to take the 500 out of your wallet, and I'm going to take your watch, and if you don't like it, I'm going to charge you with narcotics trafficking.
[00:13:17.338 --> 00:13:20.500]  Now sign this piece of paper saying you've agreed to me to take this.
[00:13:20.560 --> 00:13:21.640]  Now, of course, it's fraud.
[00:13:21.960 --> 00:13:25.082]  You can't under duress make somebody sign something, but these crooks don't care.
[00:13:26.994 --> 00:13:30.775]  Now, what do you think happens in some tiny town of 150 people?
