[00:00:00.609 --> 00:00:02.550]  Waging war on corruption.
[00:00:02.990 --> 00:00:13.454]  Alex Jones on the GCN Radio... Big Brother.
[00:00:14.114 --> 00:00:15.175]  Mainstream media.
[00:00:15.895 --> 00:00:17.075]  Government cover-ups.
[00:00:17.636 --> 00:00:18.496]  You want answers?
[00:00:18.516 --> 00:00:20.136]  Well, so does he.
[00:00:20.156 --> 00:00:24.398]  He's Alex Jones on the GCN Radio Network.
[00:00:24.978 --> 00:00:29.040]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.116 --> 00:00:48.875]  You have found it, the front lines of the information war as we attempt to alert humanity to the fact that a private consortium of banks, merciless megacorporations, are openly setting up world government that will be owned, run, controlled by them.
[00:00:50.111 --> 00:00:53.733]  And it is a eugenics system they wish to enforce on the planet.
[00:00:54.174 --> 00:00:56.675]  World government is only the beginning.
[00:00:56.755 --> 00:00:58.116]  It is the means to their ends.
[00:00:58.696 --> 00:01:02.779]  It is Sunday, the 27th day of September 2009.
[00:01:03.179 --> 00:01:10.704]  I don't want to just come on the radio today and rant and rave at the police.
[00:01:13.165 --> 00:01:15.527]  Because I'm more than angry at them.
[00:01:16.687 --> 00:01:17.408]  I am saddened.
[00:01:18.712 --> 00:01:30.799]  That they continue to confirm that when they're under federal control they act as bad as communist Chinese police or as Hitler's police or as Stalin's police.
[00:01:31.420 --> 00:01:39.364]  Now all over European newspapers they are describing some of the events that happened at the G20 to some of the things we've seen in China.
[00:01:40.525 --> 00:01:44.227]  Similar to the July 4th protest known as Tiananmen Square.
[00:01:44.648 --> 00:01:46.649]  But they weren't running over people with tanks yet.
[00:01:49.648 --> 00:02:01.811]  Rob Dube, one of the producers of this radio show, also a videographer, who we dispatched with Jason Bermas and Jason Douglas, was arrested Friday evening.
[00:02:01.831 --> 00:02:04.212]  He got out of jail yesterday and is back in Austin, Texas.
[00:02:04.712 --> 00:02:06.372]  He'll be with us in studio in 30 minutes.
[00:02:06.392 --> 00:02:07.353]  So will Jason Bermas.
[00:02:08.773 --> 00:02:12.334]  Then Luke Radowski will be joining us coming up in the next hour.
[00:02:12.374 --> 00:02:14.795]  Then Ron Paul is going to be on the show here with us.
[00:02:15.615 --> 00:02:16.515]  Congressman Ron Paul.
[00:02:19.301 --> 00:02:23.162]  The military and police tortured Luke Radowski.
[00:02:24.262 --> 00:02:47.627]  They took him to the state penitentiary, made fun of him for being on TV, for being seen on television bullhorning, said that this was punishment, strip searched him, beat him with belly clubs, and handcuffed him for the evening into the day, which is a violation of the Geneva Convention, handcuffed inside the jail cell as a form of torture.
[00:02:50.191 --> 00:02:54.455]  Rob Dew was arrested for just being there videotaping.
[00:02:56.496 --> 00:03:01.901]  Jason Burmas called me Friday night as I was up here working at about 10 o'clock Central.
[00:03:03.352 --> 00:03:04.613]  11 p.m.
[00:03:04.713 --> 00:03:28.144]  Eastern, Pittsburgh, Pennsylvania time, and I could hear the sound cannons going off, the rubber bullets being fired, the sounds of gunshots, and Jason was flabbergasted because they came onto a park that is on the grounds of the university, bordering the university, and it was mainly just college kids out there in the park.
[00:03:30.638 --> 00:03:40.965]  And he said he couldn't believe it because there weren't even any protests going on and the police, he saw them beating women, men, we have video of this, in the head with billy clubs, I mean, blood spewing.
[00:03:41.906 --> 00:03:46.629]  Women would say, I'm just riding my bicycle and the cops would, you know, knock them in the head with a billy club.
[00:03:47.709 --> 00:03:57.436]  We have video and photos, we've posted some of them, my guys just got back last night, of children in neighborhoods
[00:03:59.704 --> 00:04:03.087]  We're talking nine, ten-year-olds covering their ears being hit with sound cannons.
[00:04:04.589 --> 00:04:09.213]  The police have just an absolute lust to attack the American people.
[00:04:09.753 --> 00:04:14.578]  They've been trained that we're the enemy, they've been militarized, and the military fights and kills an enemy.
