[00:00:04.870 --> 00:00:09.072]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.713 --> 00:00:10.533]  You want answers?
[00:00:11.293 --> 00:00:12.174]  Well, so does he.
[00:00:12.194 --> 00:00:16.496]  He's Alex Jones on the GCN Radio Network.
[00:00:17.036 --> 00:00:21.099]  And now, live from Austin, Texas, Alex Jones.
[00:00:39.468 --> 00:00:45.632]  We are simulcasting the syndicated radio transmission at PrisonPlanet.tv today.
[00:00:46.432 --> 00:00:48.374]  Thank you so much for joining us.
[00:00:49.674 --> 00:00:53.076]  And we are now eight minutes into the second hour today.
[00:00:53.157 --> 00:00:59.801]  Dr. Tim Ball is a climatologist, PhD, retired university professor, and global warming skeptic.
[00:01:00.700 --> 00:01:09.804]  He heads the Natural Resources Stewardship Project and is the former head of Friends of Science, a non-profit organization of those who are skeptical of human-caused global warming.
[00:01:11.065 --> 00:01:24.411]  And Dr. Ball, I would just add for all of the viewers out there, can speak to the fact that 37,000 scientists wrote
[00:01:29.008 --> 00:01:35.328]  a letter to the Congress and they signed a petition saying man-made global warming is an absolute fraud.
[00:01:36.272 --> 00:01:42.136]  And to that, Al Gore being questioned a month ago said, oh, and I'm sure that they believe we didn't land on the moon either.
[00:01:42.456 --> 00:01:43.777]  These are conspiracy theorists.
[00:01:43.797 --> 00:01:45.698]  Well, you're not a scientist, Al Gore.
[00:01:45.718 --> 00:01:49.200]  You're a con artist that owns the major carbon trading company.
[00:01:49.220 --> 00:01:52.042]  You also own a controlling share in Occidental Petroleum.
[00:01:52.062 --> 00:01:52.903]  You're an oil man.
[00:01:53.303 --> 00:01:54.163]  You're a hypocrite.
[00:01:54.484 --> 00:01:56.645]  The big energy companies are behind this as well.
[00:01:56.945 --> 00:02:01.748]  This is a way to rape the people, put us into neo-feudalism, and control the resources.
[00:02:01.788 --> 00:02:04.410]  This is a vertical integration of society.
[00:02:05.578 --> 00:02:09.380]  To say that man-made global warming is real is to say that Al Gore invented the Internet.
[00:02:09.960 --> 00:02:14.722]  I mean, that arrogant person in the early 90s said he invented the Internet?
[00:02:15.802 --> 00:02:25.426]  Which, in no literature anywhere, it's well known that DARPA and also some British scientists, I mean, they're credited in the encyclopedia for inventing the Internet in the 60s.
[00:02:26.983 --> 00:02:35.608]  My father was at UT in the 60s when they were, he knew some of the research departments that were talking about the internet before it had that name.
[00:02:36.548 --> 00:02:41.611]  Computerized data transfer systems over phone lines in case of nuclear war.
[00:02:42.251 --> 00:02:45.213]  I mean, this is like saying Al Gore discovered that
[00:02:46.033 --> 00:02:48.534]  The Earth is round and not Copernicus.
[00:02:48.594 --> 00:02:53.917]  It's like saying Al Gore discovered dynamite and not Nobel.
[00:02:54.518 --> 00:03:05.944]  It is just... He is a con artist of the highest order and the science of the... We probably interviewed over a hundred climatologists, physicists here on air.
[00:03:06.564 --> 00:03:09.526]  The fact is the vast majority say it's a total fraud.
[00:03:09.686 --> 00:03:11.047]  Only research scientists
[00:03:12.011 --> 00:03:17.773]  Who are on government or environmental group, land grabbing group payroll, come out and say it's real.
[00:03:18.113 --> 00:03:27.216]  And they've been caught in mainstream news fixing the buoy data, lying and saying that buoys and weather stations showed record heat in Siberia or record heat in Africa.
[00:03:27.456 --> 00:03:29.697]  Turned out we've had record cold.
[00:03:31.258 --> 00:03:34.799]  But school kids are now being taught that seasons are unnatural even.
[00:03:35.925 --> 00:03:42.924]  So this is very, and Al Gore says we need to terraform the planet because now they're not saying global warming anymore.
[00:03:44.827 --> 00:03:46.028]  Because that's been proven to be a fraud.
[00:03:46.068 --> 00:03:49.349]  Then it was climate change, but people go, wait, climate change is a normal cycle.
[00:03:49.709 --> 00:03:56.613]  Now the PR firms have come out in the New York Times and said the White House has ordered everybody to say, deteriorating atmosphere.
[00:03:57.153 --> 00:03:59.114]  Now they actually brought some truth out.
[00:03:59.134 --> 00:04:00.555]  And we're going to go to the professor.
[00:04:01.055 --> 00:04:06.798]  Because according to climatologists we've interviewed, the Earth is in a very low carbon dioxide oxygen level.
[00:04:07.518 --> 00:04:16.805]  According to the different bog samples they've gotten from hundreds of thousands of years ago, ice core samples, and that plants and animals like higher carbon dioxide and oxygen.
[00:04:17.325 --> 00:04:19.427]  But that's biologists we've had on on that subject.
[00:04:19.827 --> 00:04:22.069]  Dr. Tim Ball, climatologist, joins us.
[00:04:23.009 --> 00:04:27.012]  Just an amazing researcher, and we're honored to have him for the next 40-45 minutes.
[00:04:27.252 --> 00:04:28.053]  Thank you for coming on, sir.
[00:04:29.292 --> 00:04:30.433]  It's a great opportunity.
[00:04:30.533 --> 00:04:42.243]  And by the way, Alex, they've switched also, they went and I call it moving the goalposts, as you said, global warming, when they discovered that the temperatures were going down but the CO2 was still going up.
[00:04:42.703 --> 00:04:45.005]  So they switched then to climate change.
[00:04:45.406 --> 00:04:52.532]  Then when we started to explain to the public that, look, the climate change is naturally all the time and much, much more than they understand.
[00:04:53.192 --> 00:04:57.114]  And then they switched again, as you said, the politicians came up with that term.
[00:04:57.494 --> 00:05:01.916]  But they're also using terms like climate chaos and climate catastrophe.
[00:05:01.936 --> 00:05:09.039]  And of course, you've got to keep the scare factor up, the fear factor up, to bamboozle people and push your agenda.
[00:05:09.519 --> 00:05:12.340]  So, yeah, it's really disturbing what's going on.
[00:05:16.414 --> 00:05:43.696]  Well, sir, break down the basics for people of what's really going on, the fact that the majority of scientists that I've seen, you know, the UN's got 2,000 scientists, a bunch of them came out and said we didn't even agree to their theory, they just put our names on this, you guys have 37,000 and growing, and then this blanket lie of man-made climate change is real, and anybody that questions it is a conspiracy theorist.
[00:05:46.481 --> 00:05:53.485]  Once you start to get to the name-calling ad hominem, as it's said in Latin, then you know that you're losing the argument.
[00:05:53.805 --> 00:05:59.849]  But just to put this whole thing in perspective, you have to think about, Alex, why the focus on CO2?
[00:06:00.569 --> 00:06:06.093]  It's such a small part of the total atmospheric system and mechanisms.
[00:06:06.273 --> 00:06:08.754]  In fact, it's a very small part of the greenhouse gases.
[00:06:09.195 --> 00:06:09.755]  It's less than 4%.
[00:06:11.296 --> 00:06:13.837]  And it's very interesting, the EPA, with their latest
[00:06:15.327 --> 00:06:24.016]  Changes where they're going to make co2 a toxic substance and methane and so on They don't even mention the most important greenhouse gas, which is water vapor.
