[00:00:00.009 --> 00:00:05.652]  Here's the headline, here is the New York Times, a new world order, a world in need of a new order.
[00:00:05.672 --> 00:00:08.253]  Again, they create the crisis, they offer the solution.
[00:00:08.634 --> 00:00:14.357]  The Times of London reports that G20 summit Europeans demand threatens to wreck deals.
[00:00:14.377 --> 00:00:15.837]  They're acting like there's a fight going on here.
[00:00:16.097 --> 00:00:25.662]  They demand that the global government have strong controls and global taxation systems so no one can escape high taxes, regulation, control of banking, businesses, everything.
[00:00:26.403 --> 00:00:27.784]  And we've got a clip I'm going to play later.
[00:00:28.724 --> 00:00:40.026]  And get Economist George Humphrey's take on it, where we have Tim Geithner, who doesn't pay us taxes, as the head of the Treasury, telling CBS News
[00:00:41.198 --> 00:00:45.183]  That, oh yeah, we're going to go after other corporations and companies, not just the head of GM.
[00:00:45.223 --> 00:00:47.566]  So, I mean, if that isn't tyranny, I don't know what it is.
[00:00:47.586 --> 00:00:50.910]  Where they say, you do what the government says or we'll order you to step down.
[00:00:50.970 --> 00:00:57.018]  No judge, no jury, no grand jury, no court order, just the president says so.
[00:00:57.078 --> 00:00:58.500]  That's dictatorship.
[00:00:59.761 --> 00:01:01.882]  So you let the foreign banks take over your industry.
[00:01:01.942 --> 00:01:02.882]  You hand everything over.
[00:01:02.922 --> 00:01:06.403]  This is what the IMF and World Bank do in third world countries they're in control of.
[00:01:06.883 --> 00:01:09.304]  And just a really huge story that came out yesterday.
[00:01:09.984 --> 00:01:14.186]  Washington Post, Senate legislation would federalize cyber security.
[00:01:14.506 --> 00:01:15.406]  Everything's being seized.
[00:01:15.806 --> 00:01:18.087]  Rules for private networks also proposed.
[00:01:19.507 --> 00:01:21.308]  Now, this bill's been out for a few weeks.
[00:01:21.328 --> 00:01:24.009]  This is why the head of cyber security resigned.
[00:01:25.066 --> 00:01:32.853]  Three weeks ago, this was the head of the program for the federal government, said this is a Pentagon takeover of all private industry involved with computers.
[00:01:33.233 --> 00:01:37.637]  With how computers are built, the back doors in them, how everything operates.
[00:01:38.258 --> 00:01:39.839]  He said a threat to democracy.
[00:01:39.859 --> 00:01:41.141]  You mean a threat to the free republic.
[00:01:41.881 --> 00:01:44.163]  Senate legislation would federalize cyber security.
[00:01:44.203 --> 00:01:55.473]  Now, this also brings in federal funds, just like they did with the 96 Telecommunications Act, to put NSA snooping floors, whole floors, in all major telecommunications companies so the internet all runs through them already.
[00:01:56.054 --> 00:02:01.879]  This is so they have back doors into all the hubs to shut the web down, and that's what the Pentagon admits they're drilling for.
[00:02:02.239 --> 00:02:05.002]  And what they're going to do is, say China did it,
[00:02:05.362 --> 00:02:08.944]  Shut down the web, then relaunch it as Internet 2 with total controls.
[00:02:08.984 --> 00:02:14.467]  And you watch, that's a big false flag terror attack, a financial and free speech attack they're planning to launch.
[00:02:14.507 --> 00:02:15.648]  And I've done the analysis on that.
[00:02:16.068 --> 00:02:18.089]  Here's UPI, U.S.
[00:02:18.269 --> 00:02:22.051]  Cyber Security headquits, citing growing role of spy agencies.
[00:02:22.071 --> 00:02:24.632]  For those watching on the Internet, I apologize.
[00:02:25.173 --> 00:02:29.255]  My printer ink was running out when I printed this one, so it's hard to read there on screen.
[00:02:29.995 --> 00:02:31.276]  In fact, guys, just pull this up.
[00:02:31.316 --> 00:02:32.517]  Just Google U.S.
[00:02:32.537 --> 00:02:35.939]  Cyber Security Chief Quits and we'll just punch that up from the web itself.
[00:02:36.319 --> 00:02:37.660]  That's United Press International.
[00:02:37.700 --> 00:02:39.541]  You'll get AP Reuters, too, when you do that.
[00:02:40.021 --> 00:02:41.522]  And we're trying to get him on the show, but...
[00:02:42.972 --> 00:02:46.776]  So people say, oh, we don't see any whistleblowers on this takeover, like you say, Alex.
[00:02:47.116 --> 00:02:47.937]  That's all we see.
[00:02:48.037 --> 00:02:54.943]  Fox Fallon refused to attack Iran and refused to let Dick Cheney have Navy SEALs attack their ships, acting like Iran did it.
[00:02:55.303 --> 00:02:57.245]  Source MSNBC, New Yorker Magazine.
[00:02:57.545 --> 00:03:01.969]  And Fox Fallon, the head of CENTCOM, quit.
[00:03:02.830 --> 00:03:04.392]  We'd already be in World War III, folks.
[00:03:04.472 --> 00:03:05.473]  It is the whistleblowers.
[00:03:06.357 --> 00:03:12.180]  We've had NSA whistleblowers come out and say they listen to Americans having phone sex and sit around the NSA laughing.
[00:03:12.200 --> 00:03:23.547]  And now over 70% of phone and internet security has been handed out to private security firms owned and run by people like felon Admiral Poindexter, the Total Information Awareness Network.
[00:03:23.587 --> 00:03:25.668]  So most of it's being done by private groups now.
[00:03:27.069 --> 00:03:29.731]  It says the official in charge of coordinating U.S.
[00:03:29.751 --> 00:03:31.612]  government cybersecurity operations has quit.
[00:03:32.569 --> 00:03:38.211]  Saying, expanding control of the National Security Agency over the nation's computer security poses threats to our democratic process.
[00:03:38.771 --> 00:03:51.555]  Even from a security standpoint, Rob Breckstrom, the head of the Department of Homeland Security's National Cyber Security Center, told United Press International, it is unwise to hand over security of all government networks to a single organization.
[00:03:51.595 --> 00:03:52.635]  Well, yeah, it's dictatorship.
[00:03:53.096 --> 00:03:58.257]  But then it goes on with the new bill, and he talks about the private takeover, total takeover of everything!
[00:03:59.198 --> 00:03:59.818]  They've announced
[00:04:00.772 --> 00:04:06.415]  Senator Rockefeller, Jay Rockefeller, went on TV last week and said, if we'd be better off without the web, we've got to get rid of it.
[00:04:06.816 --> 00:04:13.900]  New York Times says, we've got to get rid of the old Internet, have Internet 2, where you have a sub-domain on somebody else's government site or private industry.
[00:04:14.640 --> 00:04:17.282]  50 corporations get it, 50 universities and 50 agencies.
[00:04:17.302 --> 00:04:17.982]  That's Internet 2.
