[00:00:03.945 --> 00:00:08.127]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:08.768 --> 00:00:09.588]  You want answers?
[00:00:10.349 --> 00:00:11.309]  Well, so does he.
[00:00:11.910 --> 00:00:15.512]  He's Alex Jones on the GCN Radio Network.
[00:00:16.092 --> 00:00:20.194]  And now, live from Austin, Texas, Alex Jones.
[00:00:20.935 --> 00:00:23.076]  Well, we just had Governor Jesse Ventura
[00:00:23.476 --> 00:00:30.503]  Back on, he happened to be with us last Friday, and then Lord Monckton came on, saying that ClimateGate is an absolute fraud, it's all a scam.
[00:00:30.923 --> 00:00:33.986]  He was, a few years ago, on the bandwagon with them.
[00:00:34.446 --> 00:00:36.748]  He was fooled, he's now admitted he was fooled.
[00:00:37.189 --> 00:00:38.250]  He's very angry.
[00:00:38.270 --> 00:00:46.858]  A lot of supporters, well-meaning supporters of this fraud, are now waking up en masse, thanks to the work and the research.
[00:00:48.474 --> 00:00:49.034]  of course.
[00:01:08.146 --> 00:01:10.487]  The UN is calling it the most important summit in history.
[00:01:10.507 --> 00:01:13.348]  YouTube says our future is being decided in Copenhagen.
[00:01:13.769 --> 00:01:14.489]  They're pushing it.
[00:01:14.909 --> 00:01:18.191]  Lord Christopher Monckton, 3rd Viscount of Monckton and Brinchley.
[00:01:19.774 --> 00:01:30.420]  Has worked at all levels of government, has been a top journalist, has a scientific organization advising governments and corporations, was one of the chief advisors to Margaret Thatcher.
[00:01:30.460 --> 00:01:31.600]  The list goes on and on.
[00:01:31.860 --> 00:01:33.201]  He really needs no introduction.
[00:01:33.941 --> 00:01:36.262]  But Lord Monckton, we got a break in three minutes.
[00:01:36.283 --> 00:01:38.324]  We'll come back with plenty of time to break this down.
[00:01:38.404 --> 00:01:43.226]  But first off, the climate gate blew up even bigger than I thought it would.
[00:01:43.246 --> 00:01:44.787]  It is collapsing.
[00:01:44.827 --> 00:01:48.789]  You are now there at the center of these crooks trying to
[00:01:51.290 --> 00:01:58.195]  Well, it's almost as though Climategate hadn't happened, to be honest.
[00:01:58.695 --> 00:02:05.820]  The vast majority of the world's mainstream media have still not really said what's in the Climategate email.
[00:02:05.860 --> 00:02:11.544]  They may have mentioned it once or twice, as the BBC have, but they've not given it anything like the coverage it deserves.
[00:02:12.130 --> 00:02:27.418]  Given the magnitude of the draft treaty, which is under consideration here, when I went into the conference yesterday to ask for a copy of the treaty, I went to the UN documentation centre and said, right, I want the current draft of the negotiating text.
[00:02:28.498 --> 00:02:31.140]  And they looked at me as though they were baffled.
[00:02:31.700 --> 00:02:38.023]  You know, the librarian there who had stacks of papers behind her in various languages, she just looked as though she'd never heard of it.
[00:02:38.993 --> 00:02:43.955]  So I insisted and it took about 10 minutes and they consulted each other and there were three or four of them arguing over it.
[00:02:44.335 --> 00:02:46.396]  None of them would produce the document.
[00:02:47.097 --> 00:02:55.300]  So I then did a quick interview with a passing TV camera and came back to the attack and I said, look, I know this treaty exists because this is what the conference is all about.
[00:02:55.801 --> 00:02:57.661]  It's discussing a treaty draft.
[00:02:58.402 --> 00:03:00.483]  And they said, oh no, we've got no such thing.
[00:03:00.583 --> 00:03:04.564]  And I said, well, you have and I want it and I'm not going to be put off.
[00:03:04.985 --> 00:03:07.966]  And if I am put off, there will be an international diplomatic incident.
[00:03:08.433 --> 00:03:15.375]  And only then did they produce a stack of papers two inches thick, a thousand pages, most of which was just a complete element.
[00:03:15.415 --> 00:03:24.838]  But right at the bottom of the stack, when I plowed my way through it, I found hidden the draft or the current draft of the treaty.
[00:03:25.338 --> 00:03:31.240]  And once again, they are desperately trying to conceal from everybody here the magnitude
[00:03:31.713 --> 00:03:33.073]  Of what they're attempting to do.
[00:03:33.434 --> 00:03:35.994]  They really are aiming to set up a world government.
[00:03:36.034 --> 00:03:39.235]  They no longer use the word government in the treaty.
[00:03:39.655 --> 00:03:41.136]  I think we've frightened them off that.
[00:03:41.536 --> 00:03:56.140]  But all the institutions of this world government, and the enormous powers it's going to be given over free markets, to tax the American economy to the extent of 2% of GDP, to impose a further tax of 2% on every financial transaction.
[00:03:56.160 --> 00:03:58.981]  That could come to a very large percentage of GDP overall.
