[00:00:00.209 --> 00:00:02.051]  Waging war on corruption.
[00:00:02.491 --> 00:00:11.918]  Alex Jones on the GCN Radio Network.
[00:00:12.178 --> 00:00:12.819]  Big Brother.
[00:00:13.479 --> 00:00:14.540]  Mainstream media.
[00:00:15.261 --> 00:00:16.381]  Government cover-ups.
[00:00:16.402 --> 00:00:17.843]  You want answers?
[00:00:18.583 --> 00:00:19.484]  Well, so does he.
[00:00:20.164 --> 00:00:23.887]  He's Alex Jones on the GCN Radio Network.
[00:00:23.907 --> 00:00:28.391]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.342 --> 00:00:37.364]  Well, it's Sunday, the 16th day of August 2009.
[00:00:37.404 --> 00:00:41.686]  We're going to be live here for the next two hours today.
[00:00:41.766 --> 00:00:45.768]  Very important Sunday transmission lined up for you.
[00:00:46.689 --> 00:00:59.155]  We have a guest joining us, coming up in the second hour, who is an expert on global warming and is documenting that it is a plan to bring in world government.
[00:00:59.915 --> 00:01:05.463]  A eugenicist religion by an elite that hates the general population.
[00:01:07.386 --> 00:01:10.831]  So he will be joining us coming up.
[00:01:11.532 --> 00:01:12.474]  Ian Rutherford.
[00:01:15.643 --> 00:01:21.085]  Plymer will be joining us coming up in the final hour today.
[00:01:21.745 --> 00:01:25.406]  Of course, we have a syndicated transmission Monday through Friday from 11 a.m.
[00:01:25.886 --> 00:01:26.266]  to 3 p.m.
[00:01:26.426 --> 00:01:30.067]  and then we come back Sundays for 2 hours, 4 to 6 p.m.
[00:01:30.687 --> 00:01:32.388]  Central Standard Time.
[00:01:34.209 --> 00:01:42.251]  Coming up at the bottom of the hour, I'm going to spend 5-10 minutes on the whole Joker situation.
[00:01:44.258 --> 00:01:46.361]  This got a lot bigger than I thought it would.
[00:01:48.404 --> 00:01:51.288]  My whole view on history is resistance is victory.
[00:01:51.909 --> 00:01:57.477]  If you've got the facts and you take action and stand up and believe in yourself, you can't be defeated.
[00:01:59.898 --> 00:02:02.400]  And if you have right on your side, there's no way you can be defeated.
[00:02:03.201 --> 00:02:06.743]  The elite know that if somebody takes action, they can affect change.
[00:02:07.364 --> 00:02:16.971]  That's why the social controllers, the social engineers, are always seeking to make people feel inadequate and powerless, so that people will never even start standing up.
