[00:00:04.122 --> 00:00:06.063]  Waging war on corruption.
[00:00:06.504 --> 00:00:16.531]  Alex Jones on the GCN Radio... Big Brother.
[00:00:17.191 --> 00:00:18.232]  Mainstream media.
[00:00:18.972 --> 00:00:20.073]  Government cover-ups.
[00:00:20.714 --> 00:00:21.554]  You want answers?
[00:00:22.315 --> 00:00:23.195]  Well, so does he.
[00:00:23.876 --> 00:00:27.518]  He's Alex Jones on the GCN Radio Network.
[00:00:28.059 --> 00:00:32.122]  And now, live from Austin, Texas, Alex Jones.
[00:00:39.901 --> 00:00:42.102]  Well, this is a Maiden Voyage.
[00:00:42.142 --> 00:00:45.942]  First time I've done the Sunday radio show that I've been now doing for two years.
[00:00:45.962 --> 00:00:48.023]  Seems like I started it yesterday.
[00:00:48.043 --> 00:00:49.523]  From 4 to 6 p.m.
[00:00:49.543 --> 00:00:54.384]  Central Time, this is our Maiden Voyage out of my own studios.
[00:00:55.084 --> 00:00:59.905]  I do the weekday show out of the Central Texas Command Center here in Austin, Texas.
[00:00:59.925 --> 00:01:02.125]  For the last two years, I've been doing the show out of the EMIS
[00:01:03.148 --> 00:01:10.812]  Communications local news radio 590 studio and we're still on at fine station 590 a.m.
[00:01:11.112 --> 00:01:25.979]  KLBJ here in town but I wanted to be able to have the Sunday radio show also be simulcast over the web visually as a three-dimensional television show at prison planet
[00:01:28.943 --> 00:01:31.384]  So we are simulcasting right now at PrisonPlanet.tv.
[00:01:31.745 --> 00:01:32.645]  We are live.
[00:01:32.725 --> 00:01:36.007]  It is Sunday, the 12th day of July 2009.
[00:01:36.107 --> 00:01:40.529]  We have two hours spanning out before us.
[00:01:41.810 --> 00:01:45.612]  Very important radio slash TV show today.
[00:01:45.632 --> 00:01:48.454]  So I want to thank everyone that has joined us.
[00:01:51.889 --> 00:02:09.954]  I've talked about in the past how every year or so I would see some government document or government textbook or report that stunned me, that shook me to my very core and just validated and confirmed hundreds of other research points that I had been working on.
[00:02:12.295 --> 00:02:20.938]  But Friday I became aware, Friday evening, of a government textbook.
[00:02:21.832 --> 00:02:35.960]  A government textbook at policy level for academics advising government that's over a thousand pages long and I read several hundred pages of it.
[00:02:37.101 --> 00:02:48.167]  Paul Watson wrote a detailed story Saturday concerning it and it validates one hundred percent
[00:02:49.938 --> 00:02:55.862]  Everything that we discussed on this radio show, but then the term 110% comes into play.
[00:02:56.142 --> 00:02:59.444]  How about 200%?
[00:02:59.484 --> 00:02:59.444]  300%?
[00:02:59.964 --> 00:02:59.444]  400%?
[00:03:02.866 --> 00:03:14.494]  500%?
[00:03:02.886 --> 00:03:14.494]  1000%?
[00:03:02.906 --> 00:03:14.494]  I am almost speechless at what we've discovered, and it's probably the most devastating single document that I have ever read or looked at, and I can't put it down.
[00:03:16.735 --> 00:03:17.596]  I can't put it down.
[00:03:20.063 --> 00:03:34.088]  To give you an idea, it's totally changing the course of this new Obama film I was making that already had some information on eugenics, but not much, to where I'm just scrapping large portions of it and changing directions now.
[00:03:37.709 --> 00:03:46.452]  It makes Endgame, as horrifying and unbelievable as Endgame is, but all well documented, look like it's a whitewash.
[00:03:53.050 --> 00:03:55.452]  I mean, goodnight nurse!
[00:03:55.933 --> 00:03:56.894]  When does this end?
[00:03:57.754 --> 00:03:58.595]  What am I talking about?
[00:03:58.615 --> 00:04:01.418]  I'm talking about this bastard right here on the screen.
[00:04:02.599 --> 00:04:03.439]  John Holdren.
[00:04:04.721 --> 00:04:05.802]  You see that photograph?
[00:04:06.702 --> 00:04:07.643]  You see what's in the background?
[00:04:07.663 --> 00:04:10.426]  You see that book on the bookshelf right there?
[00:04:14.309 --> 00:04:18.113]  Well, I have the Google Books copy of it, and I have two ordered.
[00:04:18.133 --> 00:04:19.254]  It's an expensive textbook.
[00:04:20.339 --> 00:04:30.923]  I ordered a new one over a hundred bucks, being mailed to me this son of a bitch, and that's what he is, this psychopath who makes Jeffrey Dahmer look like a choir boy.
[00:04:32.283 --> 00:04:41.546]  This guy right here is one of the main engineers of the eugenics operations going on right now.
[00:04:42.046 --> 00:04:46.048]  And that book you see right there on screen,
[00:04:47.719 --> 00:04:49.480]  Is everything they're doing to us.
[00:04:50.620 --> 00:04:55.301]  I went to lift weights today and I saw two young women who had brain disorders and couldn't walk.
[00:04:56.042 --> 00:04:58.442]  And I couldn't control myself and went up and talked to one of them.
[00:04:58.482 --> 00:05:01.923]  And she was talking about, yeah, this just suddenly happened when I was 22 years old.
[00:05:02.404 --> 00:05:03.684]  Out of the blue, they don't know what it is.
[00:05:03.704 --> 00:05:06.385]  And I said, lady, did you take some vaccines around that time?
[00:05:10.216 --> 00:05:11.757]  Hello friends, this is Alex Jones.
[00:05:11.897 --> 00:05:16.518]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:05:16.638 --> 00:05:19.399]  We need to be independent, and food and water is the key.
[00:05:19.600 --> 00:05:22.461]  You'll never have to stand in a bread line if you have your own bread.
[00:05:22.621 --> 00:05:28.483]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[00:05:28.723 --> 00:05:31.666]  No one is going to take care of your family in the final equation but you.
[00:05:31.946 --> 00:05:38.873]  You know, efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[00:05:38.953 --> 00:05:42.056]  And they do it at almost half the cost of last year's grocery prices.
[00:05:42.236 --> 00:05:42.436]  Call 1-800-409-5633.
[00:05:42.496 --> 00:05:44.118]  Or on the web, go to efoodsdirect.com.
