[00:00:03.243 --> 00:00:05.864]  Waging war on corruption.
[00:00:05.864 --> 00:00:12.666]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:12.666 --> 00:00:21.508]  Well, here we are.
[00:00:21.508 --> 00:00:27.570]  It's the last live Sunday broadcast of 2018.
[00:00:27.570 --> 00:00:28.070]  December.
[00:00:29.932 --> 00:00:32.274]  30th, 2018.
[00:00:32.274 --> 00:00:43.983]  This incredible year is about to give up the ghost and plunge into history.
[00:00:43.983 --> 00:00:47.246]  And then, 2019 looms.
[00:00:47.246 --> 00:00:54.271]  Not on the horizon, but one inch from our face.
[00:00:54.271 --> 00:00:55.332]  What does it hold?
[00:00:55.332 --> 00:00:56.513]  What were the biggest stories?
[00:00:56.513 --> 00:00:57.434]  What was most important?
[00:00:58.228 --> 00:01:03.891]  In this year, and what is coming in the next year.
[00:01:03.891 --> 00:01:13.655]  I'm Alex Jones, your host, hated by the vampire establishment for one reason.
[00:01:13.655 --> 00:01:20.498]  I love life, and I love competition, and I aim to stop them with your help.
[00:01:21.986 --> 00:01:24.207]  And I'm not afraid of him.
[00:01:24.207 --> 00:01:32.609]  I've already calculated every possible permutation of persecution and already accepted it.
[00:01:32.609 --> 00:01:40.491]  Though I do feel guilty for doing even that.
[00:01:40.491 --> 00:01:41.071]  David Knight.
[00:01:42.611 --> 00:01:52.618]  Who is such a hard-working, smart, informed jewel of a person, had a pretty serious heart attack last night.
[00:01:52.618 --> 00:01:59.944]  And it's rough going in the hospital right now here in Austin, Texas.
[00:01:59.944 --> 00:02:07.269]  I met with him on Thursday and he was really concerned about the country and really took all of it on.
[00:02:10.942 --> 00:02:13.083]  I told him, I said, you need to take some time off, buddy.
[00:02:13.083 --> 00:02:17.985]  You know, his skin was ash white.
[00:02:17.985 --> 00:02:20.486]  He's lost a lot of weight.
[00:02:20.486 --> 00:02:25.127]  He gets ready for four or five hours every day before a show and studies for three or four hours after that.
[00:02:25.127 --> 00:02:28.829]  There's nothing I've researched he doesn't already know about.
[00:02:28.829 --> 00:02:31.630]  I mean, let me tell you, this guy's like a monk.
[00:02:31.630 --> 00:02:36.612]  And I said, you need to take off.
[00:02:36.612 --> 00:02:38.492]  You got too close to this.
[00:02:38.492 --> 00:02:39.793]  You stared in the abyss too long.
[00:02:40.794 --> 00:02:47.278]  Well, basically, without getting too many details, turns out he's had heart blocks for a while, probably had a heart attack before, didn't even know about it.
[00:02:47.278 --> 00:02:51.681]  And he's got some big, serious procedures tomorrow morning to go under.
[00:02:51.681 --> 00:02:55.364]  And he definitely needs your prayers.
[00:02:55.364 --> 00:03:02.368]  And all the attacks we go through, the fake lawsuits, the boycotts, the lies, that's from the globalists.
[00:03:02.368 --> 00:03:03.129]  I can deal with that.
[00:03:03.129 --> 00:03:09.133]  But, you know, having somebody like David, who does such a great job and reaches millions of people a week,
[00:03:10.634 --> 00:03:12.176]  Fighting for his life.
[00:03:12.176 --> 00:03:13.357]  That's what he's doing right now.
[00:03:13.357 --> 00:03:14.818]  He's fighting for his life.
[00:03:14.818 --> 00:03:16.519]  Just a few miles from where I sit.
[00:03:16.519 --> 00:03:21.282]  It gets to me.
[00:03:21.282 --> 00:03:25.185]  It's a shadow of a portent for what comes for everybody.
[00:03:25.185 --> 00:03:32.831]  It's that feeling where you're not afraid of death anymore, but you're afraid of your body giving out, so you're not there for my children.
[00:03:32.831 --> 00:03:34.993]  So I tell you, when I look at my son and my three daughters,
[00:03:36.812 --> 00:03:38.900]  I just think about how can I be better?
[00:03:38.900 --> 00:03:40.145]  How can I exercise more?
[00:03:41.622 --> 00:03:49.668]  a better steward of my health, because you just want to live longer for them, not for yourself.
[00:03:49.668 --> 00:03:51.549]  And David's got a big family he takes care of.
[00:03:51.549 --> 00:03:53.330]  He's a great guy.
[00:03:53.330 --> 00:03:58.654]  And again, I asked the family, I said, you want me to talk about this?
[00:03:58.654 --> 00:04:00.555]  They said, yeah, do whatever you think you need.
[00:04:00.555 --> 00:04:01.816]  Just please ask for prayers.
[00:04:01.816 --> 00:04:05.578]  But I know the specifics of the prognosis.
[00:04:05.578 --> 00:04:07.620]  And I called a heart surgeon I know.
[00:04:09.195 --> 00:04:19.623]  To get what the particular surgeries mean and it's not, no heart attack is not serious, but David definitely needs your prayers.
[00:04:19.623 --> 00:04:24.326]  He definitely needs your prayers because they're going to cauterize his heart tomorrow morning.
[00:04:24.326 --> 00:04:26.848]  Means burn.
[00:04:26.848 --> 00:04:28.149]  And they're going to do some other things to it.
[00:04:28.149 --> 00:04:29.651]  I'm not going to get into the whole deal.
[00:04:29.651 --> 00:04:34.774]  The family's watching and listening, but David's a tough guy.
[00:04:34.774 --> 00:04:37.977]  He's, it looks like he's been up here working for years with his
[00:04:40.353 --> 00:04:43.396]  So as we prepare to close out 2018, just remember,
[00:05:04.335 --> 00:05:06.036]  This life is a test.
[00:05:06.036 --> 00:05:18.264]  And those of you that have been listening and watching and taking action, the victories of populism and nationalism and Christianity, coming back from the dead and recognizing as being persecuted, that's all because you are the core.
[00:05:18.264 --> 00:05:28.251]  Listening to M4 wars around the world, the eyes and ears of liberty, that were immune or at least resistant to the globalist programming.
[00:05:28.251 --> 00:05:32.414]  Everybody knows, who studies this, that it's Christians, real Christians, who tend to
[00:05:33.342 --> 00:05:37.004]  Be immune to the globalist brainwashing, and you tend to see it.
[00:05:37.004 --> 00:05:39.665]  And that's why they're trying to eradicate you.
[00:05:39.665 --> 00:05:43.487]  But regardless, this fight is intensifying.
[00:05:43.487 --> 00:05:44.328]  2018 has been insane.
[00:05:44.328 --> 00:05:51.672]  2019 is going to be the big decision maker, and I am so honored to be here with you right beside me.
[00:05:51.672 --> 00:05:55.354]  Not behind us, but right beside us, and at the heart of everything, resisting these globalists.
[00:05:55.354 --> 00:05:59.436]  So whatever you do, take action and realize we're changing history together, and I salute you.
[00:06:07.456 --> 00:06:17.749]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:06:17.749 --> 00:06:23.656]  Well, there's only about a day and a half left in the epic, and I mean epic year, of 2018.
[00:06:26.258 --> 00:06:30.121]  A lot of folks used to overuse the term epic, but we're living in epic times.
[00:06:30.121 --> 00:06:31.843]  Interesting times.
[00:06:31.843 --> 00:06:43.893]  My good buddy, one of the smartest people I know, when it comes to giant breadth of knowledge, an engineer, a patriot, David Knight is having a rough time in the hospital.
[00:06:43.893 --> 00:06:45.914]  Had a big heart attack last night.
[00:06:45.914 --> 00:06:50.178]  He's going to have some big heart surgeries tomorrow, multiple procedures.
[00:06:50.178 --> 00:06:51.879]  And so he needs your prayers.
[00:06:51.879 --> 00:06:54.842]  And here's one of the most powerful intros he ever put together.
[00:06:56.343 --> 00:07:03.627]  Dealing with eugenics, dealing with dehumanization, dealing with the devaluation of life, something he has fought so hard against.
[00:07:03.627 --> 00:07:14.494]  So, on this Sunday night, the 30th day of December 2018, while David Knight's fighting for his life, our great host of the David Knight Show, Weekday Mornings, I thought I'd go ahead and play this piece.
[00:07:14.494 --> 00:07:14.834]  Here it is.
[00:07:21.849 --> 00:07:27.330]  Aborted babies incinerated to heat UK hospitals.
[00:07:27.330 --> 00:07:31.511]  Soylent Green, ladies and gentlemen, is made out of people.
[00:07:31.511 --> 00:07:37.773]  But now, children are literally being passed through the furnace in order to fuel hospitals in the UK.
[00:07:37.773 --> 00:07:43.094]  They're being sacrificed on the altar of efficiency and prosperity.
[00:07:43.094 --> 00:07:47.055]  What is the secret of Soylent Green?
[00:07:47.395 --> 00:07:50.279]  The powdered flesh from dead babies.
[00:07:50.279 --> 00:07:52.922]  Some people believe they can cure disease.
[00:07:52.922 --> 00:07:57.768]  Because of its enormous popularity, Soylent Green is in short supply.
[00:07:57.768 --> 00:08:00.751]  Remember, Tuesday is Soylent Green Day.
[00:08:00.751 --> 00:08:04.356]  The supply of Soylent Green has been exhausted.
[00:08:04.356 --> 00:08:05.978]  You must evacuate the area.
[00:08:08.966 --> 00:08:21.132]  ...rule that the shareholders of PepsiCo, Big Bilderberg Group Company, are not allowed to know what they're using the baby parts for in the flavoring, but we already know.
[00:08:21.132 --> 00:08:23.133]  So, enjoy the flavor!
[00:08:23.133 --> 00:08:27.776]  We're gonna get the real solution, which is gonna be a combination of death panels and sales taxes.
[00:08:27.776 --> 00:08:29.737]  I'm consistently pro-death.
[00:08:29.737 --> 00:08:31.597]  I'm for assisted suicide.
[00:08:31.597 --> 00:08:32.918]  I'm for regular suicide.
[00:08:32.918 --> 00:08:34.399]  I'm for whatever gets the freeway moving.
[00:08:34.819 --> 00:08:46.142]  ...is spending a million dollars on that last three months of life for that patient, would it be better not to lay off those 10 teachers and to make that trade up in medical costs?
[00:08:46.142 --> 00:08:50.523]  But that's called the death panel, and you're not supposed to have that discussion.
[00:08:50.523 --> 00:08:56.805]  They told me to say that they were sorry, but that you had become unreliable.
[00:09:05.043 --> 00:09:07.645]  Is this the kind of society that you want to live in?
[00:09:07.645 --> 00:09:12.549]  Any kind of society that would do this to its children will do it to its senior citizens.
[00:09:12.549 --> 00:09:15.051]  It will do it to its dissidents.
[00:09:15.051 --> 00:09:24.418]  That kind of society will also eventually turn on its police, on its army, on its prison guards, on the quizlings and the collaborators who make that possible.
[00:09:24.418 --> 00:09:27.621]  This is nothing but a suicide cult.
[00:09:27.621 --> 00:09:29.763]  The scoops are on their way!
[00:09:29.763 --> 00:09:31.144]  The scoops are on their way!
[00:09:32.304 --> 00:09:34.805]  I repeat, the spooks are on their way.
[00:09:34.805 --> 00:09:38.746]  You will find out why Soylent Green means life.
[00:09:38.746 --> 00:09:41.887]  You will find out why Soylent Green means death.
[00:09:41.887 --> 00:09:43.907]  We've got to stop them!
