[00:00:14.981 --> 00:00:17.162]  Waging war on corruption.
[00:00:17.603 --> 00:00:19.044]  It's Alex Jones.
[00:00:26.688 --> 00:00:28.669]  Welcome on this Sunday edition of the Alex Jones Show.
[00:00:28.709 --> 00:00:30.150]  I'm David Knight, your host for today.
[00:00:31.051 --> 00:00:34.553]  It's kind of interesting, a story that we have on InfoWars.
[00:00:34.613 --> 00:00:36.073]  It's not something that we
[00:00:37.262 --> 00:00:38.703]  That we're unaccustomed to.
[00:00:38.763 --> 00:00:42.164]  The fact that you have people attacking free speech.
[00:00:42.324 --> 00:00:44.264]  We see them doing this in every way possible.
[00:00:44.304 --> 00:00:46.045]  We had Jake Lloyd go out and do a report.
[00:00:46.065 --> 00:00:47.685]  They grabbed the microphone out of his hand.
[00:00:48.546 --> 00:00:56.448]  They've done that to us at Planned Parenthood protests where we're talking about the genocide of Planned Parenthood.
[00:00:57.108 --> 00:00:58.229]  This is the left's tactic.
[00:00:59.340 --> 00:01:06.870]  As we were there holding up signs of little babies and saying black lives do matter and this has been planned as a genocide from the very beginning.
[00:01:07.591 --> 00:01:10.615]  They showed up to put black signs in front of our signs.
[00:01:10.635 --> 00:01:11.356]  They had nothing to say.
[00:01:11.396 --> 00:01:12.618]  They just didn't want us to say anything.
[00:01:12.998 --> 00:01:14.541]  Of course you see it all the time on social media.
[00:01:15.181 --> 00:01:19.007]  I just had somebody troll me on something and they didn't like what I had to say.
[00:01:19.047 --> 00:01:22.071]  So they said somebody needs to take away David Knight's Twitter account.
[00:01:22.091 --> 00:01:23.633]  They need to take the keyboard out of his hand.
[00:01:24.134 --> 00:01:27.098]  I retweeted it and I said, well, you know, this is the typical response from the left.
[00:01:27.138 --> 00:01:27.979]  They don't want to debate you.
[00:01:28.019 --> 00:01:28.820]  They want to censor you.
[00:01:29.670 --> 00:01:30.951]  But of course it's going to get more violent.
[00:01:31.551 --> 00:01:43.498]  And what we're seeing in the UK is Tommy Robinson just walking down the street, being singled out by 10 individuals with balaclavas on their head, covering up their face so nobody can see them, attacking him.
[00:01:44.078 --> 00:01:46.940]  And we have the clip at Infowars.com.
[00:01:46.960 --> 00:01:50.982]  I want to play you a little bit of this clip, just give you an idea of what's going on.
[00:01:51.042 --> 00:01:52.683]  It's about a 20-minute clip, so we're not going to play it.
[00:01:52.723 --> 00:01:55.805]  And there's a lot of visual stuff here, so it's not appropriate for the radio.
[00:01:55.825 --> 00:01:56.966]  But let's play a little bit of that clip.
[00:01:57.806 --> 00:01:59.247]  So you get a taste of what that is.
[00:01:59.287 --> 00:02:00.868]  This is the way the left reacts to people.
[00:02:00.888 --> 00:02:03.189]  The way they bully and target.
[00:02:03.310 --> 00:02:05.271]  I guess we could even say bully and harass people.
[00:02:07.012 --> 00:02:09.353]  Wear a shoe tube to protect Tommy Robinson.
[00:02:09.533 --> 00:02:10.214]  They're not going to be there.
[00:02:10.234 --> 00:02:11.054]  Here's a little bit of that clip.
[00:02:12.535 --> 00:02:17.638]  Alright, these are guys with masks on.
[00:02:18.058 --> 00:02:21.521]  Attacking a woman who is filming them.
[00:02:22.201 --> 00:02:24.042]  Ten of them coming after Tommy Robinson.
[00:02:25.263 --> 00:02:26.704]  Trying to take the camera away from her.
[00:02:32.278 --> 00:02:33.159]  Coming at him from the back.
[00:02:34.480 --> 00:02:36.161]  Attacking him, knocking him down from the back.
[00:02:36.461 --> 00:02:36.941]  Jumping on him.
[00:02:36.961 --> 00:02:38.542]  But he gets up, starts fighting him.
[00:02:39.022 --> 00:02:40.143]  And he basically fights him off.
[00:02:41.465 --> 00:02:45.608]  Uh, spoiler alert here, but he basically fights them off and then talks about it to other people.
[00:02:46.068 --> 00:02:49.730]  And the amazing thing about this clip to me... Right here.
[00:02:49.810 --> 00:02:51.551]  He's talking to the police.
[00:02:51.571 --> 00:02:54.753]  Yeah, he walks down to the police and said, your friends ran away.
[00:03:04.798 --> 00:03:07.719]  And how did they do for 10 of them?
