[00:00:14.369 --> 00:00:16.471]  Waging war on corruption.
[00:00:16.971 --> 00:00:27.898]  It's Alex Jones.
[00:00:27.938 --> 00:00:31.941]  Ladies and gentlemen, it is Monday, the 14th day of May 2018.
[00:00:32.141 --> 00:00:35.204]  We're going to be live here for the next four hours.
[00:00:35.744 --> 00:00:39.847]  And then Roger Stone and Owen Schroer are going to knock it out of the park yet again.
[00:00:41.581 --> 00:00:49.147]  We've got 43 dead, thousands injured in Islamicist rioting outside of Israel.
[00:00:50.068 --> 00:00:50.809]  And that's what it is.
[00:00:53.191 --> 00:01:01.378]  Doesn't mean I don't feel for some of those people locked out of all the other Muslim countries, who won't take a single one of them, but only blame Israel.
[00:01:01.398 --> 00:01:03.019]  It's just not reality-based.
[00:01:03.399 --> 00:01:04.520]  And I'm gonna break it all down.
[00:01:05.101 --> 00:01:06.322]  Jared Kushner can speak.
[00:01:06.542 --> 00:01:07.383]  He actually talks.
[00:01:07.443 --> 00:01:08.824]  He says Trump's kept his promises.
[00:01:11.423 --> 00:01:14.364]  Amazing footage, drones dropping tear gas on people.
[00:01:14.404 --> 00:01:16.045]  I remember I told folks about that 10 years ago.
[00:01:16.085 --> 00:01:18.025]  They said it was a conspiracy theory, but now it's all there.
[00:01:18.586 --> 00:01:24.368]  But first, a John Bowne report, because we have to understand where leftist ideology takes us 1,000% of the time.
[00:01:27.219 --> 00:01:42.625]  California, with its bankrupt economy, culture of unemployment, madcap representatives, crumbling power grid, crippling taxes, and unattainable real estate prices, has created an exodus of Californians heading east.
[00:01:42.825 --> 00:01:47.167]  But California has always claimed to be at the heart of the American future.
[00:01:47.367 --> 00:01:49.087]  So why is everyone leaving?
[00:01:49.347 --> 00:01:50.608]  Curbed, reports
[00:01:50.908 --> 00:02:05.417]  California is seeing a net gain in high earners, making $110,000 or more, and the highly educated, graduate degrees or higher, while losing those representing the other end of the socioeconomic spectrum.
[00:02:05.617 --> 00:02:07.759]  Families with kids are headed for Texas.
[00:02:07.959 --> 00:02:10.280]  Blue State College graduates are moving in.
[00:02:10.501 --> 00:02:15.824]  In other words, California is experiencing what looks like statewide gentrification.
[00:02:16.064 --> 00:02:25.589]  Maybe it's also because of the leftist madness gleaned from reports like these, as the LA Times asked, is systematic racism to blame for STDs?
[00:02:25.890 --> 00:02:33.834]  They write, poverty or lack of opportunity may be forcing women to exchange sex for resources, leading to the spread of STDs.
[00:02:33.994 --> 00:02:40.238]  There also tends to be a mistrust of the medical system among African Americans, making them reluctant to seek care.
[00:02:40.558 --> 00:02:40.918]  Lately,
[00:02:41.318 --> 00:02:45.503]  Scapegoating racism has been the Trojan horse for all of society's ills.
[00:02:45.663 --> 00:02:53.993]  What else could explain as the Washington Times reported over half of Americans now live in sanctuaries protecting illegal non-taxpaying immigrants.
[00:02:54.313 --> 00:03:00.080]  And as the wealth gap increases, is this what you can expect coming soon to a city near you?
[00:03:00.700 --> 00:03:06.341]  New at 5, we have shocking video of what's going on in one of the busiest BART stations in the Bay Area.
[00:03:06.901 --> 00:03:10.322]  Several junkies blatantly shooting up out in the open.
[00:03:10.602 --> 00:03:12.443]  Others slumped along the corridors.
[00:03:13.043 --> 00:03:15.603]  This is San Francisco's Civic Center station.
[00:03:15.764 --> 00:03:21.685]  We sent KPIX 5's Wilson Walker to ask the mayor and BART, what are you doing about all of this?
[00:03:22.345 --> 00:03:24.029]  You can see there's dozens of them.
[00:03:24.309 --> 00:03:26.654]  Needles everywhere, crack, heroin.
[00:03:27.014 --> 00:03:30.240]  It's a real concern for our riders and we appreciate that.
[00:03:30.260 --> 00:03:34.388]  What we have to do is make the most of the resources, the limited resources that we have.
[00:03:37.225 --> 00:03:46.149]  BART, which has been pledging to address these problems, says it's recruiting more community service officers, more than 30 new sworn officers, and 20 new station cleaners.
[00:03:46.189 --> 00:03:48.010]  But will that be enough?
[00:03:48.110 --> 00:03:57.174]  If San Francisco spends nearly a quarter of a billion dollars on the homeless every year, why are there still thousands of people living on the street?
[00:03:57.394 --> 00:03:58.635]  Where does that money go?
[00:03:58.815 --> 00:04:00.395]  And how does the system work?
[00:04:00.756 --> 00:04:01.456]  Or not work?
[00:04:03.097 --> 00:04:04.518]  241 million dollars.
[00:04:04.598 --> 00:04:10.822]  Now, of that, 50 million funds shelters and another 50 million fund health services for the truly homeless.
[00:04:11.142 --> 00:04:22.070]  But the single most important thing to know about that 241 million dollars is that most of it has absolutely nothing to do with the people we see on the streets.
[00:04:22.450 --> 00:04:24.412]  That is a great observation.
[00:04:24.452 --> 00:04:26.693]  I think it's missed by many in the city.
[00:04:26.713 --> 00:04:32.518]  We're not spending $241 million a year on the 7 or 8,000 people who are homeless in San Francisco.
[00:04:33.098 --> 00:04:38.122]  We're spending more than half of that money actually to keep people in permanent housing.
[00:04:38.442 --> 00:04:45.685]  That's right, $140 million worth of the entire homeless budget houses approximately 9,000 people.
[00:04:45.885 --> 00:04:50.146]  California should be the prime example of what not to do.
[00:04:50.707 --> 00:04:53.768]  John Bowne reporting for Infowars.com.
[00:04:55.708 --> 00:04:59.210]  We'll be back on this Live Monday Global Transmission.
[00:04:59.290 --> 00:05:02.191]  Please spread all the live links and tell folks about your local station.
[00:05:04.073 --> 00:05:07.656]  Audience, radio affiliates, TV affiliates, thank you for your support.
[00:05:07.957 --> 00:05:14.622]  But they've cut off the sponsors, they've blocked us advertising on Google, they have filed 13 lawsuits, we've beaten six.
[00:05:14.923 --> 00:05:19.066]  But understand this, I am your soldier, you're my soldier, we're all in this together.
[00:05:20.137 --> 00:05:24.820]  And we're fighting hard for American values, what we know works, and what brings liberty and freedom to our children.
[00:05:25.220 --> 00:05:26.220]  So I salute you and I thank you.
[00:05:26.240 --> 00:05:37.427]  But whatever you do, the live video links on Facebook, Twitter, YouTube, Infowars.com, org slash show, local stations you're listening to, every person you get to tune in to this local radio station is a victory in this war.
[00:05:37.467 --> 00:05:39.167]  And when you financially go to Infowars.com,
[00:05:40.228 --> 00:05:45.951]  And when you take advantage of the huge sales and the great products for everything in your life, it's about making your life better.
[00:05:46.591 --> 00:05:48.772]  The non-GMO heirloom seeds, springtime's here.
[00:05:49.313 --> 00:05:53.255]  The highest quality books, films, pastry apparel to spread the word.
[00:05:53.575 --> 00:05:59.078]  The very best supplements, water filtration, air filtration, shortwave radios, emergency radios, tactical gear, body armor.
[00:05:59.498 --> 00:06:01.679]  Infowarsstore.com, Infowarslife.com.
[00:06:02.039 --> 00:06:03.260]  Please shop with the good guys.
[00:06:14.396 --> 00:06:20.780]  Defending the Republic from enemies foreign and domestic, it's Alex Jones!
[00:06:36.323 --> 00:06:56.648]  You know, I've had the Islamist groups, I've had the white supremacists, I've had the Hollywood crowd, I've had mainstream media bully me for 20 plus years that I've been on air with litmus tests about, do I support Israel or don't I?
[00:06:57.748 --> 00:07:01.069]  And I've been very, very clear that I do support Israel.
[00:07:03.090 --> 00:07:04.470]  There's videos on YouTube
[00:07:06.442 --> 00:07:08.683]  That have been re-uploaded, where I said that in 1997.
[00:07:13.225 --> 00:07:16.766]  And the reason I do, is very simple.
[00:07:21.188 --> 00:07:35.434]  None of the Muslim countries, like Egypt, or Jordan, or Saudi Arabia, that surround the Palestinian lands, close quote,
[00:07:37.978 --> 00:07:38.958]  We'll take any of them.
[00:07:39.578 --> 00:07:42.479]  And I've gone and looked at the demographics of most of those people.
[00:07:43.979 --> 00:07:54.461]  They're basically nomadic groups that have come into the area as part of a hajj or part of some type of jihad.
[00:07:55.942 --> 00:07:56.982]  Now let's explain this.
[00:08:00.683 --> 00:08:02.383]  Israel's this little bitty tiny country.
[00:08:07.677 --> 00:08:09.839]  All around it are these Muslim countries.
[00:08:10.599 --> 00:08:19.165]  And if you look at maps going back a hundred years ago, time-lapse through today, big magazines have done them, TV stations have done them, news programs have done them.
[00:08:20.566 --> 00:08:28.132]  They generally show Islam spreading as green, because that's the color of Islam, and you see it expanding, never contracting.
[00:08:30.173 --> 00:08:33.876]  And you've got one point almost four billion.
[00:08:36.058 --> 00:08:40.541]  Muslims having six children on average, that means three billion by 2030.
[00:08:40.941 --> 00:08:40.541]  2030.
[00:08:41.001 --> 00:08:46.465]  So within about 12 years.
[00:08:47.366 --> 00:08:49.787]  Hard to believe 2030 is only 12 years away.
[00:08:49.928 --> 00:08:51.148]  Wow, isn't that incredible?
[00:08:52.189 --> 00:08:53.330]  We're living in the future here.
[00:08:57.273 --> 00:09:20.721]  And the left and the globalists have allied themselves with radical Islam, and they've backed the takeover of non-radical Islam, and persecute Muslims, and then persecute Christians, and persecute animists, and persecute Zoroastrians, and Hindus, and Buddhists, and atheists, and straight, and gay.
[00:09:22.502 --> 00:09:24.783]  All over the world, Islam comes in, sets up,
[00:09:26.226 --> 00:09:32.367]  And then once it hits about 20%, it does not tolerate anybody else.
[00:09:32.767 --> 00:09:35.948]  In fact, it doesn't tolerate more moderate Islamic groups.
[00:09:36.728 --> 00:09:38.048]  It's a scourge.
[00:09:38.689 --> 00:09:43.409]  And you read the WikiLeaks from two years ago, Jerusalem Post even had a report on it.
[00:09:44.790 --> 00:09:55.012]  Boy, the Israeli media is just as leftist as ours, tries to cover stuff up, that George Soros basically wants to break up Israel and end it.
[00:09:55.692 --> 00:09:56.112]  Get rid of it.
[00:09:59.793 --> 00:10:01.834]  What are you going to do with those millions of Jews that are there?
[00:10:01.854 --> 00:10:03.755]  Just push them into the ocean like Iran says?
[00:10:06.095 --> 00:10:15.839]  And you've got the 13th tribe, you know, Kessler arguments that have been proven not to be completely accurate and say, well most of them are European Jews so they don't really have some genetic background.
[00:10:15.959 --> 00:10:16.720]  Oh yes they do.
[00:10:17.300 --> 00:10:19.781]  It may be a small genetic background but it doesn't even matter.
[00:10:20.121 --> 00:10:25.243]  Jews were there thousands of years ago and the idea that the whole Middle East can't have any Jews in it
[00:10:26.585 --> 00:10:29.827]  Is the exact same idea that you can't be any Christians!
[00:10:31.347 --> 00:10:31.888]  Except where?
[00:10:32.048 --> 00:10:33.128]  Syria and Iraq.
[00:10:34.249 --> 00:10:34.709]  And Egypt.
[00:10:36.610 --> 00:10:37.150]  And Libya.
[00:10:37.690 --> 00:10:52.157]  And what did Barack Hussein Obama, Barack Hussein Obama, who wears his little Islam ring, with Arabic on it, and the first foreign speech he gave was in Cairo,
[00:10:53.959 --> 00:10:54.960]  It's like he's an imam.
[00:10:54.980 --> 00:10:56.942]  He speaks Arabic perfectly.
[00:11:02.387 --> 00:11:05.089]  There is no place for Christians all over the world.
[00:11:05.930 --> 00:11:08.693]  From Indonesia to Nigeria.
[00:11:10.194 --> 00:11:11.175]  Black Christians.
[00:11:12.536 --> 00:11:14.078]  Black Ethiopian Christians.
[00:11:14.498 --> 00:11:15.659]  Sudanese Christians.
[00:11:15.980 --> 00:11:16.981]  In countries that were
[00:11:19.097 --> 00:11:26.162]  95% Christian, just a hundred years ago, the Christians are being completely pushed out and slaughtered.
[00:11:28.003 --> 00:11:29.024]  So here's the coup de grace.
[00:11:33.647 --> 00:11:38.190]  I don't say these things about Israel to curry favor with the anti-Israel crowd.
[00:11:38.530 --> 00:11:40.692]  I say it because I like to give a full-spectrum analysis.
[00:11:42.094 --> 00:11:50.877]  I don't like some of the globalist and leftist groups that basically use Israel as a place to launder money and to manipulate influence and to escape criminal actions here in the U.S.
[00:11:51.677 --> 00:11:57.919]  I don't like some of the leftist Israel lobbying involved in anti-gun movements here in the U.S.
[00:11:59.520 --> 00:12:02.921]  when they are handing out M16s and Uzis to their people, which they should.
[00:12:03.761 --> 00:12:05.061]  I got issues with Israel.
[00:12:07.722 --> 00:12:09.823]  But Israel's a diverse political system.
[00:12:13.220 --> 00:12:19.641]  Israel is not expanding and telling me I can't have a church on my street.
[00:12:20.182 --> 00:12:23.402]  Israel is not telling me that my children have to submit to Allah.
[00:12:24.363 --> 00:12:28.944]  Israel is not spreading like a virus.
[00:12:32.724 --> 00:12:39.666]  And George Soros, my enemy, the guy trying to destroy me, trying to overthrow this country, the Nazi collaborator,
[00:12:41.192 --> 00:12:54.523]  No matter how many newspapers and publications he pays to call himself a Holocaust survivor, he went on 60 Minutes, and he wrote a book, and so did his dad, bragging how they helped round up thousands of Jews, saying it was the best time of their life, and they'd do it all over again.
[00:12:54.543 --> 00:12:57.186]  Do I have to play 60 Minutes for you again?
[00:12:59.207 --> 00:13:06.394]  He's after me, and they basically told me, in the lawsuits and in the news, stop doing this.
[00:13:06.614 --> 00:13:07.675]  I will never stop.
[00:13:09.909 --> 00:13:12.331]  You may be able to intimidate and push other people around, buddy.
[00:13:12.571 --> 00:13:13.712]  You're not pushing me around.
[00:13:20.216 --> 00:13:22.998]  So, it's called choosing a side.
[00:13:25.440 --> 00:13:29.522]  And there's big money behind being anti-Israel.
[00:13:30.923 --> 00:13:37.308]  I didn't even try to appease the anti-Israel crowd when I made a film
[00:13:38.726 --> 00:13:44.749]  about the USS Liberty and concluded it was a false flag between Israel and LBJ to start a war.
[00:13:46.130 --> 00:13:47.470]  LBJ done false flags before.
[00:13:48.331 --> 00:13:56.975]  It made the anti-Israel crowd even madder saying I wasn't a pure Jew hater and I wasn't pure like them and all of their BS.
[00:13:58.495 --> 00:14:05.639]  I put that film out because if I'm going to expose false flags that is an interesting and important one to make and I interviewed Admiral Moore
[00:14:06.684 --> 00:14:09.766]  Who was the Joint Chiefs of Staff Chairman and others before he died.
[00:14:09.786 --> 00:14:16.149]  And I interviewed the head Judge Advocate General on the case to actually find out what happened 20 years ago.
[00:14:18.871 --> 00:14:24.494]  Before your average anti-Israel person even knew about the Liberty, I'd had dozens of guests on about it.
[00:14:24.734 --> 00:14:25.835]  But that isn't the issue.
[00:14:26.135 --> 00:14:30.358]  It's like if the US government does something evil or bad, is every administration evil?
[00:14:30.878 --> 00:14:32.039]  Is our whole government bad?
[00:14:32.139 --> 00:14:32.299]  No.
[00:14:34.031 --> 00:14:53.706]  So, all the bullying over the years, all the anti-Israel stuff, all of it is all part of a larger globalist UN Sorosian program, and the Vatican is heavily involved, and they want the UN to come in and take over that holy city.
[00:14:55.668 --> 00:14:57.049]  Talk about bringing in Revelation.
[00:14:59.432 --> 00:15:02.175]  You know, maybe I just don't want Revelation to come in that quick.
[00:15:02.215 --> 00:15:03.216]  I got a one-year-old daughter.
[00:15:03.257 --> 00:15:04.398]  I got three other children I love.
[00:15:04.898 --> 00:15:13.028]  Maybe I just don't like seeing it fulfilled to have the Babylon whore and the false prophet in control of Jerusalem.
[00:15:14.554 --> 00:15:18.697]  Maybe just at a deep level, I don't like the UN taking control of Israel.
[00:15:19.057 --> 00:15:19.798]  Because that's the thing.
[00:15:19.838 --> 00:15:22.760]  That's who's going to take it over, and then they're going to start even bigger wars.
[00:15:22.820 --> 00:15:25.522]  You'll never satisfy the so-called Palestinians.
[00:15:25.922 --> 00:15:27.724]  The Arab countries won't take one of them.
[00:15:27.764 --> 00:15:28.464]  What does that tell you?
[00:15:28.484 --> 00:15:31.366]  Because everywhere you take them in, they try to overthrow you.
[00:15:31.547 --> 00:15:32.687]  It's what they do.
[00:15:33.248 --> 00:15:41.414]  And the suicide bombings with their kids, and all of this crud, and the fact that they're invading our countries, and the globalists are bringing them in,
[00:15:43.254 --> 00:15:58.883]  To our nations, and telling us we've got a red carpet to them, and I've got articles here where they're telling churches take down their steeples, take down their crosses in Germany, that you can't have your church bells going at half the decimals of the call to prayer, but the call to prayer can happen.
[00:15:59.183 --> 00:16:00.764]  Christians are under attack!
[00:16:03.211 --> 00:16:03.812]  Alpha Power.
[00:16:04.172 --> 00:16:04.973]  Here's what you want to know.
[00:16:05.213 --> 00:16:11.179]  You want to go to mfulworthstore.com and read the hundreds and hundreds of five-star third-party reviews on this product.
[00:16:11.860 --> 00:16:15.363]  And also remember that when it came out four months ago, it sold out in three weeks.
[00:16:16.263 --> 00:16:24.207]  Because people that know about these type of products looked at the ingredients list and looked at the potency list and people went crazy.
[00:16:24.748 --> 00:16:31.792]  The average male or female enhancement, over-the-counter supplement has some real stuff in it.
[00:16:32.352 --> 00:16:34.033]  It just has a little bit in it.
[00:16:34.433 --> 00:16:39.536]  Because I work with the top four formulators in the country and they say, listen, no one puts as much as you do into these.
[00:16:39.816 --> 00:16:43.158]  They said your leading competitors might put six, seven dollars in.
[00:16:43.678 --> 00:16:48.121]  And you're putting $15, $20, $30, $40, depending on the product, in them.
[00:16:48.542 --> 00:16:49.562]  Nobody else does that.
[00:16:49.642 --> 00:16:52.344]  Well, we do, and that's why they're so powerful.
[00:16:52.705 --> 00:16:54.726]  Again, Alpha Power sold out for months.
[00:16:55.106 --> 00:17:00.450]  The second shipment is now in at InfoWarsLife.com or InfoWarsStore.com or by calling toll-free, 888-253-3139.
[00:17:03.272 --> 00:17:08.538]  Climb to the top of the food chain with Alpha Power by Infowars Life.
[00:17:09.258 --> 00:17:12.582]  For those who want to increase testosterone and energy levels.
[00:17:13.423 --> 00:17:19.689]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[00:17:21.451 --> 00:17:27.796]  This drop can show signs such as fatigue, low energy, low sex drive, and muscle loss.
[00:17:28.617 --> 00:17:33.861]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[00:17:34.462 --> 00:17:46.592]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including uricoma longifolia, originally from Malaysia.
[00:17:47.272 --> 00:17:52.798]  Makaroo from Peru, Horny Goatweed from China, and Tribulus from India.
[00:17:53.578 --> 00:17:57.082]  Reach your alpha male potential with Alpha Power.
[00:17:57.662 --> 00:18:02.447]  Head to InfoWarsLife.com and secure your bottle today.
[00:18:03.080 --> 00:18:04.841]  Fueling your body is hard work.
