[00:00:11.708 --> 00:00:12.809]  Big Brother.
[00:00:12.809 --> 00:00:14.451]  Mainstream media.
[00:00:14.451 --> 00:00:16.493]  Government cover-ups.
[00:00:16.493 --> 00:00:18.255]  You want to stop tyranny?
[00:00:18.255 --> 00:00:19.777]  Well, so does he.
[00:00:19.777 --> 00:00:24.623]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:36.041 --> 00:00:44.027]  We have before us the opportunity to forge for ourselves and for future generations a new world order.
[00:00:44.027 --> 00:00:49.911]  A world where the rule of law, not the law of the jungle, governs the conduct of nations.
[00:00:51.224 --> 00:01:07.335]  When we are successful, and we will be, we have a real chance at this New World Order, an order in which a credible United Nations can use its peacekeeping role to fulfill the promise and vision of the UN's founders.
[00:01:07.335 --> 00:01:14.040]  There's a need for a New World Order, but it has different characteristics in different parts.
[00:01:17.074 --> 00:01:25.461]  Never before has a New World Order had to be assembled from so many different perceptions, or on so global a scale.
[00:01:25.461 --> 00:01:38.232]  Nor has any previous order had to combine the attributes of the historic balance of power system with global democratic opinion and the exploding technology of the contemporary period.
[00:01:38.232 --> 00:01:45.298]  After 1989, President Bush said, and it's a phrase that I often use myself, that we needed a New World Order.
[00:01:46.892 --> 00:01:56.479]  I think his task will be to develop an overall strategy for America in this period when really a new world order can be created.
[00:01:56.479 --> 00:01:57.800]  It's a great opportunity.
[00:01:57.800 --> 00:02:02.384]  It isn't just a crisis.
[00:02:02.384 --> 00:02:08.408]  What is at stake is more than one small country.
[00:02:08.408 --> 00:02:10.950]  It is a big idea.
[00:02:10.950 --> 00:02:14.273]  A new world order where diverse nations
[00:02:15.191 --> 00:02:22.056]  Are drawn together in common cause to achieve the universal aspirations of mankind.
[00:02:22.056 --> 00:02:28.621]  Peace and security, freedom and the rule of law.
[00:02:28.621 --> 00:02:34.746]  Such is a world worthy of our struggle and worthy of our children's future.
[00:02:45.998 --> 00:02:48.959]  I don't think so.
[00:03:15.424 --> 00:03:31.501]  Ladies and gentlemen, thank you for joining us on this Sunday, the second day of December.
[00:03:32.395 --> 00:03:36.036]  2018, we're going to be live here for the next two hours.
[00:03:36.036 --> 00:03:47.900]  I just played a little bit of a compilation, there's hours of this on YouTube, of world leaders talking about a new world order, and then they go further, they say that means a world government where the nation state has been abolished.
[00:03:47.900 --> 00:03:52.021]  And boy, have we come a long way back from the days when they said that didn't exist.
[00:03:52.021 --> 00:03:57.223]  Back in the days of Congressman Larry McDonald and Senator Barry Goldwater and Ronald Reagan exposing it.
[00:03:58.064 --> 00:03:59.766]  And then George H.W.
[00:03:59.766 --> 00:04:02.328]  Bush forcing his way onto the ticket in 1980.
[00:04:02.328 --> 00:04:04.810]  So I don't wish George H.W.
[00:04:04.810 --> 00:04:10.716]  Bush any bad will now that he died Friday night at 94 at the ripe old age.
[00:04:10.716 --> 00:04:14.820]  But I do see it as symbolic of the death of world government.
[00:04:15.490 --> 00:04:17.651]  Uh, that, that has happened.
[00:04:17.651 --> 00:04:27.394]  Also, there's a big, uh, powerful article in the New York Times of all places, uh, saying that the curtain, uh, has been pulled on the Clintons.
[00:04:27.394 --> 00:04:28.595]  That it's curtains for the Clintons.
[00:04:28.595 --> 00:04:33.357]  So, the Clintons are globalists, uh, the Bushes are globalists, at least George Herbert Walker Bush was.
[00:04:33.357 --> 00:04:39.299]  Uh, and this whole plan to have America sign over its sovereignty, these foreign multinationals, is dead on arrival.
[00:04:39.299 --> 00:04:40.099]  They're fighting back.
[00:04:40.599 --> 00:04:44.982]  So we'll break it all down on the other side of this live global Sunday broadcast.
[00:04:44.982 --> 00:04:48.604]  I'm Alex Jones, live from deep in the heart of Texas, Austin.
[00:04:48.604 --> 00:04:50.125]  NewsWars.com.
[00:04:50.125 --> 00:04:51.546]  InfoWars.com.
[00:04:51.546 --> 00:05:00.372]  Tomorrow's news today.
[00:05:00.372 --> 00:05:07.517]  The globalists know that if they suppress the good halogen and pump the environment full of the bad halogens, fluoride, chlorine, bromine, you name it,
[00:05:10.840 --> 00:05:19.244]  And on our quest to bring, our listeners and viewers, the best iodine in the world, we've gone through two permutations.
[00:05:19.244 --> 00:05:25.486]  First, seaweed-based iodine that was pretty good, but hard to source, and the globals tried to block us getting a supply of it.
[00:05:25.486 --> 00:05:31.789]  So we discovered deep-earth crystals of pure nascent iodine and brought you X2 that's been incredible.
[00:05:31.789 --> 00:05:38.712]  Now, due to the establishment trying to block that, we did more research and secured more of the deep-earth crystals of nascent iodine.
[00:05:39.855 --> 00:05:52.878]  Chemists, scientists, and others showed us the research that by combining it with three other compounds, two forms of iodine and vitamin C, it supercharges it and makes it even more bioavailable.
[00:05:52.878 --> 00:05:57.119]  Ladies and gentlemen, if you want to research it, you want to see it, it's an incredible discovery.
[00:05:57.119 --> 00:05:59.820]  X3, now available at M4slife.com.
[00:06:26.238 --> 00:06:46.246]  From the front lines of the information war, it's Alex Jones.
[00:06:46.246 --> 00:06:49.567]  Ladies and gentlemen, I'm Alex Jones, your host.
[00:06:49.567 --> 00:06:51.868]  And we're here live Monday through Friday from 11 a.m.
[00:06:53.597 --> 00:06:53.938]  3 p.m.
[00:06:53.938 --> 00:06:57.080]  Central for my weekday show but I'm also here Sundays live.
[00:06:57.080 --> 00:06:57.820]  4 to 6 p.m.
[00:06:57.820 --> 00:06:59.802]  I want to thank you for joining us today.
[00:06:59.802 --> 00:07:03.084]  This evening I want to thank the great crew for the amazing job they do.
[00:07:03.084 --> 00:07:03.605]  Wow!
[00:07:03.605 --> 00:07:05.506]  Obviously we're going to talk about the passing.
[00:07:05.506 --> 00:07:21.578]  We're going to talk about the passing of George Herbert Walker Bush at 94 on Friday and I'm certainly not dancing on his grave but I am very pleased that as a portent or an omen or a signet
[00:07:23.061 --> 00:07:37.865]  Or a sign that his entire stinking world government project that he launched with David Rockefeller and others is in ashes right now and badly damaged and will never come back.
[00:07:37.865 --> 00:07:45.386]  It may try to form itself into some new criminal cabal and has certainly stolen tens of trillions of dollars, but they are in big, big, big trouble.
[00:07:45.386 --> 00:07:49.067]  We're going to be looking at all that.
[00:07:49.067 --> 00:07:51.868]  Also, we're going to be looking at what happened while
[00:07:53.149 --> 00:07:57.612]  Trump has been down in South America for the G20.
[00:07:57.612 --> 00:08:06.659]  We're also going to look at massive violence all over France by the French against the open borders, the Islamic invasion.
[00:08:06.659 --> 00:08:18.207]  The media tells you it's about gas taxes going up, that's part of it, but we've had crew and folks over there, they are on fire, literally and figuratively, sick of the globalist UN invasion.
[00:08:18.207 --> 00:08:19.228]  That ties into our reporters.
