[00:00:01.782 --> 00:00:04.686]  Waging war on corruption.
[00:00:04.686 --> 00:00:06.268]  It's Alex Jones.
[00:00:32.905 --> 00:00:58.164]  Well, Trump continues to deliver on his promise to expose the tyrannical authoritarian EU, to show how it's the new Soviet Union and all of its activities, and to expose how Germany more and more is the lapdog of Russian energy, getting 70% of its natural gas, that its main energy source for heating and cooling homes, comes from Russia.
[00:01:00.916 --> 00:01:16.313]  Trump also is exposing the fact that we are the largest contributor to NATO and that NATO is involved in a lot of anti-American activities, a lot of globalist activities, a lot of attempts to destabilize the region and to bring in Islamists as well.
[00:01:16.313 --> 00:01:20.138]  So it's quite a time to be alive to witness President Trump
[00:01:22.006 --> 00:01:23.508]  In their face.
[00:01:23.508 --> 00:01:32.316]  Here's a compilation that's up on InfoWars.com and NewsWars.com, a two and a half minute clip from a full eight minute statement by the President.
[00:01:32.316 --> 00:01:40.905]  We're going to be playing all of this today, but here's two minutes of Trump saying it's very, very sad when Germany makes a massive oil and gas deal with Russia.
[00:01:40.905 --> 00:01:43.568]  Germany is totally controlled by Russia.
[00:01:44.784 --> 00:01:54.147]  It's very sad when Germany makes a massive oil and gas deal with Russia, where you're supposed to be guarding against Russia.
[00:01:54.147 --> 00:01:59.209]  And Germany goes out and pays billions and billions of dollars a year to Russia.
[00:01:59.209 --> 00:02:04.410]  So we're protecting Germany, we're protecting France, we're protecting all of these countries.
[00:02:04.410 --> 00:02:12.913]  And then numerous of the countries go out and make a pipeline deal with Russia, where they're paying billions of dollars into the coffers of Russia.
[00:02:13.773 --> 00:02:18.835]  So we're supposed to protect you against Russia, but they're paying billions of dollars to Russia.
[00:02:18.835 --> 00:02:20.416]  And I think that's very inappropriate.
[00:02:20.416 --> 00:02:27.058]  And the former chancellor of Germany is the head of the pipeline company that's supplying the gas.
[00:02:27.058 --> 00:02:29.859]  Ultimately, Germany will have almost 70% of their country.
[00:02:32.320 --> 00:02:35.421]  Controlled by Russia with natural gas.
[00:02:35.421 --> 00:02:37.802]  So you tell me, is that appropriate?
[00:02:37.802 --> 00:02:41.224]  I mean, I've been complaining about this from the time I got in.
[00:02:41.224 --> 00:02:43.725]  It should have never been allowed to have happened.
[00:02:43.725 --> 00:02:52.828]  But Germany is totally controlled by Russia, because they will get it from 60 to 70% of their energy from Russia and a new pipeline.
[00:02:52.828 --> 00:02:55.749]  And you tell me if that's appropriate, because I think it's not.
[00:02:55.749 --> 00:02:57.390]  And I think it's a very bad thing for NATO.
[00:02:58.050 --> 00:03:00.171]  And I don't think it should have happened.
[00:03:00.171 --> 00:03:02.131]  And I think we have to talk to Germany about it.
[00:03:02.131 --> 00:03:13.314]  On top of that, Germany is just paying a little bit over 1%, whereas the United States in actual numbers is paying 4.2% of a much larger GDP.
[00:03:13.314 --> 00:03:15.335]  So I think that's inappropriate also.
[00:03:15.335 --> 00:03:18.936]  You know, we're protecting Germany, we're protecting France, we're protecting everybody.
[00:03:19.876 --> 00:03:22.077]  And yet we're paying a lot of money to protect.
[00:03:22.077 --> 00:03:24.697]  Now this has been going on for decades.
[00:03:24.697 --> 00:03:29.358]  This has been brought up by other presidents, but other presidents never did anything about it.
[00:03:29.358 --> 00:03:33.259]  Because I don't think they understood it or they just didn't want to get involved.
[00:03:33.259 --> 00:03:36.280]  But I have to bring it up because I think it's very unfair to our country.
[00:03:36.280 --> 00:03:38.841]  It's very unfair to our taxpayer.
[00:03:38.841 --> 00:03:43.862]  And I think that these countries have to step it up, not over a 10 year period, they have to step it up immediately.
[00:03:43.862 --> 00:03:45.662]  Germany is a rich country.
[00:03:45.662 --> 00:03:47.963]  They talk about taking an increase in a tiny bit.
[00:03:48.883 --> 00:03:52.366]  Trump is representing America like he's for the United States.
[00:03:52.366 --> 00:03:55.448]  And these countries are incredibly rich.
[00:03:55.448 --> 00:03:56.389]  They're incredibly authoritarian.
[00:04:16.274 --> 00:04:22.997]  And people like Juncker, who's unelected and heads up the EU, basically owns Luxembourg.
[00:04:22.997 --> 00:04:26.599]  His family was the richest Nazi family in Germany.
[00:04:26.599 --> 00:04:32.061]  They made around half the money off the war and got to keep all of it.
[00:04:32.061 --> 00:04:33.201]  Now, we're going to go to break here.
[00:04:33.201 --> 00:04:43.506]  When we come back, we're going to air more of the historic things he's saying and get into so much more as the Democrats try to break our border, as Page and others refuse to testify to Congress.
[00:04:52.703 --> 00:05:00.549]  If you are receiving this transmission, you are the resistance.
[00:05:00.549 --> 00:05:02.891]  Fueling your body is hard work.
[00:05:02.891 --> 00:05:08.675]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
