[00:00:10.240 --> 00:00:11.401]  The circle is now complete.
[00:00:11.401 --> 00:00:13.902]  When I left you, I was but a learner.
[00:00:13.902 --> 00:00:16.103]  Now I am the master.
[00:00:16.103 --> 00:00:20.686]  Only a master of evil, Darth.
[00:00:20.686 --> 00:00:22.407]  Your power is a weak old man.
[00:00:22.407 --> 00:00:24.988]  You can't win, Darth.
[00:00:24.988 --> 00:00:28.831]  If you strike me down, I shall become more powerful than you can possibly imagine.
[00:00:41.618 --> 00:00:42.679]  No!
[00:00:42.679 --> 00:01:03.066]  We are number one trending app in news.
[00:01:03.066 --> 00:01:03.886]  Number one
[00:01:05.538 --> 00:01:12.422]  Who would have ever thought that one of the main weapons against the globalists and the corporate press would have been memes?
[00:01:35.234 --> 00:01:45.343]  memes created by the average American patriot out there that has little creativity and a little will to try to impact the world with a new form of art.
[00:01:45.343 --> 00:01:46.665]  Welcome to the Alex Jones Show.
[00:01:46.665 --> 00:01:47.686]  Owen Schroer sitting in for
[00:01:48.294 --> 00:01:48.834]  Alex today.
[00:01:48.834 --> 00:01:50.474]  We're going to have Roger Stone joining us.
[00:01:50.474 --> 00:01:51.615]  Mike Adams joining us.
[00:01:51.615 --> 00:01:54.075]  We'll be hearing from Alex as well.
[00:01:54.075 --> 00:01:57.596]  And there is actually a ton of news to get to today.
[00:01:57.596 --> 00:02:06.277]  I was actually stunned by how much news that I saw when I started doing my work to get ready for the show today.
[00:02:06.277 --> 00:02:12.718]  But of course, here I sit in Austin, Texas at the InfoWars World Headquarters.
[00:02:12.718 --> 00:02:15.959]  And what is the biggest news here?
[00:02:15.959 --> 00:02:17.539]  Well, it's that we're being totally censored.
[00:02:18.775 --> 00:02:25.657]  And the more you learn about this, the more the picture becomes clearer.
[00:02:25.657 --> 00:02:36.620]  Why would Apple, who has now been totally sold out to China, why would they want to censor us?
[00:02:36.620 --> 00:02:47.484]  Why would Google, who is now looking to expand into China a la Apple, why would Google's platforms like YouTube want to ban us?
[00:02:50.100 --> 00:03:00.251]  Oh, because now that the picture becomes clearer, you start to learn who's really behind the curtain.
[00:03:00.251 --> 00:03:07.139]  You start to see and understand why this stuff is happening.
[00:03:07.139 --> 00:03:09.742]  Oh, and who was it that told you
[00:03:11.707 --> 00:03:19.153]  The goal for America was Chinese communist-style censorship brought to the web with a social score.
[00:03:19.153 --> 00:03:21.575]  Who told you that five years ago?
[00:03:21.575 --> 00:03:23.376]  Alex Jones.
[00:03:23.376 --> 00:03:29.041]  Of course, he sounded like a kook five years ago, and nobody believed him.
[00:03:29.041 --> 00:03:30.342]  Oh!
[00:03:30.342 --> 00:03:35.266]  But now here we are, and it's all coming true.
[00:03:36.980 --> 00:03:52.056]  And so see now you can't have Alex Jones on the airwaves telling you that we're being sold out to China and that Chinese style net censorship is coming to the West because the proof is actually out there now.
[00:03:52.056 --> 00:03:53.798]  It's actually in the news.
[00:03:53.798 --> 00:03:57.161]  It's all there.
[00:03:57.161 --> 00:03:59.444]  And so now you learn that
[00:04:01.431 --> 00:04:07.716]  Tim Cook, Eddie Cue are making the conscious decision to say, you know what, Alex Jones podcast?
[00:04:07.716 --> 00:04:08.957]  Nope.
[00:04:08.957 --> 00:04:10.618]  You don't get that.
[00:04:10.618 --> 00:04:17.224]  And while they're allowing us the InfoWars official app for now, something tells me it's not going to last much longer.
[00:04:17.224 --> 00:04:19.485]  Remember Gab?
[00:04:19.485 --> 00:04:20.746]  Hmm.
[00:04:20.746 --> 00:04:22.628]  It just erased that.
[00:04:22.628 --> 00:04:27.092]  And of course, this is just the beginning of the censorship.
[00:04:27.092 --> 00:04:28.613]  And it starts right here at InfoWars.
[00:04:30.086 --> 00:04:46.956]  So what are they going to do next, as Alex Jones is now bigger than ever, and harder to find than ever, and so the intrigue, and the curiosity, and the thirst for truth, only intensifies.
[00:04:46.956 --> 00:04:58.463]  Yeah, you struck down Obi-Wan Kenobi, but now he's existentially infinite in the force, in the universe, and it's all spectacular, and it's all victory.
[00:05:00.299 --> 00:05:01.399]  We knew it was coming.
[00:05:01.399 --> 00:05:03.100]  The whole thing was formulaic.
[00:05:03.100 --> 00:05:17.364]  First demonize InfoWars, lie about us, build a strawman, then sue us to add credibility to that, then have a few fake strikes on YouTube and Facebook with nebulous terms like bullying children and Islamophobia, and then voila!
[00:05:17.364 --> 00:05:27.408]  Two weeks later, ban InfoWars completely off of dozens of major platforms where we were all in the top five or top ten news feeds.
[00:05:27.408 --> 00:05:28.308]  Go to InfoWars.com.
[00:05:29.188 --> 00:05:29.508]  I think so.
[00:05:50.720 --> 00:05:53.422]  How they can download the free Android and iPhone apps.
[00:05:53.422 --> 00:05:58.526]  How they can then reach out to others with the information and point out, this is the verboten info.
[00:05:58.526 --> 00:06:02.889]  This is what they don't want you to see.
[00:06:02.889 --> 00:06:09.754]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:06:09.754 --> 00:06:12.216]  And now, your host, Owen Troyer.
[00:06:26.212 --> 00:06:27.953]  Welcome to the Alex Jones Show.
[00:06:27.953 --> 00:06:28.574]  It is August 12, 2018.
[00:06:28.574 --> 00:06:31.436]  Filling in for Alex today, I'm Owen Schroer.
[00:06:31.436 --> 00:06:35.419]  We'll be hearing from Alex on the other side of this segment.
[00:06:35.419 --> 00:06:46.326]  We're going to be joined by Roger Stone at 4.30 to talk about the latest White House intrigue, and then Mike Adams joins me in studio to break down the censorship that we're seeing right now on social media.
[00:06:46.326 --> 00:06:52.851]  Now, I've got stacks and stacks of news that I need to get to before that, but just realize
[00:06:54.378 --> 00:07:04.262]  Everything else he this is It's like How do you how do you really explain this in the talk radio format that we do here?
[00:07:04.262 --> 00:07:12.224]  how do you explain how Alex Jones has been right for so long and Now that everything he's he's told you is coming true.
[00:07:12.224 --> 00:07:16.646]  That's why they're trying to censor him you see because people are gonna say oh
[00:07:18.007 --> 00:07:21.630]  Someone told me that there was Chinese-style net censorship coming to America.
[00:07:21.630 --> 00:07:25.012]  I can't... I think it was Alex Jones that said that.
[00:07:25.012 --> 00:07:26.534]  Let me go look that up.
[00:07:26.534 --> 00:07:27.394]  And I plug it in.
[00:07:27.394 --> 00:07:29.436]  Where's Alex Jones?
[00:07:29.436 --> 00:07:30.316]  Huh.
[00:07:30.316 --> 00:07:31.317]  I can't find him anywhere.
[00:07:31.317 --> 00:07:32.618]  That's strange.
