[00:00:03.470 --> 00:00:03.711]  Yeah.
[00:00:39.984 --> 00:00:46.788]  Alright folks, we are back live broadcasting worldwide on this Sunday edition.
[00:00:46.788 --> 00:00:52.791]  Going out on hundreds of radio stations, hundreds of TV stations and at Infowars.com forward slash show.
[00:00:52.791 --> 00:00:55.933]  Banned everywhere else except Twitter with live streaming.
[00:00:55.933 --> 00:01:03.277]  But they can't stop you, ladies and gentlemen, and your own free speech from taking my videos, taking our reports that are free to air.
[00:01:03.857 --> 00:01:07.239]  Editing them, re-releasing them, combining them with other information.
[00:01:07.239 --> 00:01:08.400]  It's your right to do it.
[00:01:08.400 --> 00:01:18.205]  As President Trump said this week, we are still a free country and we have a First Amendment, but they're trying to steal the election for the globalists, for the establishment.
[00:01:18.205 --> 00:01:23.568]  We've got so much coming up today, but I first want to go to this John Fallon report that's so critical.
[00:01:23.568 --> 00:01:27.130]  First Amendment kidnapped by LSD-addled lunatics.
[00:01:27.130 --> 00:01:27.510]  Here it is.
[00:01:28.553 --> 00:01:31.914]  Silicon Valley calls it information operations.
[00:01:31.914 --> 00:01:42.278]  That's the name Facebook head of cybersecurity policy Nathaniel Gleicher dubbed limiting free speech during the cabal's recent secret meeting in San Francisco.
[00:01:42.278 --> 00:01:46.000]  The tech giants want us to think they're monitoring foreign actors.
[00:01:46.300 --> 00:01:47.961]  Which they're trying to do.
[00:01:47.961 --> 00:01:52.024]  But what other information operations are they cracking down on in there?
[00:01:52.024 --> 00:02:03.131]  PJ Media reports, multiple posts sharing articles by prominent conservatives have been temporarily censored on Facebook under the excuse that they look like spam.
[00:02:03.131 --> 00:02:09.855]  Facebook censored the New York Post as Post contributor Selena Zico discovered, quote, so this is interesting.
[00:02:10.235 --> 00:02:14.179]  Facebook took down my post of my reporting for the New York Post.
[00:02:14.179 --> 00:02:20.224]  I've received nine separate messages from readers telling me the same thing has happened to them.
[00:02:20.224 --> 00:02:21.925]  What's up, Facebook?
[00:02:21.925 --> 00:02:23.406]  Zito asked in a tweet.
[00:02:23.406 --> 00:02:35.076]  And without missing a beat, the SPLC, which is facing at least 60 defamation lawsuits for targeting those that don't share their left-wing nutjob views on their notorious hate map,
[00:02:35.256 --> 00:02:39.579]  Continues its madness with the aid of Silicon Valley Culture.
[00:02:39.579 --> 00:02:44.663]  A culture that has been micro-dosing on LSD for years to enhance performance.
[00:02:46.056 --> 00:02:56.585]  There is a trend now, especially in Silicon Valley, interestingly enough, toward what is known as LSD micro-dosing.
[00:02:56.585 --> 00:03:07.915]  And that is the using of very, very small amounts of LSD for performance enhancement rather than to have a psychedelic experience.
[00:03:07.915 --> 00:03:11.979]  If a 100 microgram dose of LSD
[00:03:15.899 --> 00:03:22.003]  10 micrograms of LSD is a brightening and clarifying agent.
[00:03:22.003 --> 00:03:30.789]  It seems that around 10 micrograms or so, or 12 micrograms of LSD, is sufficient to generate what we know as a flow state.
[00:03:31.449 --> 00:03:42.992]  A sense of easily moving through the day, feeling that you have all your faculties with you, enhanced mental clarity, maybe greatly increased sensory acuity.
[00:03:42.992 --> 00:03:46.692]  But LSD doesn't continue to work in small doses.
[00:03:46.692 --> 00:03:51.173]  And since 2011, the trend is alive and well, as Forbes reports.
[00:03:51.173 --> 00:03:57.775]  It seems that the uber-smart 20-something set is looking for a healthy alternative to Adderall.
[00:03:58.035 --> 00:04:05.460]  With the motivation being partly driven by a search for the creative and innovative effects from LSD, explains Fadiman.
[00:04:05.460 --> 00:04:16.427]  Since he first described the concept of microdosing at a conference in 2011, the number of people experimenting with this technique using LSD has been increasing, he reports.
[00:04:16.707 --> 00:04:30.739]  But anyone that has experienced LSD knows overuse eventually leads to mood swings, unwanted hallucinations, distorted thinking, impulsiveness, impaired judgment, and borderline schizophrenia.
[00:04:30.739 --> 00:04:34.982]  Hey, don't take those, man.
[00:04:34.982 --> 00:04:35.423]  What?
[00:04:35.423 --> 00:04:37.304]  Wow, man!
[00:04:37.304 --> 00:04:39.066]  Hey, what was that s***, man?
[00:04:39.066 --> 00:04:43.710]  You just ate the most acid I've ever seen anybody eat in my life.
[00:04:44.506 --> 00:04:46.327]  Man, I never had an election before, man.
[00:04:46.327 --> 00:04:48.368]  Congratulations, Congress.
[00:04:48.368 --> 00:04:52.469]  This is who is currently in charge of our First Amendment.
[00:04:52.469 --> 00:04:55.010]  John Bowne reporting for InfoWars.com.
[00:05:00.390 --> 00:05:01.731]  We knew it was coming.
[00:05:01.731 --> 00:05:03.171]  The whole thing was formulaic.
[00:05:03.171 --> 00:05:16.438]  First demonize InfoWars, lie about us, build a strawman, then sue us to add credibility to that, then have a few fake strikes on YouTube and Facebook with nebulous terms like bullying children and Islamophobia.
[00:05:16.438 --> 00:05:27.483]  And then voila, two weeks later, ban InfoWars completely off of dozens of major platforms where we were all in the top five or top ten news feeds.
[00:05:27.483 --> 00:05:28.384]  Go to InfoWars.com.
[00:05:29.144 --> 00:05:29.584]  I think so.
[00:05:50.786 --> 00:05:53.511]  How they can download the free Android and iPhone apps.
[00:05:53.511 --> 00:05:58.619]  How they can then reach out to others with the information and point out, this is the verboten info.
[00:05:58.619 --> 00:05:59.901]  This is what they don't want you to see.
[00:06:14.554 --> 00:06:16.395]  I'm standing in this briefing room right now.
[00:06:16.395 --> 00:06:33.664]  There is no government official here, but I'll say that the press is not the enemy of the people.
[00:06:33.664 --> 00:06:37.185]  But I'll say that the press is not the enemy of the people.
[00:06:37.185 --> 00:06:41.027]  The press is not the enemy of the people.
[00:06:41.027 --> 00:06:42.568]  The press is not the enemy of the people.
[00:07:03.476 --> 00:07:09.401]  Maybe we should go out on Pennsylvania Avenue like these folks who chant CNN sucks and fake news.
[00:07:09.401 --> 00:07:15.346]  Maybe we should go out, all journalists should go out on Pennsylvania Avenue and chant we're not the enemy of the people.
[00:07:26.880 --> 00:07:28.261]  We're not the enemy of the people.
[00:07:28.261 --> 00:07:29.622]  We're not the enemy of the people.
[00:07:29.622 --> 00:07:35.946]  We're not the enemy of the people.
[00:07:35.946 --> 00:07:41.109]  This is CNN.
[00:07:41.109 --> 00:07:51.256]  Buy my Cortex Quick Pills and you will not die!
[00:07:51.256 --> 00:07:52.577]  Now available at McFerrin.
[00:07:53.919 --> 00:07:58.201]  Do not believe anyone who says these pills are just spray-painted Mike and Ike!
[00:07:58.201 --> 00:08:00.202]  Cortex Quake?!
[00:08:00.202 --> 00:08:05.445]  Thank God they didn't get the formula or didn't get the jump on us with Ultimate Female Force!
[00:08:05.445 --> 00:08:11.869]  My beautiful wife had three children one day after she even looked at a bottle of Female Force!
[00:08:11.869 --> 00:08:21.094]  But let me tell you, as Tuck Buckford knows, my cousin, and as I know as well, we came up with the ultimate known herbal formula for your little lady friend.
[00:08:21.394 --> 00:08:24.156]  Popeye turns into a badass when he eats spinach.
[00:08:24.156 --> 00:08:28.839]  My little lady turns into Godzilla when she takes it!
[00:08:28.839 --> 00:08:46.092]  So remember, you can get your ultimate female force today at InfoWarsLife.com or InfoWarsStore.com and tell the mainstream media they can go straight to hell as you fund the First Amendment and unlock the incredible dynamo that is your little lady friend.
[00:09:17.182 --> 00:09:19.949]  I forgot to go down below!
[00:09:32.069 --> 00:09:39.453]  Bono has announced that during the upcoming U2 tour, he's going to wave a giant EU flag on stage.
[00:09:39.453 --> 00:09:45.637]  Well, U2 is kicking off its tour in Berlin this week and we've just had one of our more provocative ideas.
[00:09:45.637 --> 00:09:50.500]  During the show, we're going to wave a big, bright, blue EU flag.
[00:09:50.500 --> 00:09:55.783]  According to Bono, waving a giant EU flag is transgressive.
[00:09:55.783 --> 00:09:57.244]  It's a radical act.
[00:10:03.973 --> 00:10:08.319]  Waving a flag that represents a giant unelected bureaucracy.
[00:10:08.319 --> 00:10:09.561]  So radical!
[00:10:09.561 --> 00:10:18.372]  Waving a flag that represents the interests of a Byzantine metropolitan elite who have repeatedly ignored the democratic will of European citizens.
[00:10:18.372 --> 00:10:18.933]  So tragic.
[00:10:18.933 --> 00:10:20.034]  Transgressive!
[00:10:20.034 --> 00:10:30.044]  Waving a flag that represents draconian self-serving neoliberal economic policies that have ruined the lives of working-class people in Greece, Italy and Spain.
[00:10:30.044 --> 00:10:31.205]  So radical!
[00:10:31.205 --> 00:10:39.974]  Waving a flag that represents a federal super state whose entire agenda is based around removing sovereignty and control from ordinary people.
[00:10:39.974 --> 00:10:40.975]  So transgressive!
[00:10:41.095 --> 00:10:42.255]  Exgressive!
[00:10:42.255 --> 00:10:50.899]  One of the richest celebrities on the planet, waving a flag that represents one of the most opaque, autocratic institutions on the planet.
[00:10:50.899 --> 00:10:52.179]  So radical!
[00:10:52.179 --> 00:10:56.661]  Mate, remember when Geldof stuck his middle finger up at those working class fishermen?
[00:10:56.661 --> 00:10:56.941]  Yeah.
[00:10:56.941 --> 00:11:00.042]  In comparison, you make him look like a man of the people.
[00:11:00.042 --> 00:11:04.104]  Bono says he's proud to recall when Germany welcomed frightened
[00:11:04.244 --> 00:11:05.205]  Then what happened?
[00:11:19.426 --> 00:11:20.306]  Yeah, hope you're proud, Bono.
[00:11:20.306 --> 00:11:20.806]  Really proud.
[00:11:20.806 --> 00:11:21.146]  Hey, Bono!
[00:11:44.972 --> 00:11:48.515]  If you're so proud, why didn't you take in any refugees?
[00:11:48.515 --> 00:11:54.540]  I mean, you're worth 700 million dollars, and you own three multi-million dollar properties.
[00:11:54.540 --> 00:11:59.925]  But don't expect him to take in any refugees, since he doesn't even like having neighbours.
[00:11:59.925 --> 00:12:05.669]  Not content with living in a single mansion in 2005, Bono bought the one next door.
[00:12:05.669 --> 00:12:08.412]  Still no room for those frightened Syrian refugees though.
[00:12:08.412 --> 00:12:13.376]  Oh, but he temporarily changed the chorus of a U2 song to raise awareness.
[00:12:13.476 --> 00:12:14.717]  So I guess that's something.
[00:12:14.717 --> 00:12:15.837]  Right.
[00:12:15.837 --> 00:12:23.602]  Bono says only dirty right-wing nationalists think that diversity is a danger because Bono loves diversity.
[00:12:23.602 --> 00:12:26.063]  He loves diversity so much.
[00:12:26.063 --> 00:12:31.586]  He spends most of his time living in an affluent suburb of Dublin that's almost entirely white.
[00:12:31.586 --> 00:12:32.747]  So diverse.
[00:12:32.747 --> 00:12:36.409]  In a town which is full of mega-rich celebrities like himself.
[00:12:36.409 --> 00:12:37.289]  So diverse.
[00:12:37.289 --> 00:12:39.510]  What's the difference between God and Bono?
[00:12:39.510 --> 00:12:42.032]  God doesn't walk around Dublin believing he's Bono.
[00:12:44.585 --> 00:12:45.366]  That was a joke.
[00:12:45.366 --> 00:12:46.446]  That really saddens me.
[00:12:46.446 --> 00:12:50.489]  Bono says he's proud of Europe's fight to end climate change.
[00:12:50.489 --> 00:13:00.636]  A fight that Bono does his best to contribute towards by travelling around Europe in his luxury private Learjet and lazing around in his CO2 belching 140-foot yacht.
[00:13:00.636 --> 00:13:07.300]  U2's private jet Carbon Footprint for its 2009 tour was also big enough to fly the band to Mars and back.
[00:13:07.300 --> 00:13:12.864]  Bono also paid for two long-distance taxi rides and a flight to pick up a hat that he'd forgotten.
[00:13:13.424 --> 00:13:14.425]  I'm proud of you, Bono.
[00:13:14.425 --> 00:13:18.006]  Bono says he's also proud of the fight to end global poverty.
[00:13:18.006 --> 00:13:26.511]  So proud that his charity called out giant corporations who use shell companies and offshore tax havens to siphon much-needed funds out of developing countries.
[00:13:26.511 --> 00:13:32.574]  But not proud enough for Bono himself to refrain from buying into a partnership of one of those very shell companies.
[00:13:32.574 --> 00:13:42.159]  Bono's so proud of the fight to end global poverty that his charity, which was set up to help fight global poverty, gives so much money to help fight global poverty.
[00:13:42.319 --> 00:13:43.180]  No, no, that's right.
[00:13:43.180 --> 00:13:46.703]  It gives just 1% of its income to fight global poverty.
[00:13:46.703 --> 00:13:50.927]  According to Bono, Europeans living under the EU are happier than ever.
[00:13:50.927 --> 00:13:57.312]  So happy that according to a recent poll, Europeans living in France, Germany and Spain, the countries most closely embroiled with the EU,
[00:13:57.772 --> 00:14:01.395]  are overwhelmingly pessimistic about their children's future.
[00:14:01.395 --> 00:14:07.100]  In France, for example, just 9% thought that their children would be better off than them in the future.
[00:14:07.100 --> 00:14:08.140]  So happy!
[00:14:08.140 --> 00:14:13.545]  Meanwhile, Bono says he's inspired by Pope Francis' solidarity with the most vulnerable.
[00:14:13.545 --> 00:14:21.811]  Unless, of course, you're talking about vulnerable children being sexually abused by Catholic priests, something Pope Francis has helped cover up for years.
[00:14:21.811 --> 00:14:22.912]  Here's an idea, Bono.
[00:14:22.912 --> 00:14:25.674]  If you really do care about protecting the vulnerable,
[00:14:25.714 --> 00:14:32.799]  Why not have a word with Popey about how he rewarded the Cardinal who raped little boys for decades?
[00:14:32.799 --> 00:14:35.861]  Doesn't sound very inspirational to me.
[00:14:35.861 --> 00:14:39.223]  So Bono, go ahead and wave your little EU flag.
[00:14:39.223 --> 00:14:42.425]  Perform your insufferable celebrity virtue signal.
[00:14:42.425 --> 00:14:51.992]  Because that very sanctimonious, out-of-touch, imperious, know-it-all attitude is precisely why we voted to leave the EU in the first place.
[00:14:55.476 --> 00:15:01.199]  That's Paul Joseph Watson with InfoWars.com.
[00:15:01.199 --> 00:15:04.280]  That full video is on InfoWars.com and NewsWars.com.
[00:15:04.280 --> 00:15:06.261]  Okay, I'm going to kick off the main broadcast.
[00:15:06.261 --> 00:15:10.563]  I wanted to play some of those interesting reports first when we come back.
[00:15:10.563 --> 00:15:18.546]  And we're going to talk about why is InfoWars the most demonized, the most attacked, the most scorned broadcast in the world now.
[00:15:18.546 --> 00:15:21.748]  You know, a lot of folks say, oh, we're censored or, oh, we're under attack.
[00:15:21.748 --> 00:15:23.829]  But this is really going on.
[00:15:25.051 --> 00:15:27.132]  And so we're going to discuss, why is that?
[00:15:27.132 --> 00:15:31.173]  Because the answer to that is the answer to everything.
[00:15:31.173 --> 00:15:37.115]  And later I'll tell you, why do I have this Colt 9-11 handgun right here?
[00:15:37.115 --> 00:15:41.597]  Well, the same guy that made President Trump one, that's going to the National Archives, made me this.
[00:15:41.597 --> 00:15:44.158]  And it is one of the sweetest shooting.
[00:15:44.158 --> 00:15:48.559]  I mean, I was shooting bullseye at like 30 yards the first time I shot it.
[00:15:48.559 --> 00:15:51.240]  It's pretty amazing and it symbolizes Americana.
[00:15:51.240 --> 00:15:52.161]  We'll be right back.
[00:15:52.161 --> 00:15:52.541]  Stay with us.
[00:15:59.398 --> 00:16:03.382]  Staying healthy on the go is just as important as staying healthy at home.
[00:16:03.382 --> 00:16:06.125]  But sometimes supplements don't work fast enough.
[00:16:06.125 --> 00:16:10.930]  That's why InfoWars Life has created a powerful new addition to the Super Blue line.
[00:16:10.930 --> 00:16:13.352]  Super Blue Silver Immune Gargle.
[00:16:13.352 --> 00:16:16.375]  Available in 1 oz., 3.5 oz., and 16 oz.
[00:16:16.375 --> 00:16:20.819]  bottles, Immune Gargle is perfect for the bathroom, kitchen, or wherever you go.
[00:16:21.440 --> 00:16:28.142]  The incredible new purifying formula is dentist recommended for daily use whenever you feel like you need to stay clean.
