[00:00:14.738 --> 00:00:16.902]  Waging war on corruption.
[00:00:17.343 --> 00:00:18.786]  It's Alex Jones.
[00:00:36.972 --> 00:00:41.273]  Tuesday, the 27th day of March 2018, I'm your host Alex Jones.
[00:00:43.533 --> 00:01:00.297]  And it is so incredible to actually follow the news, to follow the globalists, to follow their policies, to follow their agenda, and then to watch them deny world government, or deny the attack on the family, or deny the attack on Christianity.
[00:01:01.516 --> 00:01:05.498]  Or deny the attack on Buddhists that, quite frankly, is going on worldwide as well.
[00:01:06.178 --> 00:01:12.602]  Anything that isn't bloodthirsty and hateful, anything that's about communities working together, they're trying to get rid of.
[00:01:12.882 --> 00:01:15.903]  They are, by definition, evil people!
[00:01:19.445 --> 00:01:29.210]  And now, the Supreme Court Justice comes out and calls for the repeal of the Second Amendment on the heels
[00:01:31.383 --> 00:01:40.585]  Of the New York Times and the Washington Post and USA Today and CNBC and MSNBC and CNN having their hosts say it's time to take the guns.
[00:01:40.926 --> 00:01:55.950]  And then we've got all the different gun grabbers at the different events saying that, oh, give us an inch, we'll take it a mile.
[00:01:56.030 --> 00:01:57.130]  We're going to take it all.
[00:01:58.669 --> 00:02:02.313]  And we're going to kill gun owners that don't turn them in.
[00:02:02.973 --> 00:02:07.978]  We'll take your slogan from Charlton Heston from my cold, dead hand!
[00:02:10.000 --> 00:02:11.802]  And we will carry it out against you.
[00:02:13.744 --> 00:02:14.204]  And you know what?
[00:02:14.245 --> 00:02:16.106]  We are going to ban the words mother and father.
[00:02:16.247 --> 00:02:19.470]  Canada just said do not use the word mother in government documents.
[00:02:21.257 --> 00:02:23.218]  Purdue, Harvard, Yale.
[00:02:23.839 --> 00:02:26.881]  First they ban Halloween parties because this costume might be offensive.
[00:02:27.502 --> 00:02:28.542]  Think about that in America.
[00:02:30.644 --> 00:02:35.588]  Then they ban, in the English departments, saying mankind.
[00:02:35.608 --> 00:02:48.317]  I mean, when you look at what a cult this is, and how they believe they've got the colleges and high schools fully under their control, it makes your head spin.
[00:02:48.777 --> 00:02:49.598]  At least it makes mine.
[00:02:51.559 --> 00:02:53.340]  Remember all the crazy headlines.
[00:02:53.380 --> 00:03:02.564]  In fact, Media Matters had a headline yesterday that I'm insane because I think they want to overthrow the Second Amendment and overthrow the Constitution.
[00:03:03.004 --> 00:03:11.728]  So they're simultaneously going, Jones is insane and says the March for Our Lives, run by the left, it's pro-abortion.
[00:03:13.183 --> 00:03:14.183]  Total oxymoron.
[00:03:15.023 --> 00:03:17.264]  Jones says they want the guns!
[00:03:17.784 --> 00:03:19.284]  No one wants your guns!
[00:03:19.624 --> 00:03:22.285]  Except 5,000 newspaper covers today!
[00:03:24.985 --> 00:03:25.345]  Look at it.
[00:03:27.226 --> 00:03:29.026]  Infowars.com, we got it linked up there.
[00:03:29.046 --> 00:03:34.347]  Now that's an article from March 4th.
[00:03:34.607 --> 00:03:38.428]  The quick news today, you'll see the Media Matters article from yesterday.
[00:03:39.377 --> 00:03:44.979]  That says Jones claims the march for our lives is about overthrowing the Bill of Rights and Constitution.
[00:03:44.999 --> 00:03:45.959]  That's my quotes in there.
[00:03:46.699 --> 00:03:46.939]  Why?
[00:03:47.379 --> 00:03:50.500]  Just repealing it doesn't do anything but overthrow it.
[00:03:50.800 --> 00:03:52.661]  But Jones is a conspiracy theorist.
[00:03:53.041 --> 00:03:59.482]  He says that we want your guns, which we do, but you're still insane if you say we do.
[00:04:01.603 --> 00:04:07.305]  So, former Supreme Court Justice John Paul Stevens repeal the Second Amendment.
[00:04:07.345 --> 00:04:08.585]  That's the Supreme Court.
[00:04:09.815 --> 00:04:13.516]  Saying repeal the Second Amendment.
[00:04:15.777 --> 00:04:16.817]  That's how they operate.
[00:04:17.718 --> 00:04:19.298]  That's how stupid they think you are.
[00:04:20.478 --> 00:04:22.299]  That's the type of moron they think you are.
[00:04:24.200 --> 00:04:26.120]  That they're coming for your guns.
[00:04:26.420 --> 00:04:28.001]  They say they want your guns.
[00:04:29.001 --> 00:04:31.602]  It's the former Supreme Court Justice saying they want the guns.
[00:04:33.812 --> 00:04:43.997]  Four of the nine have already voted to repeal the Second Amendment before, basically, and now they're going to try to have this new mind control game where they try to ban them but then say you're insane they're not.
[00:04:44.378 --> 00:04:47.719]  It's all coming up on the other side of this quick break.
[00:04:48.180 --> 00:04:49.340]  Infowars.com.
[00:04:49.720 --> 00:04:50.781]  Newswar.com.
[00:04:51.381 --> 00:04:53.062]  Those are the sites they're trying to shut down.
[00:04:53.362 --> 00:04:56.284]  Infowars.com and Newswars.com.
[00:04:56.464 --> 00:04:59.806]  That's why it's critical to get those articles out and override their AI.
[00:05:05.831 --> 00:05:07.232]  Let's talk to Victor in Florida.
[00:05:07.272 --> 00:05:08.733]  Victor, you're calling.
[00:05:08.773 --> 00:05:09.134]  Go ahead.
[00:05:09.254 --> 00:05:09.514]  Yes.
[00:05:09.954 --> 00:05:10.695]  Hi, Alex.
[00:05:10.795 --> 00:05:17.000]  First, I just want to mention, if people just go and try the products, they will be ordering all the time.
[00:05:17.200 --> 00:05:21.183]  I've ordered several of the products over and over because it's amazing.
[00:05:21.423 --> 00:05:22.864]  In particular, Silver Bullet.
[00:05:23.245 --> 00:05:32.792]  As soon as I start to feel like I get a little sick, you know, maybe like a little raspiness in my throat, I drop some Silver Bullet and I'll still feel a little sick, but it won't last as long.
[00:05:32.972 --> 00:05:38.456]  Well, let me just say something, Victor.
[00:05:38.496 --> 00:05:46.322]  It's people like you that then fund the whole operation, because a very small percentage of people buy products, and a very small percentage of them buy a lot of the products, so thank you.
[00:05:46.342 --> 00:05:52.166]  But when you mention the Silver Bullet colloidal silver, it's got thousands of reviews, a 98% review.
[00:05:52.306 --> 00:05:57.610]  It is our highest-reviewed product, because it is from the top lab in the country, discounted, high-quality colloidal silver.
[00:05:57.710 --> 00:06:00.692]  It's not a Silver Bullet, but it's the closest thing you're going to find to a Silver Bullet.
[00:06:03.877 --> 00:06:06.578]  It's Alex Jones having a laugh on the front lines of the Infowar.
[00:06:43.826 --> 00:06:46.851]  If you are receiving this transmission, you are the Resistance.
[00:07:05.009 --> 00:07:16.540]  At the end of this, but you want to fight, you better believe you got one!
[00:07:18.623 --> 00:07:23.668]  From the front lines of the Information War, it's Alex Jones.
[00:07:46.303 --> 00:07:49.406]  Ladies and gentlemen, we are broadcasting worldwide.
[00:07:49.466 --> 00:07:51.107]  Thank you so much for joining us.
[00:07:51.948 --> 00:07:52.369]  Wow!
[00:07:52.929 --> 00:07:59.675]  We have got former Supreme Court Justice coming out and saying repeal the Second Amendment just outright.
[00:07:59.795 --> 00:08:01.377]  That's coming up in the next segment.
[00:08:01.957 --> 00:08:07.042]  We've got the youth marchers, even though sociologists say that only 10% of those marching are actually youth.
[00:08:07.302 --> 00:08:09.144]  They're mainly the Department of Education.
[00:08:10.084 --> 00:08:24.612]  Marchers, that's the women's march, that's the anti-gun march, it's mainly professors and then the high school and elementary school teachers, part of the unions on record, they're calling for the repeal of the Second Amendment after denying it for so long.
[00:08:25.112 --> 00:08:26.233]  So that's coming up.
[00:08:26.993 --> 00:08:30.875]  But I want to air two special reports back-to-back right now.
[00:08:31.936 --> 00:08:35.698]  And that is Hollywood promotes gun violence yet
[00:08:36.741 --> 00:08:38.203]  Bans gun safety?
[00:08:51.681 --> 00:08:51.841]  I think
[00:09:11.827 --> 00:09:23.590]  It ties into all this bullying and Madonna saying she wants to blow up the White House and the hashtag hunt Republicans and David Hogg saying we're all shaking in our boots as he tries to take one of our basic constitutional rights.
[00:09:23.631 --> 00:09:33.873]  But remember, they've been denying more and more that they are coming for our guns and saying we're insane.
[00:09:33.933 --> 00:09:35.154]  But paradoxically,
[00:09:36.445 --> 00:09:40.327]  As they intensify saying no one wants your guns, they're saying we're going to ban your guns.
[00:09:41.128 --> 00:09:42.568]  Completely just take all your guns.
[00:09:42.648 --> 00:09:49.692]  So just amazing hissy fit being thrown by the establishment as they attempt to disarm the people.
[00:09:49.712 --> 00:09:54.255]  So we're going to go to Paul Joseph Watson's report right now.
[00:09:55.253 --> 00:10:00.401]  I've seen a lot of humorous YouTube videos in which celebrities and politicians read mean comments.
[00:10:00.581 --> 00:10:02.665]  I'm alright with the president wearing jeans.
[00:10:03.907 --> 00:10:06.671]  I'm not alright with the president wearing those jeans.
[00:10:11.510 --> 00:10:14.351]  Dear God, give us back Tupac and we'll give you Justin Bieber.
[00:10:15.331 --> 00:10:16.412]  Who are you anyway?
[00:10:16.512 --> 00:10:19.553]  And by the way, where do you buy the shoe polish you wear in your hair?
[00:10:20.533 --> 00:10:27.575]  So in the spirit of self-deprecating comedy, I thought I'd give you a sampling of the kind of funny put-downs and witty japes that I tend to receive.
[00:10:27.715 --> 00:10:29.656]  Why you talk about Islam like that?
[00:10:29.756 --> 00:10:34.198]  I will slaughter your bloodline and leave you alive to suffer for what you do.
[00:10:34.278 --> 00:10:40.620]  You are bad men and I will send you to Allah so that he may banish you to hellfire for ignorance!
[00:10:41.460 --> 00:10:42.261]  I will kill you.
[00:10:42.361 --> 00:10:46.285]  I will cut head from your shoulders and make you... me.
[00:10:46.345 --> 00:10:47.086]  Okay?
[00:10:47.166 --> 00:10:48.127]  Die, pig!
[00:10:49.329 --> 00:10:51.972]  Oh, you guys and your pithy retorts.
[00:10:52.012 --> 00:10:52.512]  Wait a sec.
[00:10:52.612 --> 00:10:54.915]  How am I gonna f*** you without a head?
[00:10:55.455 --> 00:10:57.598]  I am going to behead you in the name of Islam, motherf***er.
[00:10:57.618 --> 00:10:59.099]  Your head will roll from your lifeless body.
[00:10:59.119 --> 00:11:02.063]  I will burn down your house and f***ing your wife as a trophy after you lose your head.
[00:11:09.844 --> 00:11:10.645]  I don't have a wife.
[00:11:11.346 --> 00:11:13.788]  I am going to f***ing kill you if you keep f***ing talking Islam.
[00:11:13.848 --> 00:11:14.729]  I'll kill you for your words.
[00:11:14.789 --> 00:11:17.932]  No cops, border authorities won't be able to do f***ing this because you know what?
[00:11:18.112 --> 00:11:22.957]  I went across there once and your stupid f***ing cops did not stop me whatsoever when I went there for free white f*** that I could not resist.
[00:11:23.077 --> 00:11:27.902]  Jesus Christ, I bet UK border authorities are going to be keen to follow up on this.
[00:11:28.223 --> 00:11:29.504]  Or maybe they're too busy.
[00:11:30.064 --> 00:11:33.508]  It's time to hashtag kill PJW and answer to the problem.
[00:11:33.588 --> 00:11:36.812]  Gang rape, the wife of the man who insults Islam and brings dishonor to all Muslims.
[00:11:36.832 --> 00:11:38.033]  Hashtag kill PJW.
[00:11:38.073 --> 00:11:39.354]  Don't care, virgin.
[00:11:39.895 --> 00:11:43.419]  How dare you say Islam is not religion of peace?
[00:11:43.679 --> 00:11:45.080]  Okay, so I'm willing to hear you out.
[00:11:45.180 --> 00:11:48.664]  How are you going to prove to me Islam is a religion of peace?
[00:11:49.685 --> 00:11:52.227]  Hack you to bits and little pieces!
[00:11:52.347 --> 00:11:57.751]  Okay, so you're gonna prove Islam is a religion of peace by... hacking me to pieces!
[00:11:57.811 --> 00:11:58.772]  It's a religion of peace.
[00:11:58.912 --> 00:12:04.556]  There's a PC over there, there's a PC over there... I've... hacked you to bits and little pieces!
[00:12:05.076 --> 00:12:07.478]  People ask me if I report any of this to the police.
[00:12:07.578 --> 00:12:09.639]  Do you see any spicy memes in there?
[00:12:09.840 --> 00:12:10.100]  No!
[00:12:10.180 --> 00:12:13.963]  So why would I waste the time when they obviously have far more important things to deal with?
[00:12:13.983 --> 00:12:18.686]  The only thing PJW is qualified to give an opinion on is whether it's a good idea to have a photoshopped to death.
[00:12:18.786 --> 00:12:22.209]  Profile picture in order to create an impression of being a cool and edgy individual.
[00:12:22.250 --> 00:12:30.217]  Yeah, you're lecturing me about the accuracy of my profile pic, when yours is literally a cartoon of a fictional child from a video game.
[00:12:30.318 --> 00:12:31.539]  Bless houses and all that.
[00:12:32.039 --> 00:12:34.442]  Not surprised about him, but surprised Infowars has staff.
[00:12:34.462 --> 00:12:37.164]  Thought it was Jones and PJW in his mum's basement.
[00:12:37.745 --> 00:12:38.225]  Got me there.
[00:12:38.566 --> 00:12:39.126]  Got me there.
[00:12:39.226 --> 00:12:45.412]  Oh no, I actually bought the house in which my parents live, so technically, my mum lives in my basement.
[00:12:45.872 --> 00:12:46.833]  You're a Nazi.
[00:12:46.913 --> 00:12:48.034]  I'm coming to England to kill you.
[00:12:48.194 --> 00:12:50.556]  I already know where you like, and I'm going to kill you.
[00:12:50.916 --> 00:12:51.156]  Live.
[00:12:51.457 --> 00:12:52.518]  Still coming, yo, kill you.
[00:12:52.598 --> 00:13:00.424]  A little tip here, if you're gonna send me death threats, probably not a great idea to leave your name, place of work, and address in the message.
[00:13:00.605 --> 00:13:01.986]  Something to remember for next time.
[00:13:02.406 --> 00:13:03.227]  You ought to dick!
[00:13:03.467 --> 00:13:07.853]  I'm going to make it my purpose in life to hit you, as often as I can, as hard as I can.
[00:13:07.893 --> 00:13:16.004]  Well, given that it's now a year since you said this and you've done... mmm... f*** all, looks like that life purpose didn't quite pan out, did it?
[00:13:16.364 --> 00:13:19.108]  Freedom of speech does not mean you can make fun of someone's religion, you idiot!
[00:13:19.645 --> 00:13:21.506]  Yes, that's exactly what it means, Herb Derb.
[00:13:21.586 --> 00:13:21.947]  No, it's not.
[00:13:21.987 --> 00:13:24.649]  Freedom of speech means that you have the right to say that you don't like something or someone.
[00:13:24.669 --> 00:13:28.211]  What you did is just being a stupid **** who deserves to die with a bone stuck in your throat.
[00:13:28.491 --> 00:13:32.454]  Right, so criticising a religion as part of freedom of speech, that's a no-no.
[00:13:32.494 --> 00:13:36.117]  But wishing violent death upon someone, that's just fine.
[00:13:36.497 --> 00:13:43.883]  My favourite thing about PJW is how he thinks standing in front of a man makes him look more authoritative when really it makes him look like a **** geography teacher in the middle of a midlife crisis.
[00:13:49.148 --> 00:13:59.052]  Sometimes... My favourite thing about you is how you're such a pussy, you don't even tag me in the insult and then you hide behind a block.
[00:13:59.252 --> 00:14:06.694]  Also, it's difficult to tell whether your midlife crisis has happened yet, because your face looks like some kind of weird elderly teenager.
[00:14:07.114 --> 00:14:12.636]  Every time I see a PJW tweet, I read it out in my head in his stupid exaggerated voice.
[00:14:12.816 --> 00:14:16.338]  Well, imagine my shock, another leftist!
[00:14:17.558 --> 00:14:20.901]  Has been triggered to the point of butthurt.
[00:14:21.041 --> 00:14:22.543]  Let that sink in.
[00:14:22.863 --> 00:14:27.747]  My idea of hell is PJW saying soyboy in all manner of different voices for eternity.
[00:14:27.767 --> 00:14:28.027]  Soyboy!
[00:14:28.148 --> 00:14:28.768]  Soyboy!
[00:14:28.848 --> 00:14:29.349]  Soyboy!
[00:14:29.409 --> 00:14:29.869]  Soyboy!
[00:14:29.909 --> 00:14:30.310]  Soyboy!
[00:14:30.350 --> 00:14:30.690]  Soyboy!
[00:14:30.710 --> 00:14:31.010]  Soyboy!
[00:14:31.030 --> 00:14:31.310]  Soyboy!
[00:14:33.511 --> 00:14:35.573]  PJW has stolen many memes.
[00:14:35.613 --> 00:14:37.335]  Why aren't the police doing something about it?
[00:14:37.395 --> 00:14:38.296]  He's a monster.
[00:14:38.376 --> 00:14:39.497]  No, no, no, no, no, no, no, no.
[00:14:39.677 --> 00:14:41.338]  I'm the NASA of memes.
[00:14:41.439 --> 00:14:44.942]  You might build the rocket ship, but I send it into space.
[00:14:45.062 --> 00:14:49.426]  Case in point, that soy boy meme didn't explode until I made a video about it.
[00:14:49.506 --> 00:14:52.008]  Here's a Google Trends graph to prove it.
[00:14:52.168 --> 00:14:54.831]  Once again, destroyed by facts and logic.
[00:14:55.311 --> 00:15:03.034]  Lol, you guys remember when the leaders of the skeptic community would have destroyed Prison Planet instead of becoming best buddies with them?
[00:15:03.355 --> 00:15:04.455]  It's the Friends Police.
[00:15:04.615 --> 00:15:15.540]  I'm sorry, I wasn't aware that to meet someone once, get drunk and take a selfie with them, you had to sign a contract beforehand confirming that you share every single one of their political beliefs.
[00:15:16.040 --> 00:15:17.921]  Isn't PJW gay?
[00:15:17.941 --> 00:15:23.123]  Not as gay as your mom.
[00:15:28.953 --> 00:15:48.963]  By the way, there's an article up on Infowars.com right now where mainline journalists and mainline Democrats are coming out and saying you can't tweet an image of Richard Pryor or a video gif of Chris Rock or anything if you're white because that is digital blackface and cultural appropriation and is racist.
