[00:00:03.348 --> 00:00:06.010]  Waging war on corruption.
[00:00:06.010 --> 00:00:07.711]  It's Alex Jones.
[00:00:07.711 --> 00:00:13.514]  Coming to you live from the front lines of the InfoWar.
[00:00:13.514 --> 00:00:16.956]  My mind always swims through the data.
[00:00:16.956 --> 00:00:18.257]  And I get very, very frustrated.
[00:00:18.257 --> 00:00:21.039]  Sometimes for days, weeks, or even months.
[00:00:21.039 --> 00:00:24.441]  And then... The big picture.
[00:00:24.441 --> 00:00:25.861]  The endgame.
[00:00:25.861 --> 00:00:29.664]  The master plan.
[00:00:29.664 --> 00:00:31.805]  The destination that I think we should go.
[00:00:32.970 --> 00:00:43.296]  Winning the war crystallizes before my eyes.
[00:00:43.296 --> 00:01:00.206]  We cannot lose the fight for populism, for capitalism, for real freedom, for true classical liberalism, not modern leftist fascism, if we understand that no matter what the globalists pull or what they do, if we don't give up, and if we don't give in,
[00:01:01.289 --> 00:01:23.125]  If we keep identifying who they are and attacking them from their soft flank, the fact that they're tax-exempt mega-millionaires who don't pay taxes but then lobby for communism and socialism against the general public to control them, if we do that, the point that their world government is unelected and out of control, they will fail no matter what they do.
[00:01:23.125 --> 00:01:30.010]  Now that said, I have done a lot of thinking, a lot of cogitating today about different permutations, different outcomes, different scenarios.
[00:01:31.152 --> 00:01:36.315]  The most important thing we can do is remember just to do the right thing and tell the truth and be moral.
[00:01:36.315 --> 00:01:44.920]  And no matter how the chips fall down the road, things almost always end up ending up good for decent people.
[00:01:44.920 --> 00:01:49.663]  But yes, there is massive, unprecedented voter fraud, election fraud by the Democrats.
[00:01:49.663 --> 00:01:53.885]  There is massive suppression of people's free speech in America.
[00:01:53.885 --> 00:01:54.706]  Unprecedented.
[00:01:56.258 --> 00:02:00.539]  There is incredible outside foreign globalist funding pouring in.
[00:02:00.539 --> 00:02:08.682]  This is the most highly funded campaign ever, they're now reporting.
[00:02:08.682 --> 00:02:14.224]  Yes, there is a giant seawall they've built, a blue seawall, to stop the red wave.
[00:02:14.224 --> 00:02:23.587]  I still, at a gut level, believe that Republicans are going to hold onto the House and Senate, but just barely because of the fraud.
[00:02:23.587 --> 00:02:24.107]  This is a
[00:02:25.450 --> 00:02:29.272]  Absolute down-to-the-wire situation.
[00:02:29.272 --> 00:02:36.816]  I shot a live special report about an hour and a half ago titled, Emergency Alert to Trump Concerning Foreign Election Meddling, Voter Fraud, and Censorship.
[00:02:36.816 --> 00:02:42.039]  So here's what I want to get out of the gates right away.
[00:02:42.039 --> 00:02:47.621]  And I had this epiphany as we were going live, as I was permutating the answer.
[00:02:47.621 --> 00:02:52.584]  The election fraud and the suppression of free speech is more important than these midterms.
[00:02:53.937 --> 00:03:01.860]  And allowing the suppression of free speech and the election fraud is the only hope Democrats had of winning via fraud.
[00:03:01.860 --> 00:03:07.442]  So the fact that they let that happen is the only reason they have a shot of winning.
[00:03:07.442 --> 00:03:17.146]  And so after this election, no matter what happens, we need to force the investigation of the fact that it is a federal elections violation
[00:03:18.154 --> 00:03:33.806]  For the Democrats to block tens of thousands of conservative, Christian, pro-military groups, pro-gun groups, from Facebook, from Twitter, from Google, and admit they're doing it, and then let Democrats operate out in the open, and let Democrats even direct what Twitter and Facebook pages are taking down.
[00:03:33.806 --> 00:03:38.409]  That was on CNBC this Friday.
[00:03:38.409 --> 00:03:47.616]  So it's the criminal actions they're involved in, in and around this historic campaign, the fact that they've been so desperate to go for broke,
[00:03:48.300 --> 00:03:54.422]  Try to steal back power before America can get its recovery going and prove that they've been suppressing us.
[00:03:54.422 --> 00:04:00.384]  That's why they're so desperate.
[00:04:00.384 --> 00:04:05.726]  So, as they say, a lot of times it's not the destination, it's the journey.
