[00:00:02.299 --> 00:00:04.440]  Waging war on corruption.
[00:00:04.960 --> 00:00:10.162]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:17.165 --> 00:00:21.267]  We are 32 days out from this incredibly historic election.
[00:00:23.868 --> 00:00:27.130]  And just about 20 minutes ago, the Senate voted 51 to 49.
[00:00:32.668 --> 00:00:32.948]  Flake.
[00:00:34.088 --> 00:00:34.709]  Wasn't a flake.
[00:00:35.009 --> 00:00:37.149]  And voted to send it to a final vote.
[00:00:38.470 --> 00:00:43.632]  So did one other Democrat joining that establishment Republican.
[00:00:44.252 --> 00:00:55.556]  And so now, 30 hours roughly from now, about 5.45 tomorrow, Eastern Time, it will go to the full vote and InfoWars will be live.
[00:00:55.636 --> 00:00:59.277]  I'll be here starting at about 3 o'clock Central.
[00:01:00.276 --> 00:01:03.138]  Right through to the vote, right around four o'clock central.
[00:01:03.778 --> 00:01:05.559]  There obviously will be some major fireworks.
[00:01:05.579 --> 00:01:07.781]  We're going to have reporters on the ground.
[00:01:07.801 --> 00:01:10.702]  I'm just going to leave it at that, in D.C.
[00:01:12.904 --> 00:01:15.825]  So look for live coverage from InfoWars tomorrow.
[00:01:17.987 --> 00:01:29.634]  But tomorrow's news today, barring a terror attack, we've already seen riots and attacks, barring a truck bomb, barring a mass shooting,
[00:01:31.024 --> 00:01:48.919]  You're going to see Kavanaugh confirmed along these lines, 51-49, and you won't even need the Vice President to come in and override a deadlock, a stalemate, a tie.
[00:01:50.320 --> 00:01:51.501]  This is a big deal.
[00:01:52.902 --> 00:01:55.885]  Trump has not failed at anything so far.
[00:01:57.085 --> 00:01:59.928]  He's had nothing but hard fought
[00:02:01.963 --> 00:02:06.705]  Success, and this will break their will to a great extent.
[00:02:08.526 --> 00:02:16.549]  That's why Soros groups have pledged that they're going to take direct action.
[00:02:18.270 --> 00:02:20.091]  That's a CIA term for violence.
[00:02:23.672 --> 00:02:30.375]  They're going to take direct action in D.C., perhaps emergency campaign to stop Brett Kavanaugh.
[00:02:31.766 --> 00:02:35.309]  And they're the ones engaged in information warfare using black propaganda.
[00:02:37.751 --> 00:02:40.113]  That's the craft names of that.
[00:02:40.133 --> 00:02:41.594]  It means deception, lies.
[00:02:41.834 --> 00:02:43.155]  We use white propaganda, the truth.
[00:02:43.496 --> 00:02:47.219]  Propaganda just means your political views, promoting things you stand for, like the Second Amendment.
[00:02:47.459 --> 00:02:49.160]  I don't lie about the Second Amendment to promote it.
[00:02:49.460 --> 00:02:50.862]  I don't lie about free markets to promote it.
[00:02:51.102 --> 00:02:52.363]  I don't lie about America to promote it.
[00:02:52.603 --> 00:02:53.664]  I don't lie about this show to promote it.
[00:02:53.984 --> 00:02:56.246]  The enemy though, they are in darkness.
[00:02:57.507 --> 00:02:59.569]  And now there's a bunch of new articles out today
[00:03:02.486 --> 00:03:06.530]  Saying that I am a terrorist.
[00:03:08.391 --> 00:03:09.332]  That's right, ladies and gentlemen.
