[00:00:00.509 --> 00:00:07.194]  Watch the American Journal weekday mornings 8 to 11 central at band.video.
[00:00:07.334 --> 00:00:13.658]  Live from the Infowars.com studios, it's Alex Jones.
[00:00:13.778 --> 00:00:17.240]  The silent majority is no longer silent.
[00:00:17.540 --> 00:00:21.082]  This is The War Room with Owen Schroyer.
[00:00:22.383 --> 00:00:24.144]  Please stand by for further details.
[00:00:24.204 --> 00:00:26.844]  We're returning you now to your regularly scheduled program.
[00:00:26.844 --> 00:00:36.844]  [MUSIC]
[00:00:36.844 --> 00:00:45.844]  InfoWars.com.
[00:00:45.592 --> 00:00:46.473]  Tomorrow's news.
[00:00:46.573 --> 00:00:48.573]  today.
[00:00:48.573 --> 00:00:50.573]  [Music]
[00:00:50.573 --> 00:00:52.573]  [Music]
[00:00:52.573 --> 00:01:19.692]  [Music]
[00:01:19.692 --> 00:01:28.733]   25 years and my life is still trying to get up that great big hill of hope
[00:01:28.733 --> 00:01:38.093]   for a destination I realized quickly when I knew I should that the world was
[00:01:38.093 --> 00:01:43.133]   made up of this brotherhood of man
[00:01:43.133 --> 00:02:16.778]   for whatever that means Ladies and gentlemen, what you see on the screen in front of you is a video compilation of professional athletes who have passed out, had heart attacks, cardiac problems on professional fields, whether it's soccer,
[00:02:18.120 --> 00:02:18.941]  Basketball.
[00:02:20.242 --> 00:02:20.922]  Football.
[00:02:21.823 --> 00:02:22.223]  Hockey.
[00:02:23.845 --> 00:02:33.233]  And this video on the screen from a YouTube channel, Jay Wilderness, has actually put together three of these compilations.
[00:02:33.493 --> 00:02:35.675]  Totals about 20 minutes.
[00:02:37.816 --> 00:02:39.638]  With the 90's song, What's Going On.
[00:02:40.719 --> 00:02:42.000]  Because isn't that the question?
[00:02:43.501 --> 00:02:44.342]  What's going on?
[00:02:45.663 --> 00:02:56.309]  Why are all of these professional athletes and young athletes, who are in the best physical condition of all humans, most of the time, are all of a sudden having all these heart problems?
[00:02:56.849 --> 00:02:57.589]  Some of them dying.
[00:03:00.471 --> 00:03:01.552]  And then there was last night.
[00:03:05.013 --> 00:03:34.397]   Where a young football player, who perhaps, was doing his best work off the field, As a good Samaritan takes what is referred to as a routine hit in an NFL football game and then loses his heartbeat, loses his breath, has to be resuscitated on the field.
[00:03:35.677 --> 00:03:38.619]  Heart stopped, breath stopped, they were able to get his heart going again.
[00:03:40.106 --> 00:03:42.867]  Such a shocking thing for the players.
[00:03:43.747 --> 00:03:45.028]  There were tears on the field.
