[00:00:00.000 --> 00:00:27.120]  [Music]
[00:00:27.225 --> 00:00:29.768]  So let me, I've got a couple of things here for you.
[00:00:30.148 --> 00:00:31.389]  Let me just go through.
[00:00:31.429 --> 00:00:34.052]  I'm going to bring a, I think, a different perspective to this.
[00:00:34.572 --> 00:00:35.794]  We have the banking crisis.
[00:00:35.854 --> 00:00:36.755]  They say it's fine.
[00:00:36.975 --> 00:00:37.916]  It's just beginning.
[00:00:38.476 --> 00:00:49.526]   We, yesterday, we had the Saudis and Brazil and China Enter a deal to where the petrodollar is over.
[00:00:49.947 --> 00:00:53.629]  Brazil and China are going to trade in their own currency.
[00:00:53.969 --> 00:00:56.371]  That's the beginning of the end of our currency.
[00:00:56.451 --> 00:00:57.892]  That means a dollar collapse.
[00:00:57.952 --> 00:00:59.993]  That means we become Venezuela.
[00:01:00.493 --> 00:01:02.194]  We will have war with China.
[00:01:02.355 --> 00:01:04.596]  We will have war with Russia and Iran.
[00:01:05.517 --> 00:01:06.757]  We have the restrict bill.
[00:01:06.818 --> 00:01:10.160]  We have social media and our NSA and everybody else.
[00:01:10.760 --> 00:01:12.841]  In bed with each other, silencing people.
[00:01:13.221 --> 00:01:16.623]  We of course have the raccoon dogs, which we all know is bullcrap.
[00:01:17.464 --> 00:01:22.507]  And now this week we have a new gun grab that they're trying to do.
[00:01:23.807 --> 00:01:27.269]  Biden and his family taking money from the Chinese.
[00:01:27.609 --> 00:01:30.091]  What do you think this Donald Trump thing is really all about?
[00:01:30.831 --> 00:01:38.895]  The American, the America that we knew, the fundamental transformation that started in 2008 is finished.
[00:01:39.235 --> 00:01:42.876]  We are no longer viewed as a superpower.
[00:01:43.317 --> 00:01:50.700]  We are now an elderly, we're Joe Biden just walking into the twilight.
[00:01:51.340 --> 00:01:56.682]  What this is all about, I believe, is trying to inflame this country.
[00:01:58.022 --> 00:02:01.664]  They've wanted violence from the right from the beginning.
[00:02:01.944 --> 00:02:03.104]  They can't wait it.
[00:02:03.484 --> 00:02:04.345]  They need it.
[00:02:04.845 --> 00:02:14.128]  Because if we strike out, look at January 6th, the day they're letting the shaman out of prison because it was all trumped up.
[00:02:14.208 --> 00:02:17.369]  Thank you, Dr. Carlson, for revealing this.
[00:02:17.769 --> 00:02:22.331]   The day they're letting him out, They do this to Donald Trump?
[00:02:22.851 --> 00:02:24.552]  They want you to strike out.
[00:02:24.912 --> 00:02:25.212]  Why?
[00:02:25.533 --> 00:02:27.894]  Because then they can close the cage.
[00:02:27.914 --> 00:02:30.655]  I'm going to make another prediction for you, Tucker.
[00:02:31.075 --> 00:02:32.136]  You said I got it right.
[00:02:32.456 --> 00:02:36.978]  Well, everything I've been talking about since 08, this is the time.
[00:02:37.578 --> 00:02:38.639]  I'm going to make a prediction.
[00:02:38.719 --> 00:02:43.446]   By 2025, We are going to be at war.
[00:02:44.047 --> 00:02:49.868]  We are going to have a new dollar, a currency that probably is coming from the central bank.
[00:02:49.928 --> 00:02:51.468]  We'll have a currency collapse.
[00:02:52.648 --> 00:02:55.589]  And we will live in a virtual police state.
[00:02:56.289 --> 00:02:58.670]  I know that might sound crazy to a lot of people.
[00:02:59.330 --> 00:03:01.710]  It's not far off.
[00:03:02.691 --> 00:03:05.851]   The Bill of Rights is gone.
[00:03:05.851 --> 00:03:08.371]  Nobody is paying attention.
[00:03:08.371 --> 00:03:11.170]  Where are the Republicans?
[00:03:11.170 --> 00:03:19.451]   Where are the decent Democrats that can see this is insanity?
[00:03:19.451 --> 00:03:25.890]   Donald Trump, the reason why this is going to help Donald Trump, and that's why I don't
[00:03:25.890 --> 00:03:27.690]  think they're doing it so he can't run.
[00:03:27.990 --> 00:03:30.713]  They're doing it because they want people to strike out.
[00:03:30.873 --> 00:03:36.038]  Please turn to God, repent, pray for our country, pray for peace.
[00:03:36.419 --> 00:03:37.920]  Put on the full armor of God.
[00:03:38.361 --> 00:03:40.983]  But here's what's really, what they miss.
[00:03:42.657 --> 00:03:46.241]  Donald Trump is not even a person anymore.
[00:03:46.741 --> 00:03:47.782]  He is a symbol.
[00:03:48.243 --> 00:04:02.254]   He is a symbol of the average everyday guy that keeps getting screwed every single time, watches other people Screw up big banks, screw up their companies, and get away with it.
[00:04:02.934 --> 00:04:09.636]  They see people all the time doing stuff that they know, if they did, they'd be in prison for 20 years.
[00:04:10.297 --> 00:04:13.598]  But because they're not part of the elite, they get away with it.
[00:04:14.098 --> 00:04:23.762]   Donald Trump has taken arrow after arrow, and that's why This is the way the average American feels tonight.
[00:04:24.943 --> 00:04:28.806]  I hope that there's a few Democrats out there.
[00:04:29.466 --> 00:04:35.690]  But this guy has been taking the bullets for the average person now for years.
[00:04:35.971 --> 00:04:42.370]   and people on the right feel like he's the only guy that really cares what the people
[00:04:42.370 --> 00:04:43.370]  want.
[00:04:43.370 --> 00:04:47.649]   Everything Glenn Beck and Tucker Carlson are talking about is exactly what InfoWars has
[00:04:47.649 --> 00:04:50.410]  been saying for years.
[00:04:50.410 --> 00:04:53.250]  Well, this is good news.
[00:04:54.211 --> 00:04:54.992]  This is good news.
[00:04:56.093 --> 00:04:57.834]  This means the awakening is on.
[00:04:59.856 --> 00:05:04.880]  And there's no putting the genie back in the bottle at this point.
[00:05:05.941 --> 00:05:08.404]  Everybody's seeing how corrupt the establishment is.
[00:05:08.524 --> 00:05:10.565]  Everybody's seeing how corrupt Washington, D.C.
[00:05:10.686 --> 00:05:10.766]  is.
[00:05:12.069 --> 00:05:19.714]  And everybody knows, whether they like Donald Trump or not, that it's not Trump that's the criminal out of Washington, D.C.
[00:05:20.114 --> 00:05:27.219]  It's hard to get a true reading, a true measurement of where the awakening is at.
[00:05:29.401 --> 00:05:32.783]  We each kind of have our own little experiences day by day.
[00:05:35.157 --> 00:05:47.084]  Maybe it's a conversation that you overheard, or maybe it's a conversation that you had, or maybe it's somebody that previously would not have agreed with some of the things you believed, or your worldview, or your politics.
[00:05:47.164 --> 00:05:50.466]  Now they're like, hey, you were right, or something has happened to them.
[00:05:51.506 --> 00:05:55.989]  That's led them to the conclusion that, wait a second, not everything is as it seems.
[00:05:56.149 --> 00:05:58.070]  Maybe it's this treatment of Donald Trump.
[00:06:02.113 --> 00:06:04.294]  But it's definitely on.
[00:06:06.836 --> 00:06:14.458]  And, I mean, the max temperature is, obviously, Nuremberg trials.
[00:06:15.579 --> 00:06:20.420]  The big bankers, central bankers, are the ones that get investigated for the money laundering and the Ponzi schemes.
[00:06:22.321 --> 00:06:27.923]  The military-industrial complex gets investigated for their war crimes, crimes against humanity.
[00:06:29.443 --> 00:06:34.725]  The dirty scientists like Anthony Fauci get investigated in Nuremberg trials.
[00:06:36.869 --> 00:06:39.391]  That set new precedents for the future.
[00:06:40.752 --> 00:06:42.073]  That's like max temperature.
[00:06:45.555 --> 00:06:47.837]  And so we're not obviously anywhere near that.
[00:06:50.199 --> 00:06:54.762]  But the temperature for the awakening is definitely going up fast.
[00:06:55.803 --> 00:07:07.372]   More and more people understand the world is not what it seems and they don't believe what they're seeing in front of them on the television like they might have In the past.
[00:07:08.153 --> 00:07:16.296]  And I think their one big test is going to be if they can sell to the American people this war in Ukraine.
[00:07:16.396 --> 00:07:17.857]  And so far, it's failing.
[00:07:19.037 --> 00:07:20.538]  Now, I've got Trump news.
[00:07:20.818 --> 00:07:24.860]  We had the trans weekend of vengeance that just got completely out of control.
[00:07:25.540 --> 00:07:26.781]  I mean, who could have predicted?
[00:07:28.021 --> 00:07:29.342]  Guys, riddle me this.
[00:07:29.862 --> 00:07:38.832]   Who could have predicted that men that dress up as women That have now been given the green light to go out and commit acts of violence and you'll be forgiven.
[00:07:38.852 --> 00:07:39.553]  You'll be the victim.
[00:07:39.993 --> 00:07:44.457]  Who could have thought that that would have resulted in violent behavior?
[00:07:45.819 --> 00:07:49.582]  Man, I just wish somehow we could have seen that one coming.
[00:07:51.123 --> 00:07:51.904]  So we'll cover that.
[00:07:51.984 --> 00:07:55.948]  I've got other news as well when it comes to the vaccine.
[00:07:59.346 --> 00:08:01.187]  But there's no doubt The Awakening is on.
[00:08:01.827 --> 00:08:19.437]  And it's kind of eerie from your standpoint, from our standpoint, to tune in to normal channels or to plug into the internet or to overhear conversations that it's like, uh, yeah, that's been going on for 10 years, or yeah, that's old news, or yeah, duh, I already knew that.
[00:08:21.238 --> 00:08:22.699]  And you know, that's kind of our pride.
[00:08:22.719 --> 00:08:26.761]  It's kind of our frustration and stubbornness and lack of patience.
[00:08:27.441 --> 00:08:28.742]  Believe me, I'm guilty of it.
[00:08:30.592 --> 00:08:33.975]  But that is just the awakening that's happening.
[00:08:34.015 --> 00:08:37.699]  I mean, I'm overhearing conversations that are just everywhere I go.
[00:08:39.380 --> 00:08:45.306]  Whether it's out at a restaurant, whether it's out at a ballgame, whether it's at the gym, playing basketball.
[00:08:45.326 --> 00:08:49.069]  It's like, hey, you know, I had another friend that just had another vaccine side effect.
[00:08:49.469 --> 00:08:51.471]  Man, you know, we are having a tough time right now.
[00:08:51.491 --> 00:08:52.632]  I don't know how we're going to pay the bills.
[00:08:52.772 --> 00:08:54.374]  Once Biden got elected, it's been real tough.
[00:08:57.932 --> 00:08:59.253]  Why are we giving money to Ukraine?
[00:08:59.433 --> 00:09:01.315]  I can't even drive down the street without hitting a pothole.
[00:09:02.035 --> 00:09:02.676]  Like, oh.
[00:09:04.257 --> 00:09:04.698]  Yeah.
[00:09:06.619 --> 00:09:07.280]  Starting to think.
[00:09:07.380 --> 00:09:09.041]  And imagine the symbolism.
[00:09:10.843 --> 00:09:12.784]  And look, I like Glenn Beck.
[00:09:12.804 --> 00:09:13.765]  I don't have a problem with Glenn Beck.
[00:09:14.146 --> 00:09:23.733]  But as Glenn Beck is making the point about Trump being a symbol, which I think Beck is right about, he's very eloquent.
[00:09:24.234 --> 00:09:25.215]  That's why he's successful.
