[00:00:00.000 --> 00:00:22.000]  [Music]
[00:00:22.729 --> 00:00:27.234]  It's Monday, June 19th.
[00:00:27.354 --> 00:00:28.095]  InfoWars.
[00:00:28.456 --> 00:00:29.337]  Tomorrow's news.
[00:00:29.657 --> 00:00:29.997]  Today.
[00:00:32.287 --> 00:00:39.313]  One of the things that we're not hearing a lot about is the unique potential safety problem of coronavirus vaccines.
[00:00:39.553 --> 00:00:41.574]  And then, something changed.
[00:00:42.035 --> 00:00:47.899]  Any vaccine released by emergency use authorization by the FDA is an outstanding vaccine.
[00:00:48.160 --> 00:00:51.722]  J&J's vaccine has a risk of life-threatening blood clots.
[00:00:52.583 --> 00:00:55.425]  When you hear the beep, that's the sound of safety.
[00:00:55.465 --> 00:00:56.847]  So don't overthink it.
[00:00:57.227 --> 00:00:59.649]  They're both really good.
[00:00:59.769 --> 00:01:01.590]  They're all really good vaccines.
[00:01:01.650 --> 00:01:02.611]  Get vaccinated now.
[00:01:02.631 --> 00:01:03.552]  You gotta call now.
[00:01:03.752 --> 00:01:06.655]  If you wait, it's gonna be really too late to protect your child.
[00:01:06.715 --> 00:01:10.718]  If this was your child, what happens next could make it the worst day of your life.
[00:01:11.138 --> 00:01:14.020]  So even though COVID poses zero threat to healthy children.
[00:01:14.140 --> 00:01:15.161]  Vaccinate your children.
[00:01:15.221 --> 00:01:16.181]  Do the right thing.
[00:01:16.562 --> 00:01:18.163]  Be safe and not sorry.
[00:01:18.283 --> 00:01:24.267]  I'm strongly recommending for adolescents to get their two doses of vaccine and fully immunized after those two doses.
[00:01:24.307 --> 00:01:27.129]  Advanced technology that can help save lives.
[00:01:27.169 --> 00:01:30.271]  This is going to be a long-lasting vaccine.
[00:01:30.891 --> 00:01:32.532]  A few moments later.
[00:01:32.592 --> 00:01:37.816]  We're seeing that two doses is not holding up well for emergency room visits.
[00:01:37.876 --> 00:01:40.097]  It's not holding up well for hospitalizations.
[00:01:40.998 --> 00:01:41.751]  Not again!
[00:01:42.959 --> 00:01:44.640]  Everyone's going to need a booster.
[00:01:44.700 --> 00:01:46.361]  You need that third immunization.
[00:01:46.422 --> 00:01:47.242]  Triple the amount!
[00:01:47.282 --> 00:01:48.703]  Get that third immunization.
[00:01:48.743 --> 00:01:51.705]  The two mRNA vaccines were always a three-dose vaccine.
[00:01:51.745 --> 00:01:54.747]  The two mRNA vaccines were always a three-dose vaccine.
[00:01:54.827 --> 00:01:57.009]  I've always said this is a three-dose vaccine.
[00:01:57.029 --> 00:01:59.350]  I've always said this is a three-dose vaccine.
[00:01:59.370 --> 00:02:00.871]  This is a three-dose vaccine.
[00:02:00.991 --> 00:02:02.152]  But I'm not done yet!
[00:02:02.232 --> 00:02:03.733]  That third immunization.
[00:02:04.474 --> 00:02:06.675]  The problem is, it's not holding up.
[00:02:06.795 --> 00:02:10.218]  So, we may have to look at sort of innovative solutions.
[00:02:10.738 --> 00:02:11.799]  Oh God, not this again.
[00:02:12.239 --> 00:02:13.460]  A fourth immunization.
[00:02:13.480 --> 00:02:13.981]  Oh boy.
[00:02:14.041 --> 00:02:15.642]  Just to keep them going.
[00:02:15.662 --> 00:02:16.963]  To keep the country going.
[00:02:16.983 --> 00:02:18.664]  We have to consider some out of the box things.
[00:02:18.744 --> 00:02:19.965]  A fourth immunization.
[00:02:19.985 --> 00:02:20.766]  Fourth!
[00:02:20.846 --> 00:02:21.947]  A fourth immunization.
[00:02:21.967 --> 00:02:22.887]  Get that second boost.
[00:02:22.968 --> 00:02:23.728]  A second boost.
[00:02:23.748 --> 00:02:25.269]  To keep the country going.
[00:02:25.289 --> 00:02:26.871]  I've made that recommendation.
[00:02:26.891 --> 00:02:28.232]  A fourth immunization.
[00:02:28.312 --> 00:02:31.294]  But I'm still not done!
[00:02:31.394 --> 00:02:33.916]  Unfortunately, the numbers are starting to trend up again.
[00:02:34.056 --> 00:02:35.597]  So the hospitalizations are up.
