[00:00:00.249 --> 00:00:08.035]  Anywhere we stand up with our ideas and intellectually fight the system, we have major victories.
[00:00:08.675 --> 00:00:10.656]  Everywhere we lay down, we lose.
[00:00:11.537 --> 00:00:13.378]  And so that's really what this is all about.
[00:00:13.398 --> 00:00:16.770]   I mean, it sounds incredibly simple, but It is simple.
[00:00:17.190 --> 00:00:18.531]  You've got to have courage, though.
[00:00:18.551 --> 00:00:19.913]  And I go back to the First Amendment issue.
[00:00:20.273 --> 00:00:22.115]  Trump really fell down on defending the First Amendment.
[00:00:22.415 --> 00:00:23.897]  He didn't do anything about big tech censorship.
[00:00:24.317 --> 00:00:25.378]  And finally, he got censored.
[00:00:25.798 --> 00:00:27.660]  Now, he gave some rhetoric, but no real action.
[00:00:27.720 --> 00:00:28.921]  No real action by the Republicans.
[00:00:29.342 --> 00:00:32.525]  No real action back when they had the Congress and Trump for two years.
[00:00:33.186 --> 00:00:33.846]  They did nothing.
[00:00:34.006 --> 00:00:36.449]  But now they know they got stung in the ass over it.
[00:00:37.159 --> 00:00:44.384]  And so we can't sit there and wait for Jim Jordan and wait for Matt Gaetz, and I'm not saying they're bad guys, to do the right thing.
[00:00:44.404 --> 00:00:46.426]  And MTG is doing a great job.
[00:00:46.986 --> 00:00:54.551]  We have to look to the groups, the talk show hosts, the individuals, and the massive people that understand the fight for the future.
[00:00:54.611 --> 00:00:55.752]  We have to innovate.
[00:00:56.633 --> 00:00:59.495]  We have to have an exodus out of this system.
[00:01:04.242 --> 00:01:09.027]  Rallying patriots worldwide in defense of human liberty.
[00:01:08.986 --> 00:01:10.986]  It's Alex Jones.
[00:01:10.986 --> 00:01:29.986]  [Music]
[00:01:29.986 --> 00:01:34.986]  InfoWars, the most banned network in the world.
[00:01:35.813 --> 00:01:37.754]  Welcome to the Alex Jones Show.
[00:01:37.834 --> 00:01:41.076]  This is Robert Barnes guest hosting today.
[00:01:41.216 --> 00:01:45.259]  We're going to be discussing how Trump can beat the New York indictment.
[00:01:46.059 --> 00:01:56.706]  We're also going to be discussing how DeSantis got deceived by the deep state and how he has been a longtime recruit of the deep state and his history in that regard.
[00:01:57.293 --> 00:01:58.875]  We have other big news today.
[00:01:58.935 --> 00:02:16.555]  We have whether or not the Federal Reserve will raise rates and how that will impact the banking system, given issues of global liquidity are appearing to be worse in many respects than they were even in 2008's global financial crisis that almost brought the entire system down.
[00:02:17.432 --> 00:02:19.453]  That, uh, can Pfizer be sued?
[00:02:19.713 --> 00:02:37.341]  We're going to be discussing that at a conference, Vaccine Safety Conference, coming up this weekend in Atlanta, Georgia, where I believe there's still tickets available, sponsored by Steve Kirsch of the Vaccine Safety Research Foundation, discussing a bunch of lawyers and other people are coming together to discuss how can we get vindication?
[00:02:37.801 --> 00:02:39.121]  How can we get remedy?
[00:02:39.321 --> 00:02:40.462]  How can we get relief?
[00:02:41.022 --> 00:02:45.046]  For those that have been injured by these so-called vaccines.
[00:02:45.567 --> 00:02:48.029]  So-called vaccines because they weren't vaccines.
[00:02:48.089 --> 00:02:48.770]  They weren't safe.
[00:02:48.830 --> 00:02:49.671]  They weren't effective.
[00:02:50.011 --> 00:02:52.113]  And they didn't immunize against anything.
[00:02:52.493 --> 00:02:55.596]  The only immunity being handed out was the Pfizer from suit.
[00:02:55.997 --> 00:02:57.959]  But maybe there's a way to get around that.
[00:02:58.019 --> 00:02:59.640]  Maybe there's a way to challenge that.
[00:02:59.740 --> 00:03:02.363]  Maybe there's a way to question and contest that.
[00:03:03.007 --> 00:03:07.388]  We have Jeffrey Epstein coming back in the news through the banks.
[00:03:07.909 --> 00:03:30.975]   JP Morgan and Chase now being forced, along with other banks, being forced to finally be held potentially accountable and subject to discovery for their complicity Uh, involved in the entire Jeffrey Epstein activities, including and maybe going all the way back to, uh, the activities tied to Ghislaine Maxwell's father, Robert Maxwell.
[00:03:31.015 --> 00:03:33.136]  And we'll discuss a little bit of that historical context.
[00:03:33.556 --> 00:03:52.783]   But both JP Morgan and Deutsche Bank are now going to have to face the consequences, potentially, of their illicit activities, despite the Biden administration interfering with The Virgin Islands investigation and firing the US attorney there who helped bring about that case in the first place.
[00:03:53.423 --> 00:04:15.990]   So we have all of those factors along with geopolitics, Ukraine, Xi and Putin discussing various aspects of their new China-Russia detente that puts the global order back Uh, and continues to shift it as Ukraine is discussing, uh, ways to get a peace settlement through China with Russia.
[00:04:16.710 --> 00:04:18.372]  Uh, what will happen in that respect?
[00:04:18.612 --> 00:04:29.700]  Colonel McGregor has also reported that the, uh, from the military strategic perspective, what's happening, what's about to happen, what is likely to happen in the coming months in that ongoing war.
[00:04:30.120 --> 00:04:36.425]   As the International Monetary Fund announces for the first time ever, They're going to give money to a country in the middle of a war.
[00:04:36.445 --> 00:04:49.655]  It shows how much the Ukraine conflict is, as President Trump identified it, a proxy war being done by globalist institutions for their own self-propagation and financial self-enrichment.
[00:04:50.413 --> 00:05:01.019]  So a lot of topics today to discuss, not the least of which is how Trump can defeat the New York indictment, how he can defeat it legally, not just in the court of public opinion.
[00:05:01.820 --> 00:05:11.646]  The talk is that the indictment may come down as early as today and that Trump may be arrested or appear in court as early as next week.
[00:05:12.669 --> 00:05:42.772]   At the same time, we'll discuss DeSantis going on his Rupert Murdoch-sponsored tour, and whether or not there has been an effective quid pro quo of the book publishers and deep state allies to effectively buy a lot of DeSantis's new book Uh, in order to guarantee him being a millionaire in exchange, uh, for as a financial reward for him running against President Trump and how the deep state has deceived DeSantis in that respect.
[00:05:43.419 --> 00:05:51.382]  So a lot of topics to cover today and we'll be covering them all here in the first hour as I guest host for Alex Jones for today.
[00:05:51.962 --> 00:06:04.246]  So tune in as you go through and remember the only reason why this network is even on the air is because you folks out there, the audience, continues to make that happen by going to InfoWarsStore.com.
[00:06:04.866 --> 00:06:09.328]  So come on back and we have a lot to discuss and review in a day of big news.
[00:06:10.459 --> 00:06:12.300]  Welcome back to the Alex Jones Show!
[00:06:12.340 --> 00:06:14.381]  This is Robert Barnes guest hosting.
[00:06:14.401 --> 00:06:18.143]  You can find me at VivaBarnesLaw.Locals.com.
[00:06:18.784 --> 00:06:28.069]  We're going to be discussing how President Trump can beat back the New York charges that may come down as early as today and may have him arrested as early as next week.
[00:06:28.749 --> 00:06:38.114]  We'll also be discussing how the deep state deceived DeSantis and tricked him into running against Trump or challenging or contesting him as he's currently exploring.
[00:06:39.048 --> 00:06:45.334]  But first up, there's a big banking and financial news today as the Federal Reserve will be deciding whether or not to raise rates.
[00:06:46.114 --> 00:06:56.363]  The assumption has been that the Federal Reserve will continue to raise rates in order to decrease the risk of continued inflation and particularly remove the risk of hyperinflation.
[00:06:57.104 --> 00:07:04.871]  Now, there's good reason to believe that the Federal Reserve's belief that they have control over inflation is more mythical than reality.
[00:07:05.829 --> 00:07:20.340]  Jeff Snyder of Eurodollar University and others, George Gammon, have detailed the various ways you can find George Gammon at Rebel Capitalist and George Gammon on YouTube and other social media sites.
[00:07:21.124 --> 00:07:31.631]  And what they explain is the Federal Reserve's assumptions that they control the inflation system presumes a certain degree of control about global financial liquidity of the U.S.
[00:07:31.691 --> 00:07:32.092]  dollar.
