[00:00:00.000 --> 00:00:15.000]  [MUSIC]
[00:00:15.314 --> 00:00:16.197]  Tomorrow's news.
[00:00:16.298 --> 00:00:23.298]  today.
[00:00:23.298 --> 00:00:31.018]  Resistance to tyrants is obedience to God.
[00:00:31.136 --> 00:00:33.016]  It's Alex Jones.
[00:00:34.136 --> 00:00:35.897]  And it's Sunday, February 12th, 2023.
[00:00:35.977 --> 00:00:37.217]  I'm your host, Alex Jones.
[00:00:37.237 --> 00:00:39.678]  I'll be here for the next two hours live.
[00:00:39.698 --> 00:00:42.198]  And then the great Owen Troyer will come in 6 to 8 p.m.
[00:00:42.258 --> 00:00:45.919]  out of the same studio for Sunday live, all-time central.
[00:00:46.819 --> 00:00:54.352]   Well, while a lot of people are having fun, and I don't blame them, watching the Chiefs versus the Eagles, All of that that's going on.
[00:00:54.932 --> 00:01:11.122]  We're busy watching what's happening around the world with the New World Order and with all these UFOs that are flying around and all these shoot downs that are happening and taking place not just here but reportedly now starting over in China as well.
[00:01:11.182 --> 00:01:12.383]  What's really behind that?
[00:01:13.404 --> 00:01:17.706]   Well everybody from CNN The Fox News has been hyping.
[00:01:18.067 --> 00:01:19.029]  Could it be aliens?
[00:01:19.750 --> 00:01:28.470]   Even though in every case it turns out that it's a Chinese balloon carrying different surveillance and or Weapons packages.
[00:01:28.570 --> 00:01:30.391]  This has been going on for decades.
[00:01:31.191 --> 00:01:33.473]  The question is, why is it getting attention now?
[00:01:34.013 --> 00:01:38.556]  And that's because the Pentagon and the PSYOP experts want it to be getting attention now.
[00:01:38.956 --> 00:01:42.778]  Because the United States is doing giant drills right off the coast of China and Taiwan.
[00:01:43.339 --> 00:01:46.341]  And we've never been closer to war, according to our own hijacked government.
[00:01:46.881 --> 00:01:50.463]  And, of course, the globalist-run CHICOM government as well.
[00:01:50.483 --> 00:01:52.144]  Or, let's say, globalist-installed.
[00:01:52.184 --> 00:01:53.125]  They don't run it now.
[00:01:53.445 --> 00:02:01.272]   That's why war Is going from soft into hot big developments, obviously over in Ukraine.
[00:02:02.213 --> 00:02:11.301]  I believe we're just days away from the big second Russian invasion that I think will happen before the one year anniversary on the 24th.
[00:02:12.482 --> 00:02:15.445]  We're going to be looking at all of it here today.
[00:02:16.661 --> 00:02:19.002]  I want to thank you all for tuning in this evening.
[00:02:19.022 --> 00:02:26.824]  Remember, the establishment works around the clock to try to block this show and censor this show, so this is not a spectator sport.
[00:02:27.384 --> 00:02:29.864]  The Info War is about being the man and woman in the arena.
[00:02:30.285 --> 00:02:31.365]  It's very easy to be in the arena.
[00:02:31.745 --> 00:02:42.748]  Take the live links from InfoWars.com forward slash show, the live show feed from Band.Video, or places like conspiracyfact.info and share it from there and win the Info War.
[00:02:43.348 --> 00:02:44.231]  Against the New World Order.
[00:02:44.692 --> 00:02:51.570]  We've got so much to hit on the balloon situation and what I think is really behind that and what's behind the PsyOps coming up this evening.
[00:02:52.591 --> 00:02:58.616]  Then, not just here in the U.S., but all over the world, governments are admitting they've been covertly censoring people with big tech.
[00:02:59.177 --> 00:02:59.237]  U.S.
[00:02:59.257 --> 00:03:02.840]  State Department funding secret disinformation crusade to blacklist conservatives.
[00:03:03.160 --> 00:03:04.281]  I told you about that years ago.
[00:03:04.621 --> 00:03:05.582]  Now it's come out in Congress.
[00:03:05.602 --> 00:03:10.947]  We have some amazing clips from Friday that we didn't have time to get to because it was happening live as we were speaking.
[00:03:11.367 --> 00:03:13.229]  Also, Elon Musk retweeted a video.
[00:03:14.352 --> 00:03:23.059]  Montage yesterday of myself and Joe Rogan that was used to hype up the whole alien invasion narrative that is taking place.
[00:03:23.319 --> 00:03:30.424]  What we really have is an invasion of our privacy, an invasion of our bodies with the poison shots and the AI surveillance grid.
[00:03:30.884 --> 00:03:37.429]  And what we really have is an invasion of third world populations starving to death because the globalists shut down their countries for more than two years.
[00:03:37.469 --> 00:03:41.472]  The West was only shut down on average for about a year, the US only for about six months.
[00:03:42.513 --> 00:03:55.624]  Fully shut down, but we're gonna be looking at all of that today as well plus the exploding Crime rate thanks the Democrats defunding the police and telling police a slow roll Massive news on the whole poison shot front.
[00:03:55.644 --> 00:04:12.091]   We knew this was coming and whether it's people like the dictator of Venezuela Hugo Chavez or now socialist president Lula da Silva They're announcing forced injections of Pfizer shots Communists always closely allied with Big Pharma.
[00:04:13.033 --> 00:04:19.187]  For anyone that wants to ever have access to health care or any type of financial aid or support.
[00:04:20.586 --> 00:04:22.807]  And of course they're saying your children can't go to school if you don't take it.
[00:04:23.207 --> 00:04:24.667]  So that's where they want to bring us here.
[00:04:24.687 --> 00:04:26.448]  They're already trying it all around the world.
[00:04:27.048 --> 00:04:27.729]  Real tyranny.
[00:04:27.749 --> 00:04:38.912]  And there's been some new hearings with other top experts in the death actuary field, confirming the trend we've seen over two years, accelerating a massive increase in death of 150 plus percent.
[00:04:41.161 --> 00:04:43.804]  On the first shot alone, we've got all that.
[00:04:43.844 --> 00:04:48.130]  That's only a small window into what is coming up today.
[00:04:48.170 --> 00:04:53.036]  Hillary Clinton's giving a speech calling for banning cash, bringing cashless society, and so much more.
[00:04:53.416 --> 00:04:54.378]  Tomorrow's news today.
[00:04:54.438 --> 00:04:55.900]  Thanks for joining us on Super Bowl Sunday.
[00:04:58.802 --> 00:05:04.545]  This transmission is coming to you.
[00:05:04.645 --> 00:05:06.725]  Waging war on corruption.
[00:05:09.006 --> 00:05:22.092]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:05:22.912 --> 00:05:34.184]   So there is a steady stream of Chinese Communist balloons Coming in again, as I've told you, over the North Pole, down over Alaska, into Western Canada.
[00:05:35.165 --> 00:05:45.775]  And on Friday, and then again on Saturday, the United States shot down, using F-22 Raptors, two of those unidentified flying objects, which they now admit were balloons.
[00:05:47.731 --> 00:06:00.318]  They report that the avionics of the Sidewinder missiles were affected by what was on board, showing these things have some pretty sophisticated jamming on them, if you believe what we're hearing out of the Pentagon.
[00:06:00.859 --> 00:06:01.659]  They lie so much.
[00:06:02.780 --> 00:06:03.240]  Who knows?
[00:06:03.280 --> 00:06:05.822]  Like telling the troops the vaccine was tested and safe.
[00:06:06.262 --> 00:06:07.203]  It was all a damn lie.
[00:06:07.463 --> 00:06:08.443]  I don't dislike the troops.
[00:06:08.503 --> 00:06:10.645]  I love the troops and the folks in the military.
[00:06:11.325 --> 00:06:14.887]  Some of the best people in the country, but the folks running it are the enemies of the nation.
[00:06:14.907 --> 00:06:17.848]  That's how you bring a country down, is the enemies from within.
[00:06:18.708 --> 00:06:24.991]  So everywhere, Fox News, CNN, all of them have been hyping, is this an alien invasion?
[00:06:25.752 --> 00:06:33.795]  Even though by the end of Friday night, the Pentagon said it was another balloon, and by the end of Saturday night, the second one, okay, it was another balloon of some type.
[00:06:34.376 --> 00:06:39.478]  These much smaller than the gigantic one that was shot down last week.
[00:06:40.311 --> 00:06:43.053]  And the media is just all over the place on this.
[00:06:43.393 --> 00:06:44.954]  Project Bluebeam activated?
[00:06:45.015 --> 00:06:51.099]  Know all about the conspiracy theory going viral again after sightings of UFOs.
[00:06:51.499 --> 00:06:52.560]  That just means unidentified.
[00:06:52.920 --> 00:06:53.741]  So you know what it is.
[00:06:53.761 --> 00:06:59.445]  I mean, if a jet's flying at 50,000 feet, they see it on radar until they visualize it.
[00:06:59.465 --> 00:07:00.566]  It doesn't have transponders.
[00:07:00.606 --> 00:07:01.887]  They say it's unidentified.
[00:07:01.907 --> 00:07:02.827]  It just means it's not identified.
[00:07:04.609 --> 00:07:08.912]  Going viral again after sightings of UFOs in the U.S., Canada, and China.
[00:07:09.932 --> 00:07:11.594]  And so now, as the U.S.
[00:07:11.634 --> 00:07:26.328]  and China move more into a war stance with each other, both in rhetoric and with military forces, this is a way to saber-rattle further, and then meanwhile have the corporate media tell you it might be little green men.
[00:07:26.748 --> 00:07:29.991]  Here's the Newsweek's headline, Alien Invasions.
[00:07:31.132 --> 00:07:34.956]  Congressman addresses speculation after UFOs shot down.
[00:07:36.454 --> 00:07:41.276]  UFOs are being shot down left and right, and the internet thinks an alien attack is imminent.
[00:07:44.937 --> 00:07:48.478]  Another suspected flying something goes down near Alaska.
[00:07:50.179 --> 00:07:54.620]  Amidst a possible alien invasion, Biden undermines all his prior statements.
[00:07:56.561 --> 00:08:13.987]   And so that's Red State and Town Hall and CNN and all of them A day after, and in the case of Friday's shoot down, two days after, the Pentagon admits they were balloons and have been recovering with debris, they don't care.
[00:08:14.027 --> 00:08:16.768]  They just keep saying UFO, UFO, UFO.
[00:08:16.848 --> 00:08:18.730]  The public thinks UFO means an alien.
[00:08:18.790 --> 00:08:20.391]  No, it just means unidentified.
[00:08:21.731 --> 00:08:26.494]  China now claiming it has also intercepted a UFO off their coast.
[00:08:27.395 --> 00:08:30.496]  Here's what we know about the unidentified object shot down over North America, CNN.
[00:08:32.315 --> 00:08:36.916]  Baffled pilots who shot down mystery objects say it interfered with their sensors.
[00:08:38.957 --> 00:08:39.197]  U.S.
[00:08:39.217 --> 00:08:42.138]  jet shoots down unidentified object over northern Canada.
[00:08:43.358 --> 00:08:47.219]  China scrambles fighter jets to shoot down unidentified objects over its airspace.
[00:08:48.059 --> 00:08:56.422]  NORAD declares false alarm over mysterious airborne object over Montana after congressman said DOD was waiting till morning to get eyes on it.
[00:08:57.250 --> 00:08:58.291]  That's another one they're saying.
[00:08:58.311 --> 00:09:00.093]  I guess that'd be three if that's true.
[00:09:00.673 --> 00:09:04.677]  Scientist alien concern after finding space object sending signals to Earth.
[00:09:06.138 --> 00:09:08.561]  That's out of the Daily Star in the UK.
[00:09:09.782 --> 00:09:16.067]  Scientist became concerned when she thought signals were being sent to Earth from space, being sent by aliens.
[00:09:16.168 --> 00:09:16.888]  It goes on from there.
[00:09:19.451 --> 00:09:21.773]  Of course it was just another deep space satellite.
[00:09:23.373 --> 00:09:27.015]  There are tens of thousands of different satellites that have been launched since the 60s.
[00:09:27.655 --> 00:09:28.616]  They're all over the place.
[00:09:29.816 --> 00:09:38.800]  And I liken a satellite to a neighbor you've got a quarter mile away who's got a big, powerful telescope on their deck.
[00:09:39.821 --> 00:09:42.844]   And if you've got a telescope like that, They're incredible.
[00:09:42.904 --> 00:09:43.784]  In fact, I have one.
[00:09:43.824 --> 00:09:44.944]  It's in stores where I have time to use it.
[00:09:44.964 --> 00:09:45.925]  Bought it back in college.
[00:09:46.845 --> 00:09:48.985]  And the stars are cool to look at with it.
[00:09:49.025 --> 00:09:49.785]  The planets are neat.
