[00:00:00.000 --> 00:00:12.000]  [Music]
[00:00:12.000 --> 00:00:29.000]  [Music]
[00:00:29.000 --> 00:00:34.000]  It's Sunday, June 18th, 2023.
[00:00:34.492 --> 00:00:35.153]  Father's Day.
[00:00:36.673 --> 00:00:38.273]  And I am your host, Alex Jones.
[00:00:38.313 --> 00:00:40.414]  Very honored and blessed to be here with you tonight.
[00:00:42.839 --> 00:00:45.020]  And I'm not a big fan of Hallmark holidays.
[00:00:47.020 --> 00:00:56.282]  They invented Father's Day, they invented Mother's Day, but... At the same time, it's a good thing they invented it.
[00:00:56.602 --> 00:00:58.563]  They were looking for new holidays to sell products on.
[00:00:59.283 --> 00:01:02.003]  Cards and things like that, but we should celebrate mothers and fathers.
[00:01:02.764 --> 00:01:05.484]  Especially when they are under such incredible attack.
[00:01:07.505 --> 00:01:08.585]  When I was thinking, I don't like...
[00:01:10.120 --> 00:01:13.323]  Kind of Hollywood corporate holidays is what I meant to say.
[00:01:13.363 --> 00:01:35.260]  I guess that would be something like Halloween, which was not celebrated until the 50s in this country, and overshadows Christian and Catholic holidays of all Saints' Eve, and remembering those that have passed in your family lineage, similar to the Day of the Dead.
[00:01:36.388 --> 00:01:43.992]  Celebrated in Mexico is about remembering your ancestors and not celebrating ghouls and goblins, but people can do whatever they want.
[00:01:44.812 --> 00:01:52.696]  The point is is that that's how they turned Christmas from Jesus into Santa Claus and then Easter into an Easter Bunny with candy eggs.
[00:01:52.736 --> 00:02:01.582]   They know exactly what they're doing, but In the case of Mother's Day and Father's Day, it's a good, healthy holiday, just like my favorite holiday is Thanksgiving.
[00:02:01.602 --> 00:02:04.403]  It's about family and getting together and being thankful to God.
[00:02:05.383 --> 00:02:08.464]  Not that I'm perfect, I just don't like these fake corporate holidays.
[00:02:08.504 --> 00:02:09.444]  But I've kind of digressed.
[00:02:09.464 --> 00:02:24.779]   What I really don't like is the puppet president that clearly stole the election, Joe Biden, who couldn't get 50 people to a rally and hid in the basement during the campaign, and now he's come out In the last few days, and spoken against the Second Amendment.
[00:02:25.779 --> 00:02:32.380]  And for those that are not gun owners or don't know basic stuff, a gun brace does not make a higher caliber go out the barrel.
[00:02:33.340 --> 00:02:37.141]  You can only shoot the caliber in a gun that the barrel's made for, or it'll blow up on you.
[00:02:38.382 --> 00:02:45.163]  So it's just made up there, and everything else he says is a lie too, but here he is in his normal bumbling fashion.
