[00:00:00.000 --> 00:00:05.200]  [MUSIC]
[00:00:05.200 --> 00:00:12.320]   Russia's Deputy President Dmitry Medvedev and of course their President Putin have continued
[00:00:12.320 --> 00:00:19.280]   to threaten that if more missiles are moved into range of Russia, they will start attacking NATO targets.
[00:00:19.429 --> 00:00:21.050]  And now that there are U.S.
[00:00:21.110 --> 00:00:30.777]  aircraft carriers in range with hypersonic missiles, he said this isn't basically a threat, it's a promise on behalf of the Russian Air Force that we may attack you.
[00:00:31.218 --> 00:00:33.760]  China says they own the South China Sea.
[00:00:34.420 --> 00:00:38.525]  They're a thousand miles away, literally attacking fishing boats in the Philippines.
[00:00:38.905 --> 00:00:49.518]  Philippine Coast Guard divers cut an underwater cable and unmoored a 300-meter floating barrier that China placed to prevent Philippine fishing vessels from accessing the Scarborough Shoal.
[00:00:50.439 --> 00:00:56.024]  A gesture that underscores Manila's growing defiance of Beijing's claims to the prime fishing grounds.
[00:00:56.985 --> 00:01:03.190]  The tiny mid-ocean outcrop seized by China in 2012 has become a global geopolitical flashpoint.
[00:01:04.051 --> 00:01:07.374]  And attacking oil drilling platforms off the coast of Vietnam.
[00:01:07.674 --> 00:01:12.639]  I think Putin is out of line saying that the US aircraft carriers can't be in the Mediterranean.
[00:01:13.239 --> 00:01:14.340]  That's a free open sea.
[00:01:14.781 --> 00:01:16.803]  And there's Russian nuclear submarines off our coast.
[00:01:17.523 --> 00:01:19.666]  Admiral James Foggo, the commander of U.S.
[00:01:19.726 --> 00:01:31.042]  naval forces in Europe, is particularly concerned about this submarine, the Severodvinsk, nuclear-powered and armed with land-attack cruise missiles with a range greater than 1,000 miles.
[00:01:32.944 --> 00:01:37.528]  The Severodvinsk is a brand new class of submarine and it's very capable, it's very quiet.
[00:01:38.128 --> 00:01:42.372]  So that's the most important thing, I think, in submarine warfare.
[00:01:42.532 --> 00:01:46.675]  When you say quiet, you're saying harder to detect, harder to track.
[00:01:47.095 --> 00:01:48.657]  Yeah, that's what I'm saying.
[00:01:49.117 --> 00:01:49.697]  Does that sub?
[00:01:50.839 --> 00:01:52.220]  Come down into the Atlantic?
[00:01:52.360 --> 00:02:00.723]  Suffice it to say that the Russians have increased their presence in all bodies of water around Europe and in the Atlantic.
[00:02:00.783 --> 00:02:09.567]  Pentagon officials told 60 Minutes that last summer the Severodvinsk slipped into the Atlantic Ocean and for weeks evaded all attempts to find it.
[00:02:10.127 --> 00:02:13.549]  In peacetime, losing a Russian sub in the Atlantic is embarrassing.
[00:02:14.309 --> 00:02:16.450]  In a crisis, it could be a disaster.
[00:02:17.412 --> 00:02:21.713]  Think about the global infrastructure that rests on the bottom of the ocean.
[00:02:21.733 --> 00:02:23.914]  You're talking about the undersea cables?
[00:02:24.354 --> 00:02:24.874]  That's correct.
[00:02:25.894 --> 00:02:32.716]  Those fiber-optic cables carry 99.4% of the data exchanged over the Internet by the U.S.
[00:02:32.796 --> 00:02:34.537]  and its allies and trading partners.
[00:02:35.287 --> 00:02:40.992]  Depending on your point of view, they are either the backbone or the Achilles heel of the world economy.
[00:02:41.412 --> 00:02:44.415]  So are we going to threaten to nuke Russia because they got nuclear weapons off our coast?
[00:02:44.895 --> 00:02:45.636]  This needs to stop.
[00:02:45.656 --> 00:02:46.617]  It needs to stop right now.
[00:02:46.657 --> 00:02:47.538]  This is out of control.
[00:02:48.157 --> 00:02:55.460]  I'm not going to sit there and back any one group and then distort my research to comport with that group.
