[00:00:00.000 --> 00:00:16.650]   *outro* I am Chase Geyser filling in for the great Alex Jones.
[00:00:16.890 --> 00:00:19.432]  So much news to cover tonight, this Sunday night.
[00:00:19.472 --> 00:00:20.253]  Thank you for tuning in.
[00:00:20.293 --> 00:00:25.178]  Make sure you visit InfoWars.com forward slash show and share the link.
[00:00:25.618 --> 00:00:30.422]  Make sure you visit InfoWarsStore.com and be part of the reason why InfoWars is still on the air.
[00:00:31.363 --> 00:00:32.204]  So much to cover.
[00:00:32.324 --> 00:00:33.564]  I don't even know where to start.
[00:00:33.644 --> 00:00:37.987]  I guess we'll start with this government shutdown fiasco.
[00:00:38.827 --> 00:00:44.191]  McCarthy days ago, of course, before this temporary resolution passed, said there's no path forward.
[00:00:44.671 --> 00:00:48.833]  The Senate stopgap bill is dead on arrival as shutdown approaches.
[00:00:50.475 --> 00:00:56.864]  And the update as of the 30th was that it looks like the Senate isn't willing to strip Ukraine funds from the continuing resolution.
[00:00:57.044 --> 00:01:05.676]  In a Friday night tweet, House Speaker Kevin McCarthy, Republican of California, said that the misguided Senate bill has no path forward and is dead on arrival.
[00:01:06.881 --> 00:01:12.321]   out. The House will continue to work around the clock to keep government open and prioritize
[00:01:12.321 --> 00:01:17.961]   the needs of American people. This of course was due to a conflict of interest between
[00:01:17.961 --> 00:01:24.001]   Republicans who are less inclined to fund Ukraine and Democrats who insist that we should.
[00:01:24.001 --> 00:01:30.080]   Of course, this can't be said for all Republicans because you'll see that we did pass a temporary
[00:01:30.080 --> 00:01:34.881]   budgetary bill that seems to support Ukraine. But the problem I have with this particular
[00:01:34.881 --> 00:01:41.240]   tweet is the emphasis on the importance of keeping government open. I mean, I think this
[00:01:41.240 --> 00:01:45.481]   is part of the reason why people are so disenfranchised with McCarthy is that...
[00:01:45.481 --> 00:01:55.481]  [BLANK_AUDIO]
