[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:27.480 --> 00:00:32.000]  InfoWars, the most banned network in the world.
[00:00:32.644 --> 00:00:34.725]  It's Wednesday, April 12th, 2023.
[00:00:35.165 --> 00:00:37.685]  I'm your host, Alex Jones.
[00:00:37.705 --> 00:00:44.047]  Steve Bannon's joining us with really important information and intelligence in 15 minutes.
[00:00:45.047 --> 00:00:46.427]  We have more guests as well, I'll tell you about.
[00:00:46.447 --> 00:00:49.928]  This news is so big that I'm not going to say it with a bunch of excitement.
[00:00:49.948 --> 00:00:51.108]  I'm just going to say it very calmly.
[00:00:52.908 --> 00:00:55.089]  We are kicking New World Order ass right now.
[00:00:56.092 --> 00:01:04.660]  But they are trying to openly, as you already know, get us deeper into what's already begun, World War III, because they are that desperate, they're in that much trouble.
[00:01:06.462 --> 00:01:39.325]   But, I was looking at the news this morning and last night, and it really dawned on me That we need to put a compilation together of Trump, Robert Kennedy Jr., and Ron Paul, and Elon Musk, and the list goes on and on, Bolsonaro, Viktor Orban, all coming out and saying there is a global corporate system establishing a worldwide tyranny allied with China.
[00:01:40.748 --> 00:01:42.669]  And it's at war with us, and it is a coup.
[00:01:43.790 --> 00:01:46.871]  Just today, you guys give me a favor, bring me a water, thanks.
[00:01:48.172 --> 00:01:51.453]  Just today, gotta get a water.
[00:01:53.374 --> 00:02:14.148]   Just today, you have Trump saying it again, you have Ron Paul, you have Robert Kennedy Jr., All giving speeches saying, we have a globalist dictatorship running America, and it's already started World War III.
[00:02:14.709 --> 00:02:20.534]  Now I know you as an audience already know this, and this coup's been ongoing for a while.
[00:02:24.784 --> 00:02:30.145]  But I've said this probably 5,000 times until your ears bled and I don't apologize for it.
[00:02:30.165 --> 00:02:32.086]  Because I'm not just here to entertain people.
[00:02:32.746 --> 00:02:34.326]  I'm here as an emergency beacon.
[00:02:34.727 --> 00:02:37.667]  So you may have already gotten the message or you already knew about it before you ever listened to me.
[00:02:38.728 --> 00:02:39.228]  That's fine.
[00:02:39.928 --> 00:02:40.928]  You already are on the team.
[00:02:41.548 --> 00:02:48.250]  We're trying to reach people that aren't aware of what's going on because the psyche is very fertile right now for people to really wake up.
[00:02:49.724 --> 00:02:57.909]  So we're a beacon that goes bzzz, bzzz, bzzz, bzzz, bzzz, and sends out that transmission to people to understand what's going on.
[00:02:57.929 --> 00:03:00.891]  So you've heard me say this literally thousands of times.
[00:03:01.211 --> 00:03:16.753]   When we identify the globalists, and that they're criminal, and they're illegitimate, and they're eugenicist depopulationists, who are completely psychotic, and believe they're going to become god men that merge with machines, homo sapien It's 2.0.
[00:03:17.534 --> 00:03:20.295]  You realize, my gosh, all we can do is resist these people.
[00:03:20.315 --> 00:03:21.396]  There's not even a debate about it.
[00:03:22.036 --> 00:03:25.258]  They're coming after 99.99999% of us.
[00:03:26.639 --> 00:03:35.983]  And when we just recognize the elephant in the room, that this is not our government at the top, and that the bureaucracy has hijacked things and is stealing elections, it's game over.
[00:03:36.184 --> 00:03:37.984]  This is an illegitimate government.
[00:03:39.325 --> 00:03:42.767]  And they're even weaponizing local jurisdictions and making them illegitimate.
[00:03:43.680 --> 00:03:49.641]  And there's a process the globalists talk about of discrediting nation-states while they use the nation-states to build globalism.
[00:03:50.401 --> 00:04:00.624]  The globalists admit Schwab gives endless speeches, Larry Fink of BlackRock gives endless speeches, we played them here, of how they're going to use the nation-states to carry out their goals and operations.
[00:04:01.164 --> 00:04:04.604]  There's going to be a time of great anger and upheaval and collapse.
[00:04:05.225 --> 00:04:11.566]  And then they ride in on their white horse as the savior to bring in the new system that's ten times worse.
[00:04:13.953 --> 00:04:17.055]  But they sit up there like we're not watching and listening to them like we're idiots.
[00:04:17.576 --> 00:04:20.118]  And they've always had disdain for the public, but the public can't figure that out.
[00:04:20.418 --> 00:04:20.978]  Well, guess what?
[00:04:21.038 --> 00:04:23.881]  The public's not as stupid as you thought we were.
[00:04:24.241 --> 00:04:26.883]  And so now, you're uncloaked.
[00:04:27.804 --> 00:04:28.284]  We see you.
[00:04:28.304 --> 00:04:29.145]  You're naked, Jack.
[00:04:29.925 --> 00:04:31.466]  And you're in a lot of trouble.
[00:04:32.107 --> 00:04:40.338]   So you better stop with the World War crap, stop with the poison shots, or I'm telling you, I'm telling you, you can see where this leads.
