[00:00:23.467 --> 00:00:31.511]  It's a special edition of InfoWars Nightly News, September 6, 2011 on this Tuesday edition.
[00:00:31.931 --> 00:00:34.192]  And what an important transmission this evening.
[00:00:34.692 --> 00:00:40.455]  I'm just five, six miles away from some of the worst wildfires Texas has seen in its history.
[00:00:41.155 --> 00:00:42.756]  The media is reporting.
[00:00:43.557 --> 00:00:47.619]  Tens of thousands of acres, well over a thousand homes destroyed.
[00:00:48.380 --> 00:00:51.722]  There are fires encircling the city and inside the city.
[00:00:52.242 --> 00:00:57.725]  The biggest one stretches over 20 miles long, jumping the Colorado River.
[00:00:58.486 --> 00:00:59.967]  This all began when record
[00:01:01.405 --> 00:01:07.130]  High-powered winds hit the state that's been ravaged by drought on Sunday.
[00:01:07.770 --> 00:01:15.697]  I watched as fires neared my home just a few miles away as the Sheriff's Department tried to dump water on it from helicopters.
[00:01:16.517 --> 00:01:23.002]  Well, tonight we're going to break down the fact that the feds have done what they always do.
[00:01:23.988 --> 00:01:28.692]  They've come in, taken control of the situation, and ordered the firefighters to stand down.
[00:01:29.412 --> 00:01:30.533]  That's coming up.
[00:01:30.993 --> 00:01:41.101]  Also, we're going to be looking at Fukushima, six-plus months in on this incredible disaster, and the fact that it's still belching more radiation.
[00:01:41.501 --> 00:01:47.046]  Just to point out that governments can't and won't protect you, and have a long history of lying to the public.
[00:01:47.566 --> 00:02:01.697]  And of course, we'll tie in the crises here in Texas and the things that FEMA is doing with the gun confiscation by FEMA in Katrina more than five years ago.
[00:02:02.298 --> 00:02:03.879]  That's all coming up tonight.
[00:02:04.259 --> 00:02:09.643]  So first, let's get into the wildfires here in the state of Texas.
[00:02:10.044 --> 00:02:11.665]  There are fires up in Dallas.
[00:02:11.685 --> 00:02:13.746]  There are fires down by San Antonio.
[00:02:14.307 --> 00:02:15.108]  Record drought.
[00:02:15.868 --> 00:02:20.770]  But the worst we've seen this year are surrounding Austin, Texas.
[00:02:21.331 --> 00:02:23.332]  Bastrop County, just east of town.
[00:02:23.852 --> 00:02:25.993]  Huge fire stretching over 20 miles.
[00:02:27.313 --> 00:02:31.015]  Fires at Steiner Ranch community, shutting down the community.
[00:02:31.435 --> 00:02:33.877]  Fires out in the Dripping Springs area.
[00:02:34.257 --> 00:02:36.038]  Major roads shut down.
[00:02:36.738 --> 00:02:38.699]  All of this happening.
[00:02:39.855 --> 00:02:53.004]  And in the middle of it, we have Governor Rick Perry, who pledged not to run for president, who now has come back to Texas, and he's saying that he's going to take good care of everybody and that the campaign means nothing.
