[00:00:04.810 --> 00:00:08.993]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.654 --> 00:00:10.455]  You want answers?
[00:00:11.235 --> 00:00:12.136]  Well, so does he.
[00:00:12.776 --> 00:00:16.379]  He's Alex Jones on the GCN Radio Network.
[00:00:16.980 --> 00:00:21.043]  And now, live from Austin, Texas, Alex Jones.
[00:00:38.194 --> 00:00:39.675]  Welcome, ladies and gentlemen.
[00:00:39.735 --> 00:00:44.816]  This is the Friday, September 30th edition of the Alex Jones Show.
[00:00:44.916 --> 00:00:48.018]  I, of course, am not Alex Jones, but I'm sitting in until he gets back.
[00:00:48.498 --> 00:00:51.559]  But he is scheduled to join us later in the show, in the second hour.
[00:00:51.959 --> 00:00:57.341]  We also have on today Paul Joseph Watson, who's going to talk about the latest news on Al Lockheed's death.
[00:00:58.041 --> 00:01:03.926]  And also on reporters who say gold has no intrinsic value but the US dollar does.
[00:01:03.946 --> 00:01:24.461]  Now of course terrorism news is in the top of the stack today but there's lots of political news as well with Ron Paul going head-to-head in polls in Florida with Obama matching entirely Mitt Romney and Perry way behind in the polls and the other candidates not even really showing up.
[00:01:24.942 --> 00:01:25.162]  We have
[00:01:25.162 --> 00:01:31.689]  We have primary states looking to move the date forward, skipping ahead of Florida, if they move the date forward.
[00:01:33.712 --> 00:01:44.564]  But of course, the top news, as I said, is the report that radical US-born cleric Anwar al-Awlaki has been killed by a drone attack in Yemen.
[00:01:45.418 --> 00:02:14.787]  Of course they haven't confirmed this and he's been previously reported dead also by a drone attack but it's very convenient to tie up loose ends for the man they say was connected to all sorts of plots from the underwear bomber on down all the FBI sting setup attacks that have been allegedly busted over the past several years all just provocateur nonsense for the most part we have Steve Watson's article no more Pentagon dinners Al Qaeda leader killed again
[00:02:15.928 --> 00:02:17.449]  According to a senior U.S.
[00:02:17.489 --> 00:02:25.735]  administration official, Al-Qaeda boogeyman Anwar al-Awlaki has been reported killed in an airstrike in Yemen, the exact same way he died in 2009.
[00:02:25.796 --> 00:02:43.008]  The Yemeni Defense Ministry confirmed the claim, and the timing, according to Time Magazine, is very strategic, as Yemeni President Ali Abdullah Saleh has returned from four months of medical treatment and is otherwise under political fire in the country.
[00:02:43.869 --> 00:02:50.253]  Now, Al-Awlaki, it came out in 2010, October, in Fox News.
[00:02:51.293 --> 00:02:54.675]  Al-Qaeda leader dined at the Pentagon just months before 9-11.
[00:02:54.735 --> 00:02:59.418]  That's right, Anwar al-Awlaki invited to the Pentagon, met with Pentagon leaders.
[00:02:59.858 --> 00:03:02.620]  That's all come out and I really think it's a convenient
[00:03:03.140 --> 00:03:17.534]  Thing that he's now dead, a way to tie up loose ends for another embarrassing, obvious Pentagon CIA asset who they wanted out of the way and out of the public's mind, somewhere on the top of the terror list, in the top three I believe, if not number one.
[00:03:18.215 --> 00:03:27.644]  One it most wanted terrorist, just as Osama Bin Laden was conveniently done away with prior to the 9-11 anniversary as Obama's polls continued to sink.
[00:03:29.360 --> 00:03:45.996]  Stinking so much are Obama's public approval numbers that some advisors say he may even bow out of the race and claim he's going to fix the economy and therefore not run again because the Democratic Party is so weakened and Obama has very little chance of being re-elected.
[00:03:46.016 --> 00:03:51.721]  Of course he's not going to be able to do anything to fix the economy with the strategies they're obviously looking to further.
[00:03:52.362 --> 00:03:54.604]  Also later in the show we have Michael Moore
[00:03:56.960 --> 00:04:03.764]  And a clip with We Are Change, Luke Radowsky filmed yesterday saying, we don't need to end the Fed, we need to end capitalism.
[00:04:06.045 --> 00:04:07.446]  That speaks for itself, I think.
[00:04:08.126 --> 00:04:13.108]  And plenty of news about the European debt crisis and another round of Greek bailouts.
[00:04:13.529 --> 00:04:16.850]  Germany on the cusp of approving that bailout most likely.
[00:04:16.910 --> 00:04:24.755]  They're saying that Merkel will probably have to make some concessions, but it's not really a question of whether or not they'll actually get approval for the new
[00:04:25.735 --> 00:04:27.217]  Emergency bailout vehicle.
[00:04:27.797 --> 00:04:29.979]  All that and more coming up on the show.
[00:04:30.500 --> 00:04:31.521]  So stay tuned.
[00:04:31.921 --> 00:04:33.062]  InfoWars.com.
[00:04:33.082 --> 00:04:34.203]  Aaron Dyke sitting in.
[00:04:34.363 --> 00:04:36.405]  Alex on the way in this program.
[00:04:36.765 --> 00:04:37.927]  And back again Monday.
[00:04:38.007 --> 00:04:38.687]  Stay with us.
[00:04:39.028 --> 00:04:40.389]  Bob Chapman in the third hour.
[00:04:40.749 --> 00:04:41.850]  And Paul Watson coming up.
[00:04:42.211 --> 00:04:43.312]  InfoWars.com.
[00:05:00.100 --> 00:05:03.584]  Hello, this is Steve Schenck with an urgent update from eFoods Direct.
[00:05:03.845 --> 00:05:04.506]  Folks, we're all
[00:05:07.466 --> 00:05:15.990]  E-Foods Direct has been doing all we can this year to help you get food before the perfect storm of exploding food prices from the 2011 harvest.
[00:05:16.230 --> 00:05:20.772]  During September, E-Foods is giving you free shipping on your food supply orders.
[00:05:21.053 --> 00:05:24.894]  But you have to understand, we're entering the eye of the food cost storm.
[00:05:25.195 --> 00:05:32.078]  Ethanol is boosting gas prices and driving corn costs so high our wheat for bread is going into animal feed.
[00:05:32.458 --> 00:05:35.199]  And pasta wheat cost has doubled since last year.
[00:05:35.539 --> 00:05:40.501]  I strongly advise you to get your order in before the free shipping deadline, September 30th.
[00:05:40.701 --> 00:05:44.482]  Free shipping, including Alaska and Hawaii, ends September 30th.
[00:05:44.722 --> 00:05:45.042]  Call 800-409-5633.
[00:05:45.062 --> 00:05:46.863]  On the web, efoodsdirect.com slash Alex.
[00:05:46.903 --> 00:05:50.724]  That's 800-409-5633 or efoodsdirect.com slash Alex.
[00:05:50.984 --> 00:05:52.605]  Remember, you can bet your life on eFoodsDirect.
[00:06:01.158 --> 00:06:02.660]  Hi folks, this is Alex Jones.
[00:06:02.880 --> 00:06:07.906]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:06:08.186 --> 00:06:09.548]  Saving means to make money.
[00:06:09.728 --> 00:06:18.518]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:06:19.239 --> 00:06:26.343]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:06:26.783 --> 00:06:34.387]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:06:34.787 --> 00:06:39.689]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:06:40.010 --> 00:06:42.171]  Getting a free catalog is easy by calling 800-340-7091.
[00:06:44.952 --> 00:06:47.855]  Or see Calvin on the web at 5starsoap.com.
[00:06:48.155 --> 00:06:50.457]  Take charge of your health now by calling 800-340-7091.
[00:06:50.537 --> 00:06:52.659]  Or see Calvin on the web at 5starsoap.com.
[00:07:01.751 --> 00:07:03.072]  You're subject to other police action.
[00:07:03.892 --> 00:07:04.812]  Tyranny is here.
[00:07:05.172 --> 00:07:08.793]  The grim future foretold in 1984 has become reality.
[00:07:08.813 --> 00:07:11.314]  It really says that the state is God.
[00:07:11.334 --> 00:07:16.416]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:07:17.196 --> 00:07:23.464]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:07:23.865 --> 00:07:29.411]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:07:29.852 --> 00:07:33.517]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[00:07:34.017 --> 00:07:38.001]  Prepare to enter the secretive world of emergency dictatorship.
[00:07:38.301 --> 00:07:44.227]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[00:07:44.247 --> 00:07:47.230]  It's only the beginning of the New World Order's hellish plan.
[00:07:47.810 --> 00:07:49.212]  The police state isn't coming.
[00:07:49.792 --> 00:07:50.293]  It's here.
[00:07:50.913 --> 00:07:57.720]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:08:01.724 --> 00:08:07.747]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:08.347 --> 00:08:11.329]  It's Alex Jones and the GCN Radio Network.
[00:08:29.557 --> 00:08:33.761]  We are back at Infowars.com on this Friday, September 30th edition.
[00:08:33.801 --> 00:08:52.697]  If you just joined us, as we already started discussing, Al-Qaeda leader who dined at the Pentagon just reported dead in Yemen, also sort of justifying these drone attacks going on over there in one of the many regions in the Middle East and Central Asian region where the U.S.
[00:08:52.737 --> 00:08:55.539]  is involved in wars or operations other than war.
[00:08:56.480 --> 00:09:05.906]  Anwar al-Awlaki, the top or near top al-Qaeda asset, the CIA lackey as Webster Tarpley would call him, reported dead.
[00:09:06.366 --> 00:09:14.291]  The radical US-born Muslim cleric and one of the most influential al-Qaeda operatives, one of the US, was killed Friday in an airstrike.
[00:09:15.242 --> 00:09:26.912]  And again, as we reported many times before, in 2010 it came out that Anwar al-Awlaki dined at the Pentagon with top military brass, and he's just another asset, of course.
[00:09:27.884 --> 00:09:38.769]  Now in other news, but related on the terror front, we have Kurt Nemo's article from today, FBI plot to blow up Pentagon and Capitol with model planes, remote controlled airplanes.
[00:09:39.230 --> 00:09:53.897]  And this is of course another provocateur set up sting action from the FBI as almost every reported terror plot, everything they publicized in the past several years, almost this whole decade of the war on terror has been repeatedly
[00:09:54.497 --> 00:10:03.863]  It has proved to be a setup where the FBI agents provocateur them into action, gave them the bombs and set them up and then arrested them for publicity.
[00:10:04.464 --> 00:10:14.631]  Now we have the homegrown terror narrative took a bizarre turn this week when the government arrested an American on charges he planned to blow up the Pentagon and the US Capitol with a model airplane.
[00:10:15.211 --> 00:10:24.552]  Reswan Firdos, a US citizen from Ashland, Massachusetts, duped into thinking a harmless substance provided by the FBI was C4 plastic explosives.
[00:10:25.578 --> 00:10:30.399]  FBI agents also gave Firdos six AK-47 assault rifles and three grenades.
[00:10:30.899 --> 00:10:32.019]  None of the weapons worked.
[00:10:32.819 --> 00:10:34.900]  But now it's a big scare in the news, of course.
[00:10:35.500 --> 00:10:43.361]  Firdos bought a model airplane for $6,500, kept it secreted away in a rented storage facility in Massachusetts.
[00:10:43.921 --> 00:10:46.602]  Then the FBI gave their dude money to buy the toy.
[00:10:46.962 --> 00:10:53.743]  He had plans to buy other military-style model aircraft and allegedly was going to target the Pentagon and White House.
[00:10:54.747 --> 00:10:58.990]  Now, if you believe this is real terrorism, I guess you're going to continue to buy anything.
[00:10:59.630 --> 00:11:02.532]  I want to go now, though, to a Geraldo clip on Fox News.
[00:11:02.572 --> 00:11:11.917]  You got O'Reilly trying to shut him up and talk over him, but he's talking about how all these plots have been totally bogus, just setups, that it's not, this is not real crime.
[00:11:11.957 --> 00:11:13.058]  Maybe these aren't good people.
[00:11:13.478 --> 00:11:17.181]  Maybe they do hate America, but they never had the means to carry out attacks.
[00:11:18.081 --> 00:11:19.722]  They were simply provocateur.
[00:11:19.762 --> 00:11:21.043]  Can we go to that clip now, please?
[00:11:21.343 --> 00:11:22.684]  All right, real quick, we only have 90 seconds.
[00:11:23.144 --> 00:11:27.187]  Another Muslim guy arrested in Maryland by the FBI in a sting operation.
[00:11:27.207 --> 00:11:30.129]  Apparently this guy wanted to blow up a military recruiting center.
[00:11:30.149 --> 00:11:30.529]  Bogus!
[00:11:30.829 --> 00:11:31.430]  Absolutely bogus!
[00:11:31.450 --> 00:11:32.651]  All right, just tell us what happened.
[00:11:32.691 --> 00:11:36.053]  Antonio Martinez, a 21-year-old, converts to Muslim.
[00:11:36.093 --> 00:11:40.036]  He's writing on his Facebook page, I hate people who hate Islam.
[00:11:40.076 --> 00:11:42.257]  I hate people who don't believe in the prophet.
[00:11:42.597 --> 00:11:45.860]  I'm really, really pissed off at what's going on in Iraq and Afghanistan.
[00:11:46.180 --> 00:11:47.060]  So what happens?
[00:11:48.061 --> 00:11:49.282]  Some informers
[00:11:49.522 --> 00:11:52.525]  Tip off the FBI that this guy is writing this crap in his Facebook.
[00:11:52.805 --> 00:11:56.729]  They send in, you know, undercover people posing as radicals.
[00:11:57.009 --> 00:11:58.670]  And they seduce this kid.
[00:11:59.011 --> 00:12:00.832]  And you were there, you heard the seduction.
[00:12:00.852 --> 00:12:03.535]  Same way they seduced the people from Newburgh, New York.
[00:12:03.775 --> 00:12:07.498]  Same way they seduced the people from the Sears power conspiracy.
[00:12:07.659 --> 00:12:10.501]  They seduced him in the same way they did that young man in Oregon.
[00:12:11.562 --> 00:12:11.662]  Okay.
[00:12:36.738 --> 00:12:37.819]  Well, you get the idea.
[00:12:37.899 --> 00:12:39.881]  Now, that's an older story, of course.
[00:12:39.942 --> 00:12:42.765]  That was from, I believe, about a year and a half ago.
[00:12:42.805 --> 00:12:44.927]  That was Muhammad Hussein.
[00:12:44.947 --> 00:12:47.890]  We're talking today, of course, about Rezwan Firdaus.
[00:12:48.271 --> 00:12:49.812]  But it's the same old story.
[00:12:50.313 --> 00:12:55.539]  And just by coincidence, you have Anwar al-Awlaki connected to almost all of these bogus
[00:12:56.059 --> 00:13:00.684]  Set up terror plots, everything down to the underwear bomber, and much, much more.
[00:13:01.085 --> 00:13:01.926]  Now look what happened in 1993.
[00:13:02.526 --> 00:13:08.293]  You had the first attempted bombing at the World Trade Center, which did kill four people.
[00:13:08.833 --> 00:13:10.054]  And we have the audio tapes.
[00:13:10.114 --> 00:13:11.456]  I know Alex has played them before.
[00:13:11.596 --> 00:13:14.840]  I've heard those tapes where the, uh, I don't have the name handy.
[00:13:14.880 --> 00:13:15.741]  I'm going from memory.
[00:13:16.221 --> 00:13:25.966]  But the informants started getting freaked out because the FBI was planning to give real explosives to the radical Islam people they were setting up to blow up the World Trade Center.
[00:13:26.386 --> 00:13:30.228]  Now we're talking about situations where the FBI trained them, coerced them as
[00:13:31.428 --> 00:13:37.109]  Geraldo says in this clip, seduced them and then gave them real bombs and showed them even how to use them.
