[00:00:07.810 --> 00:00:11.932]  Waging war on corruption.
[00:00:12.172 --> 00:00:17.776]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:28.053 --> 00:00:29.194]  Yeah, we see the earth.
[00:00:29.254 --> 00:00:30.796]  We know what's going on on this planet.
[00:00:30.816 --> 00:00:31.937]  We've studied human history.
[00:00:31.957 --> 00:00:42.167]  We've studied the corrupt ruling class in all of their entitled arrogance and insider crony capitalist eugenics corruption.
[00:00:42.748 --> 00:00:49.695]  Thank you so much for joining us on this live Sunday transmission and believe me we've got incredibly
[00:00:50.496 --> 00:00:53.379]  Incredibly important information for you today.
[00:00:53.399 --> 00:00:57.284]  It is, of course, four o'clock central and one minute now.
[00:00:58.185 --> 00:00:59.326]  That's five o'clock eastern.
[00:01:00.187 --> 00:01:00.667]  Two o'clock.
[00:01:01.834 --> 00:01:06.257]  Pacific, 3 o'clock mountain, but wherever you're listening in the world, thank you for joining us.
[00:01:06.737 --> 00:01:13.361]  It is the 27th day of November 2011, and we're going to be here for the next two hours.
[00:01:14.422 --> 00:01:29.571]  And start your engines, start your thinking processes, because when I get back from this break, it is just unbelievable quickening and acceleration, and six months from now, this quickening, this acceleration in world events will look tame.
[00:01:30.271 --> 00:01:35.693]  Strap yourselves in, get right with God, because the world is going to get crazier and crazier.
[00:01:36.053 --> 00:01:54.578]  We are entering world government run by absolutely the most villainous, verminous form of snake-like, wicked-doers that you could possibly imagine.
[00:01:56.179 --> 00:01:59.540]  The Hedge of Protection is being removed from Western nations.
[00:02:01.306 --> 00:02:05.667]  And evil is flooding in right now, like so much swamp water.
[00:02:06.928 --> 00:02:09.168]  Unbelievable information today.
[00:02:09.188 --> 00:02:16.590]  A, I want to look at something we've been aware of for a while, but finally got a lot of attention.
[00:02:17.070 --> 00:02:26.653]  And not only is the story huge, but the response by the trolls and their deception is very, very telling and it's very informative.
[00:02:27.782 --> 00:02:39.511]  And by exposing deception, those out there listening will learn how to detect it and learn the playbook of the enemy, and then you can teach others and be aware of it, because the people perish for lack of knowledge.
[00:02:39.751 --> 00:02:41.312]  The truth will set you free.
[00:02:41.772 --> 00:02:44.234]  Knowledge is power.
[00:02:44.314 --> 00:02:45.355]  You know all the clichés.
[00:02:45.375 --> 00:02:46.796]  They're clichés because they're true.
[00:02:48.743 --> 00:02:51.706]  Senate moves to allow military to intern Americans without trial.
[00:02:52.346 --> 00:02:55.429]  NDAA detention provision would turn America into a battlefield.
[00:02:55.469 --> 00:02:58.191]  Now, Ron Paul's come out and said that's what this does.
[00:02:58.572 --> 00:02:59.693]  The ACLU has.
[00:03:01.975 --> 00:03:11.924]  And within minutes of our article going up, there were trolls on there, the usual suspects, lying and saying it doesn't say what Ron Paul
[00:03:13.851 --> 00:03:24.965]  The ACLU, Infowars.com have said, because the bill is written by slimebag lawyers and the people coming into the site were already there with their playbook of lies.
[00:03:26.328 --> 00:03:28.109]  Now that shows you we're hurting these people.
