[00:00:25.325 --> 00:00:32.370]  It is September 12, 2011 on this Monday edition of Infowars Nightly News.
[00:00:33.451 --> 00:00:40.696]  Coming up, we're going to interview the director of the amazing documentary film, American Dream, Ted Lumpkin.
[00:00:41.316 --> 00:00:44.058]  Then, the former head of policy at the U.S.
[00:00:44.118 --> 00:00:45.479]  Treasury under Reagan.
[00:00:46.320 --> 00:01:01.834]  Dr. Paul Craig Roberts will join us to talk about austerity riots going on across Europe right now, and the fact that a open world government has been announced to be run by private finance oligarchs as a solution to the financial crisis.
[00:01:02.475 --> 00:01:03.956]  That is all coming up tonight.
[00:01:04.397 --> 00:01:07.720]  But first, I want to get into some of the news.
[00:01:09.147 --> 00:01:18.874]  Special note, here in a few minutes I'm going to get into some information that is late-breaking and extremely distressing concerning the future of our Republic.
[00:01:19.234 --> 00:01:20.155]  So please stay with us.
[00:01:20.896 --> 00:01:23.778]  But first, former U.S.
[00:01:24.018 --> 00:01:31.804]  delegate to the Congress has reported that in Libya he witnessed
[00:01:32.910 --> 00:01:39.939]  NATO troops beheading pro-Muammar Gaddafi fighters, an international war crime.
[00:01:41.642 --> 00:01:45.427]  And even mainstream media is being forced to report that.
[00:01:46.997 --> 00:01:49.279]  Blacks are being targeted.
[00:01:49.680 --> 00:01:55.646]  Walter Fauntroy, of course, is a congressman from the District of Columbia.
[00:01:55.666 --> 00:02:10.280]  They're called delegates, and the former delegate was believed dead in the last month, but it turns out now that he was hiding because all blacks that are targeted by the Al-Qaeda forces put into power by NATO over Libya
[00:02:11.441 --> 00:02:19.728]  I mean, you cannot make this magnitude of evil up.
[00:02:20.529 --> 00:02:28.656]  30 plus thousand are confirmed dead, and on top of all of that, Qaddafi forces have actually pushed back some of the rebels.
[00:02:28.716 --> 00:02:32.979]  Now, I'm not a fan of Qaddafi, but I've got a choice between Qaddafi and Al Qaeda.
[00:02:33.760 --> 00:02:35.040]  With NATO backing them.
[00:02:36.961 --> 00:02:38.162]  The choice is pretty clear here.
[00:02:39.222 --> 00:02:41.563]  And this is the opposite of a humanitarian rescue.
[00:02:41.583 --> 00:02:47.105]  This is a giant destabilization of the entire region.
[00:02:48.005 --> 00:02:53.047]  And now because the establishment has been unable to fully take Libya,
[00:02:54.815 --> 00:02:58.357]  They're basically trying to get it out of the front page headlines.
[00:02:58.397 --> 00:03:04.020]  So a true, true tragedy here carried out by the warmongers that run our country.
[00:03:04.120 --> 00:03:15.266]  Now, coming back to the United States a little closer to home, I was shocked over the weekend to watch coverage of the 10th anniversary of the tragic attacks of 9-11.
[00:03:16.812 --> 00:03:19.393]  Not just in New York, but in D.C.
[00:03:19.513 --> 00:03:22.035]  and Boston and Dallas and L.A.
[00:03:22.515 --> 00:03:32.119]  They had checkpoints on highways, side streets, searching citizens' cars, searching 18-wheelers, going through everyone's bags.
[00:03:32.219 --> 00:03:36.621]  I mean, this is something out of North Korea or Soviet Russia.
[00:03:36.962 --> 00:03:43.225]  This is totally unconstitutional and is the real danger and real threat to society.
[00:03:44.345 --> 00:04:05.617]  And the hysteria has gotten so bad that a man and his girlfriend were smooching by a bathroom on an airplane and went into the bathroom for a few minutes, perhaps to engage in the mile-high club fetish, and they grounded the plane, ABC News reported.
[00:04:06.697 --> 00:04:11.481]  And the police came on with guns drawn and said, if anybody gets up or moves, you're all dead.
[00:04:12.021 --> 00:04:15.364]  I saw countless stories about old mattresses dumped out of cars.
[00:04:16.104 --> 00:04:16.184]  Or...
[00:04:17.762 --> 00:04:24.925]  Garbage flying out of the back of a truck, or a cardboard box, and bomb squads, and police, and huge highways shut down.
[00:04:25.565 --> 00:04:28.406]  Since when did we become land of the cowards, home of the slaves?
[00:04:29.007 --> 00:04:34.349]  We got a better chance of dying from a honeybee sting, or a lightning strike, than terrorism, even if it was real.
[00:04:34.749 --> 00:04:36.570]  But most of it's manufactured and staged.
[00:04:37.526 --> 00:04:41.407]  I was watching a newscast and it showed cops in different cities with their machine guns.
[00:04:41.667 --> 00:04:46.389]  Just... In subways... There's a little kid walking by!
[00:04:46.689 --> 00:04:49.129]  I mean, how did America get to this point?
[00:04:50.190 --> 00:04:54.191]  This is so we just run in fear and say, take my liberties, take my rights.
[00:04:55.611 --> 00:05:04.534]  Now, continuing with this information, I want to get to something that, quite frankly, has shook me to my very core.
[00:05:05.723 --> 00:05:13.126]  I interviewed the founder of We Are Change, activist and independent reporter Luke Rodowski today on my radio show.
[00:05:14.509 --> 00:05:18.932]  And he told me that for the 10th anniversary, he's never seen anything like it.
[00:05:19.853 --> 00:05:21.054]  I've been there four times.
[00:05:22.055 --> 00:05:29.600]  And you can go right up to about 100 yards away from ground zero, and you can demonstrate or speak out.
[00:05:30.061 --> 00:05:33.884]  You want to have a sound device, like a bullhorn, you've got to go get a permit.
[00:05:34.304 --> 00:05:35.365]  And I went and got a permit.
[00:05:36.750 --> 00:05:39.812]  And police then still said, you can't, we're going to arrest you.
