[00:00:00.009 --> 00:00:00.094]  Yeah.
[00:00:26.806 --> 00:00:28.967]  Welcome to InfoWars Nightly News.
[00:00:29.248 --> 00:00:32.990]  I'm your host for this evening, Mike Adams, filling in for Alex Jones tonight.
[00:00:33.030 --> 00:00:33.750]  Thanks for joining us.
[00:00:34.411 --> 00:00:39.614]  We've got just an extraordinary collection of news coming up for you tonight, including three hard-hitting interviews.
[00:00:40.214 --> 00:00:49.600]  One with Bryce Shonka from the Tenth Amendment Center is going to talk to us about Occupy Wall Street and the overreaching federal power grab that's taking place in the United States today.
[00:00:49.620 --> 00:00:53.523]  We're also talking with Pepe Escobar about the false
[00:00:53.803 --> 00:00:55.665]  We're going to be breaking that down for you.
[00:00:55.705 --> 00:00:58.347]  It is a complete hoax, as you will hear from Pepe Escobar.
[00:00:58.407 --> 00:01:00.409]  We've also got some video footage on that.
[00:01:00.469 --> 00:01:03.512]  Also joining us tonight to help counter the mainstream media's assault on vitamins
[00:01:18.826 --> 00:01:19.186]  We're good.
[00:01:35.214 --> 00:01:39.716]  We have now what could possibly be the pretext for war in the Middle East.
[00:01:40.497 --> 00:01:53.323]  It turns out that this Iranian American citizen has been, the mainstream media is saying that he is attacked or he's responsible for this plot to assassinate a Saudi ambassador.
[00:01:53.823 --> 00:01:55.444]  But the whole thing turns out to be just
[00:01:56.084 --> 00:01:57.945]  Really not such an elaborate hoax.
[00:01:57.965 --> 00:02:00.527]  It's actually sort of a juvenile hoax.
[00:02:00.567 --> 00:02:12.654]  In fact, it turns out that this Iranian terror mastermind has been described as a drunk, pothead, hooker-frequenting joke, a scatterbrain used car salesman.
[00:02:13.294 --> 00:02:18.556]  Well, these are pretty harsh words, and this is in a story by Steve Watson that's up at Infowars.com right now.
[00:02:19.197 --> 00:02:29.161]  Harsh words, but they indicate that this person is almost certainly not capable of masterminding a highly complex international terror plot
[00:02:29.901 --> 00:02:31.242]  As a pretext for war?
[00:02:31.282 --> 00:02:31.422]  No.
[00:02:31.802 --> 00:02:38.266]  This is a patsy who has been recruited by, well, you'll find out, by certain agents within the U.S.
[00:02:38.507 --> 00:02:40.268]  government apparatus, you might say.
