[00:00:03.703 --> 00:00:05.607]  Waging war on corruption.
[00:00:06.088 --> 00:00:08.853]  Alex Jones on the GCN Radio Network.
[00:00:15.492 --> 00:00:19.674]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:20.334 --> 00:00:21.135]  You want answers?
[00:00:21.915 --> 00:00:22.855]  Well, so does he.
[00:00:23.456 --> 00:00:27.057]  He's Alex Jones on the GCN Radio Network.
[00:00:27.657 --> 00:00:31.759]  And now, live from Austin, Texas, Alex Jones.
[00:00:40.743 --> 00:00:42.864]  Okay, my friends, here we are live.
[00:00:42.944 --> 00:00:44.065]  It's Wednesday.
[00:00:46.274 --> 00:00:53.176]  The 14th day of December 2011, and the news just gets more insane by the day.
[00:00:54.036 --> 00:01:13.040]  Congressman Issa, the guy that's now said he's not going to move forward with trying to impeach or prosecute the Attorney General, the Attorney General over law enforcement, federal law enforcement, a total criminal on record, a serial perjurer, a false flag terrorist,
[00:01:13.874 --> 00:01:17.555]  Who has been caught red-handed shipping guns into Mexico, cocaine back into the country.
[00:01:17.575 --> 00:01:19.035]  That's in all the federal court hearings.
[00:01:19.796 --> 00:01:20.356]  It's admitted.
[00:01:21.816 --> 00:01:24.037]  To blame the Second Amendment, that's all public.
[00:01:24.997 --> 00:01:30.839]  And Issa said a week ago, I guess a week and a half ago, well it's up to Obama now if you're going to be fired.
[00:01:30.859 --> 00:01:33.959]  I've done my investigation, you lied.
[00:01:33.979 --> 00:01:38.861]  And Holder was arrogant in the hearings and didn't care.
[00:01:40.728 --> 00:01:48.993]  Pointed out that Bush ran similar operations, and so the Republican Party says back off, because they're involved in it all as well.
[00:01:50.574 --> 00:01:59.939]  And so even if Issa himself isn't involved in all this, the Republican Party says stand down, they stand down, and now the sky is the limit of what Holder can do.
[00:02:01.718 --> 00:02:08.767]  You know, they had a big phone takeover drill a few days ago that scared everybody in New Jersey when the government hijacked their phones.
[00:02:09.268 --> 00:02:11.531]  They spun it to say, oh, it was just the provider that did it.
[00:02:12.372 --> 00:02:17.899]  But now, government fear-mongering alerts to go live tomorrow.
[00:02:18.988 --> 00:02:22.070]  In test cities like New York, where they're going to break in over your phone.
[00:02:22.391 --> 00:02:26.954]  The government said it won't just be text in the future, your phone, your phone call will be disconnected.
[00:02:27.575 --> 00:02:35.501]  Whatever you're doing on your little handheld computer, that smart device, and it will be videos of the president or videos of the police chief and at Walmarts and...
[00:02:36.221 --> 00:02:40.404]  Malls and on the street corners, big telescreens saying, trust no one but government.
[00:02:40.424 --> 00:02:43.266]  I mean, these are already going in at thousands of locations.
[00:02:43.646 --> 00:02:45.228]  Only trust your loving government.
[00:02:45.828 --> 00:02:53.053]  I mean, it's like they went and got some dystopic science fiction movie of a nightmare police state future and said, let's just have it be outrageous.
[00:02:54.374 --> 00:02:55.075]  And do it!
[00:02:58.817 --> 00:02:59.017]  So...
[00:03:00.649 --> 00:03:01.650]  Here is the Daily Caller.
[00:03:01.890 --> 00:03:02.651]  Congressman Issa.
[00:03:02.751 --> 00:03:07.597]  Privacy bill would give Holder broad new powers to police the Internet.
[00:03:07.957 --> 00:03:12.963]  Yeah, The Washington Post, The Hill, they all admit it's quote Chinese style model of censorship.
[00:03:14.064 --> 00:03:15.526]  Communist Chinese government style.
[00:03:16.667 --> 00:03:19.690]  And they admit that it is a free speech kill switch.
[00:03:19.731 --> 00:03:20.652]  That's one headline.
[00:03:21.627 --> 00:03:32.338]  And that there's no due process, and the government and private corporations can just shut down anything they want, and they've already admittedly been grabbing sites, many of which that are totally innocent, but are destroyed.
[00:03:32.818 --> 00:03:33.799]  Million dollar sites.
[00:03:35.081 --> 00:03:43.409]  Because in a message board, somebody links to a place where there's some copyright music, or a copyright article, and then none of it's even proven.
[00:03:46.687 --> 00:03:48.269]  This is another form of their tyranny.
[00:03:49.089 --> 00:03:53.954]  Internet taxes, internet tracking, all of this is now unfolding.
[00:03:53.974 --> 00:03:56.196]  So that's just one of the articles we have.
[00:03:57.177 --> 00:04:10.290]  We have a gentleman that comes highly recommended from Oath Keepers, who's a former East German government individual, and he is going to be
[00:04:12.216 --> 00:04:15.717]  Talking about the parallels with what's happening here in the United States.
[00:04:15.737 --> 00:04:22.459]  A member of Texas Housekeepers was a lieutenant colonel in the East German Army when communism collapsed and the Berlin Wall came down in 89.
[00:04:23.019 --> 00:04:27.821]  So he can tell you all about the Stasi and the rest of it.
[00:04:28.541 --> 00:04:30.441]  He's going to be in studio because he lives in Texas.
[00:04:31.782 --> 00:04:34.563]  And then of course we have Max Keiser joining us in 30 minutes.
[00:04:36.923 --> 00:04:39.304]  The rats are leaving the sinking ship.
[00:04:40.583 --> 00:04:43.484]  On the case of MF Global, I'll give you that good news.
[00:04:43.665 --> 00:04:48.467]  On the other side, I saw this at Zero Hedge last night, up at Infowars.com.
[00:04:48.507 --> 00:04:49.147]  We had it linked.
[00:04:49.607 --> 00:04:51.688]  I saw it this morning in the Financial Times of London.
[00:04:52.829 --> 00:05:01.133]  Yesterday, during another one of the congressional testimonies, the head of the CME Group decided to not go down with the ship.
[00:05:02.274 --> 00:05:06.336]  And he went ahead and blew the whistle on Mr. Corzine.
[00:05:06.376 --> 00:05:06.836]  Stay with us.
[00:05:11.129 --> 00:05:16.570]  When you're out on the road, the last place you want to be is on the road.
[00:05:17.791 --> 00:05:22.552]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:05:22.932 --> 00:05:29.694]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:05:31.654 --> 00:05:34.115]  They sew pride in every stitch.
[00:05:35.715 --> 00:05:38.016]  Guarantee you'll love the way they fit.
[00:05:40.134 --> 00:05:44.035]  They put a Diamond Gusset in the crotch, where you need it most.
[00:05:44.736 --> 00:05:47.877]  Blue Diamond Gussets got it.
[00:05:48.577 --> 00:05:49.397]  Others don't.
[00:05:49.797 --> 00:05:51.678]  We turn jeans inside out.
[00:05:51.958 --> 00:05:53.459]  Diamond Gusset Jeans.
[00:05:53.739 --> 00:05:56.299]  Made in the USA with unparalleled quality.
[00:05:56.620 --> 00:06:02.882]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:06:03.242 --> 00:06:05.443]  Order yours at gusset.com.
[00:06:05.943 --> 00:06:07.963]  Diamond Gusset Jeans got it.
[00:06:08.304 --> 00:06:09.184]  Others don't.
[00:06:10.339 --> 00:06:12.841]  Have you ever wanted to give a gift that expresses faith and liberty?
[00:06:13.041 --> 00:06:15.543]  Those powerful beliefs that shaped our nation at its founding?
[00:06:15.883 --> 00:06:20.386]  If so, pay close attention because this may be the most important holiday message you'll hear this year.
[00:06:20.747 --> 00:06:22.648]  Beautiful Liberty Blankets are now available.
[00:06:22.688 --> 00:06:26.271]  The Liberty Blanket is made right here in the USA out of all-natural cotton.
[00:06:26.411 --> 00:06:27.932]  It's ultra-soft, ultra-warm,
[00:06:28.012 --> 00:06:28.692]  We're good to go.
[00:06:50.765 --> 00:06:52.826]  Regularly $59.95, now just $39.95.
[00:06:53.726 --> 00:06:59.307]  It's the perfect Christmas gift that helps your friends and family remember our nation's most precious legacy.
[00:06:59.687 --> 00:07:02.448]  To order your Liberty Blanket, go to libertyblanket.com.
[00:07:02.688 --> 00:07:04.248]  That's libertyblanket.com.
[00:07:04.469 --> 00:07:04.909]  Or call 800-209-1258.
[00:07:04.969 --> 00:07:05.149]  That's 800-209-1258.
[00:07:11.397 --> 00:07:12.879]  Hi folks, this is Alex Jones.
[00:07:13.099 --> 00:07:18.126]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:07:18.406 --> 00:07:19.768]  Saving means to make money.
[00:07:19.949 --> 00:07:28.740]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:07:29.461 --> 00:07:36.565]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:07:37.005 --> 00:07:44.609]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:07:45.009 --> 00:07:49.931]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:07:50.232 --> 00:07:52.393]  Getting a free catalog is easy by calling 800-340-7091.
[00:07:55.174 --> 00:07:58.097]  Or see Calvin on the web at 5starsub.com.
[00:07:58.377 --> 00:08:00.699]  Take charge of your health now by calling 800-340-7091.
[00:08:01.380 --> 00:08:06.385]  Or see Calvin on the web at 5starsub.com.
[00:08:10.749 --> 00:08:15.774]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:08:16.154 --> 00:08:18.437]  Because there's a war on for your mind.
[00:08:21.263 --> 00:08:31.094]  Here we are, my friends, defending basic Bill of Rights and Constitution, defending our Republic against enemies, foreign and domestic.
[00:08:31.214 --> 00:08:34.718]  It is Wednesday, the 14th day of December, 2011.
[00:08:38.342 --> 00:08:41.585]  And we have another just incredibly important broadcast wind up.
[00:08:42.085 --> 00:08:52.814]  You know, I've tuned into older archives of 3, 4, 5, 6, 7 years ago, 10 years ago, 16 years ago, and I didn't start most broadcasts saying, a very important transmission today.
[00:08:52.834 --> 00:08:56.277]  And I said that sometimes, and it's always important.
[00:08:56.997 --> 00:09:03.101]  But now, who can deny the news just gets wilder and crazier every day.
[00:09:03.341 --> 00:09:06.743]  World developments are coming so quick.
[00:09:07.243 --> 00:09:22.812]  The world is in so much turmoil and upheaval and on the edge of major multi-region wars, they call those world wars by the way, that words really cannot describe how amazing what's happening is.
[00:09:23.453 --> 00:09:23.573]  Now,
[00:09:24.926 --> 00:09:27.848]  Let me just mention the news that's coming up.
[00:09:28.149 --> 00:09:29.089]  And you know I can never do this.
[00:09:29.169 --> 00:09:35.274]  I get into the first article and then basically stall out and start getting into that report.
[00:09:35.314 --> 00:09:36.635]  But let me just mention it here.
[00:09:36.996 --> 00:09:40.639]  New Haven mayor says give illegal aliens right to vote in city elections.
[00:09:41.239 --> 00:09:44.942]  That's also not just happening in Connecticut, but New York and New Jersey and California.
[00:09:45.423 --> 00:09:46.804]  And the Justice Department's behind it.
[00:09:47.644 --> 00:09:50.347]  And they're going to give all 30 million illegals the right to vote.
[00:09:51.178 --> 00:09:54.681]  And then the right to bring their entire family here, and it's a coup.
[00:09:55.942 --> 00:10:01.266]  And the illegals for welfare have said they will vote on average for total gun bans, private property being taken.
[00:10:02.347 --> 00:10:03.548]  The bankers checkmate.
[00:10:03.668 --> 00:10:04.989]  They've also tried this in Europe.
[00:10:05.530 --> 00:10:06.851]  The illegals get free health care.
[00:10:07.912 --> 00:10:11.995]  They get, on reports I've seen in Texas, more than half the school lunches are for illegals.
[00:10:12.395 --> 00:10:13.736]  It's two-thirds in California.
[00:10:14.437 --> 00:10:16.539]  The free welfare, all of it.
[00:10:17.159 --> 00:10:18.600]  And illegals know how to work the system.
[00:10:19.100 --> 00:10:30.026]  That actually, on average, I've seen the breakdowns, you can pull them up, the Justice Department admits it, they go out and do get jobs, and then go, under two or three aliases, and get welfare.
[00:10:31.146 --> 00:10:42.973]  And then, they're so entitled, and actually so filled with the victim psychology, and a liberation theology by the Ford Foundation run government, that they actually believe that they're entitled to more.
[00:10:43.993 --> 00:10:45.894]  And they're going to vote for it.
[00:10:46.635 --> 00:10:49.056]  And the big collectivist government is going to give it to them.
[00:10:49.656 --> 00:10:58.181]  And the paralyzed American population, no matter what color your race, color or creed is, you are to be nailed to the wall and sucked dry.
[00:10:58.622 --> 00:11:10.869]  And then the country will implode into third world destruction, and the illegals will have all their goodies cut off, and if they go out and protest, they'll be machine-gunned by the paramilitary police, just like they are in Mexico.
[00:11:12.773 --> 00:11:13.633]  And that's what's going on.
[00:11:14.034 --> 00:11:14.434]  Period.
[00:11:14.894 --> 00:11:16.075]  So, I'm going to get into that.
[00:11:16.535 --> 00:11:20.477]  Again, here it is, NBC, New Haven asked state to allow non-citizens to vote.
[00:11:22.078 --> 00:11:24.900]  Criminals, who get in-state tuition in most states.
[00:11:25.500 --> 00:11:27.121]  You don't have a big heart if you don't do that.
[00:11:28.322 --> 00:11:29.523]  I'm going to break this down more.
[00:11:29.543 --> 00:11:32.226]  Of course, I don't get to go to Mexico and say, can I have in-state tuition?
[00:11:32.786 --> 00:11:33.907]  I would be laughed at.
[00:11:34.388 --> 00:11:46.279]  The police would line me up, break my nose, and say, we're going to put you in jail, guero, gringo, and then we're going to take every bit of money out of your bank account and you're never leaving this prison.
[00:11:46.840 --> 00:11:49.242]  And our media wouldn't say a word, the State Department wouldn't say a word.
[00:11:49.262 --> 00:11:50.003]  If they did, they'd say,
[00:11:50.603 --> 00:11:53.124]  That's what a piece of trash white person deserves.
[00:11:53.344 --> 00:11:55.245]  Of course they do it to Hispanic Americans as well.
[00:11:55.665 --> 00:11:56.585]  Asian, doesn't matter.
[00:11:56.845 --> 00:11:58.406]  Because we are trash.
[00:11:58.726 --> 00:12:01.627]  There is a belief that we are here to be walked on.
[00:12:02.047 --> 00:12:03.688]  Americans are the enemy.
[00:12:04.168 --> 00:12:05.208]  Americans are garbage.
[00:12:05.429 --> 00:12:08.850]  And the bankers have helped foster this idea and teach it in school.
[00:12:09.090 --> 00:12:11.311]  We're from Texas to California.
[00:12:12.344 --> 00:12:14.547]  You cannot wear an American flag on your shirt.
[00:12:15.228 --> 00:12:16.410]  You will be kicked out of school.
[00:12:16.751 --> 00:12:17.872]  Because it is offensive!
[00:12:18.473 --> 00:12:19.134]  And you're, okay?
[00:12:19.174 --> 00:12:20.376]  So, that's coming up.
[00:12:21.277 --> 00:12:23.781]  And again, it's all sold as humanitarianism!
[00:12:24.402 --> 00:12:25.604]  Humanitarianism!
[00:12:26.639 --> 00:12:27.099]  Here's another one.
[00:12:27.119 --> 00:12:31.603]  Wisconsin faces lawsuit as civil rights groups cry foul over new voting rules.
[00:12:32.303 --> 00:12:38.828]  ACLU accuses the state of trying to disenfranchise black people, the poor and elderly, by requiring photo ID before they can vote.
[00:12:39.268 --> 00:12:39.688]  Whoa, whoa, whoa.
[00:12:39.808 --> 00:12:40.489]  That's not enough.
[00:12:40.549 --> 00:12:43.831]  Here in Texas, they give illegals driver's license on record.
[00:12:44.712 --> 00:12:49.635]  I've had R. Day Cerveda in studio before, the police chief, saying, well, we need to be able to track these people and have them in the system.
