[00:00:00.009 --> 00:00:01.770]  Waging war on corruption.
[00:00:02.251 --> 00:00:05.173]  Alex Jones on the GCN Radio Network.
[00:00:11.677 --> 00:00:12.318]  Big Brother.
[00:00:12.978 --> 00:00:14.019]  Mainstream media.
[00:00:14.739 --> 00:00:16.000]  Government cover-ups.
[00:00:16.501 --> 00:00:17.321]  You want answers?
[00:00:18.082 --> 00:00:20.003]  Well, so does he.
[00:00:20.023 --> 00:00:23.245]  He's Alex Jones on the GCN Radio Network.
[00:00:23.826 --> 00:00:27.889]  And now, live from Austin, Texas, Alex Jones.
[00:00:43.533 --> 00:00:49.016]  Okay my friends, we have got an incredibly jam-packed transmission lined up for you again today.
[00:00:49.856 --> 00:00:52.558]  Presidential candidate on the Republican ticket.
[00:00:53.948 --> 00:00:56.649]  A far second from Ron Paul, but still a good guy.
[00:00:57.190 --> 00:01:00.611]  Gary Johnson, getting almost no attention, will be joining us.
[00:01:01.051 --> 00:01:06.654]  He's in part of some of these debates, and we'll get his inside view on where all of this is going.
[00:01:06.674 --> 00:01:08.735]  He's going to be joining us in an hour and a half from now.
[00:01:09.535 --> 00:01:15.478]  We are going to also have open phones later in this hour and in the third hour today.
[00:01:17.881 --> 00:01:26.785]  Yesterday on the radio, I corrected it by the evening, I saw a bunch of mainstream news articles saying that the indefinite detention of American citizens had passed.
[00:01:27.365 --> 00:01:35.968]  Well, it had passed out a committee and looked like it was getting through without cloture, meaning that they couldn't allow debates or filibusters on it.
[00:01:36.388 --> 00:01:41.630]  And it did move forward without amendments, stripping out the bad stuff.
[00:01:42.351 --> 00:01:43.411]  But it did not pass.
[00:01:43.471 --> 00:01:45.612]  Now, they're trying to pass it today.
[00:01:46.886 --> 00:01:49.327]  But I saw a whole bunch of articles yesterday saying it passed.
[00:01:50.007 --> 00:01:55.770]  And generally, you don't think the mainstream media is that bold to lie like that.
[00:01:56.210 --> 00:01:58.591]  First, they said it didn't affect citizens to stall people.
[00:01:59.091 --> 00:02:01.492]  Then they tried that trick of, okay, it already passed, go to sleep.
[00:02:02.033 --> 00:02:04.674]  So they really, really, really, really want this.
