[00:00:05.526 --> 00:00:09.711]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.372 --> 00:00:11.173]  You want answers?
[00:00:11.954 --> 00:00:12.855]  Well, so does he.
[00:00:13.496 --> 00:00:17.180]  He's Alex Jones on the GCN Radio Network.
[00:00:17.700 --> 00:00:21.765]  And now, live from Austin, Texas, Alex Jones.
[00:00:25.001 --> 00:00:27.002]  It's May 5th, 2011.
[00:00:27.722 --> 00:00:29.563]  It's the Alex Jones Show live.
[00:00:29.843 --> 00:00:36.186]  I'm your host, Paul Joseph Watson, editor and writer for PrisonPlanet.com, filling in for Alex today.
[00:00:36.966 --> 00:00:53.633]  And we've got two huge guests coming up over the course of the next 90 minutes to discuss this unraveling Osama Bin Laden fable, both of whom held highly influential positions within the US government and both of whom have
[00:00:54.193 --> 00:01:03.135]  vocally savaged this Bin Laden narrative that has been put out by the White House for the fairytale that it is.
[00:01:03.915 --> 00:01:22.079]  The guests are former Assistant Treasury Secretary under Reagan, Paul Craig Roberts, and of course, the third installment of our interview with Steve R. Pachenik, who worked as a top spymaster in no less than five US administrations.
[00:01:22.839 --> 00:01:30.923]  Cannot be called a black helicopter conspiracy fantasist, as the Time Magazine article yesterday would have it, of course.
[00:01:30.983 --> 00:01:38.747]  They're afraid to address any of the issues that Pchenik has raised over the course of the last two days on the Alex Jones Show.
[00:01:39.747 --> 00:01:59.245]  We've got InfoWars video guru Rob Jacobson coming up live reporting from Ground Zero later on in this, actually in the next segment, as Obama gets ready to pull off his contrived photo op, mimicking how George W. Bush stood on the rubble of the Twin Towers shortly after 9-11.
[00:02:00.926 --> 00:02:12.309]  And what amounts to basically a desperate PR stunt to contrive a political turnaround for his ailing aspirations to get a second term in the Oval Office.
[00:02:13.329 --> 00:02:26.873]  Second half of the show will be hosted by Steve Watson and Aaron Dykes and then Alex Jones himself will be calling in from the road to give his take on the unfolding, collapsing, crumbling Bin Laden fable.
[00:02:28.499 --> 00:02:37.887]  And the Bin Laden hoax really is collapsing now, whether you believe he was killed recently or, you know, he was killed nine years ago, as Pchenik has asserted.
