[00:00:03.950 --> 00:00:04.590]  Big Brother.
[00:00:05.270 --> 00:00:06.310]  Mainstream media.
[00:00:07.031 --> 00:00:08.171]  Government cover-ups.
[00:00:08.791 --> 00:00:09.611]  You want answers?
[00:00:10.391 --> 00:00:11.352]  Well, so does he.
[00:00:11.932 --> 00:00:15.513]  He's Alex Jones on the GCN Radio Network.
[00:00:16.113 --> 00:00:20.234]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.952 --> 00:00:50.897]  It is Wednesday, the 22nd day of June 2011, and we have Pastor Lindsey Williams, who has had several insiders give him a lot of information that has come true over the years.
[00:00:51.277 --> 00:00:54.758]  And he's going to be joining us, because if you go back eight months ago,
[00:00:56.224 --> 00:01:05.766]  Late 2010, he said that oil prices would run up and that there would be large wars in the Middle East and that that would then lead to war with China.
[00:01:06.627 --> 00:01:23.671]  Now, his sources, one of them Ken Fromm, before he died, the former head of Atlantic Richfield, the other source known to yours truly, but obviously it's a secret source, we can't give you that one, as Mr. Fromm's dead now, so we can, but the other source is still living, said that it would go, in the next six months to a year,
[00:01:24.511 --> 00:01:34.421]  To $150 to $200 a barrel and it's run up quite a bit from $55 a barrel to a little over $100 but not to the level that they said it would.
[00:01:34.981 --> 00:01:39.025]  But the Middle East predictions have unfortunately kicked off.
[00:01:39.085 --> 00:01:44.390]  Remember he was breaking that down before the situation in Egypt or Tunisia even started.
[00:01:46.092 --> 00:01:48.853]  We'll have Lindsey on and I promise we'll take a lot of your phone calls.
[00:01:49.313 --> 00:01:49.833]  I promise.
[00:01:49.873 --> 00:01:52.294]  I'm going to make myself do it because I want to take your calls.
[00:01:52.334 --> 00:01:54.675]  I love the different directions you take us in.
[00:01:55.495 --> 00:02:00.877]  Speaking of phone calls, I got a ton of incredibly important news here in front of me.
[00:02:02.290 --> 00:02:15.424]  On the economy, on the military, on the police state, on the Pentagon takeover of the Internet and more and more censorship of the once free Internet that we once knew that is beginning to unfold.
[00:02:16.264 --> 00:02:20.108]  We've got also some good news in the fight against the TSA at the federal level.
[00:02:20.649 --> 00:02:23.572]  Now two House members call for investigations of TSA.
[00:02:24.813 --> 00:02:26.394]  Some more and more of that's coming to a head.
[00:02:26.875 --> 00:02:28.776]  Very serious military news.
[00:02:28.896 --> 00:02:32.558]  Italy breaks ranks over NATO Libya mission, saying it's time to end it.
[00:02:34.260 --> 00:02:37.682]  Louis Farrakhan's gone from worshipping Obama to calling him a cold-blooded murderer.
[00:02:37.742 --> 00:02:43.626]  Regardless what you think of Louis Farrakhan, he's losing his real supporters there out of Chicago.
[00:02:44.407 --> 00:02:45.667]  Also, China warns U.S.
[00:02:45.687 --> 00:02:47.889]  to keep out of South China Sea dispute.
[00:02:48.670 --> 00:02:50.131]  Threatens military action.
[00:02:50.911 --> 00:02:52.612]  The Russians are starting to saber-rattle.
[00:02:53.272 --> 00:02:56.134]  And when the Chinese and the Russians saber-rattle, folks, they mean business.
[00:02:56.194 --> 00:02:59.575]  So the world is hurtling towards a new world war.
[00:02:59.615 --> 00:03:01.456]  You can call it World War III, World War IV.
