[00:00:05.320 --> 00:00:05.940]  Big Brother.
[00:00:06.621 --> 00:00:07.662]  Mainstream media.
[00:00:08.382 --> 00:00:09.523]  Government cover-ups.
[00:00:10.143 --> 00:00:10.964]  You want answers?
[00:00:11.745 --> 00:00:12.705]  Well, so does he.
[00:00:13.266 --> 00:00:16.888]  He's Alex Jones on the GCN Radio Network.
[00:00:17.469 --> 00:00:21.592]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.598 --> 00:00:35.041]  Welcome, my friends, welcome and thank you so much for joining us.
[00:00:35.061 --> 00:00:38.203]  It is Tuesday, the 29th day of March, 2011.
[00:00:39.304 --> 00:00:43.027]  We're going to be live here for at least the next three hours.
[00:00:43.107 --> 00:00:59.100]  Coming up in the next segment, we're going to have Nigel Farage, a member of the European Union Parliament, joining us, who has excoriated the head of the EU, Herman Van Rompuy, for just back in December, just three and a half months ago,
[00:01:00.327 --> 00:01:06.732]  Hanging out with Muammar Gaddafi and the fact that the West has armed Gaddafi.
[00:01:07.293 --> 00:01:09.274]  Obviously, we've seen Obama's speech.
[00:01:10.395 --> 00:01:16.900]  The media is hailing Obama and the administration as the ones that initiated the rebels, which is actually true.
[00:01:17.400 --> 00:01:18.762]  The rebels are Al Qaeda-led.
[00:01:20.823 --> 00:01:40.518]  Just like they used Al-Qaeda against the Serbs, just like they used Al-Qaeda against the Russians, just like they used Al-Qaeda against the American people so they could destroy the republic and try to take all of our liberties, stealing them away as fast as they can and converting our once free republic to this panoptagon police state.
[00:01:41.511 --> 00:01:44.312]  So that is all coming up after the break.
[00:01:45.253 --> 00:01:50.195]  Then when Nigel Farage leaves us at the bottom of the hour, I will shift into the biggest news.
[00:01:50.995 --> 00:01:58.519]  And I am, of course, proud of the fact that we had this out in the Western media first yesterday.
[00:01:59.179 --> 00:02:14.965]  at prison planet dot com meltdown plutonium found in soil and the water as well at fukushima as cover-up continues steve watson that was out at noon yesterday deadly radioactive water leaking into soil and the ocean
[00:02:15.805 --> 00:02:19.347]  It was in the Japanese news, but they hadn't made a big deal out of it yet.
[00:02:19.787 --> 00:02:27.751]  Well, now today AFP, Associated Press, Japan on maximum alert over nuclear plant.
[00:02:28.331 --> 00:02:38.837]  Japan said today it is on maximum alert over a crippled nuclear plant where highly radioactive water, 100,000 times safe levels, has halted repair work.
[00:02:39.813 --> 00:02:52.304]  It's so deadly that if you spend five hours in there, you get 5,000 millisieverts, which the Washington Post reported will kill very quickly roughly half the people that come in contact with it.
[00:02:52.364 --> 00:03:00.551]  It's so radioactive that if you get around it for five hours, you've got a 50-50 chance of it killing you in just a few days or weeks.
[00:03:01.252 --> 00:03:03.613]  And obviously those that survive are going to have big problems.
[00:03:04.734 --> 00:03:07.035]  So they've had to halt repair work there.
[00:03:07.075 --> 00:03:13.818]  You've got four, excuse me, five of the six reactors that have either exploded or been on fire or are still smoking.
[00:03:15.079 --> 00:03:17.020]  And this is pretty much out of the news now.
[00:03:17.080 --> 00:03:20.181]  You see some reportage on it, but it's like, oh, that's in Japan.
[00:03:20.221 --> 00:03:21.122]  What are we worried about?
[00:03:21.502 --> 00:03:29.426]  We have these reactors built by the same people, General Electric, 23 of the exact same MOX Mark I reactors.
[00:03:30.086 --> 00:03:41.609]  Alone, the earthquake and tsunami that ravaged Japan's northeast coast, left around 28,000 dead or missing, also knocked out reactor cooling systems at the Fukushima plant, which has leaked radiation into the air and sea.
[00:03:42.129 --> 00:03:52.972]  The Prime Minister conceded the situation at the Coastal Atomic Power Station remained unpredictable and pledged his government would tackle the problem while in a state of maximum alert.
[00:03:53.752 --> 00:03:54.913]  Maximum alert.
[00:03:54.973 --> 00:03:57.996]  So they're in maximum crisis right now.
[00:03:58.477 --> 00:04:01.780]  And a stopgap measure contained the crisis at the plant, which they haven't contained.
[00:04:02.240 --> 00:04:08.125]  Crews have poured thousands of tons of water on the reactors where fuel rods are thought to have partially melted.
[00:04:08.165 --> 00:04:09.146]  That happened two weeks ago.
[00:04:09.727 --> 00:04:13.050]  And topped up pools of spent fuel rods.
[00:04:13.530 --> 00:04:20.157]  But the runoff of the operation has accumulated in the basements of the turbine rooms connected to three reactors and filled up tunnels
[00:04:20.777 --> 00:04:25.379]  Making it too risky for workers to go near the repair cooling systems needed to stabilize the plant.
[00:04:25.640 --> 00:04:27.440]  You saw all those giant explosions.
[00:04:28.161 --> 00:04:30.962]  We told you a week and a half ago when they were trying to get power back in there.
[00:04:31.423 --> 00:04:33.704]  You saw those huge mushroom clouds and explosions.
[00:04:34.878 --> 00:04:38.380]  Fox News is still rolling footage of the plant before it ever had a problem.
[00:04:38.420 --> 00:04:39.401]  Like, oh look, it's happy.
[00:04:39.461 --> 00:04:40.782]  Birds are tweeting and singing.
[00:04:41.262 --> 00:04:46.785]  The place is a complete disaster zone with hundreds of thousands of spent fuel rods thrown all over the place.
[00:04:47.866 --> 00:04:51.028]  Radioactive plutonium-laced water and uranium-laced water.
[00:04:51.528 --> 00:04:55.350]  A bunch of other isotopes running into the ocean and the aquifer under it.
[00:04:55.370 --> 00:04:57.292]  It's just absolute bedlam.
[00:04:58.112 --> 00:04:59.373]  We'll go to Libya when we come back.
[00:05:00.455 --> 00:05:04.678]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:05:04.998 --> 00:05:05.278]  Number 1.
[00:05:05.918 --> 00:05:09.060]  New climate legislation could easily double or triple your electric bill.
[00:05:09.341 --> 00:05:09.901]  Number 2.
[00:05:10.201 --> 00:05:14.744]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:05:15.084 --> 00:05:15.545]  It's true.
[00:05:15.845 --> 00:05:20.388]  Total government control of electricity in the name of smart grid technology is coming.
[00:05:20.708 --> 00:05:21.248]  Number 3.
[00:05:21.528 --> 00:05:24.810]  In some areas of the country, the power grid is dangerously overloaded.
[00:05:25.111 --> 00:05:28.813]  And now, new socialist legislation is only compounding the problem.
[00:05:29.013 --> 00:05:29.574]  Number 4.
[00:05:29.814 --> 00:05:32.177]  Dangerous weather is always a threat to local grids.
[00:05:32.577 --> 00:05:35.961]  Every year, thousands of families lose their power from weather-related outages.
[00:05:36.261 --> 00:05:36.481]  Number 5.
[00:05:37.042 --> 00:05:40.966]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:05:41.207 --> 00:05:45.972]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:05:46.252 --> 00:05:50.276]  You can get more information at www.mysolarbackup.com.
[00:05:50.417 --> 00:05:51.978]  That's mysolarbackup.com.
[00:05:52.198 --> 00:05:54.261]  Remember, the government doesn't own the sun.
[00:05:54.461 --> 00:05:56.803]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:06:00.387 --> 00:06:02.008]  Hello friends, this is Alex Jones.
