[00:00:03.385 --> 00:00:05.307]  Waging war on corruption.
[00:00:05.767 --> 00:00:08.609]  Alex Jones on the GCN Radio Network.
[00:00:15.054 --> 00:00:15.715]  Big Brother.
[00:00:16.375 --> 00:00:17.416]  Mainstream media.
[00:00:18.137 --> 00:00:19.297]  Government cover-ups.
[00:00:19.337 --> 00:00:20.719]  You want answers?
[00:00:21.479 --> 00:00:22.420]  Well, so does he.
[00:00:23.040 --> 00:00:26.623]  He's Alex Jones on the GCN Radio Network.
[00:00:27.224 --> 00:00:31.287]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.447 --> 00:00:39.231]  It is Thursday, the sixth day of October 2011.
[00:00:39.271 --> 00:00:46.998]  We're going to be live here for the next three hours and I'll be back tonight 7 to 8 p.m.
[00:00:47.038 --> 00:00:52.363]  for InfoWars Nightly News premiering at PrisonPlanet.tv and InfoWarsNews.com.
[00:00:52.384 --> 00:00:54.586]  Then I'm going to get in our bus.
[00:00:56.033 --> 00:01:05.881]  Swing north and drive up to Dallas to Occupy the grounds around the private number 11 branch of the private Federal Reserve.
[00:01:07.282 --> 00:01:12.567]  Luke Radowsky was involved in the march of more than 10,000 people in Occupy Wall Street last night.
[00:01:14.188 --> 00:01:17.211]  Reporting for InfoWorks.com, Rob Jacobson was there as well.
[00:01:19.246 --> 00:01:34.992]  Traveled from Austin up there, and Luke decided to try to get the diverse crowd of demonstrators, some of them with Democratic operatives inside, others in the fetters and libertarians, very diverse crowd, to turn towards lower Manhattan.
[00:01:35.970 --> 00:01:36.050]  Yes.
[00:01:54.598 --> 00:01:57.999]  Uh, Rob Jacobson's been trying to get a hold of him since last night and this morning.
[00:01:58.800 --> 00:02:00.480]  Jaren's trying to get a hold of him right now.
[00:02:01.080 --> 00:02:07.543]  And so we will definitely get him on as soon as we are able, uh, to get a report from him.
[00:02:07.563 --> 00:02:11.264]  Now, I would say that's very daring of him and a good idea.
[00:02:11.304 --> 00:02:15.806]  In fact, I tried to call Luke last night and, uh, to tell him, hey, you ought to, um,
[00:02:17.062 --> 00:02:21.029]  You want to try to get a bunch of those protesters to actually go after the real enemy.
[00:02:21.590 --> 00:02:28.864]  And we had our Jacobson to talk to him that day and Luke was like, well, we'll just do it Friday like Alex is saying.
[00:02:29.639 --> 00:02:32.740]  But then the decision was made because there was such a big crowd there.
[00:02:32.780 --> 00:02:36.202]  Hey, let's turn them at the Feds instead of just, hey, capitalism's evil.
[00:02:37.163 --> 00:02:48.148]  And Michael Moore trying to lead them down that down that primrose path when it's the Federal Reserve that's actually against real free market capitalism and wants monopoly insider crony capitalism.
[00:02:49.128 --> 00:02:50.008]  So big difference there.
[00:02:50.048 --> 00:02:55.729]  We talked with Gilbert Griffin last night on the InfoWars Nightly News about that.
[00:02:55.769 --> 00:02:57.850]  And if I have time today, I'm going to air that.
[00:02:57.870 --> 00:03:02.471]  There's also a second part of the interview where we went into overdrive on the show and haven't aired that yet.
[00:03:02.491 --> 00:03:03.651]  That's going to be airing Friday.
[00:03:04.071 --> 00:03:07.651]  I'm going to be here Friday via Skype on the ground in Dallas.
[00:03:07.711 --> 00:03:15.433]  I may even get out with a rig and walk around live that way at the Federal Reserve ahead of the occupation of the Federal Reserve officially kicking off
[00:03:17.514 --> 00:03:20.877]  Well, I was going to say 6 o'clock, but now I'm going up there at night, so we can say 5 to 8.
[00:03:22.098 --> 00:03:23.879]  But if you can't get there till 6, that's fine.
[00:03:24.620 --> 00:03:33.386]  And I'm asking folks to stay there if you believe in exposing the globalist tip of the pyramid, the all-seeing eye, the actual head of the snake.
[00:03:34.227 --> 00:03:41.629]  And then I'm going to turn that night, Friday night, and drive down to Houston, high noon, for a two-hour speech and event there with folks that are going to be camping out and staying there.
[00:03:41.649 --> 00:03:46.171]  And then we're going to turn towards San Antonio, and I'm going to be there Sunday morning, 10 to noon.
[00:03:46.291 --> 00:03:52.193]  Then I'm going to turn north back to Austin and do the Sunday show live here in studio, 4 to 6 p.m.
[00:03:52.233 --> 00:03:58.295]  And then I'm going to gauge things and definitely send reporters out to people occupying the grounds around the Fed.
[00:03:59.375 --> 00:04:07.702]  But also, I'm looking at going up there and joining people and broadcasting, at least for a few days, with people on the ground there.
[00:04:07.742 --> 00:04:15.508]  Now listen, in the past, everywhere in the country when you protest the Fed, they don't arrest you, they actually treat you with kit gloves.
[00:04:16.268 --> 00:04:19.751]  Because they don't want to get media attention drawn to it.
[00:04:20.511 --> 00:04:21.953]  Except in one place, New York.
[00:04:22.473 --> 00:04:25.916]  They won't let you get anywhere near it, because that's the actual head of the head.
[00:04:26.596 --> 00:04:31.218]  That is the central nervous system inside the head at the New York Fed.
[00:04:31.298 --> 00:04:40.743]  The second most powerful branch is arguably Kansas City or Dallas, but we're right up there at the neck area going to the Dallas Fed.
[00:04:42.319 --> 00:04:45.040]  And we're going to be there peaceful with our families.
[00:04:45.220 --> 00:04:46.761]  Men, women, children came out last time.
[00:04:47.261 --> 00:04:50.282]  And we're going to be around the sidewalk there on public land in Dallas.
[00:04:50.983 --> 00:04:56.605]  And if the police try to violate our First Amendment, I mean, I am going to demonstrate.
[00:04:57.205 --> 00:04:59.166]  So if they violate my First Amendment, I'll have to go to jail.
[00:04:59.606 --> 00:05:00.687]  But I don't think that's going to happen.
[00:05:00.727 --> 00:05:01.547]  But I don't care.
[00:05:01.927 --> 00:05:05.189]  This is the start of the second American Revolution against the tyrants.
[00:05:05.209 --> 00:05:06.269]  We identify the Fed.
[00:05:06.489 --> 00:05:07.690]  We identify the real enemy.
[00:05:10.589 --> 00:05:13.392]  Steve Shank here with a special alert from eFoods Direct.
[00:05:13.452 --> 00:05:16.435]  The stock market continues to crash and re-crash daily.
[00:05:16.595 --> 00:05:20.258]  Since July, the market has dropped 15% with no signs of recovery.
[00:05:20.358 --> 00:05:21.299]  What does that mean to you?
[00:05:21.499 --> 00:05:28.206]  When stocks crash, jobs are lost, and you can't buy the food that's already too expensive and continues to raise in cost.
[00:05:28.326 --> 00:05:33.250]  eFoods just got notice that wholesale costs on pasta, rice, and beans will immediately jump 20%.
[00:05:33.991 --> 00:05:36.272]  The already high cost of sugar is tripling.
[00:05:36.432 --> 00:05:44.375]  If you invest in the stock market for security or save money in the bank, you continue to see the dollar drop in value while your weekly food bills increase.
[00:05:44.615 --> 00:05:45.536]  So what are you going to do?
[00:05:45.756 --> 00:05:47.516]  Get as much food now as you can.
[00:05:47.676 --> 00:05:53.739]  With these problems you're facing, eFoods Direct has no choice but to extend the free shipping another week to October 9th.
[00:05:54.159 --> 00:05:56.582]  Free shipping buys more food with shipping dollars.
[00:05:56.802 --> 00:05:58.164]  Call 800-409-5633 or go to efoodsdirect.com slash alex.
[00:05:58.204 --> 00:05:59.285]  Call 800-409-5633 or efoodsdirect.com slash alex.
[00:05:59.305 --> 00:06:00.807]  You can bet your life on efoods direct.
[00:06:11.223 --> 00:06:25.693]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:06:26.693 --> 00:06:30.356]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:06:31.365 --> 00:06:43.398]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:06:44.139 --> 00:06:51.407]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:06:52.088 --> 00:07:01.699]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works.
[00:07:02.480 --> 00:07:05.744]  As well, we are always ready to answer any questions you may have.
[00:07:06.405 --> 00:07:09.509]  That's www.silverlungs.com.
[00:07:11.505 --> 00:07:15.808]  Alex Jones here with vital information concerning our nation's fragile food supply.
[00:07:16.209 --> 00:07:22.073]  Folks, there are some truly dangerous trends forming, and I think it's important for my listeners to do three things right away.
[00:07:22.634 --> 00:07:24.395]  Number one, study the past.
[00:07:24.916 --> 00:07:26.657]  History really does repeat itself.
[00:07:27.298 --> 00:07:31.020]  Number two, learn to spot the dangerous food shortage trends.
[00:07:32.153 --> 00:07:34.415]  Number three, take decisive action.
[00:07:35.236 --> 00:07:38.519]  A perfect storm is brewing, or a global food crisis.
[00:07:39.079 --> 00:07:43.803]  That's why I'm telling everyone to read the new book, Rising Prices, Empty Shelves.
[00:07:44.144 --> 00:07:47.547]  Warning signs that trigger the deadliest famines in history.
[00:07:48.127 --> 00:07:50.989]  Don't get caught unprepared when the crisis hits.
[00:07:51.530 --> 00:07:55.513]  This book is only available at risingpricesemptyshelves.com.
[00:07:56.033 --> 00:08:00.297]  You'll also get a free copy of Supermarket Survival, How to Cut Your Grocery Bills in Half.
[00:08:00.957 --> 00:08:05.080]  Again, that website is risingpricesemptyshelves.com.
[00:08:05.581 --> 00:08:07.742]  That's risingpricesemptyshelves.com.
[00:08:10.745 --> 00:08:15.529]  This is Communications Radio Network proudly presents the Alex Jones Show.
[00:08:15.869 --> 00:08:18.150]  Because there's a war on for your mind.
[00:08:20.513 --> 00:08:29.683]  It is Thursday, the sixth day of October 2011, and we are going to be live here for the next three hours today.
[00:08:30.264 --> 00:08:41.035]  Then I'm going to go do the nightly news this evening, seven o'clock, and after that's over, I'm getting in the Infowars bus and driving up to Dallas to occupy and to encircle the private Federal Reserve.
[00:08:41.736 --> 00:08:43.737]  The head of the snake tomorrow.
[00:08:43.757 --> 00:08:46.118]  I hope and pray you'll join us.
