[00:00:04.634 --> 00:00:05.274]  Big Brother.
[00:00:05.935 --> 00:00:06.976]  Mainstream media.
[00:00:07.717 --> 00:00:08.858]  Government cover-ups.
[00:00:09.478 --> 00:00:10.279]  You want answers?
[00:00:11.060 --> 00:00:12.521]  Well, so does he.
[00:00:12.601 --> 00:00:16.205]  He's Alex Jones on the GCN Radio Network.
[00:00:16.805 --> 00:00:20.869]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.784 --> 00:00:36.384]  This happens sometimes.
[00:00:37.865 --> 00:01:01.730]  A piece of information comes out that is so important, so powerful, that I am unable to even address it on air because I don't feel competent to be able to cover every facet and nuance of it and fully get across to you just how devastatingly evil it is.
[00:01:05.707 --> 00:01:07.988]  I was unable to sleep last night.
[00:01:08.209 --> 00:01:09.209]  Neither was Erin Dykes.
[00:01:09.229 --> 00:01:20.295]  She stayed up all night long to put together what we're going to premiere here on the radio and at PrisonPlanet.tv in 32 minutes from now.
[00:01:22.516 --> 00:01:23.857]  But I have had no sleep.
[00:01:23.957 --> 00:01:24.777]  I'm not complaining.
[00:01:24.837 --> 00:01:25.718]  I'm a little bit dingy.
[00:01:28.008 --> 00:01:35.196]  Sometimes things like this get me so wound up and so upset that I'm unable to sleep.
[00:01:39.721 --> 00:01:48.170]  And all of the news I have in front of me symbolizes ramifications that are so important to the future of our species.
[00:01:51.044 --> 00:01:57.948]  And bottom line, I just don't want the bad things that are happening and that are going to happen to our species to unfold.
[00:01:58.489 --> 00:02:00.710]  I genuinely care about people.
[00:02:01.891 --> 00:02:03.712]  I genuinely care about myself.
[00:02:04.972 --> 00:02:07.454]  I see the best in people, but I also see the worst.
[00:02:08.214 --> 00:02:12.597]  See, one-dimensional thinking would be, oh, he sees the glass as half empty or half full.
[00:02:12.617 --> 00:02:15.299]  No, I see it as half empty and half full.
[00:02:19.361 --> 00:02:20.242]  And of course, all of us
[00:02:21.494 --> 00:02:29.739]  see it as both ways as well, but we're taught to see things at a very limited level.
[00:02:31.200 --> 00:02:47.470]  And that's the great crime in this giant social engineering experiment, is that the globalists have stated that they're attempting to dumb us down, to limit people's horizons, to clutter the educational process where people become just frustrated and stunted.
[00:02:48.290 --> 00:02:49.411]  It's all a direct
[00:02:50.273 --> 00:02:50.753]  Program.
[00:02:52.014 --> 00:02:52.635]  A blueprint.
[00:02:54.296 --> 00:03:11.327]  And the more I learn about it, the more fundamentally freaked out I get, and the more disgusted with the New World Order I get, and the more determined I am that we beat these people.
[00:03:12.167 --> 00:03:14.509]  And we beat them starting at home with ourselves.
[00:03:15.666 --> 00:03:35.110]  Because we're all human, and we all have faults, but the globalists at the top understand how humans operate, they study human behavior, and they use all that information to make us as weak and pathetic as possible, so that we're not in the game of life, so that we're not on the field, so that we can just be run over.
[00:03:35.950 --> 00:03:43.752]  And in the process, the globalists, even though they try to stay sequestered from the general public, through classism and statism and
[00:03:45.254 --> 00:04:09.447]  snobbery they're hurting themselves as well because what comes around goes around there is such a thing as you reap what you sow I don't believe in some type of spiritual you know magic karma but but certainly the concept of karma itself is absolutely true you reap what you sow what you do goes out into the world and bounces back onto you
[00:04:11.553 --> 00:04:15.694]  I do know, though, in the spiritual fundamentals of you reap what you sow.
[00:04:16.774 --> 00:04:22.155]  That is, well, the seeds you throw out onto the dirt, well, that's the type of plants you get back.
[00:04:22.655 --> 00:04:24.216]  You must judge a tree by its fruits.
[00:04:24.496 --> 00:04:27.116]  And we worked on this video.
[00:04:27.136 --> 00:04:29.637]  Aaron worked on it all night long.
[00:04:31.257 --> 00:04:32.857]  I was up all night doing research.
[00:04:34.658 --> 00:04:35.658]  And now here I am.
[00:04:37.338 --> 00:04:51.828]  It's almost a form of self-medicating to not sleep sometimes and get exhausted because then the pain and anguish that you have isn't as painful because you're dulled by the exhaustion.
[00:04:55.170 --> 00:04:57.792]  But we've got very special information coming up.
[00:04:58.652 --> 00:04:59.073]  Stay with us.
[00:05:00.100 --> 00:05:02.382]  Folks, you've heard us talk about Home Gain before.
[00:05:03.162 --> 00:05:12.390]  Home Gain is now offering a special promo where you get up to $150 when you buy or sell a home with a Home Gain agent you find through their Find a REALTOR® program.
