[00:00:43.928 --> 00:00:45.269]  It is Thursday, September 15, 2011.
[00:00:46.190 --> 00:00:48.553]  I'm Alex Jones, your host.
[00:00:48.973 --> 00:00:51.195]  This is InfoWars Nightly News.
[00:00:51.375 --> 00:00:55.539]  A true revolution in information warfare against tyranny.
[00:00:55.940 --> 00:00:56.881]  Thank you for joining us.
[00:00:56.981 --> 00:01:02.126]  It is you, the viewers, of this critical transmission that have made this program possible.
[00:01:03.567 --> 00:01:15.830]  Coming up tonight, we have got an amazing interview scheduled with Mark Moreno of Climate Depot, dealing with the fall of the greatest con artist of the 20th and 21st century.
[00:01:16.210 --> 00:01:17.370]  We're talking about Al Gore.
[00:01:17.711 --> 00:01:18.391]  That's coming up.
[00:01:18.851 --> 00:01:22.472]  Then we're going to talk to Wayne Madsen, who went to Indonesia.
[00:01:22.932 --> 00:01:28.933]  He's been getting death threats, you name it, and had CIA spooks following him, trying to shut down his interviews.
[00:01:29.434 --> 00:01:30.634]  He did confirm that
[00:01:31.494 --> 00:01:33.956]  Well, Obama did become an Indonesian citizen.
[00:01:34.356 --> 00:01:38.220]  This has incredible ramifications for his eligibility for the president.
[00:01:38.480 --> 00:01:41.102]  That's coming up at the end of the show tonight.
[00:01:42.003 --> 00:01:43.164]  It's supposed to be 30 minutes long.
[00:01:43.484 --> 00:01:44.765]  It's always an hour or more.
[00:01:45.106 --> 00:01:45.846]  We can't help it.
[00:01:46.066 --> 00:01:47.127]  There's too much information.
[00:01:47.167 --> 00:01:47.648]  It's real.
[00:01:47.948 --> 00:01:48.648]  It's unscripted.
[00:01:48.869 --> 00:01:49.990]  It's teleprompter free.
[00:01:50.270 --> 00:01:51.191]  Thank you for joining us.
[00:01:51.651 --> 00:01:53.733]  Now, let's get into the economy.
[00:01:54.983 --> 00:01:58.385]  It was always meant to be imploded by design.
[00:01:58.425 --> 00:02:01.946]  We told you three and a half years ago with the first banker bailout it was only going to get worse.
[00:02:02.446 --> 00:02:05.328]  We told you that every single point of the way since then.
[00:02:05.668 --> 00:02:12.871]  Not because we're being pessimistic, but because we know that if we reverse these globalist policies, we can have incredible prosperity.
[00:02:13.191 --> 00:02:15.893]  This is a consolidation of our economy.
[00:02:16.553 --> 00:02:21.656]  The United States has the highest poverty in its modern history in the last hundred years.
[00:02:21.696 --> 00:02:24.417]  That's been reported even by the Associated Press.
[00:02:25.097 --> 00:02:27.198]  It has just incredibly become a third world nation.
[00:02:27.739 --> 00:02:31.000]  Mortgage default warnings have surged in August.
[00:02:31.561 --> 00:02:37.323]  They believe it will be the biggest month ever by September for mortgages.
[00:02:37.384 --> 00:02:40.305]  How is that for your Obamanoid recovery?
[00:02:40.885 --> 00:02:45.668]  Continuing, again, jobless claims, inflation rise, manufacturing gets weaker.
[00:02:46.328 --> 00:02:53.250]  Well, they've got all these incredible regulations going against business here in our country.
[00:02:54.631 --> 00:02:56.431]  The bottom line is this.
[00:02:58.452 --> 00:03:08.475]  The social engineers have set up a depression by design so they can offer their solution, a global government run by the private banks that engineered this fraud.
[00:03:08.495 --> 00:03:10.976]  And if you give into that level,
[00:03:12.253 --> 00:03:14.094]  Of tyranny you'll give in to the next level.
[00:03:14.494 --> 00:03:15.394]  And that's what's happening.
[00:03:16.295 --> 00:03:18.556]  Now I want to go to a compilation of clips here.
[00:03:19.236 --> 00:03:27.700]  Of different White House officials and the head of the Federal Reserve, Tiny Tim Geithner, all of them, saying our economy was getting better in the last three years.
[00:03:28.260 --> 00:03:31.162]  The whole time they knew we were going into a depression.
[00:03:31.502 --> 00:03:32.022]  Here it is.
[00:03:32.302 --> 00:03:40.946]  The policies that we are undertaking, notwithstanding short-term fluctuations, will lead to a strong and stable dollar in the medium term.
[00:03:42.385 --> 00:03:48.187]  The American economy was falling off the cliff in the fall of 2008 and the first months of his administration.
[00:03:49.007 --> 00:03:55.829]  And he put in place the most creative, the most forceful set of economic measures we have ever done as a country.
[00:03:56.009 --> 00:04:01.390]  And because of that, we prevented a second Great Depression and the economy has now been growing for more than a year and a half.
[00:04:02.490 --> 00:04:05.151]  More than two million jobs in the private sector since job creation started again.
[00:04:05.371 --> 00:04:08.192]  Faster job creation than the last two recoveries.
[00:04:11.240 --> 00:04:13.001]  These are total BS numbers.
[00:04:13.341 --> 00:04:15.001]  They claim 9% unemployment.
[00:04:15.421 --> 00:04:16.862]  Even 60 Minutes says it's 22%.
[00:04:17.442 --> 00:04:19.723]  Most Economist, 24 or higher.
[00:04:20.363 --> 00:04:24.904]  Their answer is carbon taxes, more regulations on American business.
[00:04:26.065 --> 00:04:29.126]  They are killing this economy so they can consolidate it.
