[00:00:30.765 --> 00:00:37.167]  Good evening and welcome to the Friday, September 30th, 2011 edition of InfoWars Nightly News.
[00:00:37.187 --> 00:00:40.688]  I'm Aaron Dyke, sitting in for Alex while he's out on assignment.
[00:00:41.069 --> 00:00:45.950]  Now, coming up in the show tonight, we have two in-studio guests from the Fluoride Action Network.
[00:00:46.310 --> 00:00:50.172]  That would be Dr. Griffin Cole and Laura Presley, Ph.D.
[00:00:50.552 --> 00:00:54.533]  We also have a two-part Fluoride Special Report coming up.
[00:00:55.233 --> 00:00:56.534]  But first, the news.
[00:01:00.154 --> 00:01:04.636]  Two US-born terrorists were killed in the CIA-led drone strike.
[00:01:05.056 --> 00:01:23.202]  That would be top Al-Qaeda leader Anwar al-Awlaki, the double agent who dined at the Pentagon, admittedly, and was now assassinated, the first US citizen to be targeted by predator drones, killed in Yemen, according to official reports.
[00:01:23.622 --> 00:01:28.304]  However, he has been reported dead more than five times before.
[00:01:28.784 --> 00:01:30.805]  We have the report from Steve Watson.
[00:01:30.845 --> 00:01:32.085]  No more Pentagon dinners.
[00:01:32.506 --> 00:01:34.386]  Al-Qaeda leader killed again.
[00:01:34.406 --> 00:01:39.268]  And it gets into how there were many untimely reports of his death.
[00:01:39.709 --> 00:01:47.372]  So with more on that, we take you now to a special report on the life and times of CIA Pentagon asset, Anwar al-Awlaki.
[00:01:48.368 --> 00:01:48.828]  A U.S.
[00:01:48.868 --> 00:01:57.894]  counterterrorism official says American forces targeted al-Qaeda cleric Anwar al-Awlaki's convoy in Yemen with a drone and jet attack and believe he's been killed.
[00:01:58.154 --> 00:02:01.536]  The Yemeni government says the airstrike happened near the eastern town of Kashf.
[00:02:01.876 --> 00:02:03.277]  Al-Awlaki is on a U.S.
[00:02:03.357 --> 00:02:04.438]  kill-or-capture list.
[00:02:04.658 --> 00:02:12.062]  The cleric, known for his fiery anti-American rhetoric, has been suspected of ties to the Fort Hood attack and the attempted Christmas Day airliner bombing in 2009.
[00:02:13.283 --> 00:02:16.567]  The Yemeni Defense Secretary Leon Panetta said the Yemeni American was a priority target.
[00:02:28.200 --> 00:02:28.500]  Thank you.
[00:02:52.868 --> 00:03:02.540]  FBI documents obtained as part of an ongoing Fox investigation state that Anwar al-Awlaki, now the first American on the CIA's killer capture list, was a lunch guest of the military.
[00:03:02.840 --> 00:03:11.190]  After being vetted by a Defense Department employee, quote, Awlaki was invited to and attended a luncheon at the Pentagon in the Secretary of the Army's Office of Government Counsel.
[00:03:11.710 --> 00:03:22.677]  Alonky, who is the imam at this mosque in Falls Church, Virginia, was interviewed at least four times by the FBI in the first week after 9-11 because of his previous contact with three of the hijackers who struck the Pentagon.
[00:03:23.057 --> 00:03:26.319]  This information was apparently never reviewed by the Pentagon.
[00:03:26.439 --> 00:03:32.983]  An Army spokesman insisted that the launch was not an Army event, but rather it was sponsored by the Office of the Secretary of Defense.
[00:03:33.223 --> 00:03:34.444]  He's a controlled asset.
[00:03:35.025 --> 00:03:38.268]  And of course, it's not a matter of failure to connect the dots.
[00:03:38.328 --> 00:03:40.169]  We're hearing all about the unconnected dots.
[00:03:40.309 --> 00:03:40.570]  No!
[00:03:41.070 --> 00:03:42.952]  This is the desired outcome.
[00:03:43.252 --> 00:03:45.014]  Let me just point out a couple of other things here.
[00:03:45.634 --> 00:03:51.600]  We're told that the alleged bomber, right, the Knicker bomber, whatever they call him,
[00:03:52.320 --> 00:03:56.766]  Uh, he was in contact with his character, Al-Laki, in Yemen.
[00:03:56.826 --> 00:04:01.311]  And of course, this Al-Laki, I call him Al-Laki the CIA lackey.
[00:04:01.551 --> 00:04:02.552]  Al-Laki the lackey.
[00:04:02.713 --> 00:04:04.335]  And remember, he's a CIA lackey.
[00:04:04.715 --> 00:04:07.018]  He's a double agent, a triple agent, if you want.
[00:04:07.498 --> 00:04:12.202]  He is used as a kind of beacon to recruit patsies across the world.
[00:04:12.282 --> 00:04:17.967]  And they can always sheep-dip somebody, like Major Hassan, if they want to say, you're linked to Al-Qaeda.
[00:04:17.987 --> 00:04:21.329]  They just have you exchange a few emails with this al-Laki.
[00:04:21.750 --> 00:04:23.191]  And that's what he's good for, right?
[00:04:23.231 --> 00:04:24.852]  He goes back to 9-11 and Hani Hanjour.
[00:04:26.033 --> 00:04:28.674]  So this guy, he's a U.S.
[00:04:28.774 --> 00:04:31.475]  agent under whatever layers of garb that he's got.
[00:04:31.775 --> 00:04:38.697]  The other thing is, how was this young Patsy, Omar Farooq Muttalib, how was he radicalized?
[00:04:38.777 --> 00:04:45.299]  And I think we're getting some pretty good indications that it's this Brixton Mosque, Finsbury Mosque, that's just in London.
[00:04:45.319 --> 00:04:48.480]  The school for Patsy, the British Patsy Academy.
[00:04:48.500 --> 00:04:54.902]  Which by the way, six months ago, I remember it, you predicted we'd see plane bombings out of that mosque.
[00:04:55.502 --> 00:04:56.743]  This is not so hard to do.
[00:04:56.763 --> 00:04:57.864]  Remember Richard Reed?
[00:04:58.364 --> 00:05:03.088]  Richard Reed, mentally retarded vagrant who was sleeping on the floor of Brixton Mosque, I think.
[00:05:03.729 --> 00:05:13.997]  He was given the same PETN explosive by somebody, so that's what this Omar Farouk was given then, allegedly, once again in Yemen.
[00:05:14.037 --> 00:05:18.921]  So you can see it all fits together, and it all comes from these same places.
[00:05:18.961 --> 00:05:23.625]  There are reports today that the Christmas Day body bomber met with an American-born radical cleric
[00:05:24.125 --> 00:05:27.490]  Anwar al-Awlaki, he's believed to be living in Yemen, al-Awlaki is.
[00:05:27.890 --> 00:05:37.484]  He's not only been linked to Al-Qaeda in the past, but he reportedly exchanged emails with the suspected Fort Hood shooter, Nidal Hassan, before that shooting massacre in Texas.
[00:05:38.021 --> 00:05:46.465]  Now again, Anwar al-Awlaki, the CIA lackey, as Webster Tarpley appropriately calls him, is connected to all these foiled terror plots.
[00:05:46.806 --> 00:05:52.549]  He's connected to, as the clip mentions, three, at least three, of the 9-11 hijackers.
[00:05:53.009 --> 00:06:06.156]  He was interviewed by the FBI more than four times, and yet he was invited to the Pentagon only months after 9-11 to meet with top brass that really should tell a huge story about what's going on in this phony war on terror.
