[00:00:00.112 --> 00:00:00.298]  Yeah.
[00:00:28.863 --> 00:00:41.233]  It is Wednesday, September 21st, 2011, and you are tuned in to the tip of the spear when it comes to alternative media and resistance to tyranny, defense of liberty.
[00:00:41.393 --> 00:00:45.016]  I am Alex Jones, the host of InfoWars Nightly News.
[00:00:45.036 --> 00:00:52.561]  I want to thank all of the subscribers to PrisonPlanet.tv and InfoWarsNews.com, as well as our
[00:00:53.602 --> 00:00:57.184]  Extremely hard-working crew for the research and work they're doing.
[00:00:57.624 --> 00:01:01.286]  This is a team effort and I want to thank all of you for being part of it.
[00:01:01.706 --> 00:01:12.812]  We are certainly developing the future of the new alternative media that is becoming the dominant media as the globalist corporate whore media recedes into history.
[00:01:13.193 --> 00:01:15.174]  We are also teleprompter free.
[00:01:16.260 --> 00:01:22.564]  We are big on research and very short on canned, packaged, fake, slick garbage.
[00:01:23.005 --> 00:01:36.914]  If you're looking for an info babe who looks like she can suck a golf ball through a garden hose, reading off a teleprompter telling you how great vaccines are, or how great the Federal Reserve is, you found the wrong station.
[00:01:37.454 --> 00:01:42.138]  Or if you want some pompous globalist reading off a teleprompter telling you how great Obama is,
[00:01:42.918 --> 00:01:44.899]  You've got the wrong channel, I'm sorry.
[00:01:45.139 --> 00:01:50.462]  This is real news, real analysis, and real commentary all fused together.
[00:01:50.843 --> 00:01:52.864]  It's InfoWars Nightly News.
[00:01:53.704 --> 00:02:08.113]  Now coming up, we've got Dr. Andrew Wakefield in studio to talk about the giant Gardasil hoax and the fact that our population, not just here but worldwide, is becoming more and more brain damaged from the vaccines.
[00:02:08.153 --> 00:02:12.035]  Incredible breaking news with Dr. Andrew Wakefield coming up.
[00:02:12.575 --> 00:02:21.658]  And as promised, we're going to have an in-depth report on vaccines, population reduction, sterilants, autoimmune diseases, packaged in vaccines.
[00:02:22.018 --> 00:02:26.100]  That is all coming up tonight ahead of Dr. Andrew Wakefield joining us.
[00:02:26.120 --> 00:02:30.101]  There couldn't be a more important issue than we're going to cover tonight.
[00:02:30.121 --> 00:02:31.602]  We've been preparing in the last week
[00:02:32.182 --> 00:02:49.584]  For the information we're going to be presenting tonight and tomorrow night when Dr. Sherry Tenpenny joins us because all over the United States and the world, places like South Korea, Mexico, India, you name it, Gardasil Merck is trying to go in and twist arms
[00:02:50.425 --> 00:02:58.053]  And buy off the politicians to force young girls to take this vaccine linked to all sorts of neurological disorders.
[00:02:58.333 --> 00:02:59.174]  But don't believe me.
[00:02:59.194 --> 00:03:03.338]  I'm going to be going to the CDC's own documents coming up.
[00:03:03.678 --> 00:03:04.339]  So stay with us.
[00:03:04.899 --> 00:03:07.302]  But first, I want to get into some economic news.
[00:03:08.510 --> 00:03:13.532]  The stock market went into free fall and lost more than 280 points today.
[00:03:14.492 --> 00:03:25.156]  On word in the announcement of Ben Bernanke that he's going ahead with QE3, a third round of monetary easing, like the Germans did in Weimar Republic.
[00:03:25.637 --> 00:03:31.659]  A wheelbarrow of Deutsche Marks to buy a loaf of bread, or what we've seen in Zimbabwe and Africa.
[00:03:32.569 --> 00:03:35.570]  And they have now come out and announced they're going ahead with QE3.
[00:03:35.610 --> 00:03:38.150]  The stock market plunged on that news.
[00:03:38.670 --> 00:03:45.672]  And now the IMF is saying that unless we see big changes coming up, we're going to see a huge problem.
[00:03:45.692 --> 00:03:53.773]  So the IMF basically called for QE3 and their little American frontman minion, their little poodle, Bernanke, jumped at that.
[00:03:54.233 --> 00:03:57.634]  Of course, two days ago, Infowars.com called it.
[00:03:58.414 --> 00:04:01.136]  Operation Twist, Fed ready for QE3.
