[00:00:00.091 --> 00:00:00.480]  Yeah.
[00:00:24.577 --> 00:00:25.898]  All right, I'm going to be honest with you.
[00:00:26.518 --> 00:00:43.664]  We're going to have to do the top 10 stories in more detail next Monday when we're back here, because the crew, as usual, has overdone it and put so many graphics and so many news articles and so many documents in there that it made the computer crash.
[00:00:44.324 --> 00:00:50.587]  Because we've got some tinker toy made on the moon, but the computer we've got, but no, seriously.
[00:00:51.736 --> 00:00:52.796]  Great job of the crew.
[00:00:53.657 --> 00:00:58.399]  Great job to Dew, who's been on vacation and has a new nickname, the director.
[00:00:58.419 --> 00:01:03.961]  All right, it's InfoWars Nightly News, screwing around a bit.
[00:01:04.521 --> 00:01:06.582]  It is the final transmission.
[00:01:06.602 --> 00:01:14.044]  I might do a few YouTube rants or something over the weekend, but it is the final transmission of 2011.
[00:01:14.124 --> 00:01:15.665]  What an incredibly eventful year.
[00:01:18.982 --> 00:01:41.510]  And no, I'm not going to cover tonight MSNBC demonizing myself and Ron Paul last night, or the fact that our operation has been in more than 500 mainstream, that means zombie controlling, prostitute, New World Order, dinosaur, whore media in the last two weeks, and that we're absolutely devastating the globalists.
[00:01:41.530 --> 00:01:43.551]  I'm not going to get into that today, though I just did in a way.
[00:01:45.089 --> 00:01:59.038]  I'm not going to cover as our top 10 stories, even though in many newspapers the Charlie Sheen story that broke on my show earlier in the year inadvertently is one of the top entertainment stories, about the number one entertainment stories of the year.
[00:01:59.439 --> 00:02:02.501]  We're not going to get into all of that because that's not what we do here.
[00:02:02.801 --> 00:02:05.383]  We're about the hardcore intel, the analysis.
[00:02:05.763 --> 00:02:06.944]  We're obsessed with reality.
[00:02:07.804 --> 00:02:10.366]  And so we do have these top 10 points.
[00:02:10.746 --> 00:02:14.509]  And you can argue what story is more important or what story is less important.
[00:02:15.526 --> 00:02:26.313]  Quite frankly, I think the buildup to Iran and a huge war that runs from bad to worse, and Ray McGovern, former top CIA analyst, is going to be joining us via video Skype here in a few minutes to break that down.
[00:02:26.913 --> 00:02:27.774]  You can debate.
[00:02:30.082 --> 00:02:37.409]  Uh, whether Fukushima is a bigger story or whether the buildup to war with Iran is a bigger story, but Iran hasn't happened yet.
[00:02:37.830 --> 00:02:45.517]  So I think it does deserve to be basically where it is on our top 10 list here.
[00:02:45.877 --> 00:02:46.998]  But you can certainly debate.
[00:02:47.819 --> 00:02:48.220]  I think so.
[00:03:02.361 --> 00:03:11.429]  September 1st was our launch, and we are about to go into the second year of the transmission here at InfoWars Nightly News.
[00:03:11.449 --> 00:03:14.412]  You can see the logo there may turn into Megatron any minute.
[00:03:14.952 --> 00:03:18.195]  All right, you want to hear a Starscream imitation?
[00:03:18.215 --> 00:03:19.636]  I already did one of those on the radio today.
[00:03:22.338 --> 00:03:25.001]  Megatron, I will be the leader!
[00:03:26.051 --> 00:03:27.592]  Alright, continuing here.
[00:03:27.612 --> 00:03:30.953]  Alright, it's the end of the year!
[00:03:31.253 --> 00:03:34.575]  We're plunging into nightmarish 2012!
[00:03:34.855 --> 00:03:36.676]  It's gallows humor!
[00:03:38.746 --> 00:03:40.608]  You're publicly educated like I was.
[00:03:40.628 --> 00:03:43.530]  You may not know what gallows humor is if you're a new viewer out there.
[00:03:44.010 --> 00:03:46.773]  Not one of our savvy subscribers, but you're about to be hung.
[00:03:47.393 --> 00:03:49.395]  The other guys are lined up being hung in front of you.
[00:03:49.415 --> 00:03:51.977]  A lot of people are known to not break down and cry and beg for mommy.
[00:03:52.698 --> 00:03:54.299]  You make a smart-ass joke.
[00:03:54.700 --> 00:03:55.941]  That's kind of what we're doing here.
[00:03:55.981 --> 00:03:57.322]  Okay, I apologize.
[00:03:57.342 --> 00:03:58.243]  I'm going to stop right there.
[00:03:59.103 --> 00:04:00.544]  See, something happens like a time warp.
[00:04:00.625 --> 00:04:01.806]  I'm in a hurry to get out of here.
[00:04:02.796 --> 00:04:04.237]  My wife's going out with her friends tonight.
[00:04:04.257 --> 00:04:06.598]  I'm going to babysit and I'm already supposed to be home.
[00:04:07.258 --> 00:04:08.019]  But it doesn't matter.
[00:04:08.819 --> 00:04:13.082]  I'm just going to go ahead and do like a two hour show here and her and her friends can all wait at the house.
[00:04:15.743 --> 00:04:17.264]  These are called lame attempts at humor.
[00:04:18.965 --> 00:04:20.866]  She's going to love that part of the broadcast tonight.
[00:04:22.146 --> 00:04:22.467]  All right.
[00:04:23.027 --> 00:04:24.608]  I'll be home after New Year's, honey.
[00:04:24.628 --> 00:04:25.808]  You can go out the day after.
[00:04:28.895 --> 00:04:29.395]  Oh boy.
[00:04:30.236 --> 00:04:30.676]  All right.
[00:04:31.116 --> 00:04:32.537]  Number 10.
[00:04:33.497 --> 00:04:34.438]  Occupy Movement.
