[00:00:00.470 --> 00:00:01.050]  We've got it.
[00:00:01.050 --> 00:00:07.574]  This transmission is coming to you.
[00:00:07.574 --> 00:00:11.976]  Waging war on corruption.
[00:00:11.976 --> 00:00:17.679]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:20.877 --> 00:00:39.384]  Ladies and gentlemen, thank you for joining us on this worldwide Sunday transmission.
[00:00:39.384 --> 00:00:44.926]  Events dictate that I be absolutely focused, cogent, and on target today.
[00:00:45.726 --> 00:00:58.510]  Because, undoubtedly, we are entering a phase in human civilization that is one of the most dangerous, if not the most dangerous, we have ever faced as a society.
[00:00:58.510 --> 00:01:04.412]  We are going to be here for the next two hours, as we are, every Sunday evening, 4 to 6 p.m.
[00:01:04.412 --> 00:01:04.792]  Central.
[00:01:04.792 --> 00:01:07.393]  I'm back, of course, tomorrow, Lord willing, 11 a.m.
[00:01:07.393 --> 00:01:11.214]  Central, 12 noon Eastern, for the three-hour weekday transmission.
[00:01:11.214 --> 00:01:11.494]  Okay.
[00:01:12.538 --> 00:01:15.160]  Obviously on the radar today.
[00:01:15.160 --> 00:01:17.281]  QE infinity.
[00:01:17.281 --> 00:01:20.443]  Hyperinflation.
[00:01:20.443 --> 00:01:22.864]  Another big ratings agency now lowers.
[00:01:22.864 --> 00:01:27.687]  We were AAA, now A-.
[00:01:27.687 --> 00:01:28.528]  For the U.S.
[00:01:28.528 --> 00:01:29.388]  dollar.
[00:01:29.388 --> 00:01:32.310]  Federal Reserve running the Republic into the ground.
[00:01:32.310 --> 00:01:35.132]  A foreign banking cartel that has captured this nation.
[00:01:36.732 --> 00:01:37.532]  To a great extent.
[00:01:37.532 --> 00:01:43.433]  They don't have full control but they've got control over monetary and over most of the federal government and the state government.
[00:01:43.433 --> 00:01:54.715]  So we've got that information coming up and obviously when you get ready for the big collapse, not this ongoing slide, what do globalists do?
[00:01:54.715 --> 00:01:56.376]  They start big wars.
[00:01:56.376 --> 00:02:01.437]  That's 101 of geopolitical imperial operations.
[00:02:01.437 --> 00:02:02.777]  We are now entering that.
[00:02:04.076 --> 00:02:19.649]  With the whole situation in the Middle East going up in flames, the dead ambassador, the political hyping of all this, Obama's UN ambassador making utterly ridiculous statements today that this was not a coordinated attack on the embassy in Libya.
[00:02:19.649 --> 00:02:22.512]  That's like saying the sun didn't come up this morning.
[00:02:22.512 --> 00:02:26.896]  And all the political back and forth that's happening with that, all of it,
[00:02:28.598 --> 00:02:32.983]  Hails insignificance, quite frankly, because we can handle financial degradation.
[00:02:32.983 --> 00:02:36.967]  We can handle Muslims burning down, you know, cities.
[00:02:36.967 --> 00:02:38.309]  What we cannot handle...
[00:02:40.151 --> 00:02:51.357]  Is a nuclear war with Russia or China and many top generals, many top analysts are on record saying this could easily get out of hand and turn into a World War III scenario.
[00:02:51.357 --> 00:02:55.819]  The world's much more dangerous than it was at the height of the so-called Cold War.
[00:02:55.819 --> 00:03:01.782]  That's not just Alex Jones saying that, that's Zbigniew Brzezinski, that's people like Webster Tarpley, that's countless others.
[00:03:03.615 --> 00:03:05.918]  The magnitude of what we're facing.
[00:03:05.918 --> 00:03:16.794]  Now you remember two months ago, and the videos and articles went viral, I said the preparations are being made for martial law in late October, early September.
[00:03:17.765 --> 00:03:23.727]  And you heard the police officers call in, breakdown crying and saying, yeah, we've been told, prepare for total breakdown.
[00:03:23.727 --> 00:03:26.807]  Prepare to call in Air Force airstrikes on the American people.
[00:03:26.807 --> 00:03:29.468]  Prepare, you know, to totally cordon and round people up.
[00:03:29.468 --> 00:03:31.148]  Military speaking out.
[00:03:31.148 --> 00:03:35.170]  Army manuals publicly released for re-education camps.
[00:03:35.170 --> 00:03:38.470]  The government is running around like a chicken with their head cut off.
[00:03:38.470 --> 00:03:44.312]  Right out here at the Austin Airport, former SAC base, they've leased areas all around it with the military.
[00:03:45.032 --> 00:03:49.054]  Every city's the same, every major key strategic city.
[00:03:49.054 --> 00:03:56.557]  They're digging in more than they did at the height of the Cold War in the 50s, 60s, 70s, okay?
[00:03:56.557 --> 00:03:59.758]  They're running around like it's the end of the world.
[00:03:59.758 --> 00:04:04.040]  Now I've said, hey, 2012, you know, I don't believe in the Mayan stuff, that's all a bunch of bull.
[00:04:04.040 --> 00:04:07.102]  But the globalists, they believe in stuff like that.
[00:04:07.102 --> 00:04:11.323]  They're a bunch of occultist lunatics.
[00:04:11.323 --> 00:04:12.524]  All I can tell you is
[00:04:14.850 --> 00:04:16.491]  My family's getting ready.
[00:04:16.491 --> 00:04:17.212]  This is real.
[00:04:17.212 --> 00:04:20.515]  I mean, I've told my crew out there, this isn't a game.
[00:04:20.515 --> 00:04:21.416]  They know it's not a game.
[00:04:21.416 --> 00:04:25.919]  Let me tell you, this is the real deal, ladies and gentlemen.
[00:04:25.919 --> 00:04:33.746]  What our ancestors faced at the start of World War I and World War II, if this thing kicks off, will look like a walk in the park.
[00:04:33.746 --> 00:04:41.292]  And I'm talking to high-level generals, former top spies, you name it, they're scared.
[00:04:41.292 --> 00:04:41.933]  They're scared.
[00:04:43.587 --> 00:04:44.949]  Okay, this is serious.
[00:04:44.949 --> 00:04:47.072]  We're going to be back in 60 seconds.
[00:04:47.072 --> 00:04:48.955]  I'm going to lay it all out.
[00:04:48.955 --> 00:04:49.375]  Stay with us.
[00:04:59.460 --> 00:05:02.923]  Alex Jones here with a very important announcement for truth seekers.
[00:05:02.923 --> 00:05:08.867]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:05:08.867 --> 00:05:15.473]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:05:15.473 --> 00:05:21.157]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:05:21.157 --> 00:05:24.800]  This film exposes the fraud that Obama is like nothing I've seen.
[00:05:24.960 --> 00:05:28.784]  If you want to know who Obama's real daddy is, this is the film for you.
[00:05:28.784 --> 00:05:33.389]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:05:33.389 --> 00:05:35.892]  You'll also find it at infowarshop.com.
[00:05:35.892 --> 00:05:39.756]  Don't dare call a conspiracy by Gary Allen, the book that woke me up.
[00:05:39.756 --> 00:05:42.599]  We're also carrying Behind the Green Mask, UN Agenda 21.
[00:05:43.320 --> 00:05:47.141]  You are listening to an InfoWars.com Frontline Report.
[00:06:09.933 --> 00:06:21.465]  If you are receiving this transmission, you are the resistance.
[00:06:21.465 --> 00:06:30.113]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:43.228 --> 00:06:47.710]  I feel like saying a prayer at the beginning of this broadcast.
[00:06:47.710 --> 00:06:48.710]  Something I've never done.
[00:06:48.710 --> 00:06:52.151]  I don't know how I get people to pay attention.
[00:06:52.151 --> 00:06:57.173]  I mean, really pay attention to just how much danger this world is in right now.
[00:06:57.173 --> 00:07:02.975]  Just how hardcore this corporate banking world government is.
[00:07:02.975 --> 00:07:04.916]  And just how sinister they are.
[00:07:04.916 --> 00:07:11.118]  They are playing civilizations, nations, groups off against each other.
[00:07:12.253 --> 00:07:15.255]  And that is the important thing to know and understand.
[00:07:15.255 --> 00:07:19.038]  Again, thank you for joining us on the 16th day of September 2012.
[00:07:19.038 --> 00:07:22.800]  I am your host, Alex Jones.
[00:07:22.800 --> 00:07:30.485]  I have, of course, the syndicated broadcast carried by XM on 166 weekdays from 12 noon to 3 p.m.
[00:07:30.485 --> 00:07:33.727]  Eastern on over 115 AM and FM affiliates.
[00:07:33.727 --> 00:07:38.711]  And then we also come back Sundays for the Sunday transmission, 4 to 6 p.m.
[00:07:38.711 --> 00:07:40.772]  Central, 5 to 7 Eastern, 2 to 4 Pacific.
[00:07:42.693 --> 00:07:44.254]  Three to five mountain.
[00:07:44.254 --> 00:07:56.918]  We are broadcasting worldwide on global shortwave WWCR and of course on several satellite systems as well as the audio streams at InfoWars.com and PrisonPlanet.tv.
[00:07:56.918 --> 00:08:00.179]  Okay, you know about the Middle East going up in flames.
