[00:00:05.799 --> 00:00:10.002]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.643 --> 00:00:11.464]  You want answers?
[00:00:12.224 --> 00:00:13.105]  Well, so does he.
[00:00:13.765 --> 00:00:17.348]  He's Alex Jones on the GCN Radio Network.
[00:00:17.969 --> 00:00:22.052]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.819 --> 00:00:38.623]  Well, we're going to have another incredibly important and jam-packed transmission lined up for you today.
[00:00:39.303 --> 00:00:51.152]  Big developments in the whole Fast and Furious case, and our own Patrick Henningsen, reporter for InfoWars.com and PrisonPlanet.com is breaking.
[00:00:52.119 --> 00:00:52.659]  This news.
[00:00:53.400 --> 00:01:00.945]  Of course, if you go back over a year ago, CBS broke that, oh, they were tracking some guns they allowed to be sold to criminals in gun shops.
[00:01:01.706 --> 00:01:20.159]  They did that because they knew it was already coming out in local news in Arizona and Illinois and other areas, as well as in Mexico, that the federal government, through eight agencies, was shipping guns into Mexico, into Honduras, but also into Tampa, Florida,
[00:01:21.178 --> 00:01:24.121]  Into Indianapolis, Indiana, and now we've learned all over the country.
[00:01:25.442 --> 00:01:31.287]  And running hit teams of quote, former US military.
[00:01:32.608 --> 00:01:40.535]  Now, I told you all this six years ago with one whistleblower, Selly Castile, who was with the DEA and then retired.
[00:01:41.475 --> 00:01:42.536]  Famous DEA agent.
[00:01:42.977 --> 00:01:46.279]  They tried to hire him six years ago to train
[00:01:47.657 --> 00:01:48.378]  Former U.S.
[00:01:48.418 --> 00:01:53.942]  military basically sheep-dipped in with Los Zetas to try to take control of the Mexican drug market.
[00:01:54.002 --> 00:01:55.283]  This is six years ago.
[00:01:55.743 --> 00:01:56.724]  Those interviews are there.
[00:01:56.764 --> 00:01:59.226]  We can't interview Selly because he's still in prison.
[00:01:59.246 --> 00:02:10.695]  A few years after exposing that, they set him up with some shotguns and said he was the illegal arms dealer himself just because he needed money and went and sold a few of his guns at the gun show legally.
[00:02:11.215 --> 00:02:12.416]  So all of that happened.
[00:02:12.896 --> 00:02:14.458]  But he's on record six years ago.
[00:02:15.018 --> 00:02:16.920]  Now it's in these different
[00:02:17.935 --> 00:02:18.897]  Federal filings.
[00:02:20.299 --> 00:02:25.728]  It's in the federal filings in Illinois and in Texas and the El Paso Times.
[00:02:25.788 --> 00:02:32.218]  In fact, for when Henningsen joins us in 30 minutes, will you guys just type in El Paso Times
[00:02:35.791 --> 00:02:59.000]  drug cartels allowed to bring in tons of cocaine that'll come up and it came out in the federal court cases that yes they were given national security clearances and that's their defense is they're really government agents and the feds come in and say yes they did work for us it's true basically drop the charges it's the same over and over again but now we have this headline more furious
[00:03:01.201 --> 00:03:01.481]  U.S.
[00:03:01.561 --> 00:03:06.962]  soldiers trafficking arms drugs to DEA agents posing as Los Zetas.
[00:03:07.443 --> 00:03:13.404]  And what happens is when this stuff gets exposed, they go, oh, they're just former U.S.
[00:03:13.464 --> 00:03:21.726]  soldiers, and oh, we were just posing as Los Zetas in a sting because it separately came out in some court cases, so they're having to cover themselves.
[00:03:23.567 --> 00:03:28.488]  The drug cartels, there's six of them that are in Mexico, but three big ones.
[00:03:29.873 --> 00:03:33.975]  The three big ones are run by the U.S.
[00:03:34.015 --> 00:03:34.435]  military.
[00:03:36.216 --> 00:03:42.918]  And then whenever low-level people don't pay their cut, or the smaller cartels try to run the blockades, there's wars.
[00:03:43.558 --> 00:03:45.539]  And there's double-crossing and stuff that goes on.
[00:03:45.579 --> 00:03:47.020]  But here it is.
[00:03:48.527 --> 00:03:51.329]  And that's coming up in 30 minutes.
[00:03:51.369 --> 00:03:52.050]  Yep, there it is.
[00:03:52.090 --> 00:03:52.550]  Documents.
[00:03:52.931 --> 00:03:58.515]  Feds allegedly, and you can go to the trial later, it came out they did, allowed Sinaloa cartel to move cocaine to the U.S.
[00:03:58.895 --> 00:03:59.716]  for information.
[00:03:59.936 --> 00:04:05.241]  Now, when they get caught, they say, yeah, we were shipping in 18 wheelers of cocaine and telling the Border Patrol to let it in.
[00:04:05.921 --> 00:04:06.602]  But, uh...
[00:04:07.947 --> 00:04:10.669]  But we did it to get information about the drug cartels.
[00:04:10.730 --> 00:04:13.292]  That one shipment was what, five tons?
[00:04:13.932 --> 00:04:23.741]  And then my little memory goes back many years to the Associated Press, when the state police found an 18-wheeler with three and a half tons of pure cocaine in it, and were ordered to give it to the FBI, and they released it.
[00:04:24.322 --> 00:04:29.807]  You can go on down the road now, Bubba Jack, because that's going to pay off the federal judges and everybody.
[00:04:31.788 --> 00:04:33.190]  That's how all this works.
[00:04:34.747 --> 00:04:36.389]  People are like, well, why are drugs illegal then?
[00:04:36.709 --> 00:04:39.171]  To keep the price up, silly!
[00:04:39.191 --> 00:04:46.718]  You gotta make it illegal if you're drug dealing, murdering central banks that run child kidnapping rings on the side.
[00:04:47.439 --> 00:04:50.381]  And then Mitt Romney's wife's got a blind trust invested in it.
[00:04:50.762 --> 00:04:53.164]  Everybody makes it a big deal that she's invested in Goldman Sachs.
[00:04:53.805 --> 00:04:54.986]  I'm not saying she's perfect.
[00:04:55.026 --> 00:04:59.129]  The point is, why is Goldman Sachs running sex slave funds?
[00:05:01.067 --> 00:05:04.688]  Right now, the average family spends one-fourth of their income on food.
[00:05:04.868 --> 00:05:10.650]  It's time to cut your food budget in half by using the best, most affordable food on the planet from eFoods Direct.
[00:05:10.790 --> 00:05:13.991]  The savings from eating this food will actually help you pay your other bills.
[00:05:14.311 --> 00:05:22.093]  Serve these delicious meals to your family tonight for a quick and easy dinner for about $1.25 a serving, compared to over $3 a serving for any other food.
[00:05:22.274 --> 00:05:29.016]  This food is compact, making it easy to store some away and will be just as delicious in 25 years as the ones you cook tonight.
[00:05:29.376 --> 00:05:30.096]  Is it affordable?
[00:05:30.436 --> 00:05:31.096]  Absolutely!
[00:05:31.356 --> 00:05:36.299]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[00:05:36.579 --> 00:05:41.061]  See the comparison at efoodsdirect.com forward slash Alex or call 800-409-5633.
[00:05:43.062 --> 00:05:47.704]  My friends, as crazy as this world is today, you'd be nuts to not get a storable food supply.
[00:05:48.024 --> 00:05:52.606]  Give efoodsdirect a call and order one of the Alex Jones Family Packs and test it out today.
[00:05:52.866 --> 00:05:57.348]  Start your journey of food independence today at efoodsdirect.com forward slash Alex.
[00:05:57.728 --> 00:05:58.329]  Or call 800-409-5633.
[00:05:58.369 --> 00:06:03.594]  Hi folks, this is Alex Jones.
[00:06:03.815 --> 00:06:08.840]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:06:09.120 --> 00:06:10.482]  Saving means to make money.
[00:06:10.662 --> 00:06:19.432]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:06:20.172 --> 00:06:27.278]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:06:27.699 --> 00:06:35.325]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:06:35.705 --> 00:06:40.630]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:06:40.930 --> 00:06:43.112]  Getting a free catalog is easy by calling 800-340-7091.
[00:06:45.874 --> 00:06:48.777]  Or see Calvin on the web at 5starsoap.com.
[00:06:49.077 --> 00:06:51.400]  Take charge of your health now by calling 800-340-7091.
[00:06:51.460 --> 00:06:53.582]  Or see Calvin on the web at 5starsoap.com.
[00:07:00.723 --> 00:07:07.705]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:07:07.945 --> 00:07:25.511]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:07:25.711 --> 00:07:26.312]  I don't think so.
[00:07:43.672 --> 00:07:46.393]  Simply getting the vitamins and minerals I need.
[00:07:46.453 --> 00:07:47.514]  Check it out for yourself.
[00:07:47.734 --> 00:07:48.474]  It's incredible.
