[00:00:03.783 --> 00:00:04.083]  We're good.
[00:00:36.604 --> 00:00:37.767]  It's Tuesday, July 10, 2012.
[00:00:40.073 --> 00:00:40.975]  I'm Alex Jones.
[00:00:41.216 --> 00:00:45.827]  Get ready for another original edition of InfoWars Nightly News.
[00:00:49.195 --> 00:00:54.297]  Tonight, TSA agents in Louisville, Kentucky laughed at a deaf man.
[00:00:54.578 --> 00:00:58.279]  They called him an effing deafie and stole his candy.
[00:00:58.600 --> 00:01:05.183]  The man's story is now going viral as part of a nationwide backlash against the TSA.
[00:01:05.643 --> 00:01:16.088]  Then, the UN sterilization campaigns in developing countries are accelerating as the globalists step up their efforts to depopulate the third world.
[00:01:16.608 --> 00:01:20.657]  Plus, genetically engineered mosquitoes are on the loose.
[00:01:21.258 --> 00:01:24.906]  That's coming up next on the InfoWars Nightly News.
[00:01:36.718 --> 00:01:45.340]  First off tonight, we see a similar case of disappearing funds to what we saw now eight, nine months ago with MF Global.
[00:01:46.000 --> 00:01:51.061]  And Mr. Corzine, who advises the White House, being caught lying to Congress.
[00:01:51.641 --> 00:01:55.582]  That money, we learned, billions of it, ended up going to JP Morgan.
[00:01:55.622 --> 00:01:57.223]  That's now been confirmed.
[00:01:57.303 --> 00:02:01.844]  Well, Zero Hedge is reporting, PFG,
[00:02:03.740 --> 00:02:10.742]  Is now MF Global Part 2 is 220 million in segregated client money has just vaporized.
[00:02:10.762 --> 00:02:13.943]  But don't worry, JP Morgan has the regulators everywhere.
[00:02:14.583 --> 00:02:18.924]  And guess who the custodian of the PFG Best FX accounts was?
[00:02:19.504 --> 00:02:26.366]  None other than everyone's favorite JP Morgan!
[00:02:27.027 --> 00:02:28.987]  And who loves you and who do you love?
[00:02:29.407 --> 00:02:31.328]  Folks that make Bernie Madoff look like a
[00:02:32.228 --> 00:02:33.208]  Guy you can trust.
[00:02:34.049 --> 00:02:37.610]  I'll give my money to Bernie Madoff, but not, not, not, not JPMorgan, no.
[00:02:39.010 --> 00:02:49.254]  And continuing here, it says, translation, another 220 million segregated account pillage has just taken place in the vein of none other than Jon Corzine and MF Global.
[00:02:49.554 --> 00:02:52.195]  The money has now officially vaporized.
[00:02:52.235 --> 00:03:00.378]  But don't worry, the federal regulators are in the article saying, no problem, this is A-OK, because they
[00:03:01.894 --> 00:03:04.655]  Are revolving door employees of JPMorgan and Goldman Sachs?
[00:03:04.675 --> 00:03:06.876]  They're making money, so... Why don't... Hey!
[00:03:07.256 --> 00:03:09.737]  Ship some hand grenades to Mexico while you're at it with some guns!
[00:03:10.097 --> 00:03:11.078]  Blame the Second Amendment!
[00:03:11.438 --> 00:03:12.978]  Say the UN runs our military!
[00:03:14.899 --> 00:03:17.680]  Got news coming up with Big Pharma just knowingly killing people.
[00:03:17.940 --> 00:03:19.261]  Oh, this shot will give them measles!
[00:03:19.281 --> 00:03:20.121]  Ah, give it to them!
[00:03:20.521 --> 00:03:22.102]  Oh, this, uh... this, uh...
[00:03:24.184 --> 00:03:26.505]  Drug for kids with asthma kills them!
[00:03:26.905 --> 00:03:27.265]  Kill them!
[00:03:27.565 --> 00:03:31.366]  It's just like... I'm sorry, it's teleprompter-free news.
[00:03:31.726 --> 00:03:35.807]  I should just not get upset about that and just talk about how they paid a small fine.
[00:03:35.827 --> 00:03:39.727]  A very small part of the overall money they made, but hey!
[00:03:40.488 --> 00:03:42.248]  That's why they're big globalists and exempt.
[00:03:42.588 --> 00:03:44.729]  That's why you are a slave scum.
[00:03:45.309 --> 00:03:48.269]  And I'm an extremist for not liking it, and so are you.
[00:03:48.770 --> 00:03:50.190]  Well, that's one article out of the way.
[00:03:51.400 --> 00:03:53.542]  Let's move on to TSA agents!
[00:03:54.063 --> 00:03:58.307]  Laugh at deaf man, call him effing deafy, steals his candy.
