[00:00:07.479 --> 00:00:11.381]  Waging war on corruption.
[00:00:11.381 --> 00:00:22.166]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:22.166 --> 00:00:32.051]  Well, we are live, ladies and gentlemen, coming to you from the Orlando Hotline Center that in its decades and decades of history has never sold out.
[00:00:35.700 --> 00:00:37.261]  How many?
[00:00:37.261 --> 00:00:39.143]  Hey, folks.
[00:00:39.143 --> 00:00:39.524]  You know what?
[00:00:39.524 --> 00:00:45.309]  When we come back from break in the next segment, because some stations don't carry this segment, I'll ask that question, but I'm curious.
[00:00:45.309 --> 00:00:46.270]  How many years has this been here?
[00:00:49.474 --> 00:00:53.619]  50 plus years it's never sold out and it is a sellout crowd here tonight.
[00:00:53.619 --> 00:00:56.803]  We've got the doors open and people starting to file in.
[00:00:56.803 --> 00:01:05.394]  We're about two hours away from the kickoff of my speech and a documentary film I'm going to premiere and a lot more here in Orlando.
[00:01:06.928 --> 00:01:09.489]  A-10 and the great crew that's here.
[00:01:09.489 --> 00:01:11.449]  I really enjoy all the shows that are on the air here.
[00:01:11.449 --> 00:01:12.550]  I really like this affiliate.
[00:01:12.550 --> 00:01:20.331]  And I like the fact that the program director and station manager, Carl, actually is the type of guy that will actually call people up and talk to them.
[00:01:20.331 --> 00:01:21.292]  So he's an interesting fella.
[00:01:21.292 --> 00:01:22.892]  I had to come out here and meet him.
[00:01:22.892 --> 00:01:29.554]  And about six months ago or so, I said, yeah, I'll come out there and speak to you guys, because he asked.
[00:01:29.554 --> 00:01:33.194]  And now it's got me in trouble, because we've got over 100 AM and FM affiliates now.
[00:01:33.194 --> 00:01:35.035]  And they're all saying, you will come to our town.
[00:01:35.555 --> 00:01:38.957]  You know, we're on in Tampa, we're on in three or four other stations in Florida.
[00:01:38.957 --> 00:01:41.439]  They're all like, why are you not coming here?
[00:01:41.439 --> 00:01:45.461]  Well, I will not allow the TSA, when I'm with my family, to grab their genitals.
[00:01:45.461 --> 00:01:46.762]  That's un-American.
[00:01:46.762 --> 00:01:51.164]  In America, the new American flag will be someone's genitals being squeezed, I guess.
[00:01:51.164 --> 00:01:52.305]  No, I'm serious.
[00:01:52.825 --> 00:01:54.727]  Like an ostrich having his genitals squeezed.
[00:01:54.727 --> 00:01:57.470]  Excuse me, I'm not trying to be funny, it's disgusting.
[00:01:57.470 --> 00:02:02.536]  And so I'm driving in an RV, so I barely got enough time to then race back to Austin.
[00:02:02.536 --> 00:02:10.924]  So I spoke in Dallas and speaking here is kind of a beta test, but I do intend to try these trips every two months or so and try to visit five or six affiliates on each swath.
[00:02:11.485 --> 00:02:11.925]  I don't know.
[00:02:31.161 --> 00:02:31.762]  We're good to go.
[00:02:46.690 --> 00:02:49.191]  Coming up in the second hour today.
[00:02:49.191 --> 00:02:51.952]  And I will be giving my speech, Blueprint to Defeat the New World Order.
[00:02:51.952 --> 00:02:54.433]  But after the break, I'm going to get into the news.
[00:02:54.433 --> 00:02:58.555]  Here it is, out of the Jerusalem Post, also Ynet News.
[00:02:58.555 --> 00:03:01.917]  It's also in Haratz over in Israel, or Haritz.
[00:03:01.917 --> 00:03:05.418]  People always correct me, potato, patata, Haritz, Haratz, whatever.
[00:03:05.418 --> 00:03:06.439]  But here it is, U.S.
[00:03:06.439 --> 00:03:09.000]  to announce aerial blockade of Syria.
[00:03:10.731 --> 00:03:13.313]  Now we heard that eight, nine months ago.
[00:03:13.313 --> 00:03:14.754]  It wasn't a war.
[00:03:14.754 --> 00:03:19.036]  It was just drones and jet aircraft blowing up the country and putting Al-Qaeda in charge.
[00:03:19.036 --> 00:03:23.379]  And I'm told that I love the Muslim extremists because I don't want to put Al-Qaeda in charge.
[00:03:23.379 --> 00:03:26.982]  That's common sense would show insane.
[00:03:26.982 --> 00:03:29.763]  But we're going to be breaking that down today.
[00:03:29.763 --> 00:03:30.464]  It's a big deal.
[00:03:30.464 --> 00:03:31.445]  It's another war.
[00:03:32.325 --> 00:03:47.337]  And what happens is the corrupt interests that run our country send in proxy armies, basically Saudi Arabian terrorists and others, Wahhabis, and they then attack, they then attack these countries like Libya and Syria.
[00:03:47.337 --> 00:03:50.159]  And I'm not saying Gaddafi or Assad are good people.
[00:03:50.159 --> 00:03:54.382]  The point is those were stable regimes that were even working with the West in many cases.
