[00:00:02.216 --> 00:00:02.536]  We're good.
[00:00:35.196 --> 00:00:41.000]  Good evening and welcome to InfoWars Nightly News with me your host Paul Joseph Watson on this May 21st 2012 edition.
[00:00:41.020 --> 00:00:41.480]  Tonight!
[00:00:47.662 --> 00:00:52.804]  You will not disrespect the President of the United States in this place!
[00:00:53.104 --> 00:01:04.887]  An audio recording between a teacher and a North Carolina high school student goes viral as she tells her students that it is a criminal offense to criticize Obama.
[00:01:05.088 --> 00:01:12.550]  Plus, the state of Hawaii responds to the Arizona Secretary of State's request for Obama's birth certificate.
[00:01:14.008 --> 00:01:27.772]  Then, the police state welcomes NATO, as Mayor Emanuel has authorized militarized social control of Chicago, and protesters who've clashed with police are being held on terrorism charges.
[00:01:28.412 --> 00:01:37.615]  All that, plus more of tonight's top headlines, and Syrian Girl joins us live via video Skype, tonight on the InfoWars Nightly News.
[00:01:48.399 --> 00:01:54.144]  Our top story tonight, teacher yells at student, criminal offense to criticize Obama.
[00:01:54.544 --> 00:02:12.959]  An audio recording of an exchange between a teacher and a student at North Rowan High School in North Carolina serves as a reminder that the school system is becoming a target or a training ground for teaching kids to be subservient to the state while indoctrinating them into thinking that the First Amendment does not exist.
[00:02:13.579 --> 00:02:27.213]  This is an argument that was caught on a cell phone recording between a teacher and a student where the teacher's basically yelling over and over again, it's illegal to criticize our dear leader, you can't disrespect the president, it's an arrestable offense.
[00:02:28.034 --> 00:02:34.080]  As a social studies teacher, I cannot allow you to slander any president in here.
[00:02:34.280 --> 00:02:34.680]  Yes ma'am.
[00:02:34.800 --> 00:02:35.961]  Past or current.
[00:02:36.342 --> 00:02:36.682]  Yes ma'am.
[00:02:36.862 --> 00:02:37.323]  Okay.
[00:02:38.314 --> 00:02:44.935]  You will not disrespect the President of the United States in his classroom!
[00:02:45.015 --> 00:02:46.635]  Not about him, you won't!
[00:02:47.416 --> 00:02:48.996]  And the school actually reacted.
[00:02:49.496 --> 00:02:53.337]  Massive controversy online, you know, hundreds of thousands of views on the video.
[00:02:53.717 --> 00:02:57.537]  But the school reacted by calling it a learning experience.
[00:02:58.037 --> 00:03:06.779]  And no action whatsoever was taken against the teacher, even though she's basically teaching her kids in the class that the First Amendment does not exist.
[00:03:07.719 --> 00:03:10.420]  And in the article we actually put out on Infowars about this.
[00:03:10.901 --> 00:03:22.347]  You can go and watch a deluge of other videos where children in government schools are being taught to worship Obama and also chant mindlessly his campaign slogans.
[00:03:23.027 --> 00:03:27.192]  You'll all remember, of course, the infamous Obama military youth drill.
[00:03:28.073 --> 00:03:33.760]  The cult of personality is certainly still being built up around Obama as we head towards 2012.
[00:03:33.960 --> 00:03:39.066]  And in some cases, you know, it rivals the kind of thing you'd expect to see out of North Korea.
[00:03:39.767 --> 00:03:40.207]  Remember,
[00:03:40.888 --> 00:04:00.020]  Also that in 2009 the White House actually announced that it would start broadcasting Obama's speeches directly into classrooms and that the Department of Education would instruct teachers to ask children, quote, why is it important that we listen to the President and other elected officials?
[00:04:00.380 --> 00:04:03.282]  So they're getting in, at an early stage, getting into the schools.
[00:04:04.002 --> 00:04:19.544]  And so not only are the schools now, you know, prison training centers with the surveillance cameras, the patrol cops, the drug raids, the fake attack drills, you know, watching kids via their webcams, the teachers in Pittsburgh, nothing happened.
[00:04:20.185 --> 00:04:42.186]  But they're also literally becoming re-education camps in that they train kids not to be suspicious of authority and not to question elected representative servants like the President himself, but to literally worship and praise Barack Hussein Obama like he's some kind of Christ figure.
[00:04:42.306 --> 00:04:44.368]  So again, another great reason to homeschool.
[00:04:45.504 --> 00:04:49.386]  AMC buyout part of Chinese takeover of media.
[00:04:50.066 --> 00:04:53.447]  Again, this is an Infowars.com story written by myself.
[00:04:53.527 --> 00:05:07.033]  Chinese company Wanda has announced it will buy AMC, the second largest theatre chain in the United States, increasing fears that the Chinese Communist Party is expanding its influence globally as part of a media takeover.
