[00:00:41.776 --> 00:00:43.738]  Welcome to the Infowars Nightly News.
[00:00:43.818 --> 00:00:47.682]  I'm your host, Melissa Melton, and here's what we have coming up for you on this December 19th, 2012 edition.
[00:00:52.688 --> 00:01:00.073]  Tonight, calls from mainstream media and politicians for Obama to revoke the Second Amendment by executive order.
[00:01:00.453 --> 00:01:06.877]  Then, Obama advances his plan to bankrupt the coal industry and your family with new CO2 limits.
[00:01:07.518 --> 00:01:11.981]  And TSA-style sexual assaults come to the highways of America.
[00:01:12.441 --> 00:01:15.903]  All that and more tonight on InfoWars Nightly News.
[00:01:25.760 --> 00:01:31.581]  Our top story tonight should distress some of you, even if you saw it coming as it did me.
[00:01:32.041 --> 00:01:37.243]  Reuters has now openly called for Obama to act as a dictator and ban our guns.
[00:01:37.823 --> 00:01:44.564]  In a story they published earlier this week, actually entitled, Even Without Congress, Obama Could Act to Restrict Guns.
[00:01:45.005 --> 00:01:46.745]  That's actually what they titled the story.
[00:01:47.345 --> 00:01:49.206]  And they go on with a subheading that begins,
[00:02:17.766 --> 00:02:24.791]  And that his administration has the power to issue executive orders or new rules, options that Obama is likely to consider.
[00:02:25.132 --> 00:02:26.073]  So let's get this straight.
[00:02:26.133 --> 00:02:39.564]  Obama's administration, a body that is administrative only, can now administer executive orders that are circumventing Congress, they're going around the voice of the people, and they can make new rules.
[00:02:40.004 --> 00:02:45.772]  I'm not really sure where new rules is actually mentioned in the Constitution, but apparently according to Reuters it's in there somewhere.
[00:02:46.252 --> 00:02:49.436]  They also go on to discuss the fact that Obama's U.S.
[00:02:49.496 --> 00:02:55.784]  Justice Department appointees have been busy studying ideas for gun control ever since the Gabrielle Giffords shooting.
[00:02:56.665 --> 00:03:01.088]  And basically the bottom line on this is the Second Amendment is pretty clear on this point.
[00:03:01.469 --> 00:03:09.775]  It says, a well-regulated militia, being necessary to the security of a free state, the right of the people to keep and bear arms, shall not be infringed.
[00:03:10.315 --> 00:03:11.316]  Shall not be infringed.
[00:03:11.596 --> 00:03:11.976]  Period.
[00:03:12.176 --> 00:03:22.264]  The whole point of the Second Amendment was to protect us from a total takeover of a tyrannical government, which is the exact kind of tyrannical government that we're seeing do this right now.
[00:03:24.265 --> 00:03:25.766]  Reuters isn't the only one either.
