[00:00:07.876 --> 00:00:11.997]  Waging war on corruption.
[00:00:12.238 --> 00:00:17.840]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:20.502 --> 00:00:21.763]  We are live.
[00:00:21.783 --> 00:00:26.847]  It is the 25th day of March 2012 on this Sunday edition.
[00:00:42.611 --> 00:00:44.392]  And we are locked and loaded, ready to go.
[00:00:44.472 --> 00:00:46.474]  Thank you so much for joining us.
[00:00:46.494 --> 00:00:49.576]  This is going to be a particularly jam-packed transmission.
[00:00:50.597 --> 00:00:53.339]  In the second hour, Lindsey Williams will be joining us.
[00:00:53.379 --> 00:00:55.100]  Hadn't been on in about four or five months.
[00:00:56.141 --> 00:01:00.304]  He did say that one of his two living sources, one of them's died.
[00:01:00.324 --> 00:01:09.431]  I'm just going to leave it there because then I know the two people's names and then I know which one is living, but then I almost said the one
[00:01:10.751 --> 00:01:13.734]  That is living instead of the one that's dead that I'm allowed to say.
[00:01:13.754 --> 00:01:19.561]  The point is he has some inside globalist sources whose info is proven in many cases to be very accurate.
[00:01:20.221 --> 00:01:22.964]  And he said years ago there's not going to be an Iran attack.
[00:01:23.405 --> 00:01:24.686]  They told us four or five months ago.
[00:01:24.766 --> 00:01:28.390]  No, now it is on the front burner coming up by the end of 2012.
[00:01:30.132 --> 00:01:32.973]  And he also said get ready for your gas prices to go back up.
[00:01:33.013 --> 00:01:35.713]  That's now started and much more.
[00:01:36.373 --> 00:01:48.595]  So we're going to be having Lindsey Williams join us in the second hour and I will get him to just get right to his new information and then open the phones up so you can specifically talk to Lindsey.
[00:01:49.076 --> 00:01:56.237]  Lindsey's a great guy and he's one of the most popular guests that we have on but he's also one of the guests that makes people tear their hair out
[00:01:56.837 --> 00:02:01.742]  Because he's always so busy thanking you many, many times and building up the story.
[00:02:01.762 --> 00:02:03.484]  I don't think he does that on purpose.
[00:02:03.704 --> 00:02:04.885]  That's just the way he is.
[00:02:04.905 --> 00:02:07.068]  I've been interviewing him for about 14 years.
[00:02:07.708 --> 00:02:13.935]  I remember 14 years ago interviewing him, his book, The Energy Non-Crisis, and the sense that it has come out that we've got more oil.
[00:02:15.660 --> 00:02:22.763]  In Alaska than Saudi Arabia has, but 80% of it is shipped to Asia, 20% to Canada and the United States.
[00:02:23.324 --> 00:02:26.045]  It's all part of these cartels trying to keep the price up.
[00:02:26.585 --> 00:02:31.167]  That's why Obama has blocked the pipeline now for six months under pressure.
[00:02:31.207 --> 00:02:35.850]  He said, OK, you can build one part of the southern route, but can't connect the other third of the north.
[00:02:36.690 --> 00:02:39.434]  So that's more of his manipulation.
[00:02:39.935 --> 00:02:45.924]  Kind of like Obama said, now I'm against this provision where I can secretly arrest or kill US citizens.
[00:02:47.166 --> 00:02:49.370]  Snatch and grab a secret police provision.
[00:02:51.206 --> 00:02:56.007]  And then it turned out he demanded it be added, those memos are public, from the White House to Congress.
[00:02:56.147 --> 00:02:58.068]  When Congress got the blame, they released it.
[00:02:58.748 --> 00:03:03.789]  And then he said, well don't worry, I'll veto it, so that opposition wouldn't get mounted, so that it would pass.
[00:03:03.809 --> 00:03:06.810]  And then he said, I'm not going to sign it, and then he did sign it.
[00:03:07.810 --> 00:03:11.091]  And it's kind of like, you know what, you're right, I'm going to let that pipeline get built.
[00:03:11.731 --> 00:03:12.871]  One leg at the bottom.
[00:03:13.939 --> 00:03:37.720]  To make sure his buddy Warren Buffett makes billions and billions on record, as Bloomberg and Reuters reported, now that all that oil has to be shipped, not to the U.S., but by train from those oil fields in central and eastern Canada, and western Canada for that matter, to the western coastline to be sent west, if you're going that direction, or east if you're going the other, to Japan, to China.
[00:03:39.056 --> 00:03:40.699]  Because that's the globalist model.
[00:03:40.779 --> 00:03:42.362]  China gets its coal power plants.
[00:03:42.422 --> 00:03:43.464]  China gets its oil.
[00:03:43.664 --> 00:03:44.205]  We don't.
[00:03:44.926 --> 00:03:47.510]  It's peak oil here because they're cutting the supply off.
[00:03:48.272 --> 00:03:49.975]  So that's all part of this overall program.
[00:03:49.995 --> 00:03:52.499]  Now, I haven't even gotten in to the big news yet.
[00:03:53.404 --> 00:03:54.705]  We're going to cover it when we get back.
[00:03:55.305 --> 00:03:57.907]  There's lots of little side issues that are interesting.
[00:03:58.567 --> 00:04:10.555]  Living almost a record time with an outside-his-body bionic heart pump, 20 months, Dick Cheney, 71, was skipped over others because you're not supposed to get a heart transplant even if you're healthier than he is at 71.
[00:04:10.595 --> 00:04:11.256]  But he got one.
[00:04:13.177 --> 00:04:17.980]  He's got somebody else's heart, at least he has a pulse again for 20 months with that bionic heart.
[00:04:18.540 --> 00:04:26.745]  No pulse with that heart pump that used his heart as a bag to pump the blood through, but at the pump on the outside of his body, there he is holding the heart pump.
[00:04:27.365 --> 00:04:32.288]  He's now gotten his heart, and I'm surprised it took this long.
[00:04:33.789 --> 00:04:41.594]  I mean, we all know that the head of Apple, Steve Jobs and others, got theirs very, very quickly, got their livers
[00:04:43.004 --> 00:04:54.908]  Okay, look, big MF Global news, big Trayvon Martin news, big UN news, tolls for bicycles, oh yes, it's all coming up straight ahead, stay with us.
[00:05:01.308 --> 00:05:04.949]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:05:05.269 --> 00:05:13.392]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:05:14.132 --> 00:05:18.153]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:05:18.753 --> 00:05:29.577]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:05:30.197 --> 00:05:39.225]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[00:05:39.726 --> 00:05:44.770]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:05:45.151 --> 00:05:52.337]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:05:52.657 --> 00:05:55.400]  That's www.SilverLungs.com.
[00:06:03.795 --> 00:06:07.818]  You are listening to an InfoWars.com Frontline Report.
[00:06:10.361 --> 00:06:14.544]  If you are receiving this transmission, you are the resistance.
[00:06:21.890 --> 00:06:30.517]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:31.673 --> 00:06:32.253]  That's right!
[00:06:32.273 --> 00:06:41.116]  Blasting out to an audience of over a million and a half people on the Sunday show, three million a day on the weekday show, conservatively, 11 a.m.
[00:06:41.156 --> 00:06:41.556]  to 2 p.m.
[00:06:41.596 --> 00:06:41.936]  Central.
[00:06:41.976 --> 00:06:46.738]  The websites are InfoWars.com and PrisonPlanet.tv.
[00:06:47.198 --> 00:06:48.479]  The truth sells.
[00:06:48.599 --> 00:06:50.099]  The truth is successful.
[00:06:50.519 --> 00:06:51.540]  Ron Paul is right.
[00:06:52.000 --> 00:06:53.400]  Legalize freedom.
[00:06:53.740 --> 00:06:55.421]  That's what this broadcast stands for.
[00:06:55.661 --> 00:06:58.002]  Okay, here's what's coming up today.
[00:07:00.987 --> 00:07:05.191]  Corzine was caught lying months ago when he testified.
[00:07:05.211 --> 00:07:09.415]  I did news reports, radio shows, and wrote articles about that.
[00:07:11.056 --> 00:07:14.579]  In December, so did Max Keiser.
[00:07:15.180 --> 00:07:20.084]  So did the stockbrokers over at Zero Hedge.
[00:07:21.005 --> 00:07:25.949]  The head of the Chicago Mercantile Exchange
[00:07:27.125 --> 00:07:34.728]  Tens of trillions monthly that goes through that system that was regulating privately for the government.
