[00:00:07.784 --> 00:00:09.866]  Waging war on corruption.
[00:00:09.886 --> 00:00:11.927]  Alright, here I go.
[00:00:12.147 --> 00:00:17.811]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:19.552 --> 00:00:21.713]  Are we seeing the urn?
[00:00:21.794 --> 00:00:23.815]  We've got it.
[00:00:24.695 --> 00:00:27.637]  Are we seeing the urn now?
[00:00:28.098 --> 00:00:31.520]  We've got it.
[00:00:31.700 --> 00:00:32.781]  Are we seeing the urn?
[00:00:34.396 --> 00:00:37.633]  You got it.
[00:00:40.401 --> 00:00:50.545]  Ladies and gentlemen, and broadcasting worldwide, blasting on the MNFM dial, global shortwave, and the internet, of course, at InfoWars.com.
[00:00:51.445 --> 00:00:54.026]  And we are on the road here.
[00:00:54.066 --> 00:01:00.308]  We will have open phones for much of the broadcast today, at least the entire second hour.
[00:01:00.328 --> 00:01:02.349]  I'm going to really commit to doing that.
[00:01:02.369 --> 00:01:04.130]  Aaron Dykes is going to be
[00:01:06.138 --> 00:01:08.640]  Popping in as well.
[00:01:08.961 --> 00:01:10.682]  It sounds like he's running the generator too.
[00:01:11.804 --> 00:01:13.025]  Or is that just the air conditioner?
[00:01:17.209 --> 00:01:18.790]  No, I don't think that's the air conditioner.
[00:01:19.151 --> 00:01:21.613]  Doing that big rumble now that they actually turned the music off.
[00:01:21.973 --> 00:01:23.355]  I think the generator just kicked in.
[00:01:24.095 --> 00:01:29.321]  Which is fine, I mean they got an audio gate on the system and stuff, but the air conditioner wasn't making a rumble.
[00:01:30.562 --> 00:01:31.344]  That big earlier.
[00:01:31.384 --> 00:01:33.888]  I'm pretty sure the generator pumped on.
[00:01:34.208 --> 00:01:35.470]  Or he's pumping something out.
[00:01:35.510 --> 00:01:36.933]  Let's just not do that during broadcast.
[00:01:37.273 --> 00:01:38.215]  Let's do that at the end of the show.
[00:01:38.255 --> 00:01:38.555]  Thank you.
[00:01:40.464 --> 00:01:44.767]  Okay, well, as long as you're good on your end, I feel like I'm doing a radio broadcast from an airplane or something.
[00:01:45.227 --> 00:01:47.709]  This old 12-year-old bus we got, I love it.
[00:01:48.410 --> 00:01:51.492]  And it's like the space shuttle, it's got so many switches and things.
[00:01:51.532 --> 00:02:08.884]  I just noticed as soon as I went live, it's like a vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom, vroom
[00:02:10.316 --> 00:02:13.422]  It doesn't matter, ladies and gentlemen, this is Real Radio.
[00:02:13.622 --> 00:02:15.686]  Real Radio broadcasting worldwide.
[00:02:15.706 --> 00:02:18.070]  We're also going out on Ustream right now.
[00:02:21.343 --> 00:02:24.464]  Well, I haven't plunged into the news yet, have I?
[00:02:24.544 --> 00:02:30.146]  But I will be doing that coming up here today.
[00:02:30.266 --> 00:02:32.227]  And boy, is there a lot of crazy news.
[00:02:32.247 --> 00:02:41.571]  I don't normally cover news the weird unless it pertains to human behavior and is a window into the overall psychology of how the globalists are controlling us.
[00:02:42.011 --> 00:02:49.174]  Naked man killed by police near MacArthur Causeway was eating face-off victim.
[00:02:51.092 --> 00:02:54.355]  It was a scene as creepy as Hannibal Lecter, or Day of the Dead, I would add.
[00:02:55.096 --> 00:03:04.964]  One man was shot to death by Miami police, and another man is fighting for his life after he was attacked and his face allegedly half-eaten by a naked man on MacArthur Causeway.
[00:03:06.605 --> 00:03:07.466]  Off-ramp Saturday.
[00:03:08.646 --> 00:03:09.946]  Well, you know what the answer to this is?
[00:03:10.087 --> 00:03:11.207]  Ban teeth!
[00:03:12.027 --> 00:03:14.328]  England wants to ban knives because people are getting stabbed.
[00:03:14.348 --> 00:03:16.609]  You know, they want to ban guns because people use them.
[00:03:16.649 --> 00:03:18.650]  Well, the answer is ban teeth!
[00:03:19.390 --> 00:03:25.532]  And if somebody ever punches anyone out of six and a half, seven plus billion people now, cut all arms off worldwide.
[00:03:26.112 --> 00:03:27.933]  And if anyone ever rapes a woman,
[00:03:28.766 --> 00:03:30.967]  Cut off every man's genitals on earth.
[00:03:31.667 --> 00:03:35.589]  That is the logic they try to sell us for victim disarmament.
[00:03:35.629 --> 00:03:37.470]  No, because there are people like this guy.
[00:03:37.490 --> 00:03:40.852]  They're trying to say, we believe it was cocaine-induced psychosis, though we're not sure.
[00:03:41.092 --> 00:03:41.612]  Yeah, cocaine.
[00:03:41.632 --> 00:03:42.593]  They picked some illegal drug.
[00:03:42.873 --> 00:03:44.034]  Not that I say cocaine's even good.
[00:03:44.054 --> 00:03:44.834]  It's certainly bad for you.
[00:03:45.054 --> 00:03:45.154]  I'm
[00:04:03.510 --> 00:04:21.869]  Prescription excuse me or they're hopped up with over-the-counter stuff mixed together that makes them go crazy or they're on stuff like PCP Horse tranquilizers and and this could certainly do that, but I'm not going to spend all day on that whenever we get back from this first break
[00:04:22.742 --> 00:04:24.583]  I want to get into Decoration Day.
[00:04:24.623 --> 00:04:26.585]  That's the real name of Memorial Day.
[00:04:26.605 --> 00:04:27.845]  I've got some comments on that.
[00:04:28.546 --> 00:04:35.611]  And the fact that our military, that certainly you could say once fought for the Republic, has been turned into a wholly owned subsidiary of the Globalist.
[00:04:36.031 --> 00:04:37.472]  We're then going to get into huge news.
[00:04:37.512 --> 00:04:39.373]  They're openly announcing Congress set to vote.
[00:04:39.693 --> 00:04:42.615]  They say they have the votes to hand the Internet that DARPA created, the U.S.
[00:04:42.675 --> 00:04:44.276]  created, over to the U.N.
[00:04:44.697 --> 00:04:47.519]  And they're calling for Internet IDs and taxes at Bilderberg this year.
[00:04:48.119 --> 00:04:48.679]  That's big news.
[00:04:49.701 --> 00:04:51.505]  And a lot more straight ahead.
[00:04:51.545 --> 00:04:52.067]  Stay with us.
[00:04:52.227 --> 00:04:56.098]  I'm Alex Jones of InfoWars.com.
[00:04:56.860 --> 00:04:58.083]  Back in 60 seconds.
[00:04:59.190 --> 00:05:04.453]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
