[00:00:03.527 --> 00:00:03.888]  We're good.
[00:00:35.660 --> 00:00:36.501]  Good evening everyone.
[00:00:36.521 --> 00:00:38.963]  This is the InfoWars Nightly News.
[00:00:39.143 --> 00:00:41.585]  It is Friday the 13th of July 2012.
[00:00:41.625 --> 00:00:45.889]  Here's a quick look at what we have lined up for you this evening.
[00:00:49.571 --> 00:00:59.376]  Tonight, Darren McBreen interviews Dr. Mary's monkey author Edward T. Haslam about the JFK assassination's link to emerging global epidemics.
[00:00:59.997 --> 00:01:04.379]  Plus, free sterilization for all fertile women under Obamacare.
[00:01:04.759 --> 00:01:11.663]  Then, a woman decides to grope the TSA in self-defense and finds herself charged with battery.
[00:01:11.983 --> 00:01:14.765]  All that and more on the InfoWars Nightly News.
[00:01:25.811 --> 00:01:34.724]  All that and more coming up during the next hour, but first we begin with a false flag alert for a pretext of war with Syria.
[00:01:35.712 --> 00:01:36.693]  As nameless U.S.
[00:01:36.733 --> 00:01:52.382]  officials have told the Wall Street Journal that the Syrian government is taking chemical weapons out of storage for possible use against anti-regime rebels or civilians, possibly in an ethnic cleansing campaign.
[00:01:52.622 --> 00:01:58.086]  It also states that they are most worried about Syria's stockpiles of sarin gas.
[00:01:59.195 --> 00:02:00.096]  So here we go again.
[00:02:00.636 --> 00:02:13.263]  It's already been documented that NATO's hired militant groups like Al-Qaeda, or Al-Cieda, are already carrying out a deadly nationwide terrorist bombing campaign, you know, killing innocent civilians.
[00:02:14.454 --> 00:02:23.238]  And it's also been confirmed by governments and international media on numerous occasions, so spare me the BS comments and look it up yourself.
[00:02:24.339 --> 00:02:26.120]  This is all looking way too familiar.
[00:02:27.120 --> 00:02:29.681]  We've been expecting this for some time.
[00:02:30.382 --> 00:02:35.324]  Syria has been on the hit list for some time, like PNAC, the Project for a New American Century.
[00:02:36.044 --> 00:02:42.788]  Syria has been on their hit list, and no doubt that the globalists would prefer that the Obama administration
[00:02:43.328 --> 00:03:06.294]  continue the bush doctrine and that's exactly what they're doing so uh... and you know with the help of of nato which is now in control of uh... congress in the senate and when it comes to policing the world so and in the syrian government they're not going to use chemical weapons if that happens it was a false flag attack carried out by nato
[00:03:07.298 --> 00:03:19.184]  All right, now up next we have an update on the woman who took action against the TSA after being groped and felt up and molested by the evasive pat-down.
[00:03:19.884 --> 00:03:27.788]  You may recall she voiced her complaint to a TSA supervisor and she proceeded to physically demonstrate how she was groped.
[00:03:28.468 --> 00:03:31.030]  The incident captured there on security cam.
[00:03:32.199 --> 00:03:35.825]  She basically started doing to the TSA what they had done to her.
[00:03:36.566 --> 00:03:37.808]  That only sounds fair.
[00:03:37.848 --> 00:03:39.891]  I mean, give them a taste of their own medicine.
[00:03:40.851 --> 00:03:48.579]  Interactions were mild in comparison to, you know, what the TSA agents routinely inflict on the traveling public.
[00:03:48.959 --> 00:03:55.586]  You know, grope downs that include physically grabbing your genitals, grabbing, you know, touching kids.
[00:03:56.287 --> 00:04:03.755]  We've all seen it, we've heard the stories, but... And how did the TSA respond to someone touching them?
[00:04:04.946 --> 00:04:09.390]  Well, they claim that Carol Price carried out an act of violence.
