[00:00:01.562 --> 00:00:06.546]  We just had a terrible storm in the east, but we are all still in the eye of the perfect storm.
[00:00:06.986 --> 00:00:10.388]  We have the most devastating economic conditions since the Great Depression.
[00:00:11.369 --> 00:00:15.552]  America's worst drought in agricultural history, and what about the presidential election?
[00:00:15.832 --> 00:00:19.495]  This perfect storm is a huge threat to everyone's food supply.
[00:00:19.835 --> 00:00:23.698]  eFoods Direct is preparing for the shortages, and you had better do the same.
[00:00:24.098 --> 00:00:26.060]  I could warn you, but I can't feed you.
[00:00:26.440 --> 00:00:29.722]  You know that eFoods is the best tasting and safest food on the planet.
[00:00:30.082 --> 00:00:33.264]  We all need a bunch of storable and usable food from eFoods Direct.
[00:00:33.624 --> 00:00:37.246]  None of us wants to be standing in a bread line trading our freedom for food.
[00:00:37.766 --> 00:00:41.848]  Anyone who doesn't take control of their uncertain future has to be just a little bit nuts.
[00:00:42.288 --> 00:00:44.088]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:00:44.148 --> 00:00:45.189]  How will you bet your life?
[00:00:45.209 --> 00:00:48.109]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:00:48.569 --> 00:00:51.350]  Would you rather prepare six months too early or one day too late?
[00:01:12.363 --> 00:01:17.772]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:01:18.252 --> 00:01:20.797]  You're listening to the Alex Jones Show!
[00:01:52.654 --> 00:01:54.216]  Welcome to the Alex Jones Show.
[00:01:54.656 --> 00:01:56.258]  It's Sunday, November 11th, 2012.
[00:01:57.019 --> 00:01:58.921]  I'm David Knight, filling in for Alex Jones.
[00:01:59.501 --> 00:02:04.266]  But actually, we have a breaking report from Alex and Melissa Melton on the dangers of aspartame.
[00:02:05.107 --> 00:02:10.673]  And we have interviews that Alex did this past week with Ron Paul, Gerald Salenti, and Jesse Ventura.
[00:02:11.659 --> 00:02:14.701]  Not the kind of horse race analysis you'd typically hear on mainstream media.
