[00:00:01.212 --> 00:00:01.772]  We've got it.
[00:00:01.832 --> 00:00:08.257]  This transmission is coming to you.
[00:00:08.357 --> 00:00:12.440]  Waging war on corruption.
[00:00:12.760 --> 00:00:18.103]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:23.807 --> 00:00:27.531]  You got Obama phone?
[00:00:27.631 --> 00:00:28.392]  Yes!
[00:00:28.512 --> 00:00:31.735]  Everybody in Cleveland, low minority, got Obama phone!
[00:00:31.755 --> 00:00:34.117]  Keep Obama in president, you know?
[00:00:34.597 --> 00:00:35.598]  He gave us a phone!
[00:00:35.978 --> 00:00:36.619]  He gave you a phone?
[00:00:36.699 --> 00:00:37.620]  He's gonna do more!
[00:00:37.660 --> 00:00:38.921]  How'd he give you a phone?
[00:00:38.941 --> 00:00:44.606]  You sign up, you on full stamps, you on social security, you got low income, you disability!
[00:00:44.706 --> 00:00:45.947]  I have a question.
[00:00:45.987 --> 00:00:47.269]  Okay, what's wrong with Romney again?
[00:00:47.409 --> 00:00:48.510]  Romney, he sucks!
[00:00:48.670 --> 00:00:49.290]  He can't!
[00:00:53.553 --> 00:00:56.176]  Ladies and gentlemen, we are live here.
[00:00:56.336 --> 00:01:04.744]  It is Sunday and it is the 30th day of September 2012 and Lord Willem will be here for the next two hours.
[00:01:05.485 --> 00:01:09.990]  We are simulcasting the radio transmission at PrisonPlanet.tv
[00:01:12.472 --> 00:01:15.394]  And I don't know, we had PrisonPlanet.tv for nine and a half years.
[00:01:15.474 --> 00:01:19.097]  For about six years I've been simulcasting video during the radio show.
[00:01:19.578 --> 00:01:23.120]  But we're putting in more soundproofing and new cameras and some other equipment.
[00:01:24.081 --> 00:01:26.923]  And some soundproof doors that they started last weekend.
[00:01:26.943 --> 00:01:28.925]  That's why I didn't do last Sunday's show live.
[00:01:29.825 --> 00:01:34.128]  They've just got a few things to finish up today, maybe tomorrow, but there will be video.
[00:01:34.148 --> 00:01:36.410]  There will be video today when Dr. Glidden's on with us.
[00:01:37.210 --> 00:01:40.052]  There are documents and articles we'll be showing.
[00:01:40.112 --> 00:01:48.138]  It's just that a bunch of the studio's torn up, so we are not going to be showing you my ugly pumpkin head today.
[00:01:48.198 --> 00:01:58.285]  So I think everybody will survive, but there are a lot of reasons to be logged in over at InfoWarsNews.com right now or PrisonPlanet.tv.
