[00:00:05.469 --> 00:00:05.570]  Yeah.
[00:00:41.554 --> 00:00:43.915]  Good evening, and welcome to the InfoWars Nightly News.
[00:00:44.215 --> 00:00:45.256]  I'm your host, Rob Dewin.
[00:00:45.276 --> 00:00:50.718]  Today's date is Wednesday, August 15, 2012, and here's a little look at what we have coming up.
[00:00:53.766 --> 00:00:55.247]  Tonight, the U.S.
[00:00:55.347 --> 00:00:59.369]  Army unveils 21st century robotic airships.
[00:00:59.969 --> 00:01:07.674]  The seven-story football-sized Surveillance Zeppelin is an unmanned hybrid airship to be used for surveillance missions.
[00:01:08.214 --> 00:01:11.516]  Then, are eggs more dangerous than Al-Qaeda?
[00:01:12.016 --> 00:01:16.439]  A new so-called study challenges the health benefits of eggs.
[00:01:17.099 --> 00:01:17.620]  No yoke.
[00:01:17.980 --> 00:01:24.067]  Plus, the Arkansas police released the video of the handcuffed man who shot himself in the head.
[00:01:24.427 --> 00:01:26.810]  But wait, it's a reenactment video.
[00:01:27.090 --> 00:01:31.735]  And the police chief says it's easy to shoot yourself while being handcuffed.
[00:01:32.216 --> 00:01:33.417]  And finally, when you get
[00:01:34.837 --> 00:01:38.342]  What do you say and what do you do to protect your rights?
[00:01:38.943 --> 00:01:44.811]  Eddie Craig joins us in studio with sound advice on how to survive the system.
[00:01:45.292 --> 00:01:49.398]  All that and more up next on the InfoWars Nightly News.
[00:01:59.318 --> 00:02:04.443]  Well, it seems 1.4 billion bullets wasn't enough for the Department of Homeland Security.
[00:02:04.483 --> 00:02:05.684]  In fact, they're still buying more.
[00:02:05.745 --> 00:02:10.930]  So our top story, DHS classifies new ammo purchases following controversy.
[00:02:10.950 --> 00:02:12.311]  And what do they mean by classifies?
[00:02:12.331 --> 00:02:14.754]  It means they're blacking things out.
[00:02:15.114 --> 00:02:16.415]  This is from Paul Joseph Watson.
[00:02:16.455 --> 00:02:17.717]  It came out today during the show.
[00:02:18.365 --> 00:02:40.366]  During the radio show earlier today, despite the fact that documents are only supposed to be redacted if authorized by Congress or for national security reasons, a solicitation posted on FedBizOpps website yesterday concerning ammunition purchases made by DHS on behalf of Immigration and Customs Enforcement officials, that's ICE, contains numerous blacked out sections and we'll show you those in a second.
[00:02:41.269 --> 00:02:48.354]  The solicitation explains how the contract put out by the DHS to purchase the ammunition was not subject to full and complete competition.
[00:02:48.934 --> 00:02:54.618]  A process justified by what DHS claims was an unusual and compelling urgency to acquire the bullets.
[00:02:55.278 --> 00:03:04.845]  Noting that there's a shortage of bullets which is threatening a situation which could cause substantial safety for the government should law enforcement officials not be adequately armed.
[00:03:04.865 --> 00:03:09.268]  And there's the blacked out sections you can see right there.
[00:03:10.894 --> 00:03:12.994]  So, you know, it's all for our safety.
[00:03:13.034 --> 00:03:18.215]  This is all supposed to be above the board type stuff when they're buying these types of ammunitions.
[00:03:19.616 --> 00:03:23.817]  They just put in an order for 750 million rounds back in late March.
[00:03:23.857 --> 00:03:27.077]  There was 450 million rounds of hollow point .40 caliber.
[00:03:28.237 --> 00:03:34.759]  We've discussed other agencies buying ammunition and spreading it out all over the country.
[00:03:35.079 --> 00:03:35.479]  And now,
[00:03:36.277 --> 00:03:41.090]  It's not the Forest Service, it's not the FDA, it is the Social Security Administration.
[00:03:41.986 --> 00:03:45.788]  Has purchased 174,000 rounds of hollow point bullets.
[00:03:46.028 --> 00:03:49.711]  Of course for target practice, because that's what we use hollow points for, is for target practice.
[00:03:49.751 --> 00:03:51.031]  I guess in the government they do that.
[00:03:51.732 --> 00:03:58.536]  The Social Security Administration, oh this by the way was on Drudge, thank you Drudge once again for putting out the real news.
[00:03:59.336 --> 00:04:07.221]  The Social Security Administration is set to purchase 174,000 rounds of hollow point bullets to be delivered to 41 locations across the country.
[00:04:08.030 --> 00:04:21.863]  A solicitation posted by the SSA on FedBizOpps' website asks contractors to supply 174,000 rounds of .357 SIG 125 grain bonded jacketed hollow point pistol ammunition.
[00:04:23.304 --> 00:04:28.809]  The synopsis to the solicitation adds that the ammunition is to be shipped to 41 locations within 60 days of purchase.
[00:04:29.429 --> 00:04:34.314]  A separate spreadsheet lists those locations, which include the Social Security headquarters in Baltimore,
[00:04:35.117 --> 00:04:43.824]  As well as major cities across the country including Los Angeles, Detroit, Oklahoma City, Dallas, Houston, Atlanta, Denver, Philadelphia, Pittsburgh, and Seattle.
[00:04:44.525 --> 00:04:54.453]  Sounds like places that are all going to have riots when everything collapses and that must be what the urgency is noted for in the previous Paul Joseph Watson article.
[00:04:55.094 --> 00:05:02.520]  So now we have these guys over a billion and I guess we could say a billion and a half bullets now are being ordered.
[00:05:02.540 --> 00:05:03.941]  They're going to be delivered.
[00:05:04.801 --> 00:05:08.463]  And initially, there's another interesting point in this article.
[00:05:08.503 --> 00:05:18.667]  Despite initially asking the bullets to be delivered to the National Weather Service, NOAA claimed this was a clerical error and insisted the ammunition was for the Fisheries Office of Law Enforcement.
[00:05:18.707 --> 00:05:29.271]  But why would they need powerful hollow-point bullets to tear apart internal organs that are normally used to tear apart internal organs when these are only needed for paper targets, as they say?
[00:05:30.086 --> 00:05:31.407]  In their purchase order.
[00:05:32.208 --> 00:05:33.069]  So that's very interesting.
[00:05:33.089 --> 00:05:34.670]  Why are they buying all these hollow point bullets?
[00:05:34.890 --> 00:05:36.391]  Are they trying to keep us from getting them?
[00:05:36.832 --> 00:05:38.293]  Are they going to buy them and then destroy them?
[00:05:38.713 --> 00:05:46.300]  Or are they going to be using them to shoot American citizens in the back, in the face, wherever they might be, in the backs of police cars, while they're handcuffed?
[00:05:46.400 --> 00:05:47.701]  We'll get to that story in a little bit.
[00:05:48.863 --> 00:05:49.543]  Well, let's move on.
[00:05:49.584 --> 00:05:50.384]  In fact, here it is.
[00:05:50.944 --> 00:05:55.787]  Arkansas police released suicide reenactment video of handcuffed man who shot himself in the head.
[00:05:55.807 --> 00:06:03.793]  This was a story that came out a couple weeks ago, maybe not even a week, maybe about a week ago, of a guy who was handcuffed in the back of a police car.
[00:06:04.233 --> 00:06:08.435]  The cops were questioning somebody and all of a sudden they noticed this guy slumped over, dead.
