[00:00:04.000 --> 00:00:04.324]  Yeah.
[00:00:36.895 --> 00:00:41.679]  Welcome to the Info Wars Nightly News.
[00:00:41.800 --> 00:00:43.021]  I'm your host, Jakari Jackson.
[00:00:43.321 --> 00:00:47.806]  This is what we have in store for you on this Monday, October 8th, 2012 edition.
[00:00:51.249 --> 00:00:54.232]  Tonight, a testicle smackdown by the TSA.
[00:00:55.842 --> 00:00:57.943]  For refusing a body scan.
[00:00:58.443 --> 00:01:02.946]  Then, the Whole Foods false advertising scandal rocks the web.
[00:01:03.386 --> 00:01:11.871]  And Alex Jones blasts through the current wave of vaccine propaganda as Big Pharma preys on the total ignorance of the general public.
[00:01:12.271 --> 00:01:15.513]  That's up next on the InfoWars Nightly News.
[00:01:26.502 --> 00:01:27.143]  And welcome back.
[00:01:27.483 --> 00:01:28.624]  Top story, headline.
[00:01:29.044 --> 00:01:31.986]  Romney vows to arm al-Qaeda terrorists in Syria.
[00:01:32.206 --> 00:01:35.069]  This from our very own Paul Joseph Watson, done earlier this morning.
[00:01:35.509 --> 00:01:48.119]  And promising to arm the Syrian rebels, the majority of whom are not even Syrian, Romney has pledged to send taxpayer money to al-Qaeda militants who have been responsible for carrying out terrorist attacks which have killed hundreds of people.
[00:01:48.559 --> 00:01:55.905]  The Obama administration has already sent over $200 million in humanitarian and non-lethal aid to rebels.
[00:01:56.585 --> 00:02:04.950]  So we see Romney in a roundabout way saying he wants to fund Al Qaeda even though he doesn't want to say the term Al Qaeda.
[00:02:04.970 --> 00:02:06.071]  Don't take my word for it.
[00:02:06.611 --> 00:02:09.152]  This was forecasted early this morning by Paul Joseph Watson.
[00:02:09.473 --> 00:02:11.113]  Since then, Romney has done his speech.
[00:02:11.173 --> 00:02:12.314]  Let's take a look at that speech now.
[00:02:13.115 --> 00:02:20.079]  In Syria, I'll work with our partners to identify and organize those members of the opposition who share our values.
[00:02:21.109 --> 00:02:26.811]  And then ensure that they obtain the arms they need to defeat Assad's tanks and helicopters and fighter jets.
[00:02:27.831 --> 00:02:35.053]  So you saw right there from the horse's mouth Romney said in Syria he wants to identify and organize the members of the opposition who share his values.
[00:02:35.093 --> 00:02:40.034]  I say his values, he used the word our but he doesn't share my values so I say his values.
[00:02:40.314 --> 00:02:43.495]  He wants to make sure they have what they need to defeat Assad.
[00:02:43.875 --> 00:02:46.856]  So right there in a roundabout way, I don't like
[00:02:47.376 --> 00:02:55.620]  Al Qaeda, even though, you know, as we pointed out in the article just a second ago, the Syrian rebels, the majority aren't even Syrian.
[00:02:56.000 --> 00:03:02.143]  So there you go, Romney in a roundabout way saying, hey, I don't like them, but then again, I'll give them a bunch of money.
[00:03:02.564 --> 00:03:10.968]  And like the article says, Obama already sent $200 million to them, so I guess, hey, just more war mongering for
[00:03:11.708 --> 00:03:20.812]  Uh, Romney, who wants to increase military spending and other things, even went on to mention that there will be no new free trade agreement, which basically means your job is headed overseas.
[00:03:20.872 --> 00:03:23.733]  So if you elect Mr. Romney, you can thank him for that.
[00:03:25.188 --> 00:03:25.728]  Next story.
[00:03:26.189 --> 00:03:30.872]  TSA worker smacked me in my testicles for refusing body scan.
[00:03:30.912 --> 00:03:32.734]  Yes, this is a real article.
[00:03:33.294 --> 00:03:40.660]  While traveling through Las Vegas, Steve DeForest chose to opt out of the naked body scanner and was told to wait in a glass holding box.
[00:03:41.260 --> 00:03:49.226]  As he raised his hands, he looked at me, says Steve DeForest, and then he gave me a quick flick and smacked me in one of my testicles.
[00:03:49.647 --> 00:03:53.510]  Now the question around the office is, why didn't this guy give him a smack back?
[00:03:54.710 --> 00:03:56.191]  We see this more and more often.
